,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
19:13:59.356,0.5,0.1,153.0,1844.0,0.1,0.0,0.0,0.0,80.0,70.0,100.0,3.0,0.0,64.0,0.0,120.0,70.0,115.0,109.0,0.0,57.0,0.0,0.0,1.0,40.0
19:14:03.982,1.8,0.1,250.0,5000.0,0.1,0.0,0.0,90.0,70.0,70.0,78.0,100.0,29.0,0.0,93.0,88.0,120.0,24.0,120.0,33.0,0.0,104.0,0.0,1.0,50.0
19:14:09.064,2.0,0.1,41.0,5000.0,0.1,0.0,0.0,90.0,50.0,220.0,22.0,72.0,8.0,120.0,0.0,11.0,99.0,34.0,88.0,28.0,74.0,0.0,0.0,1.0,20.0
19:14:13.639,0.7,0.1,211.0,1161.0,0.1,0.0,0.0,130.0,100.0,0.0,42.0,100.0,40.0,21.0,41.0,0.0,120.0,87.0,85.0,70.0,31.0,53.0,0.0,1.0,25.0
19:14:19.417,1.7,0.1,93.0,1811.0,0.1,0.0,0.0,70.0,20.0,0.0,34.0,84.0,35.0,0.0,99.0,0.0,120.0,91.0,0.0,78.0,120.0,69.0,0.0,1.0,35.0
19:14:29.279,0.3,0.1,169.0,0.0,0.1,0.0,0.0,40.0,130.0,30.0,100.0,0.0,7.0,86.0,0.0,0.0,113.0,120.0,0.0,86.0,81.0,110.0,0.0,1.0,10.0
19:14:35.468,0.8,0.1,160.0,3943.0,0.1,0.0,0.0,20.0,40.0,250.0,67.0,78.0,0.0,90.0,97.0,53.0,114.0,74.0,72.0,120.0,120.0,57.0,0.0,1.0,40.0
19:14:41.370,2.0,0.1,250.0,2129.0,0.1,0.0,0.0,100.0,0.0,80.0,100.0,0.0,0.0,120.0,83.0,8.0,29.0,0.0,34.0,29.0,95.0,33.0,0.0,1.0,30.0
19:14:45.957,1.5,0.1,250.0,3378.0,0.1,0.0,0.0,70.0,50.0,50.0,74.0,33.0,40.0,63.0,0.0,57.0,44.0,74.0,70.0,33.0,71.0,9.0,0.0,1.0,20.0
19:14:51.062,1.9,0.1,41.0,0.0,0.1,0.0,0.0,130.0,50.0,80.0,36.0,78.0,28.0,62.0,0.0,0.0,44.0,97.0,0.0,31.0,103.0,0.0,0.0,1.0,25.0
19:14:55.210,0.3,0.1,74.0,3860.0,0.1,0.0,0.0,30.0,80.0,140.0,14.0,52.0,16.0,26.0,94.0,49.0,117.0,107.0,120.0,72.0,92.0,120.0,0.0,1.0,40.0
19:14:59.484,1.8,0.1,130.0,332.0,0.1,0.0,0.0,130.0,80.0,0.0,64.0,51.0,38.0,31.0,23.0,98.0,120.0,0.0,26.0,38.0,96.0,85.0,0.0,1.0,50.0
19:15:07.836,1.4,0.1,107.0,4530.0,0.1,0.0,0.0,130.0,0.0,150.0,38.0,75.0,25.0,120.0,112.0,45.0,120.0,120.0,71.0,0.0,7.0,0.0,0.0,1.0,10.0
19:15:13.257,2.0,0.1,208.0,3709.0,0.1,0.0,0.0,100.0,100.0,110.0,7.0,25.0,40.0,0.0,120.0,51.0,75.0,0.0,116.0,6.0,120.0,120.0,0.0,1.0,40.0
19:15:40.322,0.0,0.1,250.0,5000.0,0.1,0.0,0.0,130.0,0.0,250.0,73.0,100.0,0.0,54.0,120.0,120.0,120.0,55.0,102.0,81.0,110.0,47.0,0.0,1.0,10.0
19:15:44.625,1.6,0.1,221.0,0.0,0.1,0.0,0.0,130.0,0.0,40.0,100.0,44.0,0.0,38.0,120.0,80.0,120.0,36.0,0.0,105.0,3.0,20.0,0.0,1.0,50.0
19:15:50.015,1.8,0.1,25.0,1176.0,0.1,0.0,0.0,70.0,130.0,230.0,100.0,27.0,4.0,70.0,8.0,120.0,73.0,27.0,21.0,63.0,0.0,113.0,0.0,1.0,50.0
19:15:54.743,1.8,0.1,250.0,1211.0,0.1,0.0,0.0,60.0,10.0,250.0,0.0,56.0,32.0,78.0,54.0,113.0,32.0,120.0,95.0,10.0,0.0,87.0,0.0,1.0,10.0
19:16:00.348,1.7,0.1,250.0,0.0,0.1,0.0,0.0,120.0,130.0,140.0,98.0,76.0,40.0,80.0,113.0,28.0,98.0,30.0,120.0,0.0,108.0,93.0,0.0,1.0,10.0
19:16:04.853,0.0,0.1,25.0,0.0,0.1,0.0,0.0,30.0,30.0,180.0,40.0,0.0,21.0,120.0,62.0,0.0,120.0,32.0,0.0,99.0,59.0,88.0,0.0,1.0,40.0
19:16:10.445,2.0,0.1,96.0,3825.0,0.1,0.0,0.0,110.0,80.0,110.0,100.0,100.0,40.0,78.0,0.0,73.0,120.0,120.0,120.0,20.0,120.0,103.0,0.0,1.0,30.0
19:16:20.287,2.0,0.1,228.0,3148.0,0.1,0.0,0.0,130.0,130.0,0.0,60.0,0.0,5.0,29.0,35.0,43.0,120.0,12.0,70.0,78.0,59.0,0.0,0.0,1.0,10.0
19:16:24.932,2.0,0.1,250.0,0.0,0.1,0.0,0.0,0.0,60.0,70.0,11.0,100.0,8.0,96.0,49.0,0.0,120.0,120.0,120.0,120.0,73.0,120.0,0.0,1.0,30.0
19:16:30.069,2.0,0.1,25.0,4985.0,0.1,0.0,0.0,40.0,50.0,250.0,40.0,84.0,29.0,0.0,52.0,120.0,0.0,0.0,77.0,55.0,64.0,98.0,0.0,1.0,20.0
19:16:34.726,1.8,0.1,250.0,1899.0,0.1,0.0,0.0,120.0,120.0,0.0,9.0,27.0,32.0,111.0,0.0,0.0,27.0,38.0,0.0,50.0,61.0,120.0,0.0,1.0,50.0
19:16:40.227,0.6,0.1,184.0,2764.0,0.1,0.0,0.0,90.0,0.0,0.0,88.0,49.0,23.0,94.0,120.0,106.0,99.0,0.0,0.0,0.0,31.0,120.0,0.0,1.0,30.0
19:16:44.746,2.0,0.1,25.0,3379.0,0.1,0.0,0.0,90.0,130.0,90.0,43.0,100.0,40.0,60.0,108.0,69.0,107.0,120.0,0.0,0.0,105.0,40.0,0.0,1.0,35.0
19:16:52.981,0.0,0.1,250.0,2015.0,0.1,0.0,0.0,70.0,0.0,110.0,68.0,100.0,0.0,0.0,52.0,33.0,11.0,100.0,27.0,20.0,81.0,93.0,0.0,1.0,20.0
