,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:15:55.753,0.0,0.0,1.0,-114.0,-0.5,0.0,-1.0,-0.5,-91.0,100.0,93.0,4500.0,25.0,0.0,60.0,96.0,2.0,0.56,3.0,1.0,0.05,0.0,1.0,-127.0,-180.0
14:16:01.272,0.0,0.0,1.0,-180.0,-0.5,440.0,-1.0,-0.5,180.0,0.0,22.0,2400.0,168.0,0.0,100.0,55.0,3.0,0.195,3.0,7.0,0.01,0.012,1.0,17.0,-180.0
14:16:05.438,0.0,0.0,1.0,180.0,-0.5,120.0,-1.0,-0.5,72.0,0.0,55.0,1200.0,180.0,0.0,0.0,23.0,3.0,0.47,3.0,4.0,0.03,0.018,1.0,-180.0,-180.0
14:16:09.914,0.0,0.0,1.0,55.0,-0.5,0.0,-1.0,-0.5,-46.0,0.0,0.0,3000.0,25.0,0.0,44.0,100.0,8.0,0.315,3.0,6.0,0.08,0.006,1.0,32.0,-180.0
14:16:19.238,0.0,0.0,1.0,-180.0,-0.5,1000.0,-1.0,-0.5,-38.0,20.0,0.0,1000.0,55.0,0.0,100.0,8.0,9.0,0.295,3.0,6.0,0.07,0.0,1.0,104.0,34.0
14:16:23.900,0.0,0.0,1.0,145.0,-0.5,30.0,-1.0,-0.5,180.0,0.0,67.0,0.0,221.0,0.0,52.0,41.0,3.0,0.465,3.0,1.0,0.01,0.006,1.0,180.0,-178.0
14:16:29.287,0.0,0.0,1.0,-180.0,-0.5,1000.0,-1.0,-0.5,43.0,50.0,44.0,0.0,134.0,0.0,21.0,0.0,10.0,0.54,3.0,5.0,0.2,0.006,1.0,41.0,-180.0
14:16:33.531,0.0,0.0,1.0,153.0,-0.5,600.0,-1.0,-0.5,-180.0,24.0,100.0,4500.0,223.0,0.0,0.0,33.0,10.0,0.495,3.0,6.0,0.13,0.0,1.0,-16.0,-16.0
14:16:38.002,0.0,0.0,1.0,-35.0,-0.5,630.0,-1.0,-0.5,-126.0,0.0,0.0,0.0,110.0,0.0,86.0,12.0,4.0,0.545,3.0,5.0,0.2,0.015,1.0,-11.0,-180.0
14:16:43.278,0.0,0.0,1.0,75.0,-0.5,1000.0,-1.0,-0.5,-145.0,100.0,72.0,0.0,80.0,0.0,78.0,0.0,10.0,0.35,3.0,8.0,0.08,0.019,1.0,-54.0,166.0
14:16:47.712,0.0,0.0,1.0,180.0,-0.5,980.0,-1.0,-0.5,180.0,100.0,69.0,600.0,207.0,0.0,0.0,39.0,10.0,0.6,3.0,7.0,0.08,0.014,1.0,154.0,168.0
14:16:59.438,0.0,0.0,1.0,66.0,-0.5,190.0,-1.0,-0.5,180.0,99.0,42.0,4500.0,250.0,0.0,100.0,31.0,9.0,0.26,3.0,8.0,0.2,0.02,1.0,180.0,2.0
14:17:06.521,0.0,0.0,1.0,-33.0,-0.5,460.0,-1.0,-0.5,95.0,36.0,100.0,4000.0,65.0,0.0,19.0,62.0,4.0,0.415,3.0,2.0,0.01,0.0,1.0,-30.0,-91.0
14:17:10.893,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,-84.0,73.0,0.0,4500.0,25.0,0.0,15.0,0.0,5.0,0.6,3.0,2.0,0.16,0.015,1.0,-180.0,-180.0
14:17:16.412,0.0,0.0,1.0,52.0,-0.5,200.0,-1.0,-0.5,85.0,1.0,22.0,3300.0,111.0,0.0,16.0,32.0,4.0,0.6,3.0,1.0,0.09,0.009,1.0,180.0,180.0
14:17:32.314,0.0,0.0,1.0,58.0,-0.5,1000.0,-1.0,-0.5,-45.0,4.0,14.0,4500.0,25.0,0.0,71.0,100.0,1.0,0.6,3.0,10.0,0.2,0.02,1.0,47.0,62.0
14:17:36.329,0.0,0.0,1.0,-180.0,-0.5,440.0,-1.0,-0.5,180.0,100.0,95.0,3700.0,25.0,0.0,100.0,42.0,1.0,0.355,3.0,10.0,0.2,0.02,1.0,180.0,-22.0
14:17:40.726,0.0,0.0,1.0,-92.0,-0.5,1000.0,-1.0,-0.5,-129.0,54.0,13.0,3700.0,178.0,0.0,45.0,0.0,8.0,0.41,3.0,7.0,0.08,0.016,1.0,180.0,180.0
14:17:46.057,0.0,0.0,1.0,-180.0,-0.5,1000.0,-1.0,-0.5,-180.0,20.0,8.0,4500.0,61.0,0.0,100.0,51.0,9.0,0.325,3.0,1.0,0.08,0.012,1.0,35.0,112.0
14:17:50.112,0.0,0.0,1.0,180.0,-0.5,290.0,-1.0,-0.5,33.0,27.0,86.0,4500.0,157.0,0.0,0.0,51.0,1.0,0.295,3.0,9.0,0.09,0.011,1.0,180.0,66.0
14:17:54.359,0.0,0.0,1.0,62.0,-0.5,340.0,-1.0,-0.5,-128.0,0.0,36.0,3100.0,25.0,0.0,93.0,100.0,6.0,0.335,3.0,10.0,0.11,0.012,1.0,-180.0,180.0
