time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,chan4_raw
14:15:42,-0.0005324330413714051,0.000980192271526903,0.02136024609208107,0.0003178498358465731,0.0003191106487065554,0.0016090399818494915,-35.3632622,149.1652375,0.0,-1.0,1.0,-0.3333333333333333,0.0,2.0,-1000.0,0.0,0.0,0.0,STABILIZE,1500.0,1500.0
14:15:44,-0.0005735712475143373,0.0009634515445213765,0.020838645286858082,0.0002504894800949842,0.0002562860900070518,0.0015578540042042732,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.6666666666666667,-1000.0,0.0,0.0,0.0,STABILIZE,1500.0,1500.0
14:15:46,-0.00046969746472314,0.0009671691514085978,0.020251633909841377,0.00037894980050623417,0.0002612927249477555,0.0014566979565036793,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.1666666666666667,-1000.0,0.5,0.3333333333333333,0.0,AUTO,1500.0,1500.0
14:15:48,-0.0003203937885700725,0.0011113488192980487,0.019801737740635872,0.0003200503415428102,0.0003028425174610068,0.0014234734311078985,-35.36326209999999,149.16523746666667,4.5,-0.16666666666666666,-0.5,-1.6666666666666667,0.0,1.5,-999.1666666666666,0.3333333333333333,0.0,0.3333333333333333,AUTO,1500.0,1500.0
14:15:50,0.00031837211766590673,0.0012473148575130228,0.019235221048196156,-0.0003430913978566726,-0.000750380636115248,0.0014067512238398194,-35.36326209999999,149.1652375,14.666666666666666,0.0,0.3333333333333333,-5.833333333333333,0.0,1.3333333333333333,-1024.3333333333333,0.3333333333333333,-0.16666666666666666,0.5,AUTO,1500.0,1500.0
14:15:52,0.027137940865941346,-0.001970885874470696,0.018841612773636978,0.036982136351677276,-0.005933527136221528,0.0023000791309944666,-35.363262033333335,149.16523766666668,1513.5,1.1666666666666667,10.333333333333334,-140.0,0.16666666666666666,-1.1666666666666667,-1029.6666666666667,37.333333333333336,-4.666666666666667,1.5,AUTO,1500.0,1500.0
14:15:54,-0.045759936911053956,0.006523268064484,-0.06264097429811954,-0.06739319923023383,-0.0028967685163176307,-0.04291324007014433,-35.363260716666666,149.16524425,4537.5,6.333333333333333,23.5,-146.16666666666666,1.8333333333333333,-7.0,-1004.1666666666666,-66.16666666666667,-2.5,-42.666666666666664,AUTO,1500.0,1500.0
14:15:56,0.004817796056158841,0.011927950273578366,-0.10089029247562091,0.05209827112654845,-0.0012229721372326214,0.011384408610562483,-35.363260966666665,149.16523801666665,7609.666666666667,-14.0,-52.5,-149.0,-4.5,11.333333333333334,-1000.8333333333334,52.5,-1.0,11.166666666666666,AUTO,1500.0,1510.5
14:15:58,0.048172770999372005,-0.034398580668494105,0.4184520865480105,0.022164611766735714,0.05959339222560326,0.352294385433197,-35.3632623,149.16523266666667,10669.5,13.166666666666666,19.333333333333332,-144.5,-3.1666666666666665,-2.1666666666666665,-998.5,22.666666666666668,59.833333333333336,351.6666666666667,AUTO,1500.0,1563.0
14:16:00,0.004297025724857424,0.05365075667699178,0.9666914741198221,-0.010510937310755253,0.023406246793456376,0.1534316181205213,-35.363261533333336,149.16523911666667,13534.666666666666,-15.833333333333334,13.166666666666666,-148.16666666666666,0.8333333333333334,-4.833333333333333,-1003.5,-9.5,23.833333333333332,153.0,AUTO,1500.0,1510.5
