time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT
14:57:40,-35.3632621,149.1652374,0.0,-2.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.00011425406410126016,0.0015553561970591545,0.027560396119952202,0.00019533495651558042,0.0002722353383433074,0.002303842455148697,247581.0
14:57:42,-35.3632622,149.1652375,0.0,-1.0,1.0,-1.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.00041091974708251655,0.0011445630807429552,0.02643190138041973,0.0001993314945138991,0.00024285586550831795,0.002083219587802887,247581.0
14:57:46,-35.3632621,149.1652375,0.0,-1.0,1.0,-1.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.0009645244863349944,0.0009199374471791089,0.024891498498618603,0.0001752479001879692,0.0002756526228040457,0.0019162121461704373,247581.0
14:57:57,-35.3632622,149.1652375,5.0,-1.0,1.0,-1.0,0.0,1.25,-1000.0,1.0,0.0,0.5,AUTO,-0.0006780798139516264,0.000994084752164781,0.022061609663069248,0.0002784220705507323,0.00023033175966702402,0.0014648164215032011,186061.0
14:57:58,-35.3632621,149.1652375,10.5,0.0,0.0,-1.0,0.0,1.0,-1000.0,0.0,0.5,0.5,AUTO,-0.0004132545873289928,0.0011120320996269584,0.0217286953702569,0.0002613516408018768,0.00037347222678363323,0.0014174082316458225,186061.0
14:58:00,-35.3632621,149.1652375,9.5,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,1.0,1.0,AUTO,7.886738603701815e-05,0.001672112150117755,0.02115139178931713,0.00035016617039218545,0.0003132106503471732,0.001428847899660468,185474.0
14:58:02,-35.36326205,149.1652376,1596.0,0.5,8.5,-146.0,0.0,-0.5,-1012.0,46.0,-6.5,1.5,AUTO,0.029492507688701153,-0.001997006998863071,0.02070913463830948,0.04599397070705891,-0.007373669883236289,0.0025608197320252657,184887.0
14:58:03,-35.363261675000004,149.16523945,2737.75,6.25,37.5,-147.0,1.0,-6.75,-996.5,-18.5,24.25,-35.0,AUTO,0.051360612735152245,-0.0019751975778490305,0.00022843736223876476,-0.019063532818108797,0.023621688596904278,-0.035055229149293154,279000.0
14:58:04,-35.3632607,149.16524555,4634.5,8.5,33.5,-148.0,2.5,-8.5,-1001.0,-58.5,20.0,-47.0,AUTO,-0.03349148202687502,-0.005311318091116846,-0.053866758942604065,-0.05980117432773113,0.019766239915043116,-0.047582490369677544,279000.0
14:58:06,-35.3632616,149.16523945,7690.5,-29.0,-66.0,-148.5,-4.0,17.0,-1003.5,73.0,7.0,-6.0,AUTO,-0.008855817337462213,0.020511604845523834,-0.13576390594244003,0.0727647952735424,0.0068163888063281775,-0.0057830810546875,248323.0
