,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
12:14:11.803,55499.0,0.2,0.7,-5.6,0.25
12:14:17.211,153981.0,0.2,0.2,-2.5,0.25
12:14:23.190,211407.0,0.2,0.5,-6.5,0.25
12:14:29.045,87060.0,0.3,0.9,-6.8,0.25
12:14:35.012,76192.0,0.2,0.3,-8.4,0.25
12:14:41.070,98380.0,0.2,0.4,-4.5,0.25
12:14:46.986,5743.0,0.5,0.2,-9.6,0.25
12:14:52.018,116634.0,0.2,0.9,-7.1,0.25
12:14:56.788,60561.0,0.3,0.5,-7.9,0.25
12:15:01.661,178365.0,0.2,0.2,-2.4,0.25
12:15:07.030,19435.0,0.2,0.9,-6.8,0.25
12:15:12.892,153970.0,0.2,0.4,-9.8,0.25
12:15:17.839,108234.0,0.2,0.5,-4.4,0.25
12:15:23.202,12475.0,0.2,1.3,-9.0,0.25
12:15:29.104,83799.0,0.3,0.5,-8.7,0.25
12:15:34.852,38003.0,0.3,0.4,-9.2,0.25
12:15:39.674,35645.0,0.2,0.5,-3.6,0.25
12:15:45.004,608.0,0.2,0.2,-7.1,0.25
12:15:50.934,114529.0,0.2,0.9,-7.9,0.25
12:15:55.855,82066.0,0.2,0.2,-3.1,0.25
12:16:01.209,49554.0,0.4,0.9,-5.9,0.25
12:16:07.122,5350.0,0.5,0.2,-5.0,0.25
12:16:13.075,17142.0,0.2,0.3,-6.2,0.25
12:16:19.070,126048.0,0.5,0.2,-8.1,0.25
12:16:24.890,84099.0,0.2,0.2,-1.1,0.25
12:16:29.812,200898.0,0.3,0.2,-7.1,0.25
12:16:34.577,16231.0,0.4,0.5,-7.2,0.25
12:16:39.982,68925.0,0.4,0.5,-8.9,0.25
12:16:44.861,23828.0,0.2,0.5,3.0,0.25
12:16:50.320,21845.0,0.2,1.8,-8.4,0.25
12:16:56.332,66298.0,0.4,0.3,-9.2,0.25
12:17:02.301,26127.0,0.5,0.4,-5.0,0.25
12:17:08.044,2390.0,0.2,0.2,-9.4,0.25
12:17:14.081,83662.0,0.5,0.2,-9.6,0.25
12:17:19.875,66594.0,0.2,1.1,-7.8,0.25
12:17:24.715,119508.0,0.2,1.1,-5.6,0.25
12:17:30.083,123345.0,0.2,0.4,-7.9,0.25
12:17:36.032,252678.0,0.2,0.5,-8.7,0.25
12:17:41.910,2204.0,0.4,1.2,-5.0,0.25
12:17:46.808,117819.0,0.2,0.7,-9.2,0.25
12:17:52.150,96646.0,0.2,0.5,-8.4,0.25
12:17:58.143,7807.0,0.3,0.9,-9.6,0.25
12:18:03.996,79050.0,0.2,0.5,-1.9,0.25
12:18:08.860,83554.0,0.2,0.4,-3.8,0.25
12:18:14.174,27959.0,0.2,0.2,-2.3,0.25
12:18:19.966,46244.0,0.4,0.4,-3.2,0.25
12:18:24.970,70739.0,0.2,0.3,1.0,0.25
12:18:30.371,98004.0,0.2,0.7,-9.0,0.25
12:18:36.265,52066.0,0.2,0.5,-7.9,0.25
12:18:42.159,47210.0,0.2,0.4,-6.2,0.25
12:18:48.075,81328.0,0.2,0.4,-6.2,0.25
12:18:54.000,14311.0,0.2,1.3,-8.4,0.25
12:18:59.754,106315.0,0.2,0.4,-9.7,0.25
12:19:04.697,45980.0,0.5,0.3,-7.6,0.25
12:19:10.132,51234.0,0.2,0.9,-7.1,0.25
12:19:16.095,28396.0,0.3,0.9,-5.6,0.25
12:19:22.010,70109.0,0.2,0.4,-9.4,0.25
12:19:27.920,41263.0,0.2,0.3,-0.1,0.25
12:19:32.927,72037.0,0.3,0.4,-7.1,0.25
12:19:38.299,23035.0,0.2,0.4,-4.5,0.25
12:19:44.129,10018.0,0.2,0.5,-8.1,0.25
12:19:49.970,39805.0,0.4,0.3,-3.9,0.25
12:19:56.427,18245.0,0.3,0.4,-9.9,0.25
12:20:02.395,13688.0,0.7,0.2,-9.6,0.25
12:20:08.322,47648.0,0.3,1.5,-6.2,0.25
12:20:14.293,54786.0,0.3,1.3,-9.9,0.25
12:20:20.194,52904.0,0.3,0.5,-2.7,0.25
12:20:25.983,18395.0,0.3,0.4,-4.2,0.25
12:20:31.009,58745.0,0.4,0.3,-9.2,0.25
12:20:35.837,6146.0,0.3,0.3,-3.7,0.25
12:20:40.722,15943.0,0.2,0.9,-7.1,0.25
12:20:46.175,17740.0,0.5,0.5,-5.2,0.25
12:20:52.139,146816.0,0.3,0.3,-4.1,0.25
12:20:58.103,73795.0,0.2,0.2,-3.6,0.25
12:21:03.992,66381.0,0.7,0.3,-7.6,0.25
12:21:08.840,71892.0,0.2,0.3,-5.0,0.25
12:21:14.281,104104.0,0.5,0.3,-9.6,0.25
12:21:20.261,75312.0,0.2,0.3,-0.8,0.25
12:21:26.242,16487.0,0.3,0.3,0.4,0.25
12:21:32.166,13295.0,0.2,0.7,-1.4,0.25
