time_stamp,MODE_LAND,relative_alt,vx,vy,vz
10:56:27.738,0,0,-1,0,0
10:56:27.940,0,0,-1,1,0
10:56:28.142,0,0,-1,1,0
10:56:28.345,0,0,-1,1,0
10:56:28.547,0,0,-1,1,0
10:56:28.749,0,0,-1,1,0
10:56:28.954,0,0,-1,1,0
10:56:29.156,0,0,-1,1,0
10:56:29.361,0,0,-1,1,0
10:56:29.564,0,0,-1,1,0
10:56:29.766,0,0,-2,1,0
10:56:29.967,0,1,-2,1,0
10:56:30.171,0,1,-2,1,0
10:56:30.375,0,1,-2,1,0
10:56:30.581,0,1,-2,1,0
10:56:30.785,0,1,-2,1,0
10:56:30.990,0,1,-2,1,0
10:56:31.192,0,1,-2,1,0
10:56:31.393,0,1,-2,1,0
10:56:31.598,0,2,-1,1,0
10:56:31.800,0,4,0,0,0
10:56:32.003,0,4,0,0,0
10:56:32.204,0,4,0,0,0
10:56:32.407,0,4,0,0,0
10:56:32.610,0,4,0,0,0
10:56:32.814,0,4,0,0,0
10:56:33.017,0,4,0,0,0
10:56:33.218,0,4,0,0,0
10:56:33.422,0,4,0,0,0
10:56:33.624,0,4,0,0,0
10:56:33.826,0,5,0,0,0
10:56:34.027,0,79,0,0,-43
10:56:34.234,0,79,0,0,-43
10:56:34.436,0,79,0,0,-43
10:56:34.638,0,79,0,0,-43
10:56:34.843,0,79,0,0,-43
10:56:35.047,0,79,0,0,-43
10:56:35.254,0,79,0,0,-43
10:56:35.457,0,79,0,0,-43
10:56:35.659,0,744,2,2,-127
10:56:35.861,0,2218,8,25,-149
10:56:36.063,0,2603,11,36,-149
10:56:36.265,0,2603,11,36,-149
10:56:36.473,0,2603,11,36,-149
10:56:36.675,0,2603,11,36,-149
10:56:36.877,0,2603,11,36,-149
10:56:37.080,0,2603,11,36,-149
10:56:37.282,0,2603,11,36,-149
10:56:37.484,0,2603,11,36,-149
10:56:37.686,0,4494,25,92,-146
10:56:37.892,0,5625,25,100,-146
10:56:38.096,0,5625,25,100,-146
10:56:38.301,0,5625,25,100,-146
10:56:38.502,0,5625,25,100,-146
10:56:38.705,0,5625,25,100,-146
10:56:38.907,0,5625,25,100,-146
10:56:39.108,0,5625,25,100,-146
10:56:39.310,0,5625,25,100,-146
10:56:39.513,0,5625,25,100,-146
10:56:39.715,0,7170,17,19,-151
10:56:39.917,0,8708,-17,-85,-145
10:56:40.125,0,8708,-17,-85,-145
10:56:40.330,0,8708,-17,-85,-145
10:56:40.532,0,8708,-17,-85,-145
10:56:40.734,0,8708,-17,-85,-145
10:56:40.939,0,8708,-17,-85,-145
10:56:41.141,0,8708,-17,-85,-145
10:56:41.342,0,8708,-17,-85,-145
10:56:41.546,0,10437,-62,-102,-149
10:56:41.752,0,11214,-79,-72,-153
10:56:41.953,0,11605,-83,-52,-153
10:56:42.156,0,11605,-83,-52,-153
10:56:42.360,0,11605,-83,-52,-153
10:56:42.561,0,11605,-83,-52,-153
10:56:42.762,0,11605,-83,-52,-153
10:56:42.965,0,11605,-83,-52,-153
10:56:43.169,0,11605,-83,-52,-153
10:56:43.370,0,11605,-83,-52,-153
10:56:43.571,0,13175,-41,21,-153
10:56:43.773,0,14337,55,51,-146
10:56:43.975,0,14711,89,61,-142
10:56:44.176,0,14711,89,61,-142
10:56:44.379,0,14711,89,61,-142
10:56:44.583,0,14711,89,61,-142
10:56:44.788,0,14711,89,61,-142
10:56:44.990,0,14711,89,61,-142
10:56:45.191,0,14711,89,61,-142
10:56:45.393,0,14711,89,61,-142
10:56:45.594,0,14711,89,61,-142
10:56:45.796,0,17135,212,88,-141
10:56:45.998,0,17501,207,86,-146
10:56:46.200,0,17501,207,86,-146
10:56:46.403,0,17501,207,86,-146
10:56:46.604,0,17501,207,86,-146
10:56:46.806,0,17501,207,86,-146
10:56:47.009,0,17501,207,86,-146
10:56:47.215,0,17501,207,86,-146
10:56:47.416,0,17501,207,86,-146
10:56:47.619,0,19913,78,57,-164
10:56:47.820,0,20327,42,49,-162
10:56:48.022,0,20736,5,43,-158
10:56:48.225,0,20736,5,43,-158
10:56:48.428,0,20736,5,43,-158
10:56:48.630,0,20736,5,43,-158
10:56:48.831,0,20736,5,43,-158
10:56:49.034,0,20736,5,43,-158
10:56:49.236,0,20736,5,43,-158
10:56:49.437,0,20736,5,43,-158
10:56:49.640,0,22250,-126,26,-140
10:56:49.842,0,23327,-158,-9,-141
10:56:50.044,0,23686,-162,-29,-141
10:56:50.246,0,23686,-162,-29,-141
10:56:50.449,0,23686,-162,-29,-141
10:56:50.651,0,23686,-162,-29,-141
10:56:50.853,0,23686,-162,-29,-141
10:56:51.056,0,23686,-162,-29,-141
10:56:51.258,0,23686,-162,-29,-141
10:56:51.460,0,23686,-162,-29,-141
10:56:51.664,0,24751,-159,-105,-140
10:56:51.865,0,26235,-114,-137,-154
10:56:52.067,0,26631,-98,-129,-158
10:56:52.270,0,26631,-98,-129,-158
10:56:52.473,0,26631,-98,-129,-158
10:56:52.677,0,26631,-98,-129,-158
10:56:52.879,0,26631,-98,-129,-158
10:56:53.080,0,26631,-98,-129,-158
10:56:53.283,0,26631,-98,-129,-158
10:56:53.485,0,26631,-98,-129,-158
10:56:53.687,0,28282,-26,-42,-162
10:56:53.895,0,29847,55,72,-140
10:56:54.098,0,29847,55,72,-140
10:56:54.299,0,29847,55,72,-140
10:56:54.502,0,29847,55,72,-140
10:56:54.706,0,29847,55,72,-140
10:56:54.909,0,29847,55,72,-140
10:56:55.111,0,29847,55,72,-140
10:56:55.313,0,29847,55,72,-140
10:56:55.519,0,29847,55,72,-140
10:56:55.721,0,30930,77,55,-150
10:56:55.924,0,32498,5,11,-156
10:56:56.126,0,32893,-13,7,-155
10:56:56.327,0,32893,-13,7,-155
10:56:56.533,0,32893,-13,7,-155
10:56:56.741,0,32893,-13,7,-155
10:56:56.942,0,32893,-13,7,-155
10:56:57.145,0,32893,-13,7,-155
10:56:57.352,0,32893,-13,7,-155
10:56:57.554,0,32893,-13,7,-155
10:56:57.757,0,35228,-51,13,-153
10:56:57.959,0,36012,-18,7,-154
10:56:58.167,0,36012,-18,7,-154
10:56:58.377,0,36012,-18,7,-154
10:56:58.579,0,36012,-18,7,-154
10:56:58.781,0,36012,-18,7,-154
10:56:58.984,0,36012,-18,7,-154
10:56:59.186,0,36012,-18,7,-154
10:56:59.388,0,36012,-18,7,-154
10:56:59.591,0,36012,-18,7,-154
10:56:59.793,0,37928,49,-23,-151
10:56:59.995,0,39100,16,-12,-155
10:57:00.196,0,39100,16,-12,-155
10:57:00.398,0,39100,16,-12,-155
10:57:00.600,0,39100,16,-12,-155
10:57:00.803,0,39100,16,-12,-155
10:57:01.005,0,39100,16,-12,-155
10:57:01.209,0,39100,16,-12,-155
10:57:01.411,0,39100,16,-12,-155
10:57:01.613,0,39100,16,-12,-155
10:57:01.815,0,41288,-22,13,-152
10:57:02.017,0,42066,-19,10,-153
10:57:02.219,0,42066,-19,10,-153
10:57:02.421,0,42066,-19,10,-153
10:57:02.623,0,42066,-19,10,-153
10:57:02.828,0,42066,-19,10,-153
10:57:03.031,0,42066,-19,10,-153
10:57:03.232,0,42066,-19,10,-153
10:57:03.436,0,42066,-19,10,-153
10:57:03.642,0,43625,-5,-1,-153
10:57:03.844,0,44800,2,-7,-153
10:57:04.046,0,45190,3,-7,-153
10:57:04.250,0,45190,3,-7,-153
10:57:04.454,0,45190,3,-7,-153
10:57:04.657,0,45190,3,-7,-153
