time_stamp,lat,lon,relative_alt,vx,vy,vz,chan4_raw,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT
15:00:24,-35.3632621,149.1652375,12.666666666666666,0.0,0.0,-1.0,1500.0,-0.0007953812795070311,0.0010825792172302802,0.021260075271129608,0.0003265213842193286,0.0002672481156575183,0.0015144265489652753,0.0,1.0,-1000.0,0.3333333333333333,0.6666666666666666,0.0,AUTO,1500.0
15:00:26,-35.3632621,149.1652375,15.0,0.0,0.0,-0.3333333333333333,1500.0,-0.00022670936111050347,0.0016250266150260966,0.02076479544242223,0.000313125589552025,0.00027944302807251614,0.001429403976847728,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.0,0.3333333333333333,AUTO,1500.0
15:00:28,-35.363262066666664,149.16523753333334,1310.6666666666667,0.3333333333333333,5.0,-142.33333333333334,1500.0,0.019753546454012394,-0.0005003281500345717,0.020061710228522617,0.046427023907502495,-0.006671384287377198,0.0018024046439677477,0.0,0.0,-1027.6666666666667,46.666666666666664,-5.333333333333333,1.0,AUTO,1500.0
15:00:30,-35.3632609,149.16524463333334,4342.333333333333,3.0,40.0,-148.33333333333334,1500.0,-0.030687199905514717,0.009260253437484304,-0.06262110049525897,-0.056437513480583824,-0.02422281711672743,-0.034292315443356834,4.0,-8.666666666666666,-1005.3333333333334,-55.0,-23.333333333333332,-34.333333333333336,AUTO,1500.0
15:00:32,-35.3632613,149.16524070000003,7417.333333333333,-12.0,-58.666666666666664,-150.0,1500.0,-0.012124232637385527,0.006948541384190321,-0.1088858296473821,0.06666599214076996,0.00970301435639461,-0.003327221629054596,-5.666666666666667,12.0,-1003.0,67.0,10.0,-3.3333333333333335,AUTO,1500.0
15:00:34,-35.3632617,149.16522926666667,10413.0,22.333333333333332,-40.333333333333336,-143.66666666666666,1801.0,0.007288764036881427,-0.025876929983496666,0.7876715660095215,0.052285159627596535,0.0027741859667003155,0.7174264192581177,-1.6666666666666667,11.0,-1005.0,52.666666666666664,3.6666666666666665,716.3333333333334,AUTO,1500.0
15:00:36,-35.36325803333333,149.16522966666665,13367.666666666666,11.0,61.333333333333336,-143.0,1500.0,0.004144657092789809,-0.06902651861310005,2.2248841921488443,0.13609355067213377,-0.03218827396631241,0.36165958394606906,-9.0,6.0,-1009.6666666666666,136.33333333333334,-31.0,361.0,AUTO,1500.0
15:00:38,-35.36326343333334,149.16524153333333,16428.0,-50.666666666666664,14.333333333333334,-153.66666666666666,1500.0,0.06179865449666977,0.04077392195661863,2.2363808949788413,0.028916627168655396,0.020954206430663664,-0.028319764882326126,-7.0,-9.666666666666666,-1001.0,29.333333333333332,21.333333333333332,-28.0,AUTO,1500.0
15:00:40,-35.36327453333333,149.16523126666667,19477.333333333332,-58.333333333333336,-79.66666666666667,-149.0,1500.0,-0.030482428808075685,0.0076951322456200915,2.183226744333903,-0.12956334153811136,-0.06528602167963982,0.001804271441263457,15.666666666666666,-15.666666666666666,-1011.6666666666666,-128.33333333333334,-64.33333333333333,1.3333333333333333,AUTO,1500.0
15:00:42,-35.3632711,149.16523193333333,22481.666666666668,127.33333333333333,85.66666666666667,-135.0,1500.0,-0.13348921885093054,0.015604318585246801,2.1789424419403076,0.0886363039414088,0.039484474807977676,0.006435086019337177,-15.666666666666666,24.333333333333332,-999.6666666666666,88.66666666666667,39.666666666666664,5.333333333333333,AUTO,1500.0
15:00:44,-35.363238333333335,149.16524443333333,25382.666666666668,176.0,-36.333333333333336,-153.33333333333334,1500.0,0.09699166814486186,0.07052476704120636,2.2086521784464517,0.11720551302035649,-0.021936142584308982,0.022521330664555233,7.0,42.0,-1015.6666666666666,117.33333333333333,-20.666666666666668,21.666666666666668,AUTO,1500.0
