,A.LOITER1
16:52:20.728,-1.0
16:52:20.931,-1.0
16:52:21.146,-1.0
16:52:21.350,-1.0
16:52:21.555,-1.0
16:52:21.758,-1.0
16:52:21.961,-1.0
16:52:22.162,-1.0
16:52:22.368,-1.0
16:52:22.576,-1.0
16:52:22.778,-1.0
16:52:22.980,-1.0
16:52:23.200,-1.0
16:52:23.408,-1.0
16:52:23.611,-1.0
16:52:23.818,-1.0
16:52:24.023,-1.0
16:52:24.227,-1.0
16:52:24.441,-1.0
16:52:24.647,-1.0
16:52:24.851,-1.0
16:52:25.053,-1.0
16:52:25.262,-1.0
16:52:25.468,-1.0
16:52:25.671,-1.0
16:52:25.875,-1.0
16:52:26.082,-1.0
16:52:26.285,-1.0
16:52:26.495,-1.0
16:52:26.697,-1.0
16:52:26.899,-1.0
16:52:27.112,-1.0
16:52:27.315,-1.0
16:52:27.517,-1.0
16:52:27.720,-1.0
16:52:27.925,-1.0
16:52:28.128,-1.0
16:52:28.332,-1.0
16:52:28.534,-1.0
16:52:28.736,-1.0
16:52:28.939,-1.0
16:52:29.142,-1.0
16:52:29.346,-1.0
16:52:29.548,-1.0
16:52:29.753,-1.0
16:52:29.959,-1.0
16:52:30.165,-1.0
16:52:30.370,-1.0
16:52:30.575,-1.0
16:52:30.777,-1.0
16:52:30.980,-1.0
16:52:31.190,-1.0
16:52:31.403,-1.0
16:52:31.606,-1.0
16:52:31.808,-1.0
16:52:32.012,-1.0
16:52:32.214,-1.0
16:52:32.420,-1.0
16:52:32.623,-1.0
16:52:32.826,-1.0
16:52:33.028,-1.0
16:52:33.240,-1.0
16:52:33.443,-1.0
16:52:33.650,-1.0
16:52:33.854,-1.0
16:52:34.061,-1.0
16:52:34.269,-1.0
16:52:34.475,-1.0
16:52:34.679,-1.0
16:52:34.884,-1.0
16:52:35.087,-1.0
16:52:35.292,-1.0
16:52:35.497,-1.0
16:52:35.700,-1.0
16:52:35.906,-1.0
16:52:36.107,-1.0
16:52:36.310,-1.0
16:52:36.514,-1.0
16:52:36.715,-1.0
16:52:36.917,-1.0
16:52:38.220,-1.0
16:52:38.424,-1.0
16:52:38.628,-1.0
16:52:38.831,-1.0
16:52:39.037,-1.0
16:52:39.242,-1.0
16:52:39.444,-1.0
16:52:39.647,-1.0
16:52:39.850,-1.0
16:52:40.053,-1.0
16:52:40.258,-1.0
16:52:40.461,-1.0
16:52:40.667,-1.0
16:52:40.871,-1.0
16:52:41.074,-1.0
16:52:41.280,-1.0
16:52:41.484,-1.0
16:52:41.690,-1.0
16:52:41.900,-1.0
16:52:42.102,-1.0
16:52:42.306,-1.0
16:52:42.512,-1.0
16:52:42.724,-1.0
16:52:42.930,-1.0
16:52:43.134,-1.0
16:52:43.336,-1.0
16:52:43.539,-1.0
16:52:43.743,-1.0
16:52:43.945,-1.0
16:52:44.149,-1.0
16:52:44.352,-1.0
16:52:44.556,-1.0
16:52:44.758,-1.0
16:52:44.963,-1.0
16:52:45.170,-1.0
16:52:45.373,-1.0
16:52:45.581,-1.0
16:52:45.785,-1.0
16:52:45.989,-1.0
16:52:46.191,-1.0
16:52:46.393,-1.0
16:52:46.597,-1.0
16:52:46.799,-1.0
16:52:47.002,-1.0
16:52:47.205,-1.0
16:52:47.410,-1.0
16:52:47.614,-1.0
16:52:47.816,-1.0
16:52:48.020,-1.0
16:52:48.225,-1.0
16:52:48.429,-1.0
16:52:48.631,-1.0
16:52:48.835,-1.0
16:52:49.037,-1.0
16:52:49.240,-1.0
16:52:49.446,-1.0
16:52:49.649,-1.0
16:52:49.852,-1.0
16:52:50.054,-1.0
