time_stamp,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
10:42:02,STABILIZE,583990.0,-35.3632622,149.1652375,4.0,-1.0,1.0,0.0,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0008181726443581283,0.0009347773157060146,0.023861654102802277,0.0002261027111671865,0.00024414423387497663,0.0018981979228556156
10:42:04,STABILIZE,583980.0,-35.3632622,149.1652375,0.0,-1.0,2.0,0.2,0.0,1.25,-1000.0,0.0,0.25,0.5,-0.0006659877020865679,0.00095132120186463,0.023407892510294914,0.00032750526443123815,0.0002857448998838663,0.0017710329033434392
10:42:06,STABILIZE,583980.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.3333333333333333,-1000.0,0.0,0.6666666666666666,0.0,-0.000862238637637347,0.000964982362347655,0.022821304854005575,0.00021009810734540224,0.0002542771544540301,0.001654812804190442
10:42:10,STABILIZE,584000.0,-35.3632622,149.16523746666667,14.0,-1.0,-0.6666666666666666,-3.6666666666666665,0.0,2.5,-997.5,0.0,0.5,1.0,-0.0008281627378892154,0.0009895956609398127,0.02188587561249733,0.0003169993287883699,0.00022937674657441676,0.0015961395693011582
10:42:12,AUTO,584012.5,-35.3632622,149.1652375,8.5,-1.0,0.75,-2.0,0.0,1.25,-1000.0,0.75,1.0,0.25,-0.000450335894129239,0.0009864783205557615,0.021516306791454554,0.0003293499903520569,0.00027797024813480675,0.0014138026162981987
10:42:14,AUTO,584020.0,-35.3632622,149.1652375,11.6,0.0,0.0,-0.6,0.0,1.3333333333333333,-1000.0,0.5,0.16666666666666666,0.16666666666666666,-9.465916191402357e-05,0.0013079711003229021,0.021040716394782066,0.0003345981007441878,0.00032460344955325126,0.0014324757736176251
10:42:15,AUTO,584042.5,-35.3632622,149.1652375,37.5,0.0,0.0,-18.0,0.0,1.0,-1070.25,4.0,0.0,0.75,0.0015983577468432486,0.0007551196404165239,0.02064388943836093,0.0034672257461352274,-0.0008172648813342676,0.0016261807177215815
10:42:16,AUTO,584415.0,-35.3632621,149.1652375,410.0,0.0,0.0,-98.0,0.0,0.0,-1111.0,-1.0,3.5,0.5,0.0022947005927562714,0.0011192535166628659,0.020628057420253754,-0.0017917116638273,0.0031938530737534165,0.001749332994222641
10:42:18,AUTO,586706.0,-35.36326168,149.16523940000002,2699.6,5.8,35.6,-146.6,0.8333333333333334,-5.0,-1000.0,-12.166666666666666,16.333333333333332,-27.5,0.046475965157151224,-0.00026506297290325166,0.0007814906537532806,-0.024531421065330506,0.02005565892904997,-0.032919174432754515
10:42:20,AUTO,589568.3333333334,-35.363260649999994,149.16524575000003,5562.333333333333,0.16666666666666666,-6.166666666666667,-147.83333333333334,0.16666666666666666,-1.0,-1001.0,-15.166666666666666,4.0,-33.5,-0.059878853460152946,0.0042120321886613965,-0.09061724195877711,-0.01572205995519956,0.0032153108816904328,-0.03364413231611252
10:42:22,AUTO,593040.0,-35.363263125,149.16523505,9032.5,-25.5,-28.75,-151.5,-1.4,11.4,-1001.6,50.2,-14.4,16.0,0.0512389549985528,0.011882070102728903,-0.11219353973865509,0.044819486793130636,-0.020725728332763538,0.021088197332574055
10:42:24,AUTO,596122.5,-35.363262500000005,149.16523725,12116.75,40.5,15.5,-148.75,-4.75,-9.0,-1006.5,-35.25,76.75,-99.75,-0.028153202263638377,-0.006827903911471367,-0.08956544566899538,-0.036276953760534525,0.07649193983525038,-0.10000571236014366
10:42:26,AUTO,599097.5,-35.36325925,149.165235325,15093.25,-10.25,-8.75,-151.75,-1.25,2.75,-998.75,20.25,-17.0,7.5,0.018263694597408175,0.027515169233083725,-0.18253850936889648,0.019610475399531424,-0.017967603635042906,0.00785157480277121
10:42:27,AUTO,601442.5,-35.363261175000005,149.16523555,17435.0,-15.5,10.5,-151.0,3.5,0.25,-1000.75,-10.5,-8.0,-7.5,0.0044730211648129625,-0.000321038969559595,-0.16826963052153587,-0.011688827304169536,-0.009325757040642202,-0.0075973536586388946
10:42:28,AUTO,602615.0,-35.363261949999995,149.16523619999998,18606.0,-9.0,8.0,-152.0,2.0,0.0,-1000.0,-1.0,0.0,-23.0,-0.0017051397589966655,-0.004609403433278203,-0.17942942678928375,-0.0020481764804571867,-0.0006052342941984534,-0.023307153023779392
10:42:30,AUTO,605543.3333333334,-35.3632623,149.1652364,21537.333333333332,0.0,1.0,-152.0,0.0,0.0,-1000.0,4.0,4.0,-25.333333333333332,0.00419265846721828,0.0017308651780088742,-0.2313694010178248,0.0036311533767729998,0.003739985404536128,-0.025800594439109165
10:42:32,AUTO,608280.0,-35.3632622,149.16523646000002,24272.0,-0.8,3.2,-151.8,0.0,0.0,-998.8,-15.2,2.0,-15.8,0.0030540545005351303,0.0036951950285583736,-0.2684201538562775,-0.0163714814116247,0.0014171244110912085,-0.01618502251803875
