,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG
13:37:44.349,230.0,9.675457734315211,4.517693952077613,5.516939575519777,-31.0,337.1526277695551,31345.268311902666,26431.524776394104,12593.278657127328,30845.35492955465
13:37:47.358,250.0,6.519594612618512,2.4003074472251407,7.400302830647114,-6.0,861.5373190104569,8885.229159782668,15444.269374279702,22810.04483852343,23269.90159592721
13:37:50.363,320.0,6.777012655522551,3.9378437002097244,9.772471664612457,-30.0,136.8286173278377,672.0973273985526,14832.171571717028,13350.761793670477,10865.983795384973
13:37:53.371,20.0,6.410750641341671,15.49130355453519,4.846738460045616,21.0,230.58424438219572,18697.661934446383,16760.30031237949,16294.776857738092,16560.095072719043
13:37:56.376,460.0,2.8169808631712554,13.741949671840706,8.357787811718467,-61.0,803.2229161925891,31578.37463464092,19587.043393276577,31179.02089080321,18153.22358428406
13:38:01.532,500.0,8.00757277127745,8.562170533575234,7.997426786759419,61.0,320.11865017539407,6265.161430727468,5972.0927465944105,1427.4055586783297,8334.079471521338
13:38:04.541,340.0,6.594856974257782,5.80685598285581,7.468027907847711,-60.0,980.472716153276,6131.724422825942,26558.550312358875,8105.840352665431,15656.438817019285
13:38:07.547,490.0,6.753359326420755,4.043986142179419,7.78514248981256,55.0,894.4865700121708,27523.699457686685,18854.131208772298,22103.672659237018,30969.614441042464
13:38:10.552,10.0,5.696752748128548,11.899537549798714,8.227671701119254,99.0,134.75457046523675,17896.173183098665,18851.108703664795,4322.307641587889,27945.215390043842
13:38:13.570,410.0,3.503333442240085,0.2620305264610945,3.225068810730935,85.0,308.60885408663927,17908.936049311505,30712.940890208316,22244.150539915918,16505.437970145344
13:38:16.577,470.0,7.679721116855836,18.011236818512568,5.429040227597754,91.0,711.0221550239391,26984.429003992864,8528.03069739525,30515.243254744713,11243.405099449326
13:38:19.592,240.0,7.647755992971966,14.568347816381387,8.652521697891105,76.0,396.1519912076494,25335.618205917985,29952.496983424433,5288.975499207116,32700.755650037205
13:38:22.602,290.0,4.0516602138486135,18.03840347884989,4.930000702180626,-64.0,576.4836032431725,2186.632988217261,30283.437469988534,683.5235658373897,3173.949288958306
13:38:25.611,490.0,3.821271903816087,9.755292122352678,5.939080343044609,-65.0,808.774729021832,25677.563338322452,1489.5992789623183,21646.526858191155,6266.577333395296
13:38:28.616,210.0,9.235723251211791,19.547078543446464,1.0302332113969506,47.0,235.08698263855476,28896.32077083481,12815.399056780578,28342.193672482215,6336.544956057042
13:38:33.793,60.0,3.9987477047882827,14.55841597917886,4.653282248334072,7.0,179.81405387654226,6494.961550701127,12072.576144892822,17783.735363606585,18397.983511284197
13:38:36.809,450.0,7.624683087000058,12.923867336374746,7.769182256987097,-88.0,284.9051082335975,29169.320822157355,20274.909870551866,27522.947954541545,19585.306971987935
13:38:39.814,150.0,9.382807034835567,11.565601848169365,5.914656087612141,-29.0,771.9514135531629,23663.611229241928,23282.089527394524,14826.609465864385,31145.810097012294
13:38:42.821,260.0,3.7193592821464794,8.228974553412876,5.0341939912359805,69.0,82.80480199157303,11245.556730229604,8378.960025719296,236.2859646352871,9624.399091890231
13:38:45.826,50.0,5.061946434259249,15.54527960006412,4.38055649812509,63.0,386.667538589584,1942.7094359150158,30541.68093226581,25540.472834719014,16451.966512030776
13:38:48.834,480.0,3.726011010830408,17.74799327936219,8.286071785191933,99.0,68.14021783681878,13614.25039114501,21409.973921019777,11882.771102192464,29883.947076469045
13:38:51.842,390.0,1.5312887950694731,16.877020246120797,3.338923545315482,-66.0,175.48931561496715,9360.97694025009,14339.430002274405,17224.56249409533,1850.544143500042
13:38:54.850,120.0,1.213493245876821,2.6829232756544497,2.175012294140956,32.0,796.6409333134479,12717.859203089232,9435.014259451915,6567.899393564794,24006.613723591367
13:38:57.858,240.0,5.37446396553058,14.957380825210517,4.79214294628583,-91.0,286.19128516753165,6113.11310986898,1641.6576542518565,16079.705816245987,4488.306138595333
13:39:00.866,60.0,9.370465785016185,10.311905515001069,3.183430231587412,-99.0,318.55155902101086,13773.526128414656,26302.54260395038,15023.928844632987,4027.7985604932223
