,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
05:46:07.386,73768.0,0.3,1.9,-3.3,0.25,5.1,0.0,11219.0,1000.0,1.0
05:46:11.407,136125.0,0.0,2.0,5.8,0.25,4.1,0.0,2013.0,1000.0,1.0
05:46:15.442,298634.0,0.5,1.1,-1.6,0.25,3.3,0.0,8417.0,200.0,1.0
05:46:19.487,300000.0,0.5,0.1,-4.2,0.25,2.6,0.0,7041.0,340.0,1.0
05:46:23.510,157193.0,0.6,0.0,-5.4,0.25,0.0,0.0,11703.0,820.0,1.0
05:46:27.052,300000.0,0.8,1.0,10.1,0.25,3.8,0.0,26060.0,1000.0,1.0
05:46:31.070,86385.0,0.7,0.2,6.0,0.25,5.1,0.0,30528.0,910.0,1.0
05:46:35.082,200.0,0.4,0.8,8.9,0.25,2.5,0.0,13006.0,130.0,1.0
05:46:39.104,97641.0,0.8,0.6,-1.9,0.25,5.1,0.0,32000.0,30.0,1.0
05:46:43.134,181371.0,1.1,0.2,1.5,0.25,5.0,0.0,32000.0,520.0,1.0
05:46:47.167,209298.0,1.1,1.5,-5.3,0.25,5.1,0.0,13824.0,240.0,1.0
05:46:51.187,53925.0,1.0,1.0,-7.9,0.25,0.0,0.0,21612.0,850.0,1.0
05:46:55.213,129409.0,0.0,0.4,4.9,0.25,4.9,0.0,29313.0,1000.0,1.0
05:46:59.239,181922.0,0.0,0.0,-3.6,0.25,3.5,0.0,16298.0,470.0,1.0
05:47:03.265,25727.0,0.0,1.1,-9.9,0.25,0.9,0.0,32000.0,460.0,1.0
05:47:07.286,79437.0,0.5,1.5,-10.0,0.25,1.5,0.0,24022.0,0.0,1.0
05:47:11.304,20149.0,0.7,0.7,10.0,0.25,5.1,0.0,32000.0,910.0,1.0
05:47:15.320,8187.0,0.6,0.7,10.1,0.25,4.3,0.0,25802.0,0.0,1.0
05:47:19.347,136131.0,0.4,1.4,-0.7,0.25,3.2,0.0,5559.0,0.0,1.0
05:47:23.384,300000.0,0.8,0.0,-6.5,0.25,1.5,0.0,15043.0,1000.0,1.0
05:47:27.408,153903.0,1.1,2.0,-10.0,0.25,2.4,0.0,10813.0,510.0,1.0
05:47:31.434,128046.0,0.6,0.2,3.2,0.25,3.1,0.0,8533.0,790.0,1.0
05:47:35.461,108960.0,0.5,0.0,-10.0,0.25,3.8,0.0,6693.0,0.0,1.0
05:47:39.481,105901.0,0.8,1.2,-2.3,0.25,2.6,0.0,20651.0,560.0,1.0
05:47:43.495,27917.0,0.9,1.9,-4.3,0.25,4.6,0.0,0.0,1000.0,1.0
05:47:47.022,233531.0,0.5,0.0,7.6,0.25,5.1,0.0,20018.0,1000.0,1.0
05:47:51.064,287010.0,0.3,1.1,-0.1,0.25,3.9,0.0,32000.0,580.0,1.0
05:47:55.092,244461.0,0.0,0.5,0.6,0.25,1.3,0.0,20063.0,390.0,1.0
05:47:59.112,106111.0,0.2,1.7,-10.0,0.25,1.0,0.0,18263.0,510.0,1.0
05:48:03.140,197877.0,0.7,1.4,-6.5,0.25,5.1,0.0,14940.0,930.0,1.0
05:48:07.183,300000.0,0.7,1.7,-10.0,0.25,0.8,0.0,22053.0,1000.0,1.0
05:48:11.204,133676.0,0.9,1.0,-10.0,0.25,3.9,0.0,32000.0,620.0,1.0
05:48:15.222,200.0,0.9,1.7,6.0,0.25,3.8,0.0,19050.0,900.0,1.0
05:48:19.250,198134.0,0.8,0.9,2.3,0.25,3.6,0.0,28621.0,620.0,1.0
05:48:23.273,59645.0,1.0,1.6,-5.6,0.25,4.3,0.0,32000.0,0.0,1.0
05:48:27.307,164511.0,0.4,0.1,0.8,0.25,0.8,0.0,32000.0,860.0,1.0
05:48:31.332,82852.0,0.1,0.1,-10.0,0.25,2.8,0.0,31922.0,1000.0,1.0
05:48:35.370,246849.0,0.9,0.0,2.4,0.25,2.5,0.0,32000.0,1000.0,1.0
05:48:39.384,200.0,1.1,1.2,10.1,0.25,0.0,0.0,15192.0,10.0,1.0
05:48:43.416,266604.0,1.0,0.0,-1.9,0.25,2.5,0.0,9058.0,910.0,1.0
05:48:47.431,200.0,0.4,0.8,-1.7,0.25,2.2,0.0,0.0,950.0,1.0
05:48:51.460,156433.0,0.4,1.2,-4.8,0.25,0.0,0.0,18318.0,530.0,1.0
05:48:55.477,104063.0,0.1,1.0,-1.8,0.25,3.1,0.0,22488.0,190.0,1.0
05:48:59.505,244910.0,0.0,2.0,-6.6,0.25,4.2,0.0,27056.0,650.0,1.0
05:49:03.018,200.0,0.8,0.7,10.1,0.25,2.4,0.0,9086.0,1000.0,1.0
05:49:07.050,300000.0,0.8,1.6,-0.6,0.25,4.1,0.0,11490.0,480.0,1.0
05:49:11.082,300000.0,1.0,0.2,-8.9,0.25,2.9,0.0,32000.0,160.0,1.0
05:49:15.102,121251.0,1.1,0.0,-7.9,0.25,0.5,0.0,19005.0,840.0,1.0
05:49:19.139,267958.0,0.6,1.0,5.8,0.25,5.1,0.0,187.0,340.0,1.0
05:49:23.154,13743.0,1.1,2.0,-0.0,0.25,4.8,0.0,30089.0,180.0,1.0
05:49:27.166,4164.0,0.6,2.0,6.1,0.25,5.1,0.0,0.0,0.0,1.0
05:49:31.185,147630.0,0.4,1.2,-5.8,0.25,1.5,0.0,13944.0,1000.0,1.0
05:49:35.219,206286.0,0.5,0.3,4.9,0.25,4.7,0.0,12967.0,470.0,1.0
05:49:39.240,105299.0,0.2,0.0,-8.1,0.25,1.9,0.0,24466.0,0.0,1.0
05:49:43.257,200.0,0.8,0.0,-10.0,0.25,0.0,0.0,10715.0,1000.0,1.0
05:49:47.276,25852.0,0.9,0.5,4.1,0.25,5.1,0.0,12797.0,970.0,1.0
05:49:51.305,298434.0,0.3,0.4,-5.7,0.25,0.8,0.0,3663.0,0.0,1.0
05:49:55.320,34290.0,0.0,2.0,6.2,0.25,5.1,0.0,30536.0,1000.0,1.0
05:49:59.342,200.0,1.1,2.0,10.1,0.25,4.4,0.0,32000.0,760.0,1.0
05:50:03.374,279688.0,1.1,1.7,1.1,0.25,0.2,0.0,32000.0,1000.0,1.0
05:50:07.389,7280.0,0.3,1.0,-0.8,0.25,5.1,0.0,24106.0,180.0,1.0
05:50:11.422,265807.0,0.0,0.2,-7.6,0.25,5.1,0.0,32000.0,750.0,1.0
05:50:15.448,73319.0,0.1,0.7,-10.0,0.25,5.1,0.0,2320.0,320.0,1.0
05:50:19.481,300000.0,1.1,2.0,-5.1,0.25,4.6,0.0,7283.0,400.0,1.0
05:50:23.518,285883.0,0.1,0.0,-10.0,0.25,2.6,0.0,32000.0,1000.0,1.0
05:50:27.040,92057.0,0.0,1.6,-10.0,0.25,2.0,0.0,29202.0,780.0,1.0
05:50:31.058,200.0,0.0,0.8,7.7,0.25,0.0,0.0,18016.0,0.0,1.0
05:50:35.091,221451.0,1.1,1.8,2.0,0.25,0.4,0.0,21748.0,870.0,1.0
05:50:39.122,102161.0,1.1,1.8,5.6,0.25,4.6,0.0,32000.0,1000.0,1.0
05:50:43.144,200.0,0.5,1.9,-7.9,0.25,0.0,0.0,0.0,430.0,1.0
05:50:47.164,35725.0,0.6,0.5,7.9,0.25,0.6,0.0,15059.0,380.0,1.0
05:50:51.197,281709.0,0.7,0.0,-7.3,0.25,3.5,0.0,32000.0,1000.0,1.0
05:50:55.219,200.0,0.0,0.1,3.4,0.25,1.0,0.0,32000.0,1000.0,1.0
05:50:59.237,51907.0,1.1,0.6,10.1,0.25,5.1,0.0,17424.0,130.0,1.0
05:51:03.265,204927.0,0.6,0.6,-8.6,0.25,2.6,0.0,32000.0,0.0,1.0
05:51:07.294,286531.0,0.0,1.0,-7.7,0.25,4.0,0.0,16844.0,410.0,1.0
05:51:11.309,34218.0,0.4,0.8,-10.0,0.25,0.0,0.0,15476.0,210.0,1.0
05:51:15.338,226329.0,0.2,1.1,-3.1,0.25,0.0,0.0,17765.0,1000.0,1.0
05:51:19.367,191297.0,0.9,0.8,-6.9,0.25,3.0,0.0,32000.0,690.0,1.0
05:51:23.399,220098.0,0.9,0.0,-10.0,0.25,3.6,0.0,25920.0,900.0,1.0
05:51:27.418,200.0,0.6,1.8,7.6,0.25,0.0,0.0,29955.0,770.0,1.0
05:51:31.440,200.0,0.5,2.0,10.1,0.25,3.8,0.0,21763.0,480.0,1.0
05:51:35.487,198720.0,0.1,1.9,-10.0,0.25,2.3,0.0,21388.0,0.0,1.0
05:51:39.007,10648.0,0.8,0.5,-0.0,0.25,0.0,0.0,0.0,330.0,1.0
05:51:43.042,300000.0,1.1,0.0,9.8,0.25,0.7,0.0,23455.0,560.0,1.0
05:51:47.066,190271.0,0.7,0.5,0.3,0.25,0.0,0.0,4242.0,990.0,1.0
05:51:51.090,145961.0,0.8,2.0,-0.3,0.25,2.0,0.0,8963.0,650.0,1.0
05:51:55.107,16998.0,0.7,2.0,-1.5,0.25,4.6,0.0,15090.0,430.0,1.0
05:51:59.140,79207.0,0.0,1.2,10.1,0.25,4.4,0.0,17635.0,1000.0,1.0
05:52:03.162,200.0,0.2,2.0,-10.0,0.25,0.0,0.0,16360.0,840.0,1.0
05:52:07.186,175578.0,1.0,1.1,10.1,0.25,0.0,0.0,9915.0,880.0,1.0
05:52:11.209,104572.0,0.9,0.9,10.1,0.25,1.5,0.0,8145.0,570.0,1.0
05:52:15.232,57965.0,0.7,0.8,10.1,0.25,0.0,0.0,10233.0,0.0,1.0
05:52:19.261,245891.0,0.7,2.0,0.6,0.25,1.9,0.0,14496.0,520.0,1.0
05:52:23.292,194512.0,0.7,1.2,-10.0,0.25,5.1,0.0,15259.0,50.0,1.0
05:52:27.305,200.0,1.0,0.0,-10.0,0.25,0.0,0.0,27589.0,820.0,1.0
05:52:31.337,300000.0,0.7,0.4,-10.0,0.25,4.9,0.0,17126.0,660.0,1.0
05:52:35.368,23955.0,0.9,1.1,0.7,0.25,0.0,0.0,0.0,0.0,1.0
05:52:39.401,300000.0,0.1,1.9,-10.0,0.25,2.8,0.0,5214.0,780.0,1.0
05:52:43.425,159166.0,0.9,1.9,2.8,0.25,1.7,0.0,5276.0,210.0,1.0
05:52:47.457,271517.0,1.1,0.6,10.1,0.25,2.6,0.0,24535.0,1000.0,1.0
05:52:51.487,200.0,0.0,2.0,10.1,0.25,1.8,0.0,7921.0,650.0,1.0
05:52:55.021,300000.0,1.1,0.6,-10.0,0.25,1.0,0.0,0.0,400.0,1.0
05:52:59.038,61181.0,0.5,1.2,1.3,0.25,3.7,0.0,20187.0,360.0,1.0
05:53:03.054,74951.0,0.0,0.0,3.8,0.25,0.5,0.0,0.0,440.0,1.0
05:53:07.098,215154.0,1.1,0.0,-9.0,0.25,2.3,0.0,2750.0,920.0,1.0
05:53:11.119,123459.0,0.0,1.4,-0.0,0.25,1.4,0.0,22390.0,530.0,1.0
05:53:15.151,274865.0,0.7,0.0,-3.3,0.25,5.1,0.0,23252.0,1000.0,1.0
05:53:19.193,250113.0,0.2,0.3,-4.5,0.25,0.9,0.0,18545.0,0.0,1.0
05:53:23.225,134966.0,0.0,2.0,1.6,0.25,0.9,0.0,8508.0,940.0,1.0
05:53:27.245,200.0,1.1,0.8,-9.5,0.25,0.4,0.0,22245.0,0.0,1.0
05:53:31.292,300000.0,0.5,0.9,-6.6,0.25,2.1,0.0,20144.0,30.0,1.0
05:53:35.310,45017.0,0.1,1.8,10.1,0.25,2.6,0.0,0.0,720.0,1.0
05:53:39.324,200.0,0.5,0.4,-1.8,0.25,0.9,0.0,8204.0,570.0,1.0
05:53:43.353,185876.0,1.0,2.0,10.1,0.25,2.5,0.0,0.0,410.0,1.0
05:53:47.389,89874.0,0.5,0.8,-10.0,0.25,0.0,0.0,20096.0,260.0,1.0
05:53:51.421,204822.0,1.1,2.0,6.0,0.25,2.6,0.0,10018.0,740.0,1.0
05:53:55.446,136689.0,1.1,0.7,3.5,0.25,0.0,0.0,23546.0,520.0,1.0
05:53:59.479,300000.0,0.6,0.9,-10.0,0.25,5.0,0.0,10536.0,0.0,1.0
05:54:03.023,290420.0,0.7,0.8,-10.0,0.25,0.4,0.0,0.0,310.0,1.0
05:54:07.051,200800.0,0.0,0.0,-0.5,0.25,0.9,0.0,30126.0,120.0,1.0
