,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
05:45:54.063,-1.0,-1.0,-1.0,-1
05:45:54.264,-1.0,-1.0,-1.0,-1
05:45:54.465,-1.0,-1.0,-1.0,-1
05:45:54.668,-1.0,-1.0,-1.0,-1
05:45:54.869,-1.0,-1.0,-1.0,-1
05:45:55.071,-1.0,-1.0,-1.0,-1
05:45:55.273,-1.0,-1.0,-1.0,-1
05:45:55.474,-1.0,-1.0,-1.0,-1
05:45:55.676,-1.0,-1.0,-1.0,-1
05:45:55.877,-1.0,-1.0,-1.0,-1
05:45:56.079,-1.0,-1.0,-1.0,-1
05:45:56.280,-1.0,-1.0,-1.0,-1
05:45:56.482,-1.0,-1.0,-1.0,-1
05:45:56.683,-1.0,-1.0,-1.0,-1
05:45:56.884,-1.0,-1.0,-1.0,-1
05:45:57.087,-1.0,-1.0,-1.0,-1
05:45:57.288,-1.0,-1.0,-1.0,-1
05:45:57.490,-1.0,-1.0,-1.0,-1
05:45:57.692,-1.0,-1.0,-1.0,-1
05:45:57.894,-1.0,-1.0,-1.0,-1
05:45:58.095,-1.0,-1.0,-1.0,-1
05:45:58.297,-1.0,-1.0,-1.0,-1
05:45:58.498,-1.0,-1.0,-1.0,-1
05:45:58.704,-1.0,-1.0,-1.0,-1
05:45:58.907,-1.0,-1.0,-1.0,-1
05:45:59.109,-1.0,-1.0,-1.0,-1
05:45:59.311,-1.0,-1.0,-1.0,-1
05:45:59.512,-1.0,-1.0,-1.0,-1
05:45:59.713,-1.0,-1.0,-1.0,-1
05:45:59.915,-1.0,-1.0,-1.0,-1
05:46:00.118,-1.0,-1.0,-1.0,-1
05:46:00.320,-1.0,-1.0,-1.0,-1
05:46:00.524,-1.0,-1.0,-1.0,-1
05:46:00.726,-1.0,-1.0,-1.0,-1
05:46:00.927,-1.0,-1.0,-1.0,-1
05:46:01.129,-1.0,-1.0,-1.0,-1
05:46:01.330,-1.0,-1.0,-1.0,-1
05:46:01.532,-1.0,-1.0,-1.0,-1
05:46:01.733,-1.0,-1.0,-1.0,-1
05:46:01.935,-1.0,-1.0,-1.0,-1
05:46:02.136,-1.0,-1.0,-1.0,-1
