,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:42:26.410,0.0,0.0,1.0,-180.0,-0.5,1000.0,-1.0,-0.5,-146.0,28.0,77.0,3400.0,220.0,0.0,100.0,41.0,9.0,0.55,3.0,5.0,0.17,0.012,1.0,180.0,-26.0
14:42:30.581,0.0,0.0,1.0,-65.0,-0.5,890.0,-1.0,-0.5,180.0,60.0,98.0,2600.0,250.0,0.0,31.0,52.0,2.0,0.505,3.0,8.0,0.09,0.0,1.0,-82.0,-132.0
14:42:52.366,0.0,0.0,1.0,53.0,-0.5,20.0,-1.0,-0.5,18.0,6.0,63.0,1200.0,54.0,0.0,0.0,30.0,6.0,0.355,3.0,8.0,0.2,0.012,1.0,-90.0,145.0
14:42:56.322,0.0,0.0,1.0,81.0,-0.5,0.0,-1.0,-0.5,-180.0,99.0,50.0,4500.0,63.0,0.0,61.0,0.0,10.0,0.46,3.0,1.0,0.14,0.0,1.0,46.0,180.0
14:43:00.426,0.0,0.0,1.0,-18.0,-0.5,770.0,-1.0,-0.5,180.0,57.0,100.0,1900.0,134.0,0.0,14.0,100.0,1.0,0.48,3.0,2.0,0.14,0.012,1.0,180.0,152.0
14:43:06.321,0.0,0.0,1.0,-122.0,-0.5,0.0,-1.0,-0.5,-72.0,45.0,0.0,4500.0,25.0,0.0,14.0,100.0,1.0,0.585,3.0,8.0,0.2,0.016,1.0,-68.0,144.0
14:43:10.381,0.0,0.0,1.0,54.0,-0.5,320.0,-1.0,-0.5,171.0,77.0,0.0,1200.0,183.0,0.0,4.0,36.0,10.0,0.365,3.0,10.0,0.11,0.005,1.0,180.0,-146.0
14:43:14.452,0.0,0.0,1.0,119.0,-0.5,0.0,-1.0,-0.5,30.0,63.0,35.0,2900.0,25.0,0.0,0.0,57.0,4.0,0.18,3.0,2.0,0.01,0.003,1.0,-62.0,-4.0
14:43:18.643,0.0,0.0,1.0,0.0,-0.5,600.0,-1.0,-0.5,-180.0,0.0,65.0,4500.0,25.0,0.0,93.0,89.0,4.0,0.18,3.0,9.0,0.2,0.011,1.0,-146.0,39.0
14:43:22.921,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,48.0,77.0,100.0,4500.0,216.0,0.0,0.0,89.0,8.0,0.38,3.0,10.0,0.07,0.016,1.0,180.0,-50.0
14:43:32.285,0.0,0.0,1.0,-119.0,-0.5,950.0,-1.0,-0.5,-7.0,0.0,84.0,3200.0,25.0,0.0,0.0,0.0,10.0,0.51,3.0,6.0,0.01,0.0,1.0,-23.0,-180.0
14:43:38.218,0.0,0.0,1.0,-171.0,-0.5,460.0,-1.0,-0.5,123.0,6.0,80.0,0.0,238.0,0.0,72.0,51.0,10.0,0.51,3.0,10.0,0.01,0.012,1.0,180.0,-180.0
14:43:44.051,0.0,0.0,1.0,66.0,-0.5,0.0,-1.0,-0.5,-180.0,88.0,85.0,4500.0,25.0,0.0,100.0,0.0,1.0,0.6,3.0,9.0,0.2,0.014,1.0,-14.0,79.0
14:43:56.466,0.0,0.0,1.0,26.0,-0.5,160.0,-1.0,-0.5,-160.0,74.0,52.0,4500.0,25.0,0.0,89.0,8.0,5.0,0.435,3.0,7.0,0.1,0.02,1.0,38.0,18.0
14:44:05.258,0.0,0.0,1.0,172.0,-0.5,0.0,-1.0,-0.5,-180.0,0.0,100.0,0.0,111.0,0.0,22.0,100.0,8.0,0.185,3.0,10.0,0.16,0.02,1.0,-180.0,-91.0
14:44:09.829,0.0,0.0,1.0,-49.0,-0.5,1000.0,-1.0,-0.5,-140.0,53.0,31.0,300.0,250.0,0.0,21.0,15.0,6.0,0.4,3.0,5.0,0.04,0.02,1.0,-80.0,180.0
14:44:15.156,0.0,0.0,1.0,180.0,-0.5,310.0,-1.0,-0.5,-114.0,17.0,100.0,0.0,226.0,0.0,11.0,43.0,4.0,0.275,3.0,3.0,0.09,0.019,1.0,180.0,180.0
14:44:40.355,0.0,0.0,1.0,-136.0,-0.5,860.0,-1.0,-0.5,-180.0,100.0,2.0,2400.0,191.0,0.0,28.0,86.0,4.0,0.6,3.0,4.0,0.2,0.012,1.0,-165.0,180.0
14:44:44.662,0.0,0.0,1.0,15.0,-0.5,920.0,-1.0,-0.5,22.0,100.0,0.0,1800.0,197.0,0.0,68.0,71.0,1.0,0.6,3.0,9.0,0.2,0.0,1.0,180.0,-180.0
