time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,MODE,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:42:16,-0.0005739046668168157,0.0009660651325248182,0.020860889926552773,2.6707095094025136e-05,0.00028586649568751454,0.0014058326836675406,-35.3632622,149.16523756,1.2,-1.0,3.0,3.0,1500.0,AUTO,1500.0,0.0,7.4,-990.6,0.2,0.6,0.6
14:42:18,-0.000865856884047389,0.0010902129579335451,0.020561516284942627,0.0003204034874215722,0.00029031781014055014,0.0013261260464787483,-35.3632622,149.1652375,0.0,0.0,0.0,2.0,1500.0,AUTO,1500.0,0.0,1.0,-1000.0,1.0,0.0,0.0
14:42:25,-0.05325115534166495,-0.00539623097332272,-0.09226239224274953,0.025647533359006047,-0.004058022556516032,-0.005331186558275173,-35.363261050000006,149.16524483333333,6397.833333333333,-2.5,-31.5,-149.66666666666666,1500.0,AUTO,1558.3333333333333,-2.5,4.666666666666667,-1001.5,26.0,-3.1666666666666665,-5.333333333333333
14:42:27,0.043342742060000695,-0.004987535615024778,0.0826545647966365,0.06541417601207893,0.019377874811956037,0.17727578928073248,-35.363261,149.16523283333333,9492.0,3.3333333333333335,-41.166666666666664,-151.33333333333334,1500.0,AUTO,1850.0,-5.333333333333333,9.666666666666666,-1002.1666666666666,65.83333333333333,20.166666666666668,176.66666666666666
14:42:29,0.0007016075154145559,0.0053755976259708405,1.3754674792289734,-0.039952571503818035,0.10782237475117047,0.35276618506759405,-35.363261233333326,149.16523453333335,12278.833333333334,-1.3333333333333333,46.333333333333336,-145.66666666666666,1500.0,AUTO,1558.3333333333333,-7.666666666666667,-7.166666666666667,-1013.3333333333334,-39.166666666666664,108.0,352.1666666666667
14:42:31,0.07765078792969386,0.009081126656383276,1.3977835575739543,0.04107950565715631,-0.059739163455863796,-0.09611267472306888,-35.36326098333333,149.16523413333334,15350.0,-31.833333333333332,-31.333333333333332,-149.33333333333334,1500.0,AUTO,1500.0,9.166666666666666,1.8333333333333333,-1000.0,41.5,-58.333333333333336,-95.66666666666667
14:42:51,-0.1580340564250946,0.06788474321365356,2.5143136978149414,0.10656610876321793,0.09907139092683792,0.01896633394062519,-35.3632995,149.1652109,40333.0,106.0,183.0,-123.0,1500.0,AUTO,1500.0,-29.0,35.0,-1004.0,107.0,100.0,19.0
14:42:53,0.03694715006276965,0.13663258999586106,2.5392831802368163,0.1781675934791565,-0.02076714769937098,-0.052268967404961585,-35.36327394,149.16523519999998,42133.4,265.0,84.6,-133.2,1500.0,AUTO,1432.6666666666667,-4.333333333333333,62.5,-1018.0,171.66666666666666,-6.0,-40.333333333333336
14:42:55,0.19058551266789436,-0.014053473831154406,1.280550703406334,-0.01886635788832791,-0.19178855419158936,-0.7488072216510773,-35.3632389,149.16522005000002,45133.75,-7.0,-130.75,-144.5,1500.0,AUTO,1298.0,20.75,27.25,-1019.25,-17.25,-190.25,-748.0
14:42:57,-0.04701508767902851,-0.15020456661780676,0.22172696888446808,-0.26767683401703835,0.09875216831763585,-0.026100794474283855,-35.36325553333333,149.16522783333335,48067.333333333336,-17.333333333333332,148.66666666666666,-136.66666666666666,1500.0,AUTO,1500.0,19.666666666666668,-31.333333333333332,-1035.3333333333333,-266.0,99.66666666666667,-25.666666666666668
14:42:59,-0.02150055794045329,0.05906383248511702,0.3036566197872162,0.16422972977161407,-0.19970506876707078,-0.0033387618605047464,-35.36325658,149.16523758,49981.0,-58.4,-39.0,-52.4,1500.0,AUTO,1500.0,8.833333333333334,10.333333333333334,-938.3333333333334,167.66666666666666,-171.66666666666666,2.1666666666666665
14:43:01,-0.03543917275965214,-0.03666816667343179,0.31055227915445965,0.15207683046658835,0.13123183945814768,0.019565166827912133,-35.363264666666666,149.16523626666665,50116.333333333336,21.0,15.0,19.333333333333332,1500.0,AUTO,1500.0,-1.6666666666666667,21.666666666666668,-1007.6666666666666,158.33333333333334,132.33333333333334,20.0
14:43:05,0.008200658252462745,-0.15133138373494148,-1.38901882370313,-0.07386611898740132,-0.039080653669467814,-0.7125493387381235,-35.363263716666665,149.16520723333335,49955.0,0.16666666666666666,-224.83333333333334,-0.3333333333333333,1500.0,AUTO,1311.0,-43.5,-19.833333333333332,-999.6666666666666,-73.0,-37.5,-711.5
14:43:07,0.18633357683817545,-0.10691553850968678,-2.372774680455526,0.02657244602839152,0.010590174545844397,0.047273183862368263,-35.363265500000004,149.16512350000002,49934.333333333336,-4.0,-460.6666666666667,1.3333333333333333,1500.0,AUTO,1500.0,-30.25,-96.25,-1000.25,8.5,8.0,70.0
14:43:09,0.17135676989952722,-0.07800854742527008,-2.3495309750239053,0.0001046315689260761,0.01202202815329656,0.0014137789063776534,-35.36326691666667,149.16503088333334,49953.0,-5.666666666666667,-580.1666666666666,-3.0,1500.0,AUTO,1500.0,-34.5,-125.33333333333333,-994.0,0.5,12.833333333333334,1.8333333333333333
14:43:11,0.15373156716426215,-0.0466344046096007,-2.341386079788208,0.03349002699057261,0.02151555917225778,0.0006967575560944775,-35.36326915,149.16489778333332,50006.166666666664,-4.833333333333333,-635.1666666666666,-2.6666666666666665,1500.0,AUTO,1500.0,-43.333333333333336,-136.16666666666666,-987.3333333333334,33.5,22.5,1.3333333333333333
14:43:13,0.10791697353124619,0.001580515915217499,-2.3352678219477334,-0.07308825167516868,0.031623763808359705,0.0013711439484419923,-35.36327115,149.16476089999998,50041.166666666664,-3.3333333333333335,-599.6666666666666,-3.0,1500.0,AUTO,1500.0,-30.0,-138.66666666666666,-988.8333333333334,-74.0,32.333333333333336,2.1666666666666665
14:43:15,0.03129073550614218,0.0628019602348407,-2.3300231297810874,0.1285315603017807,0.028324135617973905,0.003680461047527691,-35.36327205,149.16464556666668,50050.333333333336,-1.3333333333333333,-429.8333333333333,0.6666666666666666,1500.0,AUTO,1500.0,-18.166666666666668,-106.0,-991.8333333333334,125.33333333333333,29.0,4.166666666666667
14:43:17,-0.049287657253444195,0.13247832904259363,-2.3467227617899575,-0.03229074304302534,0.029495127499103546,-0.10507159144617617,-35.36327168333333,149.16458155,49990.5,23.166666666666668,-168.0,0.5,1500.0,AUTO,1446.0,-6.166666666666667,-26.666666666666668,-1009.8333333333334,-27.666666666666668,30.333333333333332,-104.5
14:43:19,-0.18908624351024628,-0.04306331020779908,2.6198650598526,0.13007540628314018,-0.016411570832133293,-0.7226178497076035,-35.363261375,149.164585575,49918.25,122.25,182.5,0.5,1500.0,AUTO,1338.0,-30.75,43.25,-1012.25,131.0,-15.25,-722.0
14:43:21,-0.0822959194580714,-0.18919103095928827,1.7824736038843791,-0.0020273526509602866,-0.025691340405804414,-0.05211590168376764,-35.363238,149.16464563333332,49894.5,209.83333333333334,397.8333333333333,-1.0,1500.0,AUTO,1500.0,-103.0,6.5,-1001.5,-1.3333333333333333,-23.833333333333332,-51.666666666666664
14:43:31,-0.014365097507834435,-0.15942686796188354,1.8199901580810547,0.09409549087285995,0.022431084886193275,-0.230101078748703,-35.3630789,149.1650728,49980.0,288.0,627.0,-1.0,1500.0,AUTO,1356.0,-167.0,34.0,-1005.0,95.0,24.0,-229.0
14:43:33,0.15272310376167297,-0.03665163367986679,0.3357413709163666,-0.017078043892979622,0.028751036152243614,-0.7184128165245056,-35.3630269,149.1652111,49978.0,291.0,624.0,-1.0,1500.0,AUTO,1356.0,-40.0,-152.0,-992.0,-15.0,30.0,-717.0
14:43:37,0.14335016906261444,0.062078606337308884,-0.3139793276786804,-0.07368473708629608,-0.01570744812488556,0.007009412162005901,-35.3629248,149.1654854,49988.0,278.0,624.0,-1.0,1500.0,AUTO,1500.0,74.0,-162.0,-998.0,-72.0,-14.0,8.0
14:43:39,0.14141933619976044,0.064432293176651,-0.31358838081359863,-0.0198146291077137,-0.003814190858975053,0.0051154023967683315,-35.3628737,149.1656217,49982.0,281.0,621.0,-2.0,1500.0,AUTO,1500.0,61.0,-174.0,-1002.0,-17.0,-2.0,6.0
