,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
03:36:43.003,53745.0,0.25,0.1,1000.0,30.0
03:36:48.487,6187.0,0.25,0.1,1000.0,30.0
03:36:53.139,57004.0,0.25,0.1,1000.0,30.0
03:36:58.591,1441.0,0.25,0.1,1000.0,30.0
03:37:03.188,23898.0,0.25,0.1,1000.0,30.0
03:37:08.773,42279.0,0.25,0.1,1000.0,30.0
03:37:13.324,13331.0,0.25,0.1,1000.0,30.0
03:37:18.854,54941.0,0.25,0.1,1000.0,30.0
03:37:23.495,100426.0,0.25,0.1,1000.0,30.0
03:37:29.165,101745.0,0.25,0.1,1000.0,30.0
03:37:34.673,18714.0,0.25,0.1,1000.0,30.0
03:37:39.275,38661.0,0.25,0.1,1000.0,30.0
03:37:44.749,97896.0,0.25,0.1,1000.0,30.0
03:37:49.451,63829.0,0.25,0.1,1000.0,30.0
03:37:55.013,32867.0,0.25,0.1,1000.0,30.0
03:38:00.527,15768.0,0.25,0.1,1000.0,30.0
03:38:05.127,19687.0,0.25,0.1,1000.0,30.0
03:38:10.727,42177.0,0.25,0.1,1000.0,30.0
03:38:15.328,14243.0,0.25,0.1,1000.0,30.0
03:38:20.928,164238.0,0.25,0.1,1000.0,30.0
03:38:25.691,411.0,0.25,0.1,1000.0,30.0
03:38:30.676,6187.0,0.25,0.1,1000.0,30.0
03:38:35.290,14424.0,0.25,0.1,1000.0,30.0
03:38:40.934,3321.0,0.25,0.1,1000.0,30.0
