time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,MODE
09:47:37,299010.0,-0.001125355833210051,0.0009128839592449367,0.025097055360674858,0.0002036770456470549,0.00018241466023027897,0.001849619671702385,0.0,1.0,-1000.0,0.0,0.0,0.0,-35.3632621,149.1652375,0.0,-1.0,1.0,1.0,STABILIZE
09:47:45,299010.0,-0.0008944128931034356,0.0009557743323966861,0.022925108671188354,0.00031831179512664676,0.00017731613479554653,0.0015466398908756673,0.0,2.0,-1000.0,0.0,0.0,0.0,-35.3632622,149.1652375,12.0,-1.0,1.0,0.0,STABILIZE
09:47:47,179642.0,-0.0009401598072145134,0.000960947189014405,0.022432618774473667,0.00029302629991434515,0.000309873023070395,0.001546130166389048,0.0,1.5,-1000.0,0.5,0.0,0.0,-35.36326215,149.1652375,5.0,-1.0,1.0,0.0,AUTO
09:47:49,60274.0,-0.00037130371492821723,0.0013502067304216325,0.02193577867001295,0.0002991447108797729,0.000283511180896312,0.00146483292337507,0.0,1.0,-1000.0,0.0,0.0,0.5,-35.3632621,149.1652375,4.0,0.0,0.0,1.0,AUTO
09:47:50,251222.0,-0.00019189095655747224,0.0015656021132599562,0.021707121282815933,0.00034383905585855246,0.0002889440656872466,0.0014335789892356843,0.0,1.5,-1000.0,0.5,0.25,0.0,-35.3632621,149.1652374,4.0,0.0,0.0,0.0,AUTO
09:47:51,251222.0,0.0029707635985687375,0.0005594470712821931,0.021522006019949913,-0.0016022032359614968,0.004624162684194744,0.001090019170078449,0.0,0.0,-1120.0,-1.0,5.0,0.5,-35.3632621,149.1652375,295.5,0.0,0.5,-83.5,AUTO
09:47:53,269217.5,0.05408458225429058,-0.00012184493243694305,-0.01748357410542667,-0.0602674875408411,0.05763438576832414,-0.06986373476684093,1.5,-8.5,-991.5,-60.0,57.5,-70.0,-35.363261550000004,149.16524025,3099.0,8.5,46.5,-147.0,AUTO
09:47:55,287213.0,-0.07944635301828384,0.033855972811579704,-0.12316685169935226,0.033491121139377356,0.01456479518674314,-0.0743839219212532,-4.0,1.5,-1005.0,33.5,15.0,-74.5,-35.363259150000005,149.16524615,6157.5,3.5,-28.0,-149.0,AUTO
09:47:56,70223.0,-0.036153675289824605,0.036691512912511826,-0.15598928928375244,0.06806662026792765,0.005296693765558302,-0.028190964367240667,-3.5,13.0,-1001.75,68.25,5.5,-28.25,-35.363260075,149.165242125,7304.0,-28.75,-60.0,-148.75,AUTO
09:47:57,70223.0,0.021856063045561314,-0.0024266797117888927,-0.12976478412747383,-0.02210225071758032,-0.12338941544294357,0.11001826450228691,5.5,15.0,-1002.5,-20.5,-122.5,109.0,-35.3632656,149.16523435,9228.0,-61.5,-35.0,-150.5,AUTO
09:47:59,90277.5,0.06600562296807766,-0.07669378444552422,-0.01161663536913693,-0.08106153458356857,0.06340147205628455,-0.026596935465931892,-7.0,-14.0,-989.5,-80.5,63.5,-27.0,-35.3632666,149.16523425,12332.5,69.0,51.5,-144.5,AUTO
09:48:01,110332.0,-0.05580710805952549,0.057375067844986916,-0.188512422144413,0.03324263170361519,0.03317952994257212,-0.052600184455513954,-10.0,-3.5,-1002.0,34.0,33.5,-52.0,-35.3632532,149.16524065,15394.0,30.0,-23.0,-155.0,AUTO
09:48:02,77944.0,-0.01956042816163972,0.0688750296831131,-0.2110903598368168,0.0595189006999135,0.0076977432472631335,-0.01987431407906115,-3.5,8.25,-1000.0,60.0,8.0,-19.75,-35.363253025,149.16523785,16567.75,-23.75,-38.25,-152.75,AUTO
09:48:03,77944.0,0.027549080550670624,0.017465707613155246,-0.1810479462146759,-0.0972096249461174,-0.17931483685970306,0.16358088701963425,13.5,11.5,-997.5,-96.0,-178.0,162.5,-35.3632592,149.1652343,18503.0,-81.0,4.0,-149.5,AUTO
09:48:05,183393.5,0.04044920392334461,-0.016918599139899015,0.023282221518456936,-0.005023454083129764,0.04227280803024769,-0.009378015762194991,-1.5,-3.0,-963.5,-4.5,42.0,-9.0,-35.3632642,149.16523345000002,20754.0,15.0,11.0,-60.0,AUTO
09:48:07,288843.0,-0.005997686181217432,0.015045826323330402,0.017602602019906044,-0.030954894609749317,-0.0015188181423582137,-0.0030481795547530055,1.0,-6.5,-972.5,-30.5,-1.0,-2.5,-35.3632614,149.16523819999998,21424.5,5.0,21.0,-9.5,AUTO
09:48:08,173670.0,-0.016241881879977882,0.027735975570976734,0.015097724506631494,0.1780286245048046,0.042849493969697505,-0.00521310226758942,1.25,1.0,-983.5,178.5,43.5,-4.75,-35.363261275,149.165239125,21369.25,-6.25,3.5,14.75,AUTO
09:48:09,173670.0,0.05244198627769947,0.05924699641764164,0.015846433583647013,0.46350032091140747,0.0365950632840395,0.03833043988561258,12.5,18.5,-1019.5,464.0,37.0,37.5,-35.3632638,149.16523955,21186.0,-48.0,21.0,1.0,AUTO
09:48:11,126954.0,0.04838304501026869,-0.15595357865095139,2.44277286529541,0.19606718327850103,-0.03768021333962679,1.0959873497486115,-44.5,-28.5,-1006.5,197.0,-36.5,1095.5,-35.363283300000006,149.16525665,21220.0,-185.5,137.0,-7.0,AUTO
09:48:13,80238.0,0.04845169559121132,-0.19735413044691086,2.561169385910034,0.01441613957285881,-0.02699181344360113,0.010715701850131154,-95.5,-46.0,-1004.0,15.0,-26.0,10.0,-35.363335,149.1653023,21377.5,-376.0,268.0,-14.0,AUTO
