,A.BRAKE1
15:39:14.293,-1
15:39:14.494,-1
15:39:14.694,-1
15:39:14.895,-1
15:39:15.096,-1
15:39:15.297,-1
15:39:15.498,-1
15:39:15.699,-1
15:39:15.900,-1
15:39:16.101,-1
15:39:16.305,-1
15:39:16.506,-1
15:39:16.707,-1
15:39:16.908,-1
15:39:17.109,-1
15:39:17.310,-1
15:39:17.511,-1
15:39:17.712,-1
15:39:17.913,-1
15:39:18.114,-1
15:39:18.318,-1
15:39:18.519,-1
15:39:18.720,-1
15:39:18.921,-1
15:39:19.122,-1
15:39:19.323,-1
15:39:19.524,-1
15:39:19.724,-1
15:39:19.926,-1
15:39:20.127,-1
15:39:20.329,-1
15:39:20.529,-1
15:39:20.730,-1
15:39:20.931,-1
15:39:21.132,-1
15:39:21.333,-1
15:39:21.534,-1
15:39:21.734,-1
15:39:21.936,-1
15:39:22.137,-1
15:39:22.338,-1
15:39:22.539,-1
15:39:22.740,-1
15:39:22.941,-1
15:39:23.141,-1
15:39:23.343,-1
15:39:23.544,-1
15:39:23.745,-1
15:39:23.946,-1
15:39:24.147,-1
15:39:24.348,-1
15:39:24.549,-1
15:39:24.750,-1
15:39:24.951,-1
15:39:25.152,-1
15:39:25.353,-1
15:39:25.554,-1
15:39:25.755,-1
15:39:25.956,-1
15:39:26.157,-1
15:39:26.360,-1
15:39:26.560,-1
15:39:26.761,-1
15:39:26.962,-1
15:39:27.163,-1
15:39:27.363,-1
15:39:27.565,-1
15:39:27.765,-1
15:39:27.967,-1
15:39:28.168,-1
15:39:28.369,-1
15:39:28.570,-1
15:39:28.771,-1
15:39:28.971,-1
15:39:29.174,-1
15:39:29.375,-1
15:39:29.575,-1
15:39:29.776,-1
15:39:29.977,-1
15:39:30.180,-1
15:39:30.381,-1
15:39:30.582,-1
15:39:30.783,-1
15:39:30.984,-1
15:39:31.185,-1
15:39:31.386,-1
15:39:31.587,-1
15:39:31.787,-1
15:39:31.988,-1
15:39:32.190,-1
15:39:32.391,-1
15:39:32.591,-1
15:39:32.792,-1
15:39:32.993,-1
15:39:33.194,-1
15:39:33.394,-1
15:39:33.595,-1
15:39:33.796,-1
15:39:33.997,-1
15:39:34.199,-1
15:39:34.400,-1
15:39:34.601,-1
15:39:34.802,-1
15:39:35.003,-1
15:39:35.203,-1
15:39:35.404,-1
15:39:35.605,-1
15:39:35.806,-1
15:39:36.007,-1
15:39:36.208,-1
15:39:36.410,-1
15:39:36.611,-1
15:39:36.812,-1
15:39:37.013,-1
15:39:37.214,-1
15:39:37.415,-1
15:39:37.616,-1
15:39:37.817,-1
15:39:38.018,-1
15:39:38.220,-1
15:39:38.422,-1
15:39:38.623,-1
15:39:38.823,-1
15:39:39.024,-1
15:39:39.225,-1
15:39:39.426,-1
15:39:39.627,-1
15:39:39.828,-1
15:39:40.029,-1
15:39:40.231,-1
15:39:40.432,-1
15:39:40.633,-1
15:39:40.834,-1
15:39:41.035,-1
15:39:41.236,-1
15:39:41.436,-1
15:39:41.637,-1
15:39:41.838,-1
15:39:42.039,-1
15:39:42.240,-1
15:39:42.440,-1
15:39:42.641,-1
15:39:42.842,-1
15:39:43.043,-1
15:39:43.244,-1
15:39:43.445,-1
15:39:43.646,-1
15:39:43.847,-1
15:39:44.049,-1
15:39:44.252,-1
15:39:44.457,-1
15:39:44.658,-1
15:39:44.859,-1
15:39:45.061,-1
15:39:45.263,-1
15:39:45.464,-1
15:39:45.664,-1
15:39:45.865,-1
15:39:46.066,-1
15:39:46.268,-1
15:39:46.469,-1
15:39:46.670,-1
15:39:46.871,-1
15:39:47.072,-1
15:39:47.272,-1
15:39:47.473,-1
15:39:47.674,-1
15:39:47.875,-1
15:39:48.076,-1
15:39:48.277,-1
15:39:48.478,-1
15:39:48.680,-1
15:39:48.882,-1
15:39:49.084,-1
15:39:49.285,-1
15:39:49.487,-1
15:39:49.688,-1
15:39:49.889,-1
15:39:50.090,-1
15:39:50.291,-1
15:39:50.493,-1
15:39:50.694,-1
15:39:50.894,-1
15:39:51.095,-1
15:39:51.296,-1
15:39:51.497,-1
15:39:51.698,-1
15:39:51.899,-1
15:39:52.101,-1
15:39:52.302,-1
15:39:52.504,-1
15:39:52.705,-1
15:39:52.905,-1
15:39:53.107,-1
15:39:53.309,-1
15:39:53.510,-1
15:39:53.711,-1
15:39:53.912,-1
15:39:54.114,-1
15:39:54.315,-1
15:39:54.517,-1
15:39:54.717,-1
15:39:54.918,-1
15:39:55.119,-1
15:39:55.320,-1
15:39:55.521,-1
15:39:55.722,-1
15:39:55.923,-1
15:39:56.124,-1
15:39:56.325,-1
15:39:56.528,-1
15:39:56.729,-1
15:39:56.931,-1
15:39:57.133,-1
15:39:57.334,-1
15:39:57.535,-1
15:39:57.736,-1
15:39:57.937,-1
15:39:58.138,-1
15:39:58.339,-1
15:39:58.540,-1
15:39:58.740,-1
15:39:58.942,-1
15:39:59.143,-1
15:39:59.345,-1
15:39:59.546,-1
15:39:59.747,-1
15:39:59.950,-1
15:40:00.151,-1
15:40:00.352,-1
15:40:00.553,-1
15:40:00.754,-1
15:40:00.956,-1
15:40:01.157,-1
15:40:01.359,-1
15:40:01.561,-1
15:40:01.761,-1
15:40:01.963,-1
15:40:02.164,-1
15:40:02.365,-1
15:40:02.567,-1
15:40:02.768,-1
15:40:02.969,-1
15:40:03.170,-1
15:40:03.371,-1
15:40:03.572,-1
15:40:03.773,-1
15:40:03.976,-1
15:40:04.178,-1
15:40:04.378,-1
15:40:04.579,-1
15:40:04.780,-1
15:40:04.982,-1
15:40:05.184,-1
15:40:05.385,-1
15:40:05.587,-1
15:40:05.787,-1
15:40:05.989,-1
15:40:06.191,-1
15:40:06.393,-1
15:40:06.594,-1
15:40:06.795,-1
15:40:06.996,1
15:40:07.197,1
15:40:07.398,1
15:40:07.599,1
15:40:07.800,1
15:40:08.001,1
15:40:08.203,1
15:40:08.403,1
15:40:08.605,1
15:40:08.806,1
15:40:09.007,-1
15:40:09.209,-1
15:40:09.410,-1
15:40:09.611,-1
15:40:09.812,-1
15:40:10.013,-1
15:40:10.215,-1
15:40:10.418,-1
15:40:10.619,-1
15:40:10.820,-1
15:40:11.021,-1
15:40:11.221,-1
15:40:11.422,-1
15:40:11.623,-1
15:40:11.824,-1
15:40:12.025,-1
15:40:12.227,-1
15:40:12.429,-1
15:40:12.630,-1
15:40:12.832,-1
15:40:13.033,-1
15:40:13.235,-1
15:40:13.437,-1
15:40:13.638,-1
15:40:13.838,-1
15:40:14.040,-1
15:40:14.242,-1
15:40:14.443,-1
15:40:14.645,-1
15:40:14.845,-1
15:40:15.046,-1
15:40:15.247,-1
15:40:15.448,-1
15:40:15.649,-1
15:40:15.851,-1
15:40:16.052,-1
15:40:16.260,-1
15:40:16.462,-1
