,A.BRAKE1
18:43:10.229,-1
18:43:10.435,-1
18:43:10.638,-1
18:43:10.850,-1
18:43:11.052,-1
18:43:11.257,-1
18:43:11.462,-1
18:43:11.669,-1
18:43:11.871,-1
18:43:12.076,-1
18:43:12.280,-1
18:43:12.481,-1
18:43:12.690,-1
18:43:12.893,-1
18:43:13.098,-1
18:43:13.304,-1
18:43:13.509,-1
18:43:13.713,-1
18:43:13.914,-1
18:43:14.119,-1
18:43:14.321,-1
18:43:14.525,-1
18:43:14.729,-1
18:43:14.930,-1
18:43:15.132,-1
18:43:15.341,-1
18:43:15.549,-1
18:43:15.750,-1
18:43:15.953,-1
18:43:16.158,-1
18:43:16.359,-1
18:43:16.565,-1
18:43:16.770,-1
18:43:16.978,-1
18:43:17.182,-1
18:43:17.387,-1
18:43:17.588,-1
18:43:17.793,-1
18:43:17.996,-1
18:43:18.199,-1
18:43:18.414,-1
18:43:18.617,-1
18:43:18.823,-1
18:43:19.030,-1
18:43:19.240,-1
18:43:19.445,-1
18:43:19.649,-1
18:43:19.854,-1
18:43:20.082,-1
18:43:20.285,-1
18:43:20.491,-1
18:43:20.694,-1
18:43:20.900,-1
18:43:21.105,-1
18:43:21.309,-1
18:43:21.510,-1
18:43:21.715,-1
18:43:21.922,-1
18:43:22.129,-1
18:43:22.332,-1
18:43:22.537,-1
18:43:22.742,-1
18:43:22.945,-1
18:43:23.149,-1
18:43:23.355,-1
18:43:23.558,-1
18:43:23.763,-1
18:43:23.966,-1
18:43:24.174,-1
18:43:24.375,-1
18:43:24.578,-1
18:43:24.781,-1
18:43:24.984,-1
18:43:25.189,-1
18:43:25.391,-1
18:43:25.599,-1
18:43:25.804,-1
18:43:26.008,-1
18:43:26.210,-1
18:43:26.417,-1
18:43:26.619,-1
18:43:26.823,-1
18:43:27.025,-1
18:43:27.230,-1
18:43:27.432,-1
18:43:27.637,-1
18:43:27.839,-1
18:43:28.043,-1
18:43:28.245,-1
18:43:28.453,-1
18:43:28.655,-1
18:43:28.859,-1
18:43:29.066,-1
18:43:29.268,-1
18:43:29.471,-1
18:43:29.672,-1
18:43:29.880,-1
18:43:30.085,-1
18:43:30.287,-1
18:43:30.492,-1
18:43:30.699,-1
18:43:30.903,-1
18:43:31.106,-1
18:43:31.313,-1
18:43:31.515,-1
18:43:31.717,-1
18:43:31.920,-1
18:43:32.121,-1
18:43:32.327,-1
18:43:32.530,-1
18:43:32.735,-1
18:43:32.938,-1
18:43:33.141,-1
18:43:33.343,-1
18:43:33.545,-1
18:43:33.750,-1
18:43:33.951,-1
18:43:34.155,-1
18:43:34.357,-1
18:43:34.560,-1
18:43:34.764,-1
18:43:34.967,-1
18:43:35.171,-1
18:43:35.374,-1
18:43:35.577,-1
18:43:35.778,-1
18:43:35.980,-1
18:43:36.181,-1
18:43:36.383,-1
18:43:36.594,-1
18:43:36.816,-1
18:43:37.022,-1
18:43:37.224,-1
18:43:37.426,-1
18:43:37.640,-1
18:43:37.844,-1
18:43:38.049,-1
18:43:38.252,-1
18:43:38.456,-1
18:43:38.660,-1
18:43:38.870,-1
18:43:39.075,-1
18:43:39.277,-1
18:43:39.481,-1
18:43:39.687,-1
18:43:39.891,-1
18:43:43.682,-1
18:43:43.884,-1
18:43:44.086,-1
18:43:44.292,-1
18:43:44.494,-1
18:43:44.698,-1
18:43:44.899,-1
18:43:45.100,-1
18:43:45.303,-1
18:43:45.505,-1
18:43:45.709,-1
18:43:45.911,-1
18:43:46.114,-1
18:43:46.321,-1
18:43:46.535,-1
18:43:46.754,-1
18:43:46.976,-1
18:43:47.218,-1
18:43:47.447,-1
18:43:47.657,-1
18:43:47.930,-1
18:43:48.154,-1
18:43:48.356,-1
18:43:48.559,-1
18:43:48.760,-1
18:43:48.963,-1
18:43:49.169,-1
18:43:49.371,-1
18:43:49.573,-1
18:43:49.776,-1
18:43:49.986,-1
18:43:50.194,-1
18:43:50.396,-1
18:43:50.598,-1
18:43:50.802,-1
18:43:51.004,-1
18:43:51.206,-1
18:43:51.408,-1
18:43:51.610,-1
18:43:51.815,-1
18:43:52.017,-1
18:43:52.219,-1
18:43:52.422,-1
18:43:52.634,-1
18:43:52.845,-1
18:43:53.054,-1
18:43:53.260,-1
18:43:53.462,-1
18:43:53.664,-1
18:43:53.865,-1
18:43:54.071,-1
18:43:54.273,-1
18:43:54.478,-1
18:43:54.681,-1
18:43:54.884,-1
18:43:55.088,-1
18:43:55.290,-1
18:43:55.495,-1
18:43:55.699,-1
18:43:55.902,-1
18:43:56.110,-1
18:43:56.312,-1
18:43:56.577,-1
18:43:56.817,-1
18:43:57.019,-1
18:43:57.230,-1
18:43:57.576,-1
18:43:57.821,-1
18:43:58.087,-1
18:43:58.309,-1
18:43:58.580,-1
18:43:58.781,-1
18:43:58.985,-1
18:43:59.189,-1
18:43:59.392,-1
18:43:59.598,-1
18:43:59.800,-1
18:44:00.005,-1
18:44:00.212,-1
18:44:00.415,-1
18:44:00.616,-1
18:44:00.818,1
18:44:01.019,1
18:44:01.224,1
18:44:01.429,1
18:44:01.639,1
18:44:01.842,1
18:44:02.052,1
18:44:02.264,1
18:44:02.492,-1
18:44:02.695,1
18:44:02.916,-1
18:44:03.120,-1
18:44:03.328,-1
18:44:03.552,-1
18:44:03.811,-1
18:44:04.031,-1
18:44:04.234,-1
18:44:04.439,-1
18:44:04.643,-1
18:44:04.846,-1
18:44:05.048,-1
18:44:05.258,-1
18:44:05.467,-1
18:44:05.669,-1
18:44:05.871,-1
18:44:06.073,-1
18:44:06.279,-1
18:44:06.484,-1
18:44:06.687,-1
18:44:06.889,-1
18:44:07.094,-1
18:44:07.298,-1
18:44:07.502,-1
18:44:07.707,-1
18:44:07.909,-1
18:44:08.122,-1
18:44:08.363,-1
18:44:08.598,-1
18:44:08.806,-1
18:44:09.021,-1
18:44:09.232,-1
18:44:09.444,-1
18:44:09.717,-1
18:44:09.931,-1
18:44:10.133,-1
18:44:10.337,-1
18:44:10.540,-1
18:44:10.744,-1
18:44:10.956,-1
18:44:11.164,-1
18:44:11.366,-1
18:44:11.571,-1
18:44:11.778,-1
18:44:11.979,-1
18:44:12.181,-1
18:44:12.382,-1
18:44:12.589,-1
18:44:12.794,-1
18:44:13.013,-1
18:44:13.220,-1
18:44:13.450,-1
18:44:13.687,-1
18:44:13.908,-1
18:44:14.114,-1
18:44:14.323,-1
18:44:14.530,-1
18:44:14.733,-1
18:44:14.935,-1
18:44:15.140,-1
18:44:15.344,-1
18:44:15.546,-1
18:44:15.749,-1
18:44:19.536,-1
18:44:19.738,-1
18:44:19.942,-1
18:44:20.147,-1
18:44:20.355,-1
18:44:20.557,-1
18:44:20.761,-1
18:44:20.964,-1
18:44:21.167,-1
18:44:21.373,-1
18:44:21.575,-1
18:44:21.777,-1
18:44:22.014,-1
18:44:22.218,-1
18:44:22.436,-1
18:44:22.651,-1
18:44:22.870,-1
18:44:23.096,-1
18:44:23.357,-1
18:44:23.616,-1
18:44:23.846,-1
18:44:24.050,-1
18:44:24.252,-1
18:44:24.456,-1
18:44:24.662,-1
18:44:24.863,-1
18:44:25.064,-1
18:44:25.270,-1
18:44:25.472,-1
18:44:25.674,-1
18:44:25.881,1
18:44:26.083,1
18:44:26.286,1
18:44:26.499,1
18:44:26.716,1
18:44:26.919,1
18:44:27.122,1
18:44:27.328,1
18:44:27.536,1
18:44:27.743,1
18:44:27.989,-1
18:44:28.228,-1
18:44:28.506,-1
18:44:28.750,-1
18:44:29.045,-1
18:44:29.271,-1
18:44:29.486,-1
18:44:29.730,-1
18:44:29.938,-1
18:44:30.139,-1
18:44:30.343,-1
18:44:30.545,-1
18:44:30.750,-1
18:44:30.955,-1
18:44:31.162,-1
18:44:31.365,-1
18:44:31.568,-1
18:44:31.769,-1
18:44:31.974,-1
18:44:32.181,-1
18:44:32.383,-1
18:44:32.588,-1
18:44:32.790,-1
18:44:32.992,-1
18:44:33.197,-1
18:44:33.431,-1
18:44:33.663,-1
18:44:33.867,-1
18:44:34.093,-1
18:44:34.308,-1
18:44:34.514,-1
18:44:34.716,-1
18:44:34.917,-1
18:44:35.119,-1
18:44:35.322,-1
18:44:35.527,-1
18:44:35.731,-1
18:44:35.933,-1
18:44:36.137,-1
18:44:36.345,-1
18:44:36.550,-1
18:44:36.752,-1
18:44:36.957,-1
18:44:37.162,-1
18:44:37.365,-1
18:44:37.569,-1
18:44:37.777,-1
18:44:37.994,-1
18:44:38.246,-1
18:44:38.473,-1
18:44:38.694,-1
18:44:38.897,-1
18:44:39.100,-1
18:44:39.304,-1
18:44:39.506,-1
18:44:39.707,-1
18:44:39.912,-1
18:44:40.116,-1
18:44:40.317,-1
18:44:40.519,-1
18:44:40.722,-1
18:44:40.927,-1
18:44:41.129,-1
18:44:41.334,-1
18:44:41.536,-1
18:44:41.745,-1
18:44:41.947,-1
18:44:42.154,-1
18:44:42.357,-1
18:44:42.559,-1
18:44:42.762,-1
18:44:42.968,-1
18:44:43.177,-1
18:44:43.410,-1
18:44:43.623,-1
18:44:43.834,-1
18:44:44.058,-1
18:44:44.313,-1
18:44:44.532,-1
18:44:44.742,-1
18:44:44.954,-1
18:44:45.161,-1
18:44:45.364,-1
18:44:45.573,-1
18:44:45.794,-1
18:44:45.998,-1
18:44:46.200,-1
18:44:46.403,-1
18:44:46.611,-1
18:44:46.818,-1
18:44:47.019,-1
18:44:47.222,-1
18:44:47.423,-1
18:44:47.625,-1
18:44:47.826,-1
18:44:48.041,1
18:44:48.259,1
18:44:48.468,1
18:44:48.728,1
18:44:48.940,1
18:44:49.157,1
18:44:49.391,1
18:44:49.595,1
18:44:49.799,1
18:44:50.015,1
18:44:50.219,1
18:44:50.421,-1
18:44:50.628,-1
18:44:50.833,-1
18:44:51.037,-1
18:44:51.242,-1
18:44:51.445,-1
18:44:55.227,-1
18:44:55.433,-1
18:44:55.638,-1
18:44:55.840,-1
18:44:56.055,-1
18:44:56.263,-1
18:44:56.466,-1
18:44:56.670,-1
18:44:56.873,-1
18:44:57.076,-1
18:44:57.279,-1
18:44:57.482,-1
18:44:57.687,-1
18:44:57.921,-1
18:44:58.128,-1
18:44:58.343,-1
18:44:58.563,-1
18:44:58.784,-1
18:44:59.008,-1
