,A.LOITER1
12:15:33.097,-1.0
12:15:33.304,-1.0
12:15:33.512,-1.0
12:15:33.722,-1.0
12:15:33.924,-1.0
12:15:34.131,-1.0
12:15:34.333,-1.0
12:15:34.538,-1.0
12:15:34.747,-1.0
12:15:34.949,-1.0
12:15:35.151,-1.0
12:15:35.354,-1.0
12:15:35.561,-1.0
12:15:35.767,-1.0
12:15:35.971,-1.0
12:15:36.179,-1.0
12:15:36.381,-1.0
12:15:36.589,-1.0
12:15:36.794,-1.0
12:15:36.996,-1.0
12:15:37.198,-1.0
12:15:37.401,-1.0
12:15:37.604,-1.0
12:15:37.806,-1.0
12:15:38.009,-1.0
12:15:38.212,-1.0
12:15:38.422,-1.0
12:15:38.625,-1.0
12:15:38.827,-1.0
12:15:39.029,-1.0
12:15:39.251,-1.0
12:15:39.453,-1.0
12:15:39.655,-1.0
12:15:39.861,-1.0
12:15:40.065,-1.0
12:15:40.269,-1.0
12:15:40.473,-1.0
12:15:40.678,-1.0
12:15:40.880,-1.0
12:15:41.082,-1.0
12:15:41.294,-1.0
12:15:41.498,-1.0
12:15:41.701,-1.0
12:15:41.904,-1.0
12:15:42.109,-1.0
12:15:42.312,-1.0
12:15:42.524,-1.0
12:15:42.730,-1.0
12:15:42.934,-1.0
12:15:43.136,-1.0
12:15:43.339,-1.0
12:15:43.545,-1.0
12:15:43.747,-1.0
12:15:43.957,-1.0
12:15:44.160,-1.0
12:15:44.364,-1.0
12:15:44.567,-1.0
12:15:44.770,-1.0
12:15:44.972,-1.0
12:15:45.174,-1.0
12:15:45.376,-1.0
12:15:45.590,-1.0
12:15:45.797,-1.0
12:15:46.001,-1.0
12:15:46.208,-1.0
12:15:46.420,-1.0
12:15:46.625,-1.0
12:15:46.827,-1.0
12:15:47.030,-1.0
12:15:47.232,-1.0
12:15:47.440,-1.0
12:15:47.644,-1.0
12:15:47.855,-1.0
12:15:48.061,-1.0
12:15:48.264,-1.0
12:15:48.467,-1.0
12:15:48.669,-1.0
12:15:48.873,-1.0
12:15:49.075,-1.0
12:15:49.279,-1.0
12:15:49.490,-1.0
12:15:49.700,-1.0
12:15:49.906,-1.0
12:15:50.110,-1.0
12:15:50.315,-1.0
12:15:50.517,-1.0
12:15:50.722,-1.0
12:15:50.924,-1.0
12:15:51.127,-1.0
12:15:51.329,-1.0
12:15:51.532,-1.0
12:15:51.738,-1.0
12:15:51.940,-1.0
12:15:52.144,-1.0
12:15:52.347,-1.0
12:15:52.551,-1.0
12:15:52.755,-1.0
12:15:52.956,-1.0
12:15:53.160,-1.0
12:15:53.366,-1.0
12:15:53.572,-1.0
12:15:53.776,-1.0
12:15:53.978,-1.0
12:15:54.182,-1.0
12:15:55.817,-1.0
12:15:56.019,-1.0
12:15:56.221,-1.0
12:15:56.426,-1.0
12:15:56.628,-1.0
12:15:56.831,-1.0
12:15:57.033,-1.0
12:15:57.239,-1.0
12:15:57.443,-1.0
12:15:57.648,-1.0
12:15:57.855,-1.0
12:15:58.059,-1.0
12:15:58.262,-1.0
12:15:58.466,-1.0
12:15:58.668,-1.0
12:15:58.873,-1.0
12:15:59.076,-1.0
12:15:59.282,-1.0
12:15:59.485,-1.0
12:15:59.688,-1.0
12:15:59.890,-1.0
12:16:00.094,-1.0
12:16:00.296,-1.0
12:16:00.499,-1.0
12:16:00.701,-1.0
12:16:00.905,-1.0
12:16:01.109,-1.0
12:16:01.313,-1.0
12:16:01.516,-1.0
12:16:01.720,-1.0
12:16:01.924,-1.0
12:16:02.127,-1.0
12:16:02.330,-1.0
12:16:02.533,-1.0
12:16:02.739,-1.0
12:16:02.942,-1.0
12:16:03.144,-1.0
12:16:03.352,-1.0
12:16:03.557,-1.0
12:16:03.760,-1.0
12:16:03.966,-1.0
12:16:04.172,-1.0
12:16:04.374,-1.0
