,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
00:44:05.902,102192.0,0.4,0.2,-7.1,0.25,0.6,0.0,5082.0,380.0,1.0,0.1,50.0,50.0,921.0,0.0
00:44:10.678,220664.0,0.4,0.7,-4.3,0.25,2.5,0.0,1754.0,750.0,1.0,0.1,50.0,50.0,392.0,0.0
00:44:15.837,55965.0,0.2,1.3,6.3,0.25,1.0,0.0,13693.0,100.0,1.0,0.1,50.0,50.0,157.0,0.0
00:44:20.536,43373.0,0.2,1.8,-7.6,0.25,0.6,0.0,10912.0,120.0,1.0,0.1,50.0,50.0,160.0,0.0
00:44:25.676,210050.0,0.9,0.7,-7.2,0.25,2.9,0.0,12039.0,480.0,1.0,0.1,50.0,50.0,504.0,0.0
00:44:30.366,19635.0,0.2,0.7,-9.6,0.25,0.6,0.0,1826.0,630.0,1.0,0.1,50.0,50.0,301.0,0.0
00:44:36.123,38507.0,0.7,0.5,1.4,0.25,2.1,0.0,2053.0,80.0,1.0,0.1,50.0,50.0,547.0,0.0
00:44:41.824,13575.0,0.3,0.7,-3.8,0.25,3.1,0.0,9023.0,290.0,1.0,0.1,50.0,50.0,489.0,0.0
00:44:46.537,60654.0,0.7,0.3,-3.7,0.25,2.5,0.0,667.0,210.0,1.0,0.1,50.0,50.0,20.0,0.0
00:44:51.638,6029.0,0.3,0.4,0.1,0.25,1.0,0.0,5882.0,930.0,1.0,0.1,50.0,50.0,235.0,0.0
00:44:56.504,230269.0,0.2,0.5,-1.3,0.25,1.5,0.0,5377.0,870.0,1.0,0.1,50.0,50.0,218.0,0.0
00:45:01.743,164760.0,0.7,1.3,-4.3,0.25,2.6,0.0,3181.0,20.0,1.0,0.1,50.0,50.0,53.0,0.0
00:45:06.447,27865.0,0.7,0.3,-2.0,0.25,2.9,0.0,23403.0,410.0,1.0,0.1,50.0,50.0,91.0,0.0
00:45:12.262,13423.0,0.3,1.3,-9.7,0.25,2.9,0.0,11980.0,80.0,1.0,0.1,50.0,50.0,522.0,0.0
00:45:17.972,188993.0,0.2,0.9,-5.2,0.25,2.9,0.0,7678.0,220.0,1.0,0.1,50.0,50.0,227.0,0.0
