time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE
00:44:03,-0.0010538356727920473,0.0010209697065874934,0.022900154814124107,0.00033136410638689995,0.00030569126829504967,0.0015820146654732525,-35.36326215,149.1652375,1.5,-0.5,0.5,0.5,0.0,2.0,-1000.0,0.0,0.5,0.0,82929.0,AUTO
00:44:05,-0.0005016423383494839,0.0015008417540229857,0.022350099869072437,0.00033162892214022577,0.0003021368756890297,0.0015161422779783607,-35.3632621,149.16523745,15.5,0.0,0.0,-1.0,0.0,1.0,-1000.0,0.5,0.5,0.0,92560.5,AUTO
00:44:07,0.0113598951138556,0.00017242049216292799,0.021901920437812805,0.023147719213739038,-0.0019003802444785833,0.002422168734483421,-35.3632621,149.1652375,893.5,0.0,2.0,-122.0,0.0,0.0,-1065.0,24.0,-1.5,1.5,102192.0,AUTO
00:44:09,0.007782944478094578,0.014540439937263727,-0.05132232699543238,-0.07834891602396965,0.0458173849619925,-0.07762635126709938,-35.3632612,149.1652427,3860.0,4.5,46.5,-147.5,4.0,-10.5,-997.5,-77.5,46.5,-77.5,102192.0,AUTO
00:44:10,-0.06451211404055357,-0.001478187186876312,-0.08345490507781506,-0.02962641161866486,-0.02723932368098758,-0.0061202304204925895,-35.363261050000006,149.165246025,5386.75,-3.0,3.0,-148.5,2.25,-2.0,-1001.75,-28.75,-26.25,-6.5,220664.0,AUTO
00:44:11,-0.036109240259975195,-0.00764524401165545,-0.08662424236536026,0.0604910533875227,0.007553022645879537,-0.0001563831465318799,-35.3632612,149.1652429,6922.5,-0.5,-49.5,-149.5,-5.5,8.5,-1002.0,60.5,8.0,-1.0,220664.0,AUTO
00:44:13,0.04674709029495716,0.00564147811383009,-0.08228299766778946,-0.01881280355155468,-0.008712276932783425,0.003944076248444617,-35.36326195,149.1652343,10031.5,-7.0,4.0,-150.5,1.0,2.0,-999.5,-18.0,-8.0,3.0,220664.0,AUTO
00:44:15,-0.012888183817267418,-0.0027037606050726026,-0.11628126353025436,0.014293392188847065,0.006039122119545937,-0.02484183292835951,-35.36326235,149.16523675000002,13117.5,3.0,0.0,-151.5,-0.5,-0.5,-1000.5,14.5,6.0,-25.5,138314.5,AUTO
00:44:17,0.00928919157013297,0.006404374493286014,-0.15633930265903473,-0.0004455071175470948,0.0009364041616208851,-0.013380703516304493,-35.36326165,149.16523555,16234.5,0.0,-0.5,-152.0,-0.5,0.0,-999.5,0.0,1.5,-13.5,55965.0,AUTO
00:44:19,0.003040623152628541,0.0037937804590910673,-0.18485195189714432,-0.0015188228571787477,-0.0006097124132793397,-0.0171064967289567,-35.36326165,149.16523585,19350.0,-3.0,5.5,-152.0,0.0,0.0,-999.5,-1.0,0.0,-17.0,55965.0,AUTO
00:44:20,0.0016677585954312235,0.003477211808785796,-0.20395702496170998,0.000900830200407654,8.489223546348512e-05,-0.020871890243142843,-35.3632617,149.16523617500002,20903.75,-2.5,4.5,-152.0,0.0,0.0,-1000.0,1.0,0.25,-20.75,43373.0,AUTO
00:44:21,0.001528829277958721,0.0029140483820810914,-0.2237219288945198,-0.0011863707768497989,7.72958155721426e-05,-0.020338572561740875,-35.36326175,149.1652364,22464.5,-2.0,3.5,-152.0,0.0,0.0,-1000.0,-0.5,1.0,-20.0,43373.0,AUTO
00:44:23,0.0018414273945381865,0.0034409750951454043,-0.25419551134109497,-0.01477852277457714,-0.00018705474212765694,0.0016652951017022133,-35.363261949999995,149.16523660000001,25583.5,-3.5,0.0,-152.5,0.0,-0.5,-994.0,-14.0,0.5,1.0,43373.0,AUTO
00:44:25,0.006064965855330229,0.0014725454966537654,-0.21355073899030685,-0.008170227985829115,0.0006884509057272226,0.023070860654115677,-35.3632624,149.16523684999999,28687.5,-1.0,8.0,-152.0,0.5,-0.5,-999.5,-7.0,1.0,22.5,126711.5,AUTO
00:44:27,-0.0008935062505770475,0.00133890425786376,-0.17582155764102936,0.00025786872720345855,-0.0008761177305132151,0.01716235652565956,-35.36326235,149.1652379,31790.5,0.0,3.5,-152.0,0.0,0.0,-1000.0,1.0,0.0,16.0,210050.0,AUTO
00:44:29,0.0009635229944251478,0.0012507196515798569,-0.1472988948225975,-0.0006039370782673359,0.0005700521869584918,0.01327879773452878,-35.363262250000005,149.16523795,34905.5,0.0,0.0,-152.0,0.0,0.0,-999.5,0.5,1.0,12.5,210050.0,AUTO
00:44:30,0.0009125522919930518,0.002212958817835897,-0.13417405821383,-0.01204380122362636,0.01469222380546853,0.0399681581184268,-35.3632622,149.16523775000002,36458.0,0.0,0.0,-151.5,-0.25,0.0,-993.75,-11.0,15.5,39.0,19635.0,AUTO
00:44:31,-0.026663954369723797,0.01862552994862199,0.07927712425589561,-0.007231343537569046,-0.033064428716897964,0.2443809062242508,-35.3632628,149.1652367,37904.5,-18.0,-19.5,-125.5,1.5,4.0,-959.0,-6.5,-32.0,244.0,19635.0,AUTO
00:44:33,0.034815387800335884,-0.02501729689538479,0.20399607717990875,0.09778493456542492,0.038520572707057,-0.027168099768459797,-35.3632643,149.16523325,39636.5,14.5,16.0,-51.5,-2.0,-1.5,-976.5,98.0,39.0,-26.5,19635.0,AUTO
00:44:35,-0.024249101290479302,0.02991110272705555,0.1601056307554245,0.30076332576572895,-0.0039593137335032225,-0.015060874167829752,-35.3632612,149.16523815,40171.0,5.5,15.0,2.0,-0.5,29.5,-983.5,302.5,-3.0,-14.0,19635.0,AUTO
00:44:36,-0.02083080750890076,0.02458495832979679,0.14655571430921555,0.6305893734097481,-0.025110867340117693,-0.008837274741381407,-35.36326145,149.165238325,40073.75,-16.0,-14.75,9.0,1.25,30.75,-1028.25,631.0,-23.5,-8.25,38507.0,AUTO
00:44:37,-0.032493327744305134,0.024321673437952995,0.1320052705705166,-0.12470460683107376,0.010860125068575144,-0.062190388329327106,-35.363263700000005,149.16523505,40031.5,-31.5,-36.0,-3.0,3.0,7.0,-1014.5,-123.5,11.5,-61.5,38507.0,AUTO
00:44:39,-0.10882842913269997,-0.07639856822788715,-1.0650972425937653,-0.28906437009572983,-0.029945536982268095,-0.7340954840183258,-35.363276,149.16521845,40196.0,-111.0,-133.0,-14.5,-33.5,17.0,-1004.5,-287.0,-28.5,-733.5,38507.0,AUTO
00:44:41,0.045624230057001114,-0.16061311960220337,-2.195484757423401,-0.08162485808134079,0.108212033752352,-0.1391548365354538,-35.36330845,149.16517175,40688.5,-239.5,-301.5,-37.0,-76.5,-40.0,-1020.0,-80.0,109.5,-138.5,26041.0,AUTO
00:44:43,0.04943983629345894,0.007114459527656436,-2.174601674079895,0.19550009071826935,0.00881439889781177,-0.008870904333889484,-35.363351249999994,149.1651052,41612.0,-198.0,-258.5,-33.0,-65.5,-28.5,-973.0,196.0,9.5,-8.5,13575.0,AUTO
00:44:45,0.027378411032259464,0.05372634157538414,-2.1856415271759033,0.46570275723934174,0.03238482866436243,-0.015703793615102768,-35.3633791,149.16506055000002,42056.0,-104.0,-137.0,-12.5,-36.5,5.5,-989.0,466.5,32.5,-15.0,13575.0,AUTO
00:44:46,0.023150766734033823,0.07917220331728458,-2.187739312648773,-0.26658520102500916,-0.011103426106274128,-0.011882621853146702,-35.36338635,149.165049225,42146.5,-48.25,-63.5,-4.25,-17.5,-29.75,-1002.75,-266.0,-10.25,-11.75,60654.0,AUTO
00:44:47,0.011168443597853184,-0.06521956715732813,-2.19311785697937,0.017876874655485153,-0.2335275486111641,-0.01835873629897833,-35.3633897,149.16504500000002,42161.5,-29.0,-44.0,-1.0,-11.5,0.5,-995.0,19.0,-232.0,-18.5,60654.0,AUTO
00:44:49,0.03600899875164032,-0.13677824288606644,-2.206525206565857,-0.026854515075683594,0.019469684921205044,0.00541627366328612,-35.3634099,149.16501655000002,42372.5,-181.5,-223.5,-25.0,-55.5,-35.5,-1018.0,-25.5,20.5,5.5,60654.0,AUTO
00:44:51,0.05134030990302563,0.039116254076361656,-2.210461378097534,-0.27210792899131775,0.21829074621200562,-0.0025618377258069813,-35.363449200000005,149.1649574,43121.0,-216.0,-265.5,-47.5,-68.5,-61.5,-1000.0,-271.0,219.0,-2.0,33341.5,AUTO
00:44:53,0.007950299885123968,0.056822119280695915,-2.215437173843384,-0.0730019211769104,-0.0034923404455184937,0.0027199042961001396,-35.3634725,149.16491904999998,43617.0,-64.0,-84.0,-5.0,-19.5,-20.5,-996.0,-72.5,-2.0,3.0,6029.0,AUTO
00:44:55,-0.005678815301507711,-0.15522447600960732,-2.2196309566497803,-0.07017850875854492,-0.10510371532291174,0.001851087436079979,-35.3634794,149.16490675,43656.0,-77.0,-69.5,-2.5,-22.0,-14.5,-1014.0,-69.0,-103.5,2.5,6029.0,AUTO
00:44:56,0.031152663752436638,-0.1411487814038992,-2.2254618406295776,0.04775930754840374,0.09613055875524879,-0.006964326064917259,-35.363489675,149.164894075,43736.0,-160.0,-168.25,-16.75,-50.0,-25.0,-1022.5,48.25,96.5,-6.0,230269.0,AUTO
00:44:57,0.05105608515441418,-0.0942540243268013,-2.2285308837890625,0.17546003125607967,0.1009140582755208,-0.0005608783103525639,-35.3635059,149.16487265,43979.5,-187.5,-219.0,-28.5,-61.0,-20.0,-1012.5,176.5,101.5,0.0,230269.0,AUTO
00:44:59,0.04856359027326107,0.09881807863712311,-2.2251604795455933,0.3058277517557144,-0.004908382892608643,0.0007817819714546204,-35.363534400000006,149.1648316,44584.0,-70.0,-116.0,-14.5,-28.0,-13.0,-990.0,307.0,-3.5,1.5,230269.0,AUTO
00:45:01,0.010797137394547462,0.008844423107802868,-2.229088306427002,-0.35581696033477783,-0.17184841632843018,-0.03525625541806221,-35.3635407,149.1648207,44673.0,-3.0,-36.0,1.0,-5.0,-11.0,-1031.0,-353.0,-170.0,-34.0,197514.5,AUTO
