time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
02:03:12,STABILIZE,-0.0007164416601881385,0.000923902029171586,0.025487089529633522,0.00021413364447653294,0.0001991388271562755,0.0017005983972921968,-35.3632621,149.1652374,0.0,-1.0,1.0,-1.0,0.0,2.0,-1000.0,0.0,0.0,0.0,1500.0
02:03:20,AUTO,-0.0007139889348763973,0.0009954097331501544,0.02266702428460121,0.0002991317887790501,0.00027681645588018,0.001542684156447649,-35.36326215,149.1652375,5.5,-1.0,1.0,-1.0,0.0,1.5,-1000.0,0.0,0.5,0.0,1500.0
02:03:22,AUTO,-0.0001170710165752098,0.0013992789899930358,0.0219790143892169,0.000345773616572842,0.00026185769820585847,0.00152497214730829,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,0.0,1.0,35922.5
02:03:24,AUTO,0.0029447448905557394,0.0005997615044179838,0.021432639099657536,5.851034075021744e-06,0.0032959611853584647,0.0010784085461637005,-35.3632621,149.1652375,290.5,0.0,0.0,-84.5,0.0,0.0,-1119.5,0.5,3.5,0.5,70345.0
02:03:26,AUTO,0.05242519453167915,0.0016628950834274292,-0.019169050734490156,-0.07191289914771914,0.05919469054788351,-0.07115510478615761,-35.3632615,149.16524035,3088.5,8.5,47.0,-146.0,1.5,-9.5,-991.5,-71.0,59.5,-71.0,70345.0
02:03:27,AUTO,-0.026952717045787722,0.01890308503061533,-0.07085260469466448,-0.0798653312958777,-0.014130372379440814,-0.052040709648281336,-35.363260975,149.16524425,4221.75,1.25,40.0,-147.0,5.0,-10.0,-1004.25,-79.0,-13.25,-52.0,54457.0
02:03:28,AUTO,-0.05577375739812851,-0.009791912976652384,-0.09029950946569443,0.05581091344356537,0.0013536535552702844,-0.0025071995332837105,-35.3632611,149.16524495,6289.5,-1.5,-40.0,-149.0,-3.0,6.5,-1001.0,56.0,2.0,-2.0,54457.0
02:03:30,AUTO,0.06467416323721409,0.00901913270354271,-0.08740084618330002,0.012888651341199875,-0.0019814064726233482,0.006968755507841706,-35.363261800000004,149.1652345,9394.5,-7.5,-12.5,-152.5,-1.0,4.5,-997.5,13.0,-1.0,6.0,54457.0
02:03:32,AUTO,-0.012699373997747898,-0.0042665929067879915,-0.10691387951374054,0.00902226590551436,0.003190859453752637,-0.024903887882828712,-35.36326245,149.1652365,12490.0,2.5,3.0,-151.5,0.0,-1.0,-1001.0,9.0,3.0,-24.5,54457.0
02:03:33,AUTO,-0.002534797939006239,-4.213872307445854e-05,-0.1257084682583809,0.015414047287777066,0.007395540247671306,-0.023032814729958773,-35.363262250000005,149.165236375,13658.0,4.0,-3.75,-152.0,-1.5,0.0,-1000.0,15.75,7.75,-23.0,157009.0
02:03:34,AUTO,0.00919428188353777,0.006277772830799222,-0.15056607127189636,0.0020127188763581216,0.002471722400514409,-0.01599450409412384,-35.36326175,149.16523565,15607.5,0.5,-1.5,-152.0,-1.0,0.0,-1000.0,2.0,2.5,-16.0,157009.0
02:03:36,AUTO,-0.04368888586759567,0.010569135658442974,-0.16743184626102448,-0.059657035395503044,0.04462719877483323,0.08505622204393148,-35.36326165,149.1652354,18710.5,-5.5,-8.5,-148.0,-0.5,0.5,-989.5,-58.5,45.5,84.5,157009.0
02:03:38,AUTO,0.056396789848804474,-0.03144191391766071,0.04871095344424248,-0.02960962150245905,0.026776505634188652,-0.015654349233955145,-35.36326455,149.16523105,21067.5,1.0,18.0,-77.0,1.0,-2.0,-970.0,-28.0,27.0,-15.0,95270.5
02:03:40,AUTO,-0.010010277386754751,0.013913960196077824,0.042250752449035645,-0.008483587007503957,0.0020661785965785384,-0.0021060582366771996,-35.363261949999995,149.16523815,22126.0,11.0,27.5,-29.0,0.5,-7.0,-975.5,-7.0,2.5,-2.0,33532.0
02:03:42,AUTO,-0.016476872377097607,0.03448615036904812,0.036485662683844566,0.4390220642089844,0.013626034371554852,0.003732991637662053,-35.36326185,149.16523890000002,22085.5,-22.5,-21.5,14.0,2.0,44.0,-1029.0,440.5,14.0,3.0,33532.0
02:03:43,AUTO,-0.019225311931222677,0.051271574571728706,0.017599577084183693,0.03676218539476395,0.032174135092645884,-0.11470947210909799,-35.363264300000004,149.16523709999998,22021.0,-49.5,-28.75,1.0,7.75,7.25,-1018.25,37.0,32.75,-114.5,131121.0
02:03:44,AUTO,-0.10920732468366623,0.020479065366089344,-0.7275429964065552,0.09307265281677246,0.002612161450088024,-0.7622820734977722,-35.36327325,149.1652337,22036.5,-117.5,-54.0,-5.5,0.5,29.0,-1001.5,93.0,3.5,-762.0,131121.0
02:03:46,AUTO,-0.04946035519242287,-0.17418275773525238,-2.1558687686920166,-0.10391824319958687,-0.012559323571622372,-0.721595823764801,-35.363310299999995,149.16521635,22138.0,-304.5,-139.0,-9.5,-82.5,-0.5,-1009.0,-103.5,-11.0,-721.5,131121.0
02:03:48,AUTO,0.061903443187475204,-0.18955747038125992,-2.733762264251709,0.0008994732052087784,0.06489042192697525,0.03381527867168188,-35.363383,149.16517750000003,22345.0,-496.5,-216.0,-18.5,-110.0,-61.0,-1014.0,1.5,65.0,33.0,86620.0
02:03:50,AUTO,0.07126147672533989,-0.1543707624077797,-2.7335516214370728,-0.004518221598118544,0.012229022773681208,0.001929059682879597,-35.36348445,149.16512390000003,22808.0,-597.5,-252.5,-27.0,-124.5,-68.0,-983.0,-3.5,12.5,1.0,42119.0
