,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
12:53:45.485,300000.0,0.25,0.1,1000.0,30.0
12:53:49.496,87592.0,0.25,0.1,1000.0,30.0
12:53:53.023,230215.0,0.25,0.1,1000.0,30.0
12:53:57.047,285728.0,0.25,0.1,1000.0,30.0
12:54:01.062,200.0,0.25,0.1,1000.0,30.0
12:54:05.078,200.0,0.25,0.1,1000.0,30.0
12:54:09.106,200.0,0.25,0.1,1000.0,30.0
12:54:13.137,300000.0,0.25,0.1,1000.0,30.0
12:54:17.150,200.0,0.25,0.1,1000.0,30.0
12:54:21.166,87012.0,0.25,0.1,1000.0,30.0
12:54:25.193,240685.0,0.25,0.1,1000.0,30.0
12:54:29.212,125800.0,0.25,0.1,1000.0,30.0
12:54:33.234,83832.0,0.25,0.1,1000.0,30.0
12:54:37.271,297208.0,0.25,0.1,1000.0,30.0
12:54:41.299,14017.0,0.25,0.1,1000.0,30.0
12:54:45.326,277728.0,0.25,0.1,1000.0,30.0
12:54:49.352,300000.0,0.25,0.1,1000.0,30.0
12:54:53.375,114237.0,0.25,0.1,1000.0,30.0
12:54:57.405,171051.0,0.25,0.1,1000.0,30.0
12:55:01.434,291200.0,0.25,0.1,1000.0,30.0
12:55:05.461,268369.0,0.25,0.1,1000.0,30.0
12:55:09.495,300000.0,0.25,0.1,1000.0,30.0
12:55:13.033,253229.0,0.25,0.1,1000.0,30.0
12:55:17.049,70137.0,0.25,0.1,1000.0,30.0
12:55:21.086,300000.0,0.25,0.1,1000.0,30.0
12:55:25.117,235407.0,0.25,0.1,1000.0,30.0
12:55:29.131,86693.0,0.25,0.1,1000.0,30.0
12:55:33.151,138775.0,0.25,0.1,1000.0,30.0
12:55:37.169,59823.0,0.25,0.1,1000.0,30.0
12:55:41.201,224861.0,0.25,0.1,1000.0,30.0
12:55:45.213,200.0,0.25,0.1,1000.0,30.0
12:55:49.233,179490.0,0.25,0.1,1000.0,30.0
12:55:53.258,182338.0,0.25,0.1,1000.0,30.0
12:55:57.270,200.0,0.25,0.1,1000.0,30.0
12:56:01.310,300000.0,0.25,0.1,1000.0,30.0
12:56:05.337,267924.0,0.25,0.1,1000.0,30.0
