,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
13:53:59.383,71540.0,0.25,0.1,1000.0,30.0,3.6,8300.0,1000.0,0.0,1900.0
13:54:03.422,268335.0,0.25,0.1,1000.0,30.0,3.3,14100.0,1000.0,32000.0,110.0
13:54:07.446,180336.0,0.25,0.1,1000.0,30.0,2.1,18000.0,1000.0,31176.0,0.0
13:54:11.467,121915.0,0.25,0.1,1000.0,30.0,1.7,500.0,1000.0,24455.0,2230.0
13:54:15.483,200.0,0.25,0.1,1000.0,30.0,3.6,18000.0,1000.0,25445.0,1930.0
13:54:19.501,85237.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,0.0,550.0
13:54:23.023,117237.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,13313.0,1630.0
13:54:27.056,300000.0,0.25,0.1,1000.0,30.0,4.8,4400.0,1000.0,23741.0,0.0
13:54:31.080,178875.0,0.25,0.1,1000.0,30.0,5.1,6200.0,1000.0,20511.0,0.0
13:54:35.107,184325.0,0.25,0.1,1000.0,30.0,4.7,15500.0,1000.0,0.0,2650.0
13:54:39.128,143767.0,0.25,0.1,1000.0,30.0,0.5,18000.0,1000.0,32000.0,2990.0
13:54:43.146,43066.0,0.25,0.1,1000.0,30.0,0.0,6600.0,1000.0,6910.0,2690.0
13:54:47.177,246086.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,32000.0,3000.0
13:54:51.190,200.0,0.25,0.1,1000.0,30.0,3.2,13100.0,1000.0,2615.0,3000.0
13:54:55.221,300000.0,0.25,0.1,1000.0,30.0,1.8,10900.0,1000.0,21262.0,2340.0
13:54:59.236,79174.0,0.25,0.1,1000.0,30.0,1.8,15500.0,1000.0,20099.0,1550.0
13:55:03.281,182190.0,0.25,0.1,1000.0,30.0,0.2,500.0,1000.0,27267.0,420.0
13:55:07.307,225152.0,0.25,0.1,1000.0,30.0,3.3,18000.0,1000.0,1199.0,480.0
13:55:11.325,200.0,0.25,0.1,1000.0,30.0,0.0,5900.0,1000.0,0.0,1830.0
13:55:15.355,234658.0,0.25,0.1,1000.0,30.0,4.3,7700.0,1000.0,0.0,0.0
13:55:19.414,236139.0,0.25,0.1,1000.0,30.0,4.6,3200.0,1000.0,8887.0,0.0
13:55:23.436,200.0,0.25,0.1,1000.0,30.0,2.9,13600.0,1000.0,27350.0,2710.0
13:55:27.468,266034.0,0.25,0.1,1000.0,30.0,3.3,18000.0,1000.0,0.0,2810.0
13:55:31.503,284355.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,10261.0,2070.0
13:55:35.033,300000.0,0.25,0.1,1000.0,30.0,3.5,18000.0,1000.0,8999.0,330.0
13:55:39.065,300000.0,0.25,0.1,1000.0,30.0,4.3,500.0,1000.0,10511.0,630.0
13:55:43.098,281204.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,28061.0,2570.0
13:55:47.148,245174.0,0.25,0.1,1000.0,30.0,5.1,10800.0,1000.0,17706.0,2130.0
