time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
10:02:30,1500.0,-0.0009756954968906939,0.0010012012789957225,0.023724031634628773,0.00017342381761409342,0.00026434927713125944,0.0016331489896401763,584.0,AUTO,584000.0,-35.36326215,149.16523745,11.0,-1.0,0.0,-3.0,0.0,1.5,-1000.0,0.5,1.0,0.0,0.0
