,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
17:24:26.111,200.0,0.2,1.6,10.1,0.25,4.8,0.0,23793.0,0.0,1.0,0.1,50.0,50.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:30.137,115061.0,0.6,0.0,-1.7,0.25,1.2,0.0,21291.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:34.154,62690.0,0.6,0.4,7.5,0.25,1.4,0.0,21837.0,940.0,1.0,0.1,50.0,50.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:38.177,223800.0,0.7,0.0,9.7,0.25,0.0,0.0,5117.0,730.0,1.0,0.1,50.0,50.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:42.204,300000.0,0.5,0.7,-4.5,0.25,2.2,0.0,16986.0,780.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:46.236,196502.0,1.1,0.9,-2.5,0.25,5.1,0.0,20084.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:50.250,58033.0,0.5,0.4,-10.0,0.25,3.3,0.0,0.0,720.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:54.277,248604.0,0.5,1.4,-10.0,0.25,1.2,0.0,32000.0,0.0,1.0,0.1,50.0,50.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0
17:24:58.299,156853.0,0.4,0.0,10.1,0.25,3.8,0.0,21549.0,1000.0,1.0,0.1,50.0,50.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:02.312,2778.0,0.0,0.0,0.8,0.25,0.0,0.0,0.0,610.0,1.0,0.1,50.0,50.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:06.350,300000.0,0.6,0.9,-6.3,0.25,0.0,0.0,0.0,320.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:10.377,220389.0,1.0,1.4,9.5,0.25,0.4,0.0,32000.0,820.0,1.0,0.1,50.0,50.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:14.409,300000.0,0.5,0.4,-0.1,0.25,1.4,0.0,10226.0,360.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:18.438,282938.0,1.1,1.1,3.8,0.25,3.3,0.0,28486.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:22.479,300000.0,1.1,2.0,2.3,0.25,4.0,0.0,15846.0,570.0,1.0,0.1,50.0,50.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:26.506,256665.0,0.1,2.0,-0.9,0.25,2.3,0.0,3153.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:30.020,200.0,1.1,1.7,-3.3,0.25,1.9,0.0,26788.0,1000.0,1.0,0.1,50.0,50.0,909.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:34.045,156953.0,0.5,0.8,10.1,0.25,4.7,0.0,7740.0,930.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:38.078,282061.0,1.1,2.0,-4.2,0.25,0.0,0.0,17224.0,840.0,1.0,0.1,50.0,50.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:42.109,300000.0,0.9,0.0,-1.8,0.25,2.4,0.0,3412.0,950.0,1.0,0.1,50.0,50.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:46.123,41583.0,0.8,0.0,2.5,0.25,5.1,0.0,1297.0,590.0,1.0,0.1,50.0,50.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:50.155,265826.0,0.5,1.6,9.0,0.25,2.5,0.0,32000.0,840.0,1.0,0.1,50.0,50.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:54.168,200.0,1.1,0.2,6.4,0.25,0.0,0.0,4571.0,870.0,1.0,0.1,50.0,50.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25:58.201,300000.0,0.4,2.0,2.3,0.25,5.1,0.0,0.0,990.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:02.232,281621.0,0.1,1.0,-2.1,0.25,4.1,0.0,19233.0,690.0,1.0,0.1,50.0,50.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:06.248,200.0,1.0,0.0,-1.3,0.25,2.6,0.0,32000.0,90.0,1.0,0.1,50.0,50.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:10.280,266789.0,0.4,1.0,5.5,0.25,1.4,0.0,4547.0,180.0,1.0,0.1,50.0,50.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:14.302,80666.0,0.4,1.4,-10.0,0.25,0.6,0.0,19532.0,0.0,1.0,0.1,50.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:18.335,266298.0,0.1,0.7,10.1,0.25,0.8,0.0,32000.0,700.0,1.0,0.1,50.0,50.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:22.364,281693.0,0.3,0.0,2.0,0.25,3.2,0.0,10764.0,650.0,1.0,0.1,50.0,50.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:26.390,184920.0,0.2,1.7,10.1,0.25,1.0,0.0,32000.0,640.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:30.410,66676.0,0.0,1.0,8.8,0.25,2.0,0.0,21717.0,650.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:34.437,181149.0,0.3,2.0,-6.8,0.25,2.3,0.0,32000.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:38.456,125717.0,0.4,0.0,-3.5,0.25,5.1,0.0,0.0,790.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:42.483,208881.0,0.5,1.7,-0.0,0.25,0.0,0.0,5579.0,210.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:46.021,265449.0,0.2,2.0,-10.0,0.25,0.2,0.0,2167.0,420.0,1.0,0.1,50.0,50.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:50.046,219261.0,0.9,1.1,-3.9,0.25,0.6,0.0,22007.0,240.0,1.0,0.1,50.0,50.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:54.073,209581.0,0.0,0.8,7.6,0.25,0.0,0.0,32000.0,1000.0,1.0,0.1,50.0,50.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26:58.127,300000.0,0.5,0.4,-10.0,0.25,0.0,0.0,0.0,920.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
