time_stamp,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
01:41:24,19496.0,STABILIZE,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0004835069412365556,0.0009317145450040698,0.024210277944803238,0.00015538913430646062,0.00016362039605155587,0.0019483222858980298
01:41:30,19496.0,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,2.0,2.0,0.0,2.0,-1000.0,0.0,0.0,1.0,-0.0007186385919339955,0.0009682755917310715,0.022318342700600624,0.0002092844806611538,0.00025165395345538855,0.001555814640596509
01:41:32,19496.0,AUTO,-35.36326215,149.1652375,0.0,-0.5,0.5,1.0,0.0,2.0,-1000.0,0.0,0.5,0.5,-0.001017414324451238,0.0010286835313308984,0.021825424395501614,0.0002820348890963942,0.0002763585071079433,0.001654720224905759
01:41:33,241593.0,AUTO,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,0.0,1.25,-1000.0,0.5,0.25,0.75,-0.0009038903517648578,0.0012355299259070307,0.02163579361513257,0.00019730337953660637,0.00021814822684973478,0.0015466056356672198
01:41:34,241593.0,AUTO,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.5,0.5,-0.0006941611354704946,0.0015212894650176167,0.02142510749399662,0.00031045032665133476,0.0003304196579847485,0.0015494669787585735
01:41:36,241593.0,AUTO,-35.36326205,149.1652375,892.0,0.5,2.5,-121.5,0.0,-0.5,-1063.5,17.0,-1.0,0.0,0.011612036789301783,0.0001261732541024685,0.020875075832009315,0.016448698937892914,-0.0017404410755261779,0.0008690162794664502
01:41:38,241593.0,AUTO,-35.3632612,149.165243,3877.5,4.5,44.0,-147.0,3.5,-11.0,-998.0,-80.0,44.0,-77.0,0.003215353935956955,0.015221090987324715,-0.053489590995013714,-0.08092185016721487,0.043695379979908466,-0.07684654928743839
01:41:39,135792.0,AUTO,-35.363260975,149.16524605,5410.25,-3.25,-0.75,-149.0,1.5,-1.75,-1001.5,-21.75,-25.0,-5.5,-0.06481486093252897,-0.0018854807494790293,-0.0856880247592926,-0.02234133775345981,-0.025932845863280818,-0.005364530137740076
01:41:40,135792.0,AUTO,-35.363261249999994,149.16524275,6949.5,-1.0,-50.5,-149.5,-5.0,8.5,-1002.0,62.0,8.0,-0.5,-0.03142509004101157,-0.006567524396814406,-0.08960039168596268,0.061509642750024796,0.008003312977962196,-1.3834214769303799e-05
01:41:42,135792.0,AUTO,-35.36326205,149.16523465,10069.5,-6.0,4.0,-150.5,0.5,0.5,-998.0,-31.0,-5.0,2.0,0.04023147979751229,0.0038911137962713838,-0.08437884971499443,-0.03214991674758494,-0.005934653163421899,0.002219198038801551
