,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
15:08:23.374,28784.0,0.2,0.5,1.7,0.25,1.1,0.0,17702.0,80.0,1.0
15:08:29.542,95767.0,0.4,0.2,-1.8,0.25,3.2,0.0,9907.0,350.0,1.0
15:08:35.014,98920.0,0.5,0.7,2.2,0.25,2.2,0.0,8530.0,210.0,1.0
15:08:41.024,157808.0,0.2,0.9,-5.8,0.25,1.2,0.0,3366.0,610.0,1.0
15:08:47.014,40726.0,0.5,0.3,-7.9,0.25,2.9,0.0,11778.0,150.0,1.0
15:08:53.115,9971.0,0.2,0.2,6.3,0.25,1.0,0.0,9132.0,120.0,1.0
15:08:59.234,219754.0,0.4,0.5,-5.6,0.25,0.8,0.0,17251.0,110.0,1.0
15:09:05.214,63109.0,0.2,0.2,6.0,0.25,4.4,0.0,3652.0,20.0,1.0
15:09:11.331,167209.0,0.4,0.5,-4.3,0.25,1.6,0.0,5014.0,80.0,1.0
15:09:17.460,60305.0,0.5,0.7,-5.6,0.25,0.1,0.0,4322.0,690.0,1.0
15:09:23.459,29897.0,0.3,0.4,3.1,0.25,0.4,0.0,5821.0,20.0,1.0
15:09:29.524,260543.0,0.9,0.3,0.6,0.25,1.2,0.0,2291.0,380.0,1.0
15:09:35.070,45456.0,0.9,0.4,-8.9,0.25,0.4,0.0,6479.0,450.0,1.0
15:09:41.037,14534.0,0.9,1.5,-9.8,0.25,1.6,0.0,4585.0,40.0,1.0
15:09:46.898,116861.0,0.2,0.2,-3.7,0.25,2.5,0.0,1910.0,420.0,1.0
15:09:51.984,139391.0,0.3,1.5,-3.9,0.25,0.3,0.0,22475.0,10.0,1.0
15:09:57.497,121569.0,0.7,0.2,-5.8,0.25,0.6,0.0,15789.0,160.0,1.0
15:10:02.876,41548.0,0.4,0.3,-3.1,0.25,1.0,0.0,3518.0,680.0,1.0
15:10:07.891,34267.0,0.5,0.2,3.8,0.25,1.1,0.0,2314.0,550.0,1.0
15:10:13.526,17082.0,0.3,1.3,-6.1,0.25,4.4,0.0,12414.0,150.0,1.0
