,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
00:21:50.797,92191.0,0.7,0.4,-9.2,0.25
00:21:55.429,135521.0,0.3,0.9,-8.1,0.25
00:22:00.959,75397.0,0.4,0.7,-9.6,0.25
00:22:05.655,36234.0,0.2,0.4,-1.0,0.25
00:22:10.821,28208.0,0.3,0.4,-5.6,0.25
00:22:15.330,59800.0,0.3,0.3,-8.9,0.25
00:22:20.939,26979.0,0.5,0.4,-9.7,0.25
00:22:25.603,34581.0,0.4,0.3,-4.3,0.25
00:22:30.567,41992.0,0.7,0.5,-8.1,0.25
00:22:35.223,108543.0,0.3,0.3,-8.7,0.25
00:22:40.693,131179.0,0.2,0.7,-7.9,0.25
00:22:45.270,33555.0,0.9,0.2,-6.8,0.25
00:22:50.813,51363.0,0.5,0.3,-9.4,0.25
00:22:55.381,79381.0,0.2,0.3,-1.2,0.25
00:23:00.924,53549.0,0.5,0.3,-7.8,0.25
00:23:05.534,6888.0,0.3,0.7,-9.8,0.25
00:23:10.586,57497.0,0.5,0.4,-5.5,0.25
00:23:15.264,18992.0,0.3,0.9,-9.7,0.25
00:23:20.844,121463.0,0.2,0.7,-9.6,0.25
00:23:25.467,7553.0,0.4,1.3,-9.4,0.25
00:23:31.135,127319.0,0.2,0.5,-7.4,0.25
00:23:36.656,28550.0,0.2,0.5,-5.9,0.25
00:23:41.281,106701.0,0.2,0.7,-7.4,0.25
00:23:46.896,19088.0,0.7,0.7,-7.6,0.25
00:23:51.623,256840.0,0.7,1.8,-4.3,0.25
00:23:56.727,1221.0,0.4,0.5,-7.1,0.25
00:24:01.307,39657.0,0.3,0.9,-7.6,0.25
00:24:06.809,59184.0,0.2,0.5,-5.2,0.25
00:24:11.430,47844.0,0.5,0.4,-1.3,0.25
00:24:17.065,87214.0,0.3,0.5,-9.4,0.25
00:24:22.517,63766.0,0.3,0.7,-8.9,0.25
00:24:27.065,61083.0,0.2,1.3,-7.8,0.25
00:24:32.515,38274.0,0.3,0.9,-8.9,0.25
00:24:37.166,55640.0,0.3,0.5,-5.2,0.25
00:24:42.500,23458.0,0.3,0.3,6.1,0.25
00:24:47.072,16491.0,0.2,1.1,-9.4,0.25
00:24:52.576,33545.0,0.2,0.7,1.1,0.25
00:24:57.175,5971.0,0.3,0.4,8.8,0.25
00:25:02.684,44052.0,0.7,0.7,-7.9,0.25
00:25:07.308,78326.0,0.3,0.3,-9.4,0.25
00:25:12.783,34364.0,0.5,0.3,2.0,0.25
00:25:17.438,168235.0,0.2,0.5,-7.8,0.25
00:25:23.081,4507.0,0.7,0.5,-5.8,0.25
00:25:28.627,116200.0,0.4,0.3,-3.6,0.25
00:25:33.224,162014.0,0.2,0.5,-9.4,0.25
00:25:38.797,56669.0,0.2,0.5,-2.6,0.25
00:25:43.459,81914.0,0.2,0.4,-1.9,0.25
00:25:49.031,28277.0,0.4,0.9,-7.4,0.25
00:25:54.493,11678.0,0.3,0.9,-6.2,0.25
00:25:59.034,34430.0,0.5,0.4,-8.2,0.25
00:26:04.577,723.0,0.2,0.3,5.0,0.25
00:26:09.328,13640.0,0.2,1.1,-3.9,0.25
00:26:14.878,106668.0,0.3,0.4,-8.9,0.25
00:26:19.464,207390.0,0.2,0.3,-9.0,0.25
00:26:25.068,92064.0,0.3,0.3,-9.6,0.25
00:26:30.603,41584.0,0.3,0.7,-6.3,0.25
00:26:35.195,7041.0,0.4,0.5,-8.4,0.25
00:26:40.722,6556.0,0.5,0.2,-5.6,0.25
00:26:45.422,10738.0,0.4,0.4,-6.3,0.25
00:26:50.994,115512.0,0.2,0.5,-8.1,0.25
00:26:55.516,8208.0,0.3,0.2,-8.9,0.25
00:27:00.647,11388.0,0.5,0.3,-9.8,0.25
00:27:05.306,20036.0,0.7,1.1,-9.4,0.25
00:27:10.861,88574.0,0.4,0.5,-4.2,0.25
00:27:15.500,104104.0,0.3,0.7,-7.1,0.25
00:27:20.536,46711.0,0.2,0.7,-4.5,0.25
00:27:25.124,33152.0,0.5,0.2,-5.6,0.25
00:27:30.629,12726.0,0.2,0.5,-7.1,0.25
00:27:35.100,7989.0,0.2,1.1,1.2,0.25
00:27:40.665,180822.0,0.4,0.5,-9.8,0.25
00:27:45.138,19515.0,0.3,0.2,-7.4,0.25
00:27:50.821,22646.0,0.2,0.9,-2.4,0.25
00:27:55.452,80839.0,0.5,0.7,-4.8,0.25
00:28:00.901,40411.0,0.2,0.5,-8.8,0.25
00:28:05.428,26371.0,0.2,0.5,1.0,0.25
00:28:10.925,5832.0,0.3,0.3,-9.8,0.25
00:28:15.558,12275.0,0.5,0.5,-4.5,0.25
00:28:20.546,34080.0,0.2,0.7,-7.1,0.25
00:28:25.036,52463.0,0.7,0.5,-8.5,0.25
00:28:29.535,11419.0,0.3,0.7,-9.0,0.25
00:28:34.194,38503.0,0.5,0.9,-5.3,0.25
00:28:39.779,18575.0,0.2,0.9,-6.5,0.25
00:28:44.392,38502.0,0.2,0.5,-9.2,0.25
00:28:50.058,68129.0,0.5,0.7,-8.1,0.25
00:28:55.631,18982.0,0.5,0.7,-9.2,0.25
00:29:00.217,90169.0,0.5,0.3,-7.1,0.25
00:29:05.818,75896.0,0.3,0.9,-7.9,0.25
00:29:10.469,140733.0,0.2,0.5,-3.3,0.25
00:29:16.081,74513.0,0.9,0.2,-8.9,0.25
00:29:21.689,247773.0,0.5,0.4,-8.4,0.25
00:29:26.324,112544.0,0.3,0.7,-9.4,0.25
00:29:31.916,24708.0,0.2,1.1,-7.4,0.25
00:29:36.575,99286.0,0.5,0.4,-6.5,0.25
00:29:41.803,53549.0,0.5,0.3,-8.9,0.25
00:29:46.345,68069.0,0.5,0.4,-5.5,0.25
00:29:51.768,61890.0,0.3,0.3,-1.1,0.25
