time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz
19:01:38,0.01319903158582747,9.106437209993601e-05,-0.09001026675105095,0.06462221965193748,0.01330515556037426,0.003867820429150015,AUTO,-6.75,10.5,-1003.25,64.75,13.75,3.25,592047.5,-35.3632614,149.16523855000003,8093.0,-1.5,-52.0,-150.5
19:01:39,0.05936812236905098,0.008381516207009554,-0.0873483456671238,0.0438566068187356,0.011200405424460769,-0.00024440488778054714,AUTO,-3.5,6.5,-999.5,44.0,11.5,-0.5,593225.0,-35.36326165,149.16523495,9271.0,-5.5,-22.0,-152.0
19:01:40,0.002494953805580735,-0.002178107970394194,-0.08862915448844433,-0.0418224586173892,-0.007870778907090425,-0.009557647041219752,AUTO,2.75,-1.75,-1001.75,-41.0,-6.5,-9.25,595157.5,-35.363262325,149.16523535,11201.25,-3.5,16.5,-149.0
19:01:41,-0.01261657802388072,-0.004374195821583271,-0.10241133719682693,0.0019182816613465548,0.0022375356929842383,-0.022651085630059242,AUTO,0.5,-1.5,-1001.5,2.5,2.5,-22.5,596320.0,-35.3632624,149.16523635,12364.5,0.5,6.5,-151.0
19:01:42,0.001427673001671792,0.0017382857331540436,-0.13294893503189087,0.011960915056988597,0.005469348281621933,-0.020354234613478184,AUTO,-1.5,0.0,-1000.0,12.25,5.5,-20.25,598265.0,-35.363262049999996,149.165236175,14313.0,2.75,-4.5,-152.0
19:01:43,0.008320581633597612,0.004992224741727114,-0.14715096354484558,0.004820039961487055,0.002538287313655019,-0.016490033827722073,AUTO,-1.0,0.0,-999.5,5.0,2.5,-16.5,599440.0,-35.36326185,149.16523575000002,15484.5,1.5,-2.5,-152.0
19:01:44,0.007327899802476168,0.005619032308459282,-0.1656693033874035,-0.0023480024392483756,-0.00011452240869402885,-0.014496019342914224,AUTO,0.0,0.0,-999.75,-1.25,0.25,-14.0,601395.0,-35.3632617,149.16523552499999,17439.0,-1.0,3.5,-152.0
19:01:45,0.00461032846942544,0.004923378117382526,-0.17713946104049683,-0.0017978206160478294,9.189508273266256e-05,-0.016926470212638378,AUTO,0.0,0.0,-1000.0,-1.5,0.5,-17.0,602565.0,-35.36326165,149.16523575000002,18610.0,-2.0,5.0,-152.0
19:01:47,0.0022136098123155534,0.0036293567973189056,-0.2091025710105896,0.0005278379103401676,0.00038940549711696804,-0.021134904120117426,AUTO,0.0,0.0,-1000.0,0.75,0.75,-20.75,605297.5,-35.3632617,149.1652363,21344.25,-3.0,4.5,-152.0
19:01:48,0.002128327381797135,0.0029697054997086525,-0.23535208404064178,0.0020549182081595063,-0.00014653545804321766,-0.018742735497653484,AUTO,0.0,0.0,-1000.0,2.5,0.5,-18.5,607405.0,-35.3632618,149.1652366,23452.0,-2.0,3.0,-153.0
19:01:49,-0.0005799493519589305,0.0031298951944336295,-0.24966682493686676,-0.011408382502850145,0.0021263851958792657,-0.01521568838506937,AUTO,0.0,0.0,-999.5,-10.5,2.75,-15.0,608585.0,-35.363261824999995,149.1652367,24627.0,-2.25,2.5,-152.5
19:01:50,0.008935409365221858,0.003470899653621018,-0.24258378148078918,0.01741611398756504,-0.0038549115415662527,0.025306602008640766,AUTO,0.0,1.0,-999.5,18.0,-2.5,25.0,610525.0,-35.36326215,149.16523654999997,26569.5,-5.0,-0.5,-153.0
19:01:51,0.010416722856462002,0.0014497882802970707,-0.22374124452471733,-0.004289079748559743,-0.0009507716458756477,0.02406982146203518,AUTO,0.25,0.0,-999.5,-3.0,0.25,23.25,611695.0,-35.363262325,149.16523662499998,27738.5,-3.0,5.0,-152.25
19:01:52,0.0017721228068694472,0.0017492446932010353,-0.19686854630708694,-0.006812489591538906,-8.309356053359807e-05,0.02090312261134386,AUTO,1.0,-1.0,-1000.5,-5.5,0.5,20.5,613640.0,-35.3632624,149.1652374,29685.5,0.0,8.0,-152.0
19:01:53,-0.0004649687339224329,0.001686564995907247,-0.18318836390972137,-0.0009891719673760235,-0.00042671634582802653,0.018112003803253174,AUTO,0.0,-0.5,-1000.25,0.25,0.75,17.5,614810.0,-35.3632624,149.1652378,30854.75,0.0,5.5,-152.0
19:01:54,4.065922985319048e-05,0.001251008885446936,-0.16407504677772522,0.002058054320514202,0.0008948381873778999,0.014560436364263296,AUTO,0.0,0.0,-1000.0,3.5,1.5,14.0,616600.0,-35.3632623,149.165238,32644.5,0.0,1.5,-152.5
19:01:55,0.0013698101829504594,0.0013853083073627204,-0.15396687015891075,0.0025289737968705595,0.00010362380999140441,0.013714563800022006,AUTO,0.0,0.0,-1000.0,3.25,0.75,13.5,617770.0,-35.3632623,149.165238,33814.25,0.0,0.0,-153.0
19:01:56,0.0016764889587648213,0.0009619517950341105,-0.13778981566429138,0.0010585928102955222,0.00032483774702996016,0.011679294519126415,AUTO,0.0,0.0,-999.5,2.0,0.5,11.0,619865.0,-35.3632622,149.1652379,35908.5,0.0,0.0,-152.0
19:01:57,0.002309319796040654,0.0011797892511822283,-0.13021313026547432,0.0013650242035510018,0.0010254160879412666,0.010275506880134344,AUTO,0.0,0.0,-1000.0,2.0,1.5,9.5,621032.5,-35.3632622,149.16523775000002,37075.75,0.0,0.0,-152.5
19:01:58,0.002656995551660657,0.0016658187378197908,-0.11883468925952911,-0.0009164761868305504,0.0005071093328297138,0.009671914391219616,AUTO,0.0,0.0,-1000.0,0.0,1.0,9.0,622975.0,-35.3632621,149.16523755,39021.5,0.0,0.0,-152.0
19:01:59,0.0024785713758319616,0.0015911390073597431,-0.11302060447633266,0.0023239531146828085,-0.0004799466405529529,0.008831615094095469,AUTO,0.0,0.0,-1000.5,3.0,0.25,8.75,624150.0,-35.3632621,149.1652375,40193.0,-0.25,0.0,-152.75
19:02:00,0.0022470620460808277,0.0016628329758532345,-0.10431067645549774,-0.001711019838694483,0.0009677894413471222,0.007877000840380788,AUTO,0.0,0.0,-999.5,-0.5,1.5,8.0,626095.0,-35.3632621,149.1652374,42140.5,-1.0,1.0,-152.0
19:02:01,0.0022393619874492288,0.001562728371936828,-0.09962833672761917,0.0010345255432184786,0.00029543894925154746,0.00736204267013818,AUTO,0.0,0.0,-1000.0,2.0,1.0,7.0,627265.0,-35.363262,149.1652374,43307.5,-1.0,1.0,-152.0
19:02:02,0.0021418220130726695,0.001077038235962391,-0.09213845804333687,0.00018441397696733475,2.6215158868581057e-05,0.006746591767296195,AUTO,0.0,0.0,-1000.5,1.0,0.5,6.0,629205.0,-35.363262,149.1652374,45253.0,-1.0,1.0,-152.0
19:02:03,-0.01896399792167358,0.02352782420348376,-0.03545911703258753,-0.08888745680451393,0.0849597827764228,0.2541874829912558,LOITER,0.0,0.25,-943.75,-87.5,86.0,254.25,630362.5,-35.363262,149.165237275,46404.75,-3.5,-1.75,-141.75
19:02:04,0.017358870012685657,-0.03767629526555538,0.30188584327697754,1.0678474605083466,-0.11097044125199318,0.023496237583458424,LOITER,2.5,51.5,-769.5,1070.0,-109.5,24.5,631235.0,-35.363263950000004,149.1652342,47279.0,-24.5,-34.0,49.5
19:02:05,0.04262997070327401,-0.052238332107663155,0.28560980409383774,0.4595128335058689,0.030179747845977545,-0.02507197903469205,LOITER,-1.5,66.5,-903.25,466.25,31.0,-24.0,630290.0,-35.3632647,149.1652326,46333.25,-0.5,0.0,166.5
19:02:06,0.032641056925058365,0.0005563725717365742,0.24207954853773117,0.42427029460668564,0.027998879551887512,-0.029857859946787357,LOITER,0.0,-55.5,-1000.0,419.5,29.0,-29.0,627830.0,-35.3632634,149.16523575000002,43876.0,18.5,41.0,194.0
19:02:07,-0.015399598865769804,0.011227692011743784,0.22220512107014656,1.0704101026058197,0.0032295637065544724,-0.017589177004992962,LOITER,-0.5,70.0,-1030.5,1075.5,4.25,-17.0,626385.0,-35.363262275,149.16523865,42431.5,14.75,27.0,178.5
19:02:08,-0.013255003141239285,-0.0001279615426028613,0.19158770889043808,-1.172193855047226,-0.0003272764151915908,-0.020618815906345844,AUTO,-1.0,-55.5,-1083.5,-1173.0,1.0,-20.0,624400.0,-35.3632613,149.16524034999998,40442.5,7.5,1.0,80.5
19:02:09,0.0010474796872586012,-0.002775576605927199,0.17915164306759834,-0.22431274689733982,-0.005474913399666548,-0.0153024906758219,AUTO,-1.25,11.0,-1062.5,-220.75,-4.0,-14.25,623980.0,-35.363261,149.16523985,40022.0,5.0,2.5,28.25
19:02:10,0.010816866997629404,-0.003699123044498265,0.15890660881996155,-0.37777476012706757,0.0029185290914028883,-0.018464996479451656,AUTO,0.0,-17.5,-1050.0,-376.5,3.0,-17.5,623975.0,-35.3632608,149.16523905000003,40019.0,3.5,11.0,-33.0
19:02:11,0.006289620843517696,-0.0012234715832164511,0.14777658134698868,0.016987379640340805,0.002292942794156261,-0.015140782576054335,AUTO,0.0,-0.5,-1049.0,18.5,3.0,-14.25,624357.5,-35.363260724999996,149.16523935,40400.5,3.0,13.75,-70.0
19:02:12,-0.004957122495397925,0.00020663619216065854,0.1307612508535385,-0.031730796210467815,-0.0007590778986923397,-0.012112501543015242,AUTO,1.0,-3.5,-1045.5,-30.0,0.5,-11.0,625575.0,-35.3632608,149.16524065,41620.0,2.5,8.5,-128.0
19:02:13,0.0169764420716092,-0.004334882411058061,0.12457806803286076,0.04118920210748911,-0.010783625766634941,-0.003975540093961172,AUTO,1.0,-2.75,-1010.0,42.0,-9.25,-3.0,626642.5,-35.3632608,149.16524155,42687.75,3.0,11.5,-145.75
19:02:14,0.015203510178253055,0.017672225832939148,0.08502903580665588,-0.1342531479895115,0.07361667510122061,-0.11076676100492477,AUTO,2.5,-12.0,-997.0,-132.0,73.5,-109.5,628525.0,-35.36326045,149.16524615,44572.0,6.0,48.0,-144.5
19:02:15,-0.07085586059838533,0.01060786354355514,0.04640475008636713,-0.05497650941833854,-0.026765482034534216,-0.028521675616502762,AUTO,3.0,-5.75,-1006.75,-53.5,-25.5,-27.75,629652.5,-35.363260499999996,149.165249375,45698.25,-1.5,12.5,-147.0
19:02:16,-0.06760678440332413,-0.004837482701987028,0.033078763633966446,-0.06371336989104748,-0.005960725015029311,0.008973812218755484,AUTO,-3.5,9.5,-991.5,-62.0,-4.5,9.0,631560.0,-35.3632607,149.1652464,47602.0,-1.0,-64.5,-145.0
19:02:17,-0.03199881757609546,-0.0050878546899184585,0.078393729403615,0.15753314457833767,-0.02722777659073472,0.06983039155602455,AUTO,-9.0,18.25,-951.5,159.0,-26.25,69.75,632605.0,-35.363260875,149.16523947500002,48650.75,-4.0,-99.5,-120.75
19:02:18,0.10516228526830673,-0.020072786137461662,0.09117711707949638,-0.02946978062391281,0.02513889968395233,-0.008833530358970165,AUTO,-2.0,2.0,-958.0,-28.0,25.5,-7.5,633750.0,-35.36326115,149.16523030000002,49794.0,0.5,-6.0,-51.5
19:02:19,0.05088573461398482,0.0010097966878674924,0.08719689957797527,-0.2137143686413765,0.026937964372336864,0.0005167689960217103,AUTO,2.75,-18.0,-969.5,-212.25,27.5,0.5,634045.0,-35.3632608,149.165232125,50091.75,4.0,42.75,-25.25
19:02:20,-0.016451388568384573,0.023378442972898483,0.07899869605898857,0.2256673276424408,0.019962720572948456,0.013351639732718468,AUTO,4.5,-13.5,-955.0,225.0,20.5,14.0,634185.0,-35.36326,149.16523905,50230.0,-0.5,43.5,10.0
19:02:21,-0.01169291406404227,-0.004465332196559757,0.0776266511529684,-0.33129340410232544,-0.05715128127485514,-0.0023151213536038995,AUTO,1.75,-17.25,-1012.25,-329.5,-55.75,-1.25,634052.5,-35.363260024999995,149.16524155000002,50099.25,-3.25,21.75,16.25
19:02:22,0.07316037639975548,-0.06122530996799469,0.18594547733664513,-0.34007420763373375,-0.05211555026471615,0.5755437910556793,AUTO,-0.5,-45.0,-1006.0,-340.0,-50.5,576.0,633935.0,-35.363258599999995,149.1652461,49980.0,36.0,62.0,2.0
19:02:23,0.04442874202504754,-0.11913584172725677,0.779501311480999,0.09774596989154816,-0.028366541024297476,0.7637789696455002,AUTO,-22.0,-21.0,-1004.0,99.5,-26.75,764.0,633917.5,-35.36325485,149.165253825,49962.0,74.25,119.5,0.25
19:02:24,0.011716311099007726,-0.18055382370948792,1.1324607729911804,0.22744321450591087,-0.015309178386814892,-0.12142692506313324,AUTO,-63.5,-14.0,-1000.0,229.0,-14.0,-120.0,633885.0,-35.3632428,149.1652783,49930.5,148.0,238.0,0.5
19:02:25,0.05835061287507415,0.07643626444041729,1.1054633557796478,0.5810516625642776,0.48849145509302616,-0.03780472977086902,LOITER,-61.25,-0.5,-957.25,584.25,488.75,-37.0,633862.5,-35.363231625,149.165300725,49906.0,156.25,255.0,11.5
19:02:26,-0.003551503992639482,0.14976657927036285,1.1109778881072998,-1.3023070991039276,-0.18606790900230408,-0.007021663244813681,LOITER,-5.5,-17.0,-936.5,-1296.5,-184.5,-6.0,632720.0,-35.3632213,149.1653238,48765.5,13.5,46.5,172.0
19:02:27,0.0021320576779544353,0.05631597526371479,1.109581172466278,-0.5679355626925826,-0.09248936921358109,0.014581716677639633,LOITER,4.0,-70.75,-985.75,-572.0,-90.75,15.0,631300.0,-35.363221475,149.165325925,47344.5,-11.5,-3.75,189.25
19:02:28,-0.029206551611423492,0.0016811509558465332,1.11032372713089,0.010109424591064453,-0.016513650305569172,-0.0071271792985498905,LOITER,0.5,65.0,-992.5,18.0,-14.5,-6.0,628920.0,-35.3632226,149.16532455,44968.5,-7.5,-21.0,179.0
19:02:29,0.00217244541272521,-0.0006630314583162544,1.105119913816452,-0.9937666207551956,-0.00659604424436111,-0.004310723044909537,LOITER,0.5,-63.5,-1002.0,-996.25,-5.5,-3.5,627557.5,-35.363222275,149.16532312500001,43600.5,0.25,-18.75,175.0
19:02:30,0.005222921259701252,-0.014302280731499195,1.1012149453163147,0.8804168701171875,-0.045209700241684914,-0.007804407738149166,AUTO,-1.0,75.5,-1114.0,885.5,-43.5,-6.0,625480.0,-35.363221550000006,149.16532174999998,41527.5,-2.5,-3.5,118.0
19:02:31,0.012481170822866261,-0.038745471742004156,1.0987102091312408,0.45066431164741516,-0.029087007977068424,-0.00021222431678324938,AUTO,-5.75,7.5,-1079.5,451.25,-27.25,0.5,624902.5,-35.36322085,149.1653226,40945.5,10.5,17.5,44.25
19:02:32,0.01851651957258582,-0.0800030529499054,1.0696952939033508,0.43702636659145355,-0.035537995398044586,-0.012478970224037766,AUTO,-19.5,8.0,-1025.0,438.5,-34.0,-12.0,624675.0,-35.3632172,149.1653291,40716.5,46.5,75.0,-4.5
19:02:33,0.019921668339520693,-0.11210406385362148,1.0692396759986877,-0.054416616912931204,-0.045656255446374416,-0.0021970211528241634,AUTO,-31.25,-23.75,-1015.75,-52.75,-43.5,-1.25,624755.0,-35.363212600000004,149.16533795,40800.0,77.0,125.5,-15.75
19:02:34,0.02865003701299429,-0.16211394220590591,1.0647773146629333,0.1199306845664978,-0.0005996073014102876,-0.012791922315955162,AUTO,-61.0,-28.0,-1022.0,121.0,0.5,-11.0,625060.0,-35.36320025,149.16536305,41104.5,144.5,236.0,-32.0
19:02:35,0.03708802070468664,-0.16698738187551498,1.0611867308616638,-0.00422158176661469,-0.018197874538600445,-0.001992157951463014,AUTO,-65.75,-39.75,-1012.5,-3.0,-16.25,-1.25,625362.5,-35.36318885,149.165386475,41406.0,186.75,305.0,-43.5
19:02:36,0.045876774936914444,-0.1729307323694229,1.0458792448043823,0.004112441558390856,0.07634644582867622,-0.04705587401986122,AUTO,-98.5,-48.0,-1012.5,5.0,77.5,-45.5,626025.0,-35.36316415,149.16543704999998,42070.5,253.0,414.5,-58.5
19:02:37,0.059818982146680355,-0.1408901810646057,0.9806858897209167,0.010961899708490819,0.010617973282933235,-0.11846021190285683,AUTO,-108.0,-53.25,-1001.5,11.5,12.25,-117.0,626535.0,-35.3631459,149.165473525,42577.75,279.0,448.5,-68.0
19:02:38,0.12900123000144958,-0.2304542511701584,0.7407057881355286,0.01782523561269045,-0.014554228633642197,-0.2545228749513626,AUTO,-93.5,-90.0,-927.5,19.0,-13.0,-253.0,627215.0,-35.36311205,149.1655395,43258.0,333.0,523.5,-9.5
19:02:39,0.16228115186095238,-0.1209532218053937,0.6055016815662384,-0.025582771049812436,0.15030328929424286,-0.12895398354157805,AUTO,-93.25,-118.0,-1046.75,-24.25,151.75,-127.75,627267.5,-35.363088024999996,149.16558600000002,43314.0,361.25,585.25,-15.25
19:02:40,0.11599579825997353,-0.03454258292913437,0.5945204198360443,-0.007030306151136756,-0.09523133188486099,0.06364857032895088,AUTO,-82.5,-121.0,-981.0,-6.0,-93.0,64.0,628050.0,-35.363048750000004,149.16566755,44097.0,321.5,575.5,-93.0
19:02:41,0.11214219406247139,-0.09741331450641155,0.6406994313001633,-0.008912120130844414,-0.05655685206875205,0.06549102906137705,AUTO,-76.5,-116.75,-954.0,-7.0,-54.0,65.75,628685.0,-35.3630274,149.165714675,44729.5,318.0,567.75,-68.75
19:02:42,0.10076873749494553,-0.08466548845171928,0.6962875127792358,0.011561503168195486,0.10188905522227287,0.018414023332297802,AUTO,-115.5,-109.0,-1043.5,12.0,103.0,19.0,629470.0,-35.36299055,149.1657937,45515.0,339.0,573.0,-64.5
19:02:43,0.08838367648422718,-0.024127231910824776,0.7192285656929016,-0.030782510060817003,0.05505718803033233,0.02719365805387497,AUTO,-87.5,-108.0,-1039.5,-29.25,56.5,27.75,630160.0,-35.362968175,149.16583985,46205.0,321.0,540.5,-106.5
19:02:44,0.06703273206949234,0.022367206402122974,0.7729445993900299,0.018182496540248394,-0.0255307424813509,0.13398815132677555,AUTO,-78.0,-83.0,-993.5,19.5,-23.5,134.0,631815.0,-35.362935199999995,149.1659081,47860.5,257.0,443.5,-145.0
19:02:45,0.1121822539716959,0.001724126099361456,1.0742277204990387,0.011281866580247879,0.1098285336047411,0.37682535871863365,AUTO,-87.0,-51.25,-943.0,12.75,111.25,377.25,632817.5,-35.362919575,149.16594265,48860.25,205.0,403.25,-111.5
19:02:46,0.011790859512984753,0.11114503815770149,1.1819432973861694,0.3017059713602066,-0.0029578060493804514,-0.038556777872145176,AUTO,-57.0,-28.5,-928.5,301.5,-1.0,-37.0,633815.0,-35.362901300000004,149.16598965,49861.0,127.5,251.5,-31.5
19:02:47,-0.0007448313990607858,0.09477624855935574,1.1653327643871307,-0.422854408621788,-0.037819796707481146,-0.0025480235926806927,AUTO,-37.0,-39.0,-998.0,-421.75,-35.5,-1.5,633930.0,-35.36289365,149.1660052,49976.25,102.75,145.25,-5.5
19:02:48,0.021332692354917526,0.038726137951016426,1.1553071737289429,-0.2919031912460923,-0.03516893647611141,0.0037096048472449183,AUTO,-15.0,-28.5,-995.0,-293.0,-33.0,4.0,633960.0,-35.362884949999994,149.1660166,50007.0,51.5,40.5,-0.5
19:02:49,0.022792655043303967,0.04468614561483264,1.1490254700183868,0.3180456515401602,-0.018416332313790917,-0.01070961612276733,LOITER,-6.0,33.25,-907.25,322.0,-16.5,-9.5,633917.5,-35.362882525,149.166018375,49959.75,22.25,12.25,24.0
19:02:50,-0.022057433612644672,0.005302807199768722,1.1375052332878113,-1.5528364181518555,-0.011127384146675467,-0.015238447114825249,LOITER,0.0,-30.5,-943.5,-1548.0,-9.0,-13.5,632640.0,-35.3628815,149.16601845000002,48683.0,1.0,-6.0,171.0
19:02:51,0.001146653899922967,0.0023284367634914815,1.1330085396766663,-0.8791916966438293,0.0006541887414641678,-0.009595491923391819,LOITER,1.0,-76.75,-991.75,-882.5,2.25,-8.5,631235.0,-35.362881675,149.16601845000002,47279.5,1.75,-4.0,183.75
19:02:52,-0.024960373528301716,0.007471157470718026,1.1267794966697693,0.9418265521526337,0.007387062883935869,-0.02012547105550766,LOITER,0.0,93.5,-1004.5,948.5,8.5,-19.0,628915.0,-35.362882400000004,149.16601930000002,44958.0,3.5,-2.0,172.0
19:02:53,-0.03358736401423812,0.009000037331134081,1.1209312677383423,-1.4587068110704422,-0.0006560093606822193,-0.007323472294956446,LOITER,0.0,-61.5,-1007.25,-1458.5,1.0,-6.75,627577.5,-35.36288275,149.16602,43624.25,12.25,-7.25,168.75
19:02:54,0.007474747719243169,0.007986568845808506,1.114053726196289,1.3597649335861206,0.006971822585910559,-0.004459219053387642,AUTO,-1.0,54.5,-1125.5,1360.5,8.0,-4.0,625535.0,-35.36288245,149.1660205,41580.5,15.0,-13.0,113.5
19:02:55,-0.001608784543350339,0.008953925454989076,1.1103639900684357,0.07577116787433624,0.0022891326807439327,-0.010284109856002033,AUTO,-0.75,-7.25,-1111.75,75.25,3.75,-9.25,625050.0,-35.362882225,149.166020475,41091.0,12.75,-14.25,22.75
19:02:56,0.0026940764510072768,0.008824213873595,1.102622389793396,-0.02429293841123581,-0.00022169429576024413,-0.00440997676923871,AUTO,-1.0,-4.0,-1044.0,-24.5,1.0,-3.5,625260.0,-35.362881650000006,149.16602,41303.5,6.5,-15.0,-55.5
19:02:57,0.007928026490844786,0.007215762161649764,1.098235845565796,0.027858844958245754,-0.001783526677172631,-0.0041184063302353024,AUTO,-0.25,5.0,-1037.25,28.5,0.25,-2.75,625802.5,-35.362881200000004,149.16601939999998,41846.75,0.75,-13.25,-84.5
19:02:58,0.011727456003427505,0.007722620386630297,1.0928049087524414,-0.008053600322455168,0.0025410146918147802,-0.0017614990938454866,AUTO,0.0,1.0,-1036.0,-7.5,4.5,-1.0,627145.0,-35.3628807,149.16601839999998,43193.5,-8.0,-8.5,-128.5
19:02:59,0.03188799135386944,0.0033941009896807373,1.0889785587787628,0.044377352111041546,-0.00880054704612121,-0.0012982637563254684,AUTO,0.5,0.5,-1010.5,44.75,-6.0,-0.25,628225.0,-35.362880825,149.166018,44269.75,-17.5,-2.75,-144.75
19:03:00,0.04305122885853052,0.016334263840690255,1.0546333193778992,-0.1229032501578331,0.0600796714425087,-0.10083920136094093,AUTO,4.5,-9.5,-993.0,-121.5,61.5,-99.5,630115.0,-35.3628833,149.1660195,46161.0,-56.0,28.0,-144.0
19:03:01,-0.06000654399394989,0.014668114832602441,1.0065496563911438,-0.09584024921059608,-0.022297512972727418,-0.04259211756289005,AUTO,5.0,-6.5,-1005.25,-94.25,-19.5,-41.0,631242.5,-35.36288585,149.1660211,47287.5,-34.75,9.0,-145.5
19:03:02,-0.09812406450510025,0.02018075156956911,1.0327644348144531,0.16913965344429016,0.022094767540693283,0.21468030661344528,AUTO,-4.5,18.0,-946.5,170.0,24.0,215.0,633095.0,-35.3628837,149.16601789999999,49142.5,64.0,-60.0,-127.0
19:03:03,0.10647014154528733,-0.033020886083249934,1.0885625183582306,0.2486874139867723,-0.05847980221733451,0.008903893176466227,LOITER,-4.5,20.75,-882.25,249.0,-55.75,10.25,633847.5,-35.362879175,149.1660122,49893.5,41.75,-48.5,-59.5
19:03:04,0.07650678604841232,-0.001992810401134193,1.0816450715065002,1.210730642080307,0.04414638876914978,0.013662388490047306,LOITER,2.0,14.5,-892.5,1208.5,46.0,14.0,633415.0,-35.3628781,149.1660104,49455.0,-28.0,24.5,141.0
19:03:05,0.00017307419329881668,0.018134762067347765,1.0794740915298462,0.27846914529800415,0.016819944605231285,-0.0003850208595395088,LOITER,4.25,43.5,-972.5,284.5,18.75,0.75,632107.5,-35.362879875,149.166012725,48151.75,-33.25,26.75,188.0
19:03:06,-0.02054200740531087,0.01645886292681098,1.0756534337997437,0.5685203038156033,-0.011119240894913673,0.010260613053105772,LOITER,3.0,-63.0,-989.0,-51.0,-8.0,3.0,629660.0,-35.36288275,149.16601565000002,45704.5,-6.0,-1.5,184.5
