,A.RTL3
11:48:19.942,-1.0
11:48:20.144,-1.0
11:48:20.344,-1.0
11:48:20.545,-1.0
11:48:20.747,-1.0
11:48:20.948,-1.0
11:48:21.149,-1.0
11:48:21.350,-1.0
11:48:21.551,-1.0
11:48:21.755,-1.0
11:48:21.956,-1.0
11:48:22.160,-1.0
11:48:22.361,-1.0
11:48:22.562,-1.0
11:48:22.764,-1.0
11:48:22.965,-1.0
11:48:23.169,-1.0
11:48:23.371,-1.0
11:48:23.574,-1.0
11:48:23.775,-1.0
11:48:23.976,-1.0
11:48:24.178,-1.0
11:48:24.379,-1.0
11:48:24.580,-1.0
11:48:24.781,-1.0
11:48:24.982,-1.0
11:48:25.184,-1.0
11:48:25.385,-1.0
11:48:25.587,-1.0
11:48:25.788,-1.0
11:48:25.991,-1.0
11:48:26.192,-1.0
11:48:26.393,-1.0
11:48:26.594,-1.0
11:48:26.795,-1.0
11:48:26.996,-1.0
11:48:27.197,-1.0
11:48:27.398,-1.0
11:48:27.599,-1.0
11:48:27.800,-1.0
11:48:28.002,-1.0
11:48:28.203,-1.0
11:48:28.405,-1.0
11:48:28.606,-1.0
11:48:28.808,-1.0
11:48:29.009,-1.0
11:48:29.210,-1.0
11:48:29.412,-1.0
11:48:29.614,-1.0
11:48:29.815,-1.0
11:48:30.017,-1.0
11:48:30.218,-1.0
11:48:30.419,-1.0
11:48:30.620,-1.0
11:48:30.821,-1.0
11:48:31.023,-1.0
11:48:31.224,-1.0
11:48:31.425,-1.0
11:48:31.627,-1.0
11:48:31.828,-1.0
11:48:32.030,-1.0
11:48:32.231,-1.0
11:48:32.432,-1.0
11:48:32.633,-1.0
11:48:32.834,-1.0
11:48:33.036,-1.0
11:48:33.237,-1.0
11:48:33.438,-1.0
11:48:33.640,-1.0
11:48:33.841,-1.0
11:48:34.042,-1.0
11:48:34.243,-1.0
11:48:34.445,-1.0
11:48:34.646,-1.0
11:48:34.848,-1.0
11:48:35.049,-1.0
11:48:35.250,-1.0
11:48:35.515,-1.0
11:48:35.717,-1.0
11:48:35.918,-1.0
11:48:36.120,-1.0
11:48:36.322,-1.0
11:48:36.525,-1.0
11:48:36.731,-1.0
11:48:36.933,-1.0
11:48:37.135,-1.0
11:48:37.336,-1.0
11:48:37.538,-1.0
11:48:37.739,-1.0
11:48:37.940,-1.0
11:48:38.141,-1.0
11:48:38.342,-1.0
11:48:38.544,-1.0
11:48:38.745,-1.0
11:48:38.946,-1.0
11:48:39.147,-1.0
11:48:39.348,-1.0
11:48:39.550,-1.0
11:48:39.751,-1.0
11:48:39.953,-1.0
11:48:40.154,-1.0
11:48:40.355,-1.0
11:48:40.557,-1.0
11:48:40.758,-1.0
11:48:40.959,-1.0
11:48:41.161,-1.0
11:48:41.362,-1.0
11:48:41.628,-1.0
11:48:41.830,-1.0
11:48:42.031,-1.0
11:48:42.233,-1.0
11:48:42.436,-1.0
11:48:42.638,-1.0
11:48:42.839,-1.0
11:48:43.040,-1.0
11:48:43.242,-1.0
11:48:43.443,-1.0
11:48:43.644,-1.0
11:48:43.845,-1.0
11:48:44.046,-1.0
11:48:44.247,-1.0
11:48:44.448,-1.0
11:48:44.649,-1.0
11:48:44.850,-1.0
11:48:45.051,-1.0
11:48:45.252,-1.0
11:48:45.453,-1.0
11:48:45.654,-1.0
11:48:45.855,-1.0
11:48:46.056,-1.0
11:48:46.257,-1.0
11:48:46.458,-1.0
11:48:46.659,-1.0
11:48:46.860,-1.0
11:48:47.063,-1.0
11:48:47.263,-1.0
11:48:47.464,-1.0
11:48:47.665,-1.0
11:48:47.866,-1.0
11:48:48.068,-1.0
11:48:48.270,-1.0
11:48:48.471,-1.0
11:48:48.673,-1.0
11:48:48.874,-1.0
11:48:49.075,-1.0
11:48:49.276,-1.0
11:48:49.477,-1.0
11:48:49.678,-1.0
11:48:49.879,-1.0
11:48:50.080,-1.0
11:48:50.282,-1.0
11:48:50.482,-1.0
11:48:50.683,-1.0
11:48:50.884,-1.0
11:48:51.085,-1.0
11:48:51.286,-1.0
11:48:51.487,-1.0
11:48:51.688,-1.0
11:48:51.890,-1.0
11:48:52.091,-1.0
11:48:52.292,-1.0
11:48:52.493,-1.0
11:48:52.694,-1.0
11:48:52.895,-1.0
11:48:53.095,-1.0
11:48:53.297,-1.0
11:48:53.498,-1.0
11:48:53.700,-1.0
11:48:53.901,-1.0
11:48:54.102,-1.0
11:48:54.303,-1.0
11:48:54.504,-1.0
11:48:54.706,-1.0
11:48:54.907,-1.0
11:48:55.108,-1.0
11:48:55.309,-1.0
11:48:55.510,-1.0
11:48:55.711,-1.0
11:48:55.912,-1.0
11:48:56.113,-1.0
11:48:56.314,-1.0
11:48:56.514,-1.0
11:48:56.715,-1.0
11:48:56.917,-1.0
11:48:57.153,-1.0
11:48:57.354,-1.0
11:48:57.556,-1.0
11:48:57.759,-1.0
11:48:57.960,-1.0
11:48:58.161,-1.0
11:48:58.362,-1.0
11:48:58.563,-1.0
11:48:58.766,-1.0
11:48:58.968,-1.0
11:48:59.169,-1.0
11:48:59.372,-1.0
11:48:59.573,-1.0
11:48:59.775,-1.0
11:48:59.976,-1.0
11:49:00.177,-1.0
11:49:00.378,-1.0
11:49:00.579,-1.0
11:49:00.780,-1.0
11:49:00.983,-1.0
11:49:01.206,-1.0
11:49:01.407,-1.0
11:49:01.608,-1.0
11:49:01.809,-1.0
11:49:02.010,-1.0
11:49:02.211,-1.0
11:49:02.412,-1.0
11:49:02.613,-1.0
11:49:02.815,-1.0
11:49:03.017,-1.0
11:49:03.218,-1.0
11:49:03.419,-1.0
11:49:03.619,-1.0
11:49:03.820,-1.0
11:49:04.021,-1.0
11:49:04.222,-1.0
11:49:04.424,-1.0
11:49:04.624,-1.0
11:49:04.825,-1.0
11:49:05.026,-1.0
11:49:05.227,-1.0
11:49:05.429,-1.0
11:49:05.632,-1.0
11:49:05.834,-1.0
11:49:06.035,-1.0
11:49:06.236,-1.0
11:49:06.438,-1.0
11:49:06.639,-1.0
11:49:06.840,-1.0
11:49:07.042,-1.0
11:49:07.243,-1.0
11:49:07.444,-1.0
11:49:07.646,-1.0
11:49:07.847,-1.0
11:49:08.048,-1.0
11:49:08.249,-1.0
11:49:08.450,-1.0
11:49:08.651,-1.0
11:49:08.852,-1.0
11:49:09.053,-1.0
11:49:09.254,-1.0
11:49:09.456,-1.0
11:49:09.657,-1.0
11:49:09.859,-1.0
11:49:10.060,-1.0
11:49:10.261,-1.0
11:49:10.462,-1.0
11:49:10.664,-1.0
11:49:10.865,-1.0
11:49:11.066,-1.0
11:49:11.268,-1.0
11:49:11.469,-1.0
11:49:11.670,-1.0
11:49:11.871,-1.0
11:49:12.073,-1.0
11:49:12.274,-1.0
11:49:12.476,-1.0
11:49:12.677,-1.0
11:49:12.879,-1.0
11:49:13.079,-1.0
11:49:13.280,-1.0
11:49:13.481,-1.0
11:49:13.682,-1.0
11:49:13.884,-1.0
11:49:14.085,-1.0
11:49:14.287,-1.0
11:49:14.488,-1.0
11:49:14.689,-1.0
11:49:14.890,-1.0
11:49:15.091,-1.0
11:49:15.292,-1.0
11:49:15.493,-1.0
11:49:15.695,-1.0
11:49:15.896,-1.0
11:49:16.097,-1.0
11:49:16.297,-1.0
11:49:16.499,-1.0
11:49:16.699,-1.0
11:49:16.901,-1.0
11:49:17.102,-1.0
11:49:17.341,-1.0
11:49:17.542,-1.0
11:49:17.743,-1.0
11:49:17.945,-1.0
11:49:18.146,-1.0
11:49:18.347,-1.0
11:49:18.548,-1.0
11:49:18.750,-1.0
11:49:18.951,-1.0
11:49:19.152,-1.0
11:49:19.353,-1.0
11:49:19.555,-1.0
11:49:19.756,-1.0
11:49:19.957,-1.0
11:49:20.158,-1.0
11:49:20.359,-1.0
11:49:20.560,-1.0
11:49:20.761,-1.0
11:49:20.962,-1.0
11:49:21.163,-1.0
11:49:21.365,-1.0
11:49:21.566,-1.0
11:49:21.767,-1.0
11:49:21.968,-1.0
11:49:22.170,-1.0
11:49:22.371,-1.0
11:49:22.572,-1.0
11:49:22.773,-1.0
11:49:22.974,-1.0
11:49:23.175,-1.0
11:49:23.376,-1.0
11:49:23.577,-1.0
11:49:23.777,-1.0
11:49:23.979,-1.0
11:49:24.180,-1.0
11:49:24.380,-1.0
11:49:24.581,-1.0
11:49:24.783,-1.0
11:49:24.984,-1.0
11:49:25.185,-1.0
11:49:25.387,-1.0
11:49:25.588,-1.0
11:49:25.789,-1.0
11:49:25.990,-1.0
11:49:26.192,-1.0
11:49:26.393,-1.0
