,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
02:21:42.606,76270.0,0.25,0.1,1000.0,30.0
02:21:47.092,6664.0,0.25,0.1,1000.0,30.0
02:21:52.566,26632.0,0.25,0.1,1000.0,30.0
02:21:57.193,8547.0,0.25,0.1,1000.0,30.0
02:22:02.782,41445.0,0.25,0.1,1000.0,30.0
02:22:07.414,52914.0,0.25,0.1,1000.0,30.0
02:22:13.093,60751.0,0.25,0.1,1000.0,30.0
02:22:18.764,22010.0,0.25,0.1,1000.0,30.0
02:22:23.319,47112.0,0.25,0.1,1000.0,30.0
02:22:28.924,28413.0,0.25,0.1,1000.0,30.0
02:22:33.473,20208.0,0.25,0.1,1000.0,30.0
02:22:39.115,53511.0,0.25,0.1,1000.0,30.0
02:22:44.641,5960.0,0.25,0.1,1000.0,30.0
02:22:49.159,74489.0,0.25,0.1,1000.0,30.0
02:22:54.729,84857.0,0.25,0.1,1000.0,30.0
02:22:59.233,106215.0,0.25,0.1,1000.0,30.0
02:23:04.776,80346.0,0.25,0.1,1000.0,30.0
02:23:09.309,2619.0,0.25,0.1,1000.0,30.0
02:23:15.002,186593.0,0.25,0.1,1000.0,30.0
02:23:20.551,12281.0,0.25,0.1,1000.0,30.0
02:23:25.187,73606.0,0.25,0.1,1000.0,30.0
02:23:30.568,68692.0,0.25,0.1,1000.0,30.0
02:23:35.049,38951.0,0.25,0.1,1000.0,30.0
02:23:40.584,66859.0,0.25,0.1,1000.0,30.0
02:23:45.063,22249.0,0.25,0.1,1000.0,30.0
02:23:50.651,101262.0,0.25,0.1,1000.0,30.0
02:23:55.237,47419.0,0.25,0.1,1000.0,30.0
02:24:00.747,19076.0,0.25,0.1,1000.0,30.0
02:24:05.380,69837.0,0.25,0.1,1000.0,30.0
02:24:11.069,54418.0,0.25,0.1,1000.0,30.0
02:24:16.574,36761.0,0.25,0.1,1000.0,30.0
02:24:21.087,51312.0,0.25,0.1,1000.0,30.0
02:24:26.664,61968.0,0.25,0.1,1000.0,30.0
02:24:31.149,40214.0,0.25,0.1,1000.0,30.0
02:24:36.745,20428.0,0.25,0.1,1000.0,30.0
02:24:41.351,61338.0,0.25,0.1,1000.0,30.0
02:24:46.863,34209.0,0.25,0.1,1000.0,30.0
02:24:51.452,123852.0,0.25,0.1,1000.0,30.0
02:24:56.938,65843.0,0.25,0.1,1000.0,30.0
02:25:01.526,10657.0,0.25,0.1,1000.0,30.0
02:25:06.552,69686.0,0.25,0.1,1000.0,30.0
02:25:11.183,71115.0,0.25,0.1,1000.0,30.0
02:25:16.739,69091.0,0.25,0.1,1000.0,30.0
02:25:21.308,6504.0,0.25,0.1,1000.0,30.0
02:25:26.862,364.0,0.25,0.1,1000.0,30.0
02:25:31.557,154162.0,0.25,0.1,1000.0,30.0
02:25:36.595,24039.0,0.25,0.1,1000.0,30.0
02:25:41.225,12310.0,0.25,0.1,1000.0,30.0
02:25:46.802,22844.0,0.25,0.1,1000.0,30.0
02:25:51.267,21616.0,0.25,0.1,1000.0,30.0
02:25:56.859,1169.0,0.25,0.1,1000.0,30.0
02:26:01.416,14626.0,0.25,0.1,1000.0,30.0
02:26:06.938,14209.0,0.25,0.1,1000.0,30.0
02:26:11.469,22139.0,0.25,0.1,1000.0,30.0
02:26:17.112,1027.0,0.25,0.1,1000.0,30.0
02:26:22.757,26239.0,0.25,0.1,1000.0,30.0
02:26:27.207,48432.0,0.25,0.1,1000.0,30.0
02:26:32.690,33681.0,0.25,0.1,1000.0,30.0
02:26:37.342,19657.0,0.25,0.1,1000.0,30.0
02:26:42.927,104291.0,0.25,0.1,1000.0,30.0
02:26:47.434,80920.0,0.25,0.1,1000.0,30.0
02:26:52.983,59989.0,0.25,0.1,1000.0,30.0
02:26:57.626,9983.0,0.25,0.1,1000.0,30.0
02:27:02.293,32372.0,0.25,0.1,1000.0,30.0
02:27:07.806,4025.0,0.25,0.1,1000.0,30.0
02:27:12.395,95430.0,0.25,0.1,1000.0,30.0
02:27:18.057,14405.0,0.25,0.1,1000.0,30.0
02:27:23.723,103988.0,0.25,0.1,1000.0,30.0
02:27:28.261,35102.0,0.25,0.1,1000.0,30.0
02:27:33.807,45782.0,0.25,0.1,1000.0,30.0
02:27:38.405,16736.0,0.25,0.1,1000.0,30.0
02:27:44.005,38811.0,0.25,0.1,1000.0,30.0
02:27:49.578,19280.0,0.25,0.1,1000.0,30.0
