time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,chan4_raw
16:00:42,1500.0,-0.000973234447883442,0.0009869171772152185,0.021093543618917465,0.00033961734152399004,0.00020682104513980448,0.0013995664776302874,-35.3632622,149.1652375,4.0,-1.0,1.0,0.0,0.0,1.5,-1000.0,0.5,1.0,1.0,AUTO,1500.0
16:00:44,1500.0,-0.0007315369439311326,0.0013704838347621262,0.020756243728101254,0.00030851931660436094,0.00027778014191426337,0.00138526241062209,-35.3632621,149.1652374,10.5,0.0,-0.5,-1.0,0.0,1.5,-1000.0,0.5,0.0,0.5,AUTO,1500.0
16:00:46,1500.0,0.0018277575727552176,0.00033254177105845883,0.020442531444132328,-0.004957218654453754,0.0039818123914301395,0.0007005078659858555,-35.3632621,149.1652375,256.0,0.0,0.0,-77.5,0.0,0.0,-1125.5,-3.5,4.0,0.0,AUTO,1500.0
16:00:48,1500.0,0.05605134181678295,-0.0021287943236529827,-0.014762874692678452,-0.03191850706934929,0.04832463199272752,-0.0561967501998879,-35.3632616,149.16523990000002,3016.0,8.5,45.0,-147.5,1.0,-8.5,-994.5,-31.5,49.0,-56.0,AUTO,1500.0
16:00:50,1500.0,-0.0651387982070446,-0.006471604574471712,-0.08996760472655296,0.05180690437555313,-0.0012287946010474116,-0.008386162808164954,-35.363261,149.16524545,6070.0,-2.0,-31.0,-149.0,-2.0,5.0,-1002.0,52.0,-0.5,-8.0,AUTO,1500.0
16:00:52,1500.0,0.021541873225942254,-0.025041485554538667,-0.054523492231965065,-0.09060868993401527,-0.1480400636792183,0.16957760602235794,-35.363262,149.1652345,9170.5,-6.5,-28.5,-150.5,-1.5,9.0,-992.0,-89.5,-147.0,169.0,AUTO,1677.0
16:00:54,1500.0,0.05683361552655697,-0.010612515034154058,1.5289785861968994,-0.025458521209657192,0.0973462276160717,0.919312596321106,-35.36325965,149.16523475,12067.5,-7.0,39.5,-139.5,-7.0,-3.5,-1015.5,-24.5,97.5,918.5,AUTO,1677.0
16:00:56,1500.0,-0.0014048279263079166,0.11359039321541786,2.1459344625473022,-0.009486042894423008,-0.05623253248631954,-0.05597262270748615,-35.3632611,149.1652348,15056.0,37.5,-69.5,-144.0,13.0,4.0,-988.5,-8.5,-54.5,-56.0,AUTO,1500.0
16:00:58,1500.0,-0.013743105810135603,-0.09248119220137596,2.098232865333557,-0.008730287896469235,-0.05867328867316246,-0.01115125697106123,-35.3632535,149.16521469999998,18084.0,13.5,-43.0,-155.5,14.0,5.5,-1005.0,-7.5,-57.5,-10.5,AUTO,1500.0
16:01:00,1500.0,0.016996492631733418,-0.09097028151154518,2.0893718004226685,0.025978383608162403,0.0853855051100254,-0.0044806565856561065,-35.36325775,149.16522765000002,21086.5,-66.0,149.0,-139.0,-27.5,-10.0,-1003.0,26.5,85.5,-4.5,AUTO,1500.0
16:01:02,1500.0,0.0468609444797039,0.10478948429226875,2.0633989572525024,0.00974928680807352,0.07291440293192863,-0.03126651141792536,-35.363270299999996,149.16525835,24165.0,-54.0,62.0,-161.0,-21.0,-14.5,-1006.5,10.5,73.0,-31.5,AUTO,1500.0
16:01:04,1500.0,0.05556238256394863,0.045046206563711166,-0.0786600112915039,-0.029144178610295057,-0.06553983874619007,0.7482805848121643,-35.363271600000004,149.16525365,27152.0,45.5,-78.0,-140.0,16.0,-6.0,-995.5,-28.0,-64.0,747.5,AUTO,1716.0
16:01:06,1500.0,-0.060013167560100555,0.08723326399922371,-1.9802445769309998,-0.15207773074507713,0.17032108455896378,0.08482874743640423,-35.36326375,149.16523775000002,30072.5,28.0,-25.0,-150.5,0.5,-13.0,-1005.5,-150.0,171.0,84.5,AUTO,1500.0
