,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:00:54.036,0.0,0.0,1.0,104.0,-0.5,380.0,-1.0,-0.5,-82.0,22.0,69.0,1200.0,77.0,0.0,8.0,6.0,3.0,0.45,3.0,3.0,0.07,0.01,1.0,-158.0,-142.0
16:00:57.992,0.0,0.0,1.0,-115.0,-0.5,570.0,-1.0,-0.5,-9.0,71.0,3.0,1200.0,231.0,0.0,77.0,39.0,3.0,0.545,3.0,8.0,0.03,0.01,1.0,-34.0,-149.0
16:01:02.841,0.0,0.0,1.0,-83.0,-0.5,350.0,-1.0,-0.5,-157.0,74.0,24.0,1300.0,213.0,0.0,2.0,53.0,7.0,0.565,3.0,4.0,0.2,0.01,1.0,-35.0,-75.0
16:01:07.254,0.0,0.0,1.0,-127.0,-0.5,130.0,-1.0,-0.5,62.0,10.0,67.0,1800.0,194.0,0.0,8.0,82.0,10.0,0.445,3.0,5.0,0.06,0.0,1.0,-133.0,-121.0
16:01:12.277,0.0,0.0,1.0,-138.0,-0.5,20.0,-1.0,-0.5,-27.0,88.0,19.0,2500.0,76.0,0.0,24.0,45.0,3.0,0.305,3.0,3.0,0.2,0.01,1.0,-155.0,-95.0
16:01:17.520,0.0,0.0,1.0,103.0,-0.5,10.0,-1.0,-0.5,-35.0,34.0,10.0,600.0,108.0,0.0,22.0,15.0,6.0,0.285,3.0,9.0,0.04,0.0,1.0,-99.0,32.0
16:01:22.080,0.0,0.0,1.0,123.0,-0.5,770.0,-1.0,-0.5,-154.0,12.0,22.0,2400.0,171.0,0.0,53.0,32.0,3.0,0.195,3.0,4.0,0.12,0.0,1.0,-154.0,-91.0
16:01:26.005,0.0,0.0,1.0,109.0,-0.5,390.0,-1.0,-0.5,-167.0,25.0,19.0,1600.0,184.0,0.0,11.0,1.0,4.0,0.205,3.0,9.0,0.04,0.02,1.0,-80.0,-125.0
16:01:29.990,0.0,0.0,1.0,-43.0,-0.5,130.0,-1.0,-0.5,-62.0,1.0,11.0,1400.0,169.0,0.0,6.0,57.0,3.0,0.305,3.0,6.0,0.03,0.0,1.0,-131.0,-152.0
16:01:35.004,0.0,0.0,1.0,-7.0,-0.5,370.0,-1.0,-0.5,64.0,41.0,13.0,4500.0,27.0,0.0,6.0,87.0,4.0,0.485,3.0,3.0,0.04,0.01,1.0,-119.0,-71.0
16:01:39.949,0.0,0.0,1.0,-150.0,-0.5,510.0,-1.0,-0.5,66.0,19.0,12.0,600.0,233.0,0.0,39.0,28.0,4.0,0.545,3.0,7.0,0.15,0.01,1.0,-103.0,70.0
16:01:44.915,0.0,0.0,1.0,9.0,-0.5,500.0,-1.0,-0.5,-2.0,100.0,10.0,800.0,36.0,0.0,76.0,8.0,3.0,0.315,3.0,4.0,0.07,0.01,1.0,-99.0,-75.0
16:01:49.291,0.0,0.0,1.0,96.0,-0.5,240.0,-1.0,-0.5,-139.0,31.0,2.0,1300.0,56.0,0.0,28.0,15.0,5.0,0.285,3.0,5.0,0.12,0.01,1.0,180.0,-105.0
16:01:55.032,0.0,0.0,1.0,78.0,-0.5,880.0,-1.0,-0.5,-138.0,74.0,15.0,800.0,117.0,0.0,61.0,13.0,6.0,0.275,3.0,3.0,0.15,0.01,1.0,-26.0,53.0
16:01:59.931,0.0,0.0,1.0,-87.0,-0.5,440.0,-1.0,-0.5,-70.0,28.0,88.0,2300.0,162.0,0.0,25.0,13.0,4.0,0.315,3.0,3.0,0.12,0.0,1.0,27.0,35.0
16:02:04.884,0.0,0.0,1.0,27.0,-0.5,260.0,-1.0,-0.5,-137.0,31.0,58.0,1000.0,96.0,0.0,10.0,38.0,3.0,0.355,3.0,6.0,0.06,0.01,1.0,-47.0,85.0
16:02:09.576,0.0,0.0,1.0,-54.0,-0.5,130.0,-1.0,-0.5,-138.0,92.0,4.0,1800.0,166.0,0.0,19.0,52.0,10.0,0.325,3.0,6.0,0.04,0.0,1.0,3.0,6.0
16:02:14.083,0.0,0.0,1.0,54.0,-0.5,80.0,-1.0,-0.5,-39.0,3.0,21.0,3100.0,93.0,0.0,21.0,32.0,5.0,0.55,3.0,5.0,0.2,0.01,1.0,61.0,-119.0
16:02:18.089,0.0,0.0,1.0,178.0,-0.5,480.0,-1.0,-0.5,-177.0,45.0,48.0,3700.0,58.0,0.0,65.0,11.0,5.0,0.375,3.0,6.0,0.04,0.01,1.0,138.0,-119.0
16:02:22.032,0.0,0.0,1.0,157.0,-0.5,110.0,-1.0,-0.5,-123.0,16.0,24.0,200.0,30.0,0.0,19.0,11.0,5.0,0.325,3.0,5.0,0.07,0.01,1.0,104.0,173.0
16:02:25.943,0.0,0.0,1.0,-171.0,-0.5,350.0,-1.0,-0.5,88.0,16.0,80.0,1800.0,112.0,0.0,31.0,71.0,6.0,0.305,3.0,8.0,0.04,0.01,1.0,-91.0,72.0
16:02:30.746,0.0,0.0,1.0,14.0,-0.5,110.0,-1.0,-0.5,-141.0,83.0,69.0,2300.0,84.0,0.0,75.0,53.0,8.0,0.255,3.0,7.0,0.11,0.0,1.0,-115.0,27.0
16:02:35.225,0.0,0.0,1.0,-91.0,-0.5,280.0,-1.0,-0.5,-175.0,42.0,77.0,4000.0,201.0,0.0,26.0,29.0,3.0,0.18,3.0,3.0,0.03,0.01,1.0,-147.0,-148.0
