,A.LAND2
16:40:06.079,-1.0
16:40:06.281,-1.0
16:40:06.487,-1.0
16:40:06.690,-1.0
16:40:06.892,-1.0
16:40:07.095,-1.0
16:40:07.297,-1.0
16:40:07.500,-1.0
16:40:07.701,-1.0
16:40:07.904,-1.0
16:40:08.105,-1.0
16:40:08.307,-1.0
16:40:08.510,-1.0
16:40:08.713,-1.0
16:40:08.918,-1.0
16:40:09.121,-1.0
16:40:09.324,-1.0
16:40:09.526,-1.0
16:40:09.729,-1.0
16:40:09.930,-1.0
16:40:10.133,-1.0
16:40:10.334,-1.0
16:40:10.539,-1.0
16:40:10.742,-1.0
16:40:10.943,-1.0
16:40:11.145,-1.0
16:40:11.347,-1.0
16:40:11.551,-1.0
16:40:11.752,-1.0
16:40:11.955,-1.0
16:40:12.156,-1.0
16:40:12.358,-1.0
16:40:12.562,-1.0
16:40:12.763,-1.0
16:40:12.967,-1.0
16:40:13.169,-1.0
16:40:13.370,-1.0
16:40:13.572,-1.0
16:40:13.776,-1.0
16:40:13.981,-1.0
16:40:14.184,-1.0
16:40:14.386,-1.0
16:40:14.588,-1.0
16:40:14.789,-1.0
16:40:14.992,-1.0
16:40:15.195,-1.0
16:40:15.395,-1.0
16:40:15.597,-1.0
16:40:15.798,-1.0
16:40:15.999,-1.0
16:40:16.201,-1.0
16:40:16.403,-1.0
16:40:16.607,-1.0
16:40:16.808,-1.0
16:40:17.010,-1.0
16:40:17.213,-1.0
16:40:17.414,-1.0
16:40:17.616,-1.0
16:40:17.817,-1.0
16:40:18.023,-1.0
16:40:18.224,-1.0
16:40:18.429,-1.0
16:40:18.632,-1.0
16:40:18.834,-1.0
16:40:19.035,-1.0
16:40:19.237,-1.0
16:40:19.441,-1.0
16:40:19.645,-1.0
16:40:19.849,-1.0
16:40:20.052,-1.0
16:40:20.253,-1.0
16:40:20.455,-1.0
16:40:20.658,-1.0
16:40:20.860,-1.0
16:40:21.066,-1.0
16:40:21.267,-1.0
16:40:21.470,-1.0
16:40:21.671,-1.0
16:40:21.874,-1.0
16:40:22.075,-1.0
16:40:22.277,-1.0
16:40:22.479,-1.0
16:40:22.684,-1.0
16:40:22.886,-1.0
16:40:23.087,-1.0
16:40:23.289,-1.0
16:40:23.490,-1.0
16:40:23.692,-1.0
16:40:23.895,-1.0
16:40:24.098,-1.0
16:40:24.299,-1.0
16:40:24.513,-1.0
16:40:24.717,-1.0
16:40:24.918,-1.0
16:40:25.120,-1.0
16:40:25.323,-1.0
16:40:25.525,-1.0
16:40:25.726,-1.0
16:40:25.928,-1.0
16:40:26.129,-1.0
16:40:26.331,-1.0
16:40:26.532,-1.0
16:40:26.735,-1.0
16:40:26.938,-1.0
16:40:27.140,-1.0
16:40:27.342,-1.0
16:40:27.545,-1.0
16:40:27.746,-1.0
16:40:27.948,-1.0
16:40:28.149,-1.0
16:40:28.351,-1.0
16:40:28.555,-1.0
16:40:28.758,-1.0
16:40:28.961,-1.0
16:40:29.164,-1.0
16:40:29.367,-1.0
16:40:29.568,-1.0
16:40:29.771,-1.0
16:40:29.972,-1.0
16:40:30.174,-1.0
16:40:30.375,-1.0
16:40:30.579,-1.0
16:40:30.781,-1.0
16:40:30.983,-1.0
16:40:31.187,-1.0
16:40:31.388,-1.0
16:40:31.592,-1.0
16:40:31.795,-1.0
16:40:31.997,-1.0
16:40:32.199,-1.0
16:40:32.401,-1.0
16:40:32.604,-1.0
16:40:32.808,-1.0
16:40:33.010,-1.0
16:40:33.212,-1.0
16:40:33.421,-1.0
16:40:33.624,-1.0
16:40:33.827,-1.0
16:40:34.030,-1.0
16:40:34.231,-1.0
16:40:34.433,-1.0
16:40:34.635,-1.0
16:40:34.836,-1.0
16:40:35.038,-1.0
16:40:35.241,-1.0
16:40:35.444,-1.0
16:40:35.649,-1.0
16:40:35.851,-1.0
16:40:36.054,-1.0
16:40:36.258,-1.0
16:40:36.460,-1.0
16:40:36.662,-1.0
16:40:36.866,-1.0
16:40:37.072,-1.0
16:40:37.274,-1.0
16:40:37.476,-1.0
16:40:37.679,-1.0
16:40:37.882,-1.0
16:40:38.084,-1.0
16:40:38.286,-1.0
16:40:38.490,-1.0
16:40:38.693,-1.0
16:40:38.896,-1.0
16:40:39.103,-1.0
16:40:39.307,-1.0
16:40:39.510,-1.0
16:40:39.712,-1.0
16:40:39.913,-1.0
16:40:40.115,-1.0
16:40:40.317,-1.0
16:40:40.521,-1.0
16:40:40.722,-1.0
16:40:40.925,-1.0
16:40:41.127,-1.0
16:40:41.330,-1.0
16:40:41.532,-1.0
16:40:41.737,-1.0
16:40:41.939,-1.0
16:40:42.141,-1.0
16:40:42.342,-1.0
16:40:42.550,-1.0
16:40:42.752,-1.0
16:40:42.957,-1.0
16:40:43.161,-1.0
16:40:43.363,-1.0
16:40:43.565,-1.0
16:40:43.768,-1.0
16:40:43.971,-1.0
16:40:44.173,-1.0
16:40:44.375,-1.0
16:40:44.576,-1.0
16:40:44.778,-1.0
16:40:44.980,-1.0
16:40:45.181,-1.0
16:40:45.383,-1.0
16:40:45.587,-1.0
16:40:45.789,-1.0
16:40:45.991,-1.0
16:40:46.193,-1.0
16:40:46.395,-1.0
16:40:46.600,-1.0
16:40:46.802,-1.0
16:40:47.005,-1.0
16:40:47.208,-1.0
16:40:47.410,-1.0
16:40:47.612,-1.0
16:40:47.814,-1.0
16:40:48.017,-1.0
16:40:48.220,-1.0
16:40:48.422,-1.0
16:40:48.626,-1.0
16:40:48.827,-1.0
16:40:49.029,-1.0
16:40:49.233,-1.0
16:40:49.436,-1.0
16:40:49.639,-1.0
16:40:49.843,-1.0
16:40:50.044,-1.0
16:40:50.249,-1.0
16:40:50.454,-1.0
16:40:50.660,-1.0
16:40:50.865,-1.0
16:40:51.077,-1.0
16:40:51.281,-1.0
16:40:51.483,-1.0
16:40:51.685,-1.0
16:40:51.888,-1.0
16:40:52.089,-1.0
16:40:52.291,-1.0
16:40:52.493,-1.0
16:40:52.696,-1.0
16:40:52.897,-1.0
16:40:53.099,-1.0
16:40:53.300,-1.0
16:40:53.504,-1.0
16:40:53.707,-1.0
16:40:53.909,-1.0
16:40:54.118,-1.0
16:40:54.342,-1.0
16:40:54.546,-1.0
16:40:54.767,-1.0
16:40:54.977,-1.0
16:40:55.184,-1.0
16:40:55.385,-1.0
16:40:55.589,-1.0
16:40:55.792,-1.0
