time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
18:58:06,583970.0,-35.3632621,149.1652374,0.0,0.0,1.0,0.0,-0.00016367221542168409,0.0013982388190925121,0.029049847275018692,0.0002356241166125983,0.00024171036784537137,0.0025276578962802887,0.0,1.25,-1000.0,0.0,0.0,0.0,STABILIZE
18:58:08,583976.6666666666,-35.363262166666665,149.1652375,0.0,-2.0,1.0,0.0,-0.0003502572071738541,0.0014775628224015236,0.02735642995685339,0.00025561320944689214,0.0003073354309890419,0.0022976865293458104,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
18:58:13,583970.0,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,-0.0011132591171190143,0.0009199772612191737,0.02490781992673874,0.00013234373182058334,0.0002256592852063477,0.0018540702294558287,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
18:58:16,583970.0,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,-0.001098782173357904,0.0009105917415581644,0.024209819734096527,0.00019159179646521807,0.0002235068823210895,0.0018274395260959864,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
18:58:18,583980.0,-35.3632622,149.1652374,0.0,-1.0,0.0,0.0,-0.0012911139444137614,0.0009491502229745189,0.023554949089884758,0.00022102343306566277,0.0002672642779846986,0.001700513103666405,0.0,2.0,-1000.0,0.0,0.0,0.0,STABILIZE
18:58:19,583980.0,-35.3632622,149.1652374,0.0,-1.0,0.0,0.0,-0.0012909837532788515,0.0009720439556986094,0.023224690929055214,0.0002534760278649628,0.00028651795582845807,0.0016652271151542664,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
18:58:20,583980.0,-35.3632622,149.1652374,4.333333333333333,-1.0,0.0,0.0,-0.0012708149151876569,0.0009783758141566068,0.02309685153886676,0.0003064189513679594,0.0002719484909903258,0.0015867349284235388,0.0,1.0,-1000.0,0.3333333333333333,0.0,0.3333333333333333,AUTO
18:58:21,583985.0,-35.3632621,149.1652374,8.5,-0.5,0.0,-1.0,-0.0011858129291795194,0.0010522807715460658,0.022879095748066902,0.00025409748195670545,0.00025554283638484776,0.0015320845413953066,0.0,1.0,-1000.0,0.5,0.5,0.5,AUTO
18:58:22,583990.0,-35.3632621,149.1652374,11.25,0.0,0.0,-1.0,-0.0010095590259879827,0.0012594530708156526,0.022621602285653353,0.00024572214169893414,0.00031865868368186057,0.0015628209512215108,0.0,1.5,-1000.0,0.5,0.5,0.5,AUTO
18:58:23,583995.0,-35.3632621,149.1652374,18.0,0.0,0.0,-2.0,-0.0007805460772942752,0.0015390817425213754,0.022358350455760956,0.00027659142506308854,0.0002885633148252964,0.0015226694522425532,0.0,1.5,-1000.0,0.5,0.0,1.0,AUTO
18:58:24,584065.0,-35.3632621,149.1652374,86.0,0.0,0.0,-31.75,0.0011890582973137498,0.0006013345991959795,0.022107736207544804,0.005079065522295423,-0.0014065732975723222,0.0016054701700340956,0.0,0.25,-1091.5,5.25,-1.0,0.75,AUTO
18:58:25,584915.0,-35.36326205,149.16523745,939.5,0.5,2.5,-125.5,0.012183830258436501,-4.309834912419319e-05,0.021896605379879475,0.01758074015378952,-0.0017861032392829657,0.0027323582908138633,0.0,0.0,-1063.0,18.5,-1.0,2.0,AUTO
18:58:26,586370.0,-35.363261824999995,149.1652386,2395.5,4.75,27.25,-149.5,0.04919541906565428,-0.006160448654554784,0.014486587373539805,0.02361162379384041,0.0029129269532859325,-0.012454633368179202,0.25,-4.5,-999.75,24.25,3.75,-13.0,AUTO
