,A.LOITER1
11:32:49.298,-1.0
11:32:49.500,-1.0
11:32:49.705,-1.0
11:32:49.907,-1.0
11:32:50.110,-1.0
11:32:50.317,-1.0
11:32:50.521,-1.0
11:32:50.723,-1.0
11:32:50.926,-1.0
11:32:51.127,-1.0
11:32:51.330,-1.0
11:32:51.533,-1.0
11:32:51.736,-1.0
11:32:51.938,-1.0
11:32:52.141,-1.0
11:32:52.345,-1.0
11:32:52.548,-1.0
11:32:52.752,-1.0
11:32:52.961,-1.0
11:32:53.165,-1.0
11:32:53.372,-1.0
11:32:53.576,-1.0
11:32:53.778,-1.0
11:32:53.982,-1.0
11:32:54.183,-1.0
11:32:54.386,-1.0
11:32:54.593,-1.0
11:32:54.799,-1.0
11:32:55.008,-1.0
11:32:55.212,-1.0
11:32:55.418,-1.0
11:32:55.622,-1.0
11:32:55.824,-1.0
11:32:56.030,-1.0
11:32:56.233,-1.0
11:32:56.443,-1.0
11:32:56.647,-1.0
11:32:56.854,-1.0
11:32:57.059,-1.0
11:32:57.262,-1.0
11:32:57.464,-1.0
11:32:57.667,-1.0
11:32:57.869,-1.0
11:32:58.072,-1.0
11:32:58.278,-1.0
11:32:58.484,-1.0
11:32:58.688,-1.0
11:32:58.890,-1.0
11:32:59.094,-1.0
11:32:59.296,-1.0
11:32:59.499,-1.0
11:32:59.700,-1.0
11:32:59.902,-1.0
11:33:00.106,-1.0
11:33:00.308,-1.0
11:33:00.511,-1.0
11:33:00.720,-1.0
11:33:00.925,-1.0
11:33:01.128,-1.0
11:33:01.331,-1.0
11:33:01.536,-1.0
11:33:03.107,-1.0
11:33:03.309,-1.0
11:33:03.516,-1.0
11:33:03.724,-1.0
11:33:03.928,-1.0
11:33:04.130,-1.0
11:33:04.341,-1.0
11:33:04.543,-1.0
11:33:04.750,-1.0
11:33:04.955,-1.0
11:33:05.159,-1.0
11:33:05.362,-1.0
11:33:05.567,-1.0
11:33:05.772,-1.0
11:33:05.975,-1.0
11:33:06.178,-1.0
11:33:06.384,-1.0
11:33:06.586,-1.0
11:33:06.791,-1.0
11:33:06.994,-1.0
11:33:07.196,-1.0
11:33:07.399,-1.0
11:33:07.604,-1.0
11:33:07.807,-1.0
11:33:08.009,-1.0
11:33:08.211,-1.0
11:33:08.417,-1.0
11:33:08.620,-1.0
11:33:08.822,-1.0
11:33:10.842,-1.0
11:33:11.044,-1.0
11:33:11.247,-1.0
11:33:11.452,-1.0
11:33:11.655,-1.0
11:33:11.860,-1.0
11:33:12.063,-1.0
11:33:12.266,-1.0
11:33:12.471,-1.0
11:33:12.676,-1.0
11:33:12.880,-1.0
11:33:13.083,-1.0
11:33:13.286,-1.0
11:33:13.492,-1.0
11:33:13.696,-1.0
11:33:13.904,-1.0
11:33:14.110,-1.0
11:33:14.317,-1.0
11:33:14.523,-1.0
11:33:14.727,-1.0
11:33:14.930,-1.0
11:33:15.134,-1.0
11:33:15.337,-1.0
11:33:15.539,-1.0
11:33:15.741,-1.0
11:33:15.944,-1.0
11:33:16.148,-1.0
11:33:16.351,-1.0
11:33:16.553,-1.0
11:33:16.756,-1.0
11:33:16.959,-1.0
11:33:17.162,-1.0
11:33:17.363,-1.0
11:33:17.569,-1.0
11:33:17.774,-1.0
11:33:17.979,-1.0
11:33:18.182,-1.0
11:33:18.385,-1.0
11:33:18.587,-1.0
11:33:18.789,-1.0
11:33:18.991,-1.0
11:33:19.194,-1.0
11:33:19.398,-1.0
11:33:19.601,-1.0
11:33:19.807,-1.0
11:33:20.008,-1.0
11:33:20.215,-1.0
11:33:20.419,-1.0
11:33:20.622,-1.0
11:33:20.827,-1.0
11:33:21.030,-1.0
11:33:21.232,-1.0
11:33:21.435,-1.0
11:33:21.640,-1.0
11:33:21.842,-1.0
11:33:22.045,-1.0
11:33:22.247,-1.0
11:33:22.450,-1.0
11:33:22.655,-1.0
11:33:22.862,-1.0
11:33:23.068,-1.0
11:33:23.270,-1.0
11:33:23.473,-1.0
11:33:23.675,-1.0
11:33:23.883,-1.0
11:33:24.084,-1.0
11:33:24.293,-1.0
11:33:24.500,-1.0
11:33:24.701,-1.0
11:33:24.905,-1.0
11:33:25.107,-1.0
11:33:25.310,-1.0
11:33:25.516,-1.0
11:33:25.720,-1.0
11:33:25.923,-1.0
11:33:26.125,-1.0
11:33:26.332,-1.0
11:33:26.539,-1.0
11:33:26.745,-1.0
11:33:26.947,-1.0
11:33:27.150,-1.0
11:33:27.353,-1.0
11:33:27.558,-1.0
11:33:27.760,-1.0
11:33:27.964,-1.0
11:33:28.168,-1.0
11:33:28.372,-1.0
11:33:28.577,-1.0
11:33:28.780,-1.0
11:33:28.984,-1.0
11:33:29.189,-1.0
11:33:29.393,-1.0
11:33:29.600,-1.0
11:33:29.812,-1.0
11:33:30.014,-1.0
11:33:30.219,-1.0
11:33:30.425,-1.0
11:33:30.630,-1.0
11:33:30.832,-1.0
11:33:31.035,-1.0
11:33:31.238,-1.0
11:33:31.449,-1.0
11:33:31.652,-1.0
11:33:31.854,-1.0
11:33:32.060,-1.0
11:33:32.266,-1.0
11:33:32.469,-1.0
11:33:32.672,-1.0
11:33:32.876,-1.0
11:33:33.078,-1.0
11:33:33.281,-1.0
11:33:33.484,-1.0
11:33:33.692,-1.0
11:33:33.899,-1.0
11:33:34.105,-1.0
11:33:34.308,-1.0
11:33:34.511,-1.0
11:33:34.714,-1.0
11:33:34.917,-1.0
11:33:35.119,-1.0
11:33:36.721,-1.0
11:33:36.926,-1.0
11:33:37.128,-1.0
11:33:37.334,-1.0
11:33:37.539,-1.0
11:33:37.742,-1.0
11:33:37.948,-1.0
11:33:38.154,-1.0
11:33:38.358,-1.0
11:33:38.561,-1.0
11:33:38.765,-1.0
11:33:38.969,-1.0
11:33:39.173,-1.0
11:33:39.377,-1.0
11:33:39.580,-1.0
11:33:39.783,-1.0
11:33:39.987,-1.0
11:33:40.189,-1.0
11:33:40.391,-1.0
11:33:40.593,-1.0
11:33:40.800,-1.0
11:33:41.003,-1.0
11:33:41.207,-1.0
11:33:41.413,-1.0
11:33:41.619,-1.0
11:33:41.825,-1.0
11:33:42.028,-1.0
11:33:42.233,-1.0
11:33:42.435,-1.0
11:33:42.637,-1.0
11:33:42.844,-1.0
11:33:43.047,-1.0
11:33:43.250,-1.0
11:33:43.455,-1.0
11:33:43.657,-1.0
11:33:43.861,-1.0
11:33:44.066,-1.0
11:33:44.269,-1.0
11:33:44.473,-1.0
11:33:44.678,-1.0
11:33:44.881,-1.0
11:33:45.084,-1.0
11:33:45.287,-1.0
