time_stamp,MODE,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
07:32:33,STABILIZE,1500.0,0.0,1.0,-1000.0,1.0,0.5,0.0,-0.0005689923418685794,0.0009081598836928606,0.025024089962244034,0.00037215009797364473,0.0002373039023950696,0.001784765743650496,-35.3632622,149.1652374,55.0,-1.0,0.0,-3.5
07:32:35,STABILIZE,1500.0,0.0,1.0,-1000.0,0.5,0.5,0.0,-0.0005340796487871557,0.0009402696450706571,0.024220701307058334,0.00017959880642592907,0.00030663388315588236,0.0017288225353695452,-35.3632622,149.1652375,54.5,-1.0,1.0,-2.0
