,CHUTE_ALT_MIN,RTL_ALT,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG
06:53:19.215,19404.0,166873.0,0.0,0.0,0.9,1.2,400.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:23.257,0.0,72919.0,0.0,0.0,1.1,0.0,810.0,1.0,0.1,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:27.289,4051.0,229961.0,0.0,0.0,0.0,2.0,250.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:31.309,12267.0,43819.0,0.0,0.0,0.5,0.2,720.0,1.0,0.1,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:35.324,29345.0,7558.0,0.0,0.0,0.3,1.8,140.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:39.379,19907.0,89453.0,0.0,0.0,0.0,0.3,690.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:43.409,17089.0,266110.0,0.0,0.0,1.0,0.0,690.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:47.452,22270.0,300000.0,0.0,0.0,0.0,1.9,230.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:51.467,0.0,10436.0,0.0,0.0,0.6,1.3,50.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:55.495,6882.0,200.0,0.0,0.0,0.8,0.5,0.0,1.0,0.1,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:53:59.016,18973.0,109527.0,0.0,0.0,0.0,0.3,910.0,1.0,0.1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:03.051,32000.0,300000.0,0.0,0.0,0.0,0.9,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:07.087,19294.0,135321.0,0.0,0.0,0.5,1.8,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:11.119,0.0,300000.0,0.0,0.0,0.1,0.4,0.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:15.152,6815.0,200863.0,0.0,0.0,1.1,0.8,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:19.183,12211.0,200.0,0.0,0.0,0.3,0.8,860.0,1.0,0.1,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:23.205,32000.0,58265.0,0.0,0.0,0.0,2.0,630.0,1.0,0.1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:27.227,27234.0,200.0,0.0,0.0,0.0,0.1,510.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:31.250,2424.0,151877.0,0.0,0.0,0.5,1.0,0.0,1.0,0.1,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:54:35.293,6005.0,5308.0,0.0,0.0,1.1,0.0,440.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
