,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
08:55:31.165,-1.0,-1.0,-1.0,-1
08:55:31.367,-1.0,-1.0,-1.0,-1
08:55:31.568,-1.0,-1.0,-1.0,-1
08:55:31.770,-1.0,-1.0,-1.0,-1
08:55:45.486,-1.0,-1.0,-1.0,-1
08:55:45.687,-1.0,-1.0,-1.0,-1
08:55:45.889,-1.0,-1.0,-1.0,-1
08:55:46.091,-1.0,-1.0,-1.0,-1
08:55:46.293,-1.0,-1.0,-1.0,-1
08:55:46.496,-1.0,-1.0,-1.0,-1
08:55:46.698,-1.0,-1.0,-1.0,-1
08:55:46.901,-1.0,-1.0,-1.0,-1
08:55:47.103,-1.0,-1.0,-1.0,-1
08:55:47.306,-1.0,-1.0,-1.0,-1
08:55:47.507,-1.0,-1.0,-1.0,-1
08:55:47.709,-1.0,-1.0,-1.0,-1
08:55:47.910,-1.0,-1.0,-1.0,-1
08:55:48.112,-1.0,-1.0,-1.0,-1
08:55:48.314,-1.0,-1.0,-1.0,-1
08:55:48.516,-1.0,-1.0,-1.0,-1
08:55:48.718,-1.0,-1.0,-1.0,-1
08:55:48.919,-1.0,-1.0,-1.0,-1
08:55:49.122,-1.0,-1.0,-1.0,-1
08:55:49.324,-1.0,-1.0,-1.0,-1
08:55:49.525,-1.0,-1.0,-1.0,-1
08:55:49.727,-1.0,-1.0,-1.0,-1
08:55:49.928,-1.0,-1.0,-1.0,-1
08:55:50.129,-1.0,-1.0,-1.0,-1
08:55:50.331,-1.0,-1.0,-1.0,-1
08:55:50.533,-1.0,-1.0,-1.0,-1
08:55:50.736,-1.0,-1.0,-1.0,-1
08:55:50.938,-1.0,-1.0,-1.0,-1
08:55:51.140,-1.0,-1.0,-1.0,-1
08:55:51.343,-1.0,-1.0,-1.0,-1
08:55:51.544,-1.0,-1.0,-1.0,-1
08:55:51.747,-1.0,-1.0,-1.0,-1
08:55:51.950,-1.0,-1.0,-1.0,-1
08:55:52.151,-1.0,-1.0,-1.0,-1
08:55:52.353,-1.0,-1.0,-1.0,-1
08:55:52.556,-1.0,-1.0,-1.0,-1
08:55:52.758,-1.0,-1.0,-1.0,-1
08:55:52.960,-1.0,-1.0,-1.0,-1
08:55:53.162,-1.0,-1.0,-1.0,-1
08:55:53.364,-1.0,-1.0,-1.0,-1
08:55:53.566,-1.0,-1.0,-1.0,-1
08:55:53.767,-1.0,-1.0,-1.0,-1
08:55:53.970,-1.0,-1.0,-1.0,-1
08:55:54.172,-1.0,-1.0,-1.0,-1
08:55:54.374,-1.0,-1.0,-1.0,-1
08:55:54.577,-1.0,-1.0,-1.0,-1
08:55:54.779,-1.0,-1.0,-1.0,-1
08:55:54.993,-1.0,-1.0,-1.0,-1
08:55:55.195,-1.0,-1.0,-1.0,-1
08:55:55.397,-1.0,-1.0,-1.0,-1
08:55:55.598,-1.0,-1.0,-1.0,-1
08:55:55.801,-1.0,-1.0,-1.0,-1
08:55:56.003,-1.0,-1.0,-1.0,-1
08:55:56.205,-1.0,-1.0,-1.0,-1
08:55:56.407,-1.0,-1.0,-1.0,-1
08:55:56.609,-1.0,-1.0,-1.0,-1
08:55:56.811,-1.0,-1.0,-1.0,-1
08:55:57.013,-1.0,-1.0,-1.0,-1
08:55:57.215,-1.0,-1.0,-1.0,-1
08:55:57.417,-1.0,-1.0,-1.0,-1
08:55:57.619,-1.0,-1.0,-1.0,-1
08:55:57.820,-1.0,-1.0,-1.0,-1
08:55:58.022,-1.0,-1.0,-1.0,-1
08:55:58.227,-1.0,-1.0,-1.0,-1
08:55:58.428,-1.0,-1.0,-1.0,-1
08:55:58.630,-1.0,-1.0,-1.0,-1
08:55:58.832,-1.0,-1.0,-1.0,-1
08:55:59.034,-1.0,-1.0,-1.0,-1
08:55:59.236,-1.0,-1.0,-1.0,-1
08:55:59.437,-1.0,-1.0,-1.0,-1
08:55:59.639,-1.0,-1.0,-1.0,-1
08:55:59.840,-1.0,-1.0,-1.0,-1
08:56:00.042,-1.0,-1.0,-1.0,-1
08:56:00.244,-1.0,-1.0,-1.0,-1
08:56:00.446,-1.0,-1.0,-1.0,-1
08:56:00.647,-1.0,-1.0,-1.0,-1
08:56:00.849,-1.0,-1.0,-1.0,-1
08:56:01.052,-1.0,-1.0,-1.0,-1
08:56:01.253,-1.0,-1.0,-1.0,-1
08:56:01.455,-1.0,-1.0,-1.0,-1
08:56:01.656,-1.0,-1.0,-1.0,-1
08:56:01.858,-1.0,-1.0,-1.0,-1
08:56:02.059,-1.0,-1.0,-1.0,-1
08:56:02.261,-1.0,-1.0,-1.0,-1
08:56:02.463,-1.0,-1.0,-1.0,-1
08:56:02.664,-1.0,-1.0,-1.0,-1
08:56:02.866,-1.0,-1.0,-1.0,-1
08:56:03.068,-1.0,-1.0,-1.0,-1
08:56:03.270,-1.0,-1.0,-1.0,-1
08:56:03.472,-1.0,-1.0,-1.0,-1
08:56:03.674,-1.0,-1.0,-1.0,-1
08:56:03.876,-1.0,-1.0,-1.0,-1
08:56:04.077,-1.0,-1.0,-1.0,-1
08:56:04.279,-1.0,-1.0,-1.0,-1
08:56:04.481,-1.0,-1.0,-1.0,-1
08:56:04.683,-1.0,-1.0,-1.0,-1
08:56:04.885,-1.0,-1.0,-1.0,-1
08:56:05.099,-1.0,-1.0,-1.0,-1
08:56:05.301,-1.0,-1.0,-1.0,-1
08:56:05.502,-1.0,-1.0,-1.0,-1
08:56:05.703,-1.0,-1.0,-1.0,-1
08:56:05.905,-1.0,-1.0,-1.0,-1
08:56:06.107,-1.0,-1.0,-1.0,-1
08:56:06.309,-1.0,-1.0,-1.0,-1
08:56:06.511,-1.0,-1.0,-1.0,-1
08:56:06.712,-1.0,-1.0,-1.0,-1
08:56:06.915,-1.0,-1.0,-1.0,-1
08:56:07.116,-1.0,-1.0,-1.0,-1
08:56:07.318,-1.0,-1.0,-1.0,-1
08:56:07.519,-1.0,-1.0,-1.0,-1
08:56:07.721,-1.0,-1.0,-1.0,-1
08:56:07.922,-1.0,-1.0,-1.0,-1
08:56:08.124,-1.0,-1.0,-1.0,-1
08:56:08.326,-1.0,-1.0,-1.0,-1
08:56:08.528,-1.0,-1.0,-1.0,-1
08:56:08.730,-1.0,-1.0,-1.0,-1
08:56:08.932,-1.0,-1.0,-1.0,-1
08:56:09.134,-1.0,-1.0,-1.0,-1
08:56:09.336,-1.0,-1.0,-1.0,-1
08:56:09.538,-1.0,-1.0,-1.0,-1
08:56:09.739,-1.0,-1.0,-1.0,-1
08:56:09.941,-1.0,-1.0,-1.0,-1
08:56:10.143,-1.0,-1.0,-1.0,-1
08:56:10.345,-1.0,-1.0,-1.0,-1
08:56:10.547,-1.0,-1.0,-1.0,-1
08:56:10.749,-1.0,-1.0,-1.0,-1
08:56:10.951,-1.0,-1.0,-1.0,-1
08:56:11.154,-1.0,-1.0,-1.0,-1
08:56:11.356,-1.0,-1.0,-1.0,-1
08:56:11.557,-1.0,-1.0,-1.0,-1
08:56:11.759,-1.0,-1.0,-1.0,-1
08:56:11.961,-1.0,-1.0,-1.0,-1
08:56:12.163,-1.0,-1.0,-1.0,-1
08:56:12.365,-1.0,-1.0,-1.0,-1
08:56:12.566,-1.0,-1.0,-1.0,-1
08:56:12.768,-1.0,-1.0,-1.0,-1
08:56:12.970,-1.0,-1.0,-1.0,-1
08:56:13.172,-1.0,-1.0,-1.0,-1
08:56:13.374,-1.0,-1.0,-1.0,-1
08:56:13.576,-1.0,-1.0,-1.0,-1
08:56:13.778,-1.0,-1.0,-1.0,-1
08:56:13.980,-1.0,-1.0,-1.0,-1
08:56:14.182,-1.0,-1.0,-1.0,-1
08:56:14.383,-1.0,-1.0,-1.0,-1
08:56:14.585,-1.0,-1.0,-1.0,-1
08:56:14.787,-1.0,-1.0,-1.0,-1
08:56:14.998,-1.0,-1.0,-1.0,-1
08:56:15.200,-1.0,-1.0,-1.0,-1
08:56:15.402,-1.0,-1.0,-1.0,-1
08:56:15.605,-1.0,-1.0,-1.0,-1
08:56:15.808,-1.0,-1.0,-1.0,-1
08:56:16.010,-1.0,-1.0,-1.0,-1
08:56:16.212,-1.0,-1.0,-1.0,-1
08:56:16.414,-1.0,-1.0,-1.0,-1
08:56:16.616,-1.0,-1.0,-1.0,-1
08:56:16.818,-1.0,-1.0,-1.0,-1
08:56:17.020,-1.0,-1.0,-1.0,-1
08:56:17.222,-1.0,-1.0,-1.0,-1
08:56:17.424,-1.0,-1.0,-1.0,-1
08:56:17.625,-1.0,-1.0,-1.0,-1
08:56:17.827,-1.0,-1.0,-1.0,-1
08:56:18.029,-1.0,-1.0,-1.0,-1
