time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,LAND_SPEED_HIGH,WPNAV_SPEED_DN
20:37:57,6.718468891146283e-05,0.0013607021343583863,0.029006175696849823,0.0002913937884538124,0.00020312079383681217,0.0025114044547080994,-35.3632621,149.1652374,0.0,0.0,0.6666666666666666,2.6666666666666665,0.0,1.0,-1000.0,0.0,0.0,0.0,GUIDED,1500.0,0.0,150.0
20:37:59,2.6980394522979623e-05,0.0015816279919818044,0.027420283295214176,0.0002887017762986943,0.0002658379962667823,0.0023784592049196362,-35.3632621,149.1652375,0.0,-1.5,2.0,1.0,0.0,1.0,-1000.0,0.0,0.0,0.0,GUIDED,1500.0,0.0,150.0
20:38:01,-3.8747748476453125e-05,0.0014817656483501196,0.02624853514134884,0.00020939957175869495,0.00020542752463370562,0.0021860969718545675,-35.3632621,149.1652375,6.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,GUIDED,1500.0,0.0,150.0
20:38:03,0.0002750084677245468,0.002036329940892756,0.02506328746676445,0.00033545114274602383,0.0003066811041207984,0.0019492751453071833,-35.3632621,149.1652374,10.5,0.0,0.0,0.0,0.0,1.0,-1000.0,0.0,0.5,0.0,GUIDED,1500.0,0.0,150.0
20:38:05,0.0027621982153505087,-0.00032490709054400213,0.02449635975062847,0.006684170803055167,-0.005179235129617155,0.002580857602879405,-35.3632621,149.1652375,68.0,0.0,0.0,-33.5,0.0,0.0,-1139.0,6.5,-5.0,0.5,GUIDED,1500.0,0.0,150.0
20:38:07,0.05399237386882305,-0.006377748912200332,0.024762860499322414,0.039788054302334785,-0.010858835652470589,0.004082800354808569,-35.363261800000004,149.1652386,2504.5,4.0,29.0,-149.0,0.5,-4.0,-1000.0,39.5,-10.0,2.0,GUIDED,1500.0,0.0,150.0
20:38:09,-0.06726635247468948,-0.005773023527581245,-0.09023919329047203,-0.05675803869962692,-0.05397960729897022,0.015068884007632732,-35.3632611,149.1652467,5578.0,-6.5,2.5,-149.0,2.5,-1.0,-1001.0,-56.0,-53.0,13.5,GUIDED,1500.0,0.0,150.0
20:38:11,0.02787814661860466,0.0019362566017662175,-0.08342430740594864,0.06472786888480186,0.016873854212462902,0.005663300631567836,-35.3632613,149.16523675,8670.0,1.0,-52.5,-152.5,-7.5,11.0,-1004.0,64.5,17.0,4.0,GUIDED,1500.0,0.0,150.0
20:38:13,-0.007957661407999694,-0.001999608881305903,-0.0941116064786911,-0.04840979352593422,-0.023155166767537594,-0.0005667003570124507,-35.3632623,149.16523585,11774.5,-10.0,27.5,-150.5,5.0,-3.5,-1004.0,-47.5,-22.5,-2.0,GUIDED,1500.0,0.0,150.0
20:38:15,0.0006768644088879228,-0.0007659878756385297,-0.1357787773013115,0.018426083959639072,0.00876690587028861,-0.021180421113967896,-35.36326245,149.16523695,14887.0,5.0,-9.0,-153.0,-2.0,0.5,-1000.0,18.5,8.5,-21.5,GUIDED,1500.0,0.0,150.0
