,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG
13:00:29.876,180.0,1.4408601443133495,19.87762604516725,1.6398136947332431,98.0,171.31769719040435,674.9169286459875,4650.796100590091,16748.287642153522,28223.185032748257
13:00:32.906,390.0,2.9333087367501864,17.807174605387935,8.37005960581989,-85.0,667.8175773168006,2487.453322712212,4852.23954283498,14293.791815192288,17.620365379938665
13:00:38.144,160.0,8.819654408906098,4.391091097314956,3.853561143768311,79.0,792.4857194012952,25479.606241603986,1899.2005843128304,7043.234022235393,3478.4915556130604
13:00:41.149,440.0,3.0288952291073934,13.829533071206326,9.623370192623254,-93.0,120.43440470685995,10166.662666011971,26571.60066164943,20927.792104829543,23195.07633981839
13:00:44.168,420.0,8.66336319544514,14.76865887306805,9.717274621111494,94.0,486.81115283510945,11178.55224052822,16118.083805576201,10387.043725029705,3595.6965333956214
13:00:47.174,200.0,8.152472100921837,19.093115643885717,7.8378014765601565,96.0,27.100244848925147,5347.369976158343,5383.504645314064,31455.6945933419,8037.943307647186
13:00:50.182,420.0,9.03173788603808,12.111578360174786,4.818775102221096,-70.0,992.7534086421036,9274.843207019307,17347.977382399047,19264.109219300302,32167.342304040492
13:00:53.188,450.0,3.69672913363953,11.434863070192783,6.859760085504068,-97.0,597.7129240141367,1412.2228239554793,24412.081909829016,2157.2681449815586,16122.714990080533
13:00:56.194,200.0,8.764511620797425,14.016149609772972,5.2420701939622365,-94.0,168.13723009396375,915.2437790251743,20594.446928070003,17032.941851268683,30022.11954570319
13:00:59.203,10.0,5.005588888178924,16.6844635851304,4.59490427759841,-39.0,684.4420441455154,12363.96396483193,1684.5648953586988,28847.7352893812,26829.82576304055
13:01:02.222,20.0,5.157993638100663,12.866351683865382,7.634506527793137,17.0,951.075573271781,17822.50079915241,17279.28238246184,4563.300609189067,4778.621782876292
13:01:05.234,220.0,0.1502486194350383,6.876219949584376,1.342406390829037,-73.0,274.1769072346756,2605.601744203011,13120.3980310853,26100.246548382616,21349.25084964638
13:01:08.259,440.0,5.019373963699552,11.676848433954458,8.265158799832573,89.0,849.8984451838625,9721.211818522586,8393.789544679299,31851.84424108959,30248.410169125375
13:01:13.537,110.0,8.671070492357643,2.891659864243956,9.818485998444936,50.0,279.3968859474668,25291.5472812758,15893.159055177375,32550.90629132077,11327.278133341484
13:01:16.546,260.0,3.2690341113889065,0.3851672930091854,5.202938614597887,42.0,779.1135082645095,25161.54432397214,26254.10434040924,7506.552856856148,11285.434129553516
13:01:19.549,200.0,6.7740372119549495,7.0331032848747554,7.564636761312913,-76.0,910.2753744281599,32740.50667366866,15082.479749149428,2500.18299351515,9731.0728250443
13:01:22.555,470.0,6.354103688659466,13.322392255567655,4.405205122807088,88.0,274.17324332752315,29511.95689363164,5433.520193715752,30187.99461543127,8019.663162608029
13:01:25.563,490.0,9.366437545827264,18.85554961282856,3.004427366652079,25.0,517.674947906774,18531.209418154467,5464.786308633393,6821.707174243181,4234.92451572447
13:01:28.568,60.0,0.9522604469887674,3.0279149399893535,5.050966134077636,-86.0,284.2344756888173,21091.999687039508,5810.1591735168495,930.1266731840356,4219.840211155806
13:01:31.578,200.0,0.11416726821100953,13.424376460636736,2.6629799209256113,-85.0,322.31019943391107,604.3685612773546,14882.224770739418,23287.09378430357,12847.63915185564
13:01:34.584,450.0,8.867690761723129,18.922667785794257,9.285772345868642,50.0,155.58600600273664,12393.9501773524,4089.267346413964,3325.3342242310478,20097.62776423664
13:01:37.597,80.0,1.8258113400718157,6.753571608879381,1.6246336466782707,-10.0,393.5588131199416,26226.623687751708,25421.537317186936,2266.755489841121,11554.341088654035
13:01:40.604,40.0,9.14017709533033,10.606817858740536,2.5699860606522704,-10.0,754.7048173533071,15755.41485805326,30561.85464575789,10977.451562726543,296.763235884841
13:01:43.610,360.0,8.187709146658001,13.64116253263971,9.142069887727617,-40.0,780.8823908410965,4545.347502015092,14322.677715302127,12134.902037930538,26508.305475229194
13:01:48.936,20.0,7.318667798961549,14.818440938753373,6.386678196564462,-88.0,178.0339206887901,706.1210602412015,14513.726297399879,11598.458768624387,20663.895583214897
13:01:51.942,300.0,3.882904034164075,14.91696474298462,2.2552040422289075,30.0,334.76154202319077,3210.6404197696634,26026.042837654255,15355.068452066567,9882.688739155923
13:01:54.954,180.0,9.437029607810851,5.957745245458774,1.0618909560389826,29.0,941.1860585918513,7079.152617489887,23437.446719089923,32569.38193182621,2707.6539987925057
13:01:57.961,190.0,1.893538269297882,1.1863260148331922,7.844824564654039,27.0,455.21378414316007,14281.46095333274,1213.1342546647588,15142.611226728455,31879.625646883476
13:02:00.974,80.0,1.0098184562953572,18.66566954120411,9.140710178235203,-5.0,880.5390535223623,10519.202848495452,22770.649224504257,29053.19488768874,1317.0720836325816
13:02:04.002,30.0,3.303266608826286,13.664182704113587,4.809401006864497,18.0,930.8690673700721,6082.542282743675,29125.107647227833,16661.5232626121,28368.684672721593
