time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE
06:46:26,281348.0,-20.5,-28.5,-982.5,-323.5,113.0,-3.5,-35.3631182,149.1653399,38577.5,91.5,45.5,-32.0,0.022240285761654377,0.07358157262206078,0.5635100305080414,-0.32424402236938477,0.11196709051728249,-0.004505464865360409,AUTO
06:46:27,300000.0,-1.25,1.5,-981.75,86.5,-66.75,0.0,-35.363113625,149.16534347500001,38807.25,6.25,5.25,-9.25,0.00915829825680703,0.0805641058832407,0.5589413493871689,0.08603682555258274,-0.06824705842882395,-0.0006558654786203988,AUTO
06:46:28,300000.0,3.5,1.5,-993.5,73.5,-131.0,8.0,-35.3631146,149.16534385,38825.5,-12.5,-9.0,2.5,-0.0103523600846529,-0.00774947926402092,0.5558357834815979,0.07335257530212402,-0.13284161686897278,0.007494082674384117,AUTO
06:46:30,300000.0,-26.0,-0.5,-1016.5,114.5,131.5,6.5,-35.3631072,149.16534760000002,38962.5,103.5,51.0,-23.0,0.022323410026729107,-0.05930141918361187,0.5523572266101837,0.11375799775123596,0.1315189190208912,0.006284229544689879,AUTO
06:46:31,219930.0,-20.75,-14.5,-991.5,-36.25,114.75,-1.75,-35.36309765,149.165353175,39249.0,84.0,50.25,-28.5,0.031940160784870386,0.05943520087748766,0.5522579401731491,-0.03680264204740524,0.11432106047868729,-0.0024078050919342786,AUTO
06:46:32,219930.0,-1.0,-6.5,-983.0,8.0,-11.0,-5.0,-35.3630936,149.1653565,39445.0,5.5,13.5,-9.0,0.01334075526392553,0.08313502930104733,0.5499077439308167,0.007460445165634155,-0.012516399845480919,-0.005927952326601371,AUTO
06:46:34,219930.0,-7.5,-5.0,-1023.5,215.5,-6.0,6.5,-35.3630945,149.1653579,39465.0,34.5,17.0,-5.0,-0.0029353065183386207,-0.0845230221748352,0.5466010868549347,0.2157117947936058,-0.006989356130361557,0.005637281341478229,AUTO
06:46:35,222229.0,-22.25,-12.0,-1014.25,30.0,86.0,1.5,-35.363088825,149.1653616,39590.25,95.0,44.0,-20.75,0.011956619448028505,-0.05025824066251516,0.5452076196670532,0.029866108670830727,0.0854750256985426,0.0006449344800785184,AUTO
06:46:36,222229.0,-19.5,-2.0,-993.5,318.0,91.5,-6.0,-35.3630807,149.16536645,39841.5,72.0,36.0,-23.5,0.027240357361733913,0.051690977066755295,0.5442093014717102,0.3181162588298321,0.09058648720383644,-0.007214177632704377,AUTO
06:46:38,222229.0,3.0,3.5,-1001.0,-75.0,-89.0,-5.5,-35.3630776,149.1653685,40027.5,-14.0,-1.5,1.5,4.037073813378811e-05,-0.01247890293598175,0.5423823595046997,-0.07543671131134033,-0.09084737673401833,-0.006922898406628519,AUTO
06:46:39,224030.0,-7.0,1.25,-1012.5,99.5,-5.25,-5.0,-35.363077225,149.165368875,40028.5,30.25,21.5,-3.75,0.004731925146188587,-0.07878865674138069,0.5405655652284622,0.09896249696612358,-0.006417120806872845,-0.006151249253889546,AUTO
06:46:40,224030.0,-17.5,-29.0,-1009.0,-298.0,97.0,-4.0,-35.36307195,149.16537219999998,40145.5,73.5,43.0,-17.0,0.015034975484013557,-0.03323392244055867,0.5389349162578583,-0.2982729859650135,0.09718994796276093,-0.004640101367840543,AUTO
06:46:42,224030.0,-1.5,-5.5,-988.0,69.5,-13.0,1.5,-35.36306265,149.16537870000002,40478.0,3.0,10.5,-6.0,0.01148905511945486,0.04867181833833456,0.5379223823547363,0.06908318400382996,-0.013944554142653942,0.001271761953830719,AUTO
06:46:43,136190.0,1.5,-6.0,-993.0,-185.5,-59.25,2.5,-35.363063000000004,149.1653789,40500.25,-10.75,1.25,1.0,-0.00048007836448960006,-0.010063991619972512,0.5373619347810745,-0.1861959584057331,-0.06087906565517187,0.0012105280766263604,AUTO
06:46:44,136190.0,-5.5,2.5,-1013.5,24.5,15.5,1.5,-35.363062299999996,149.16537925,40505.5,21.5,17.5,-3.5,0.006677911151200533,-0.04669421911239624,0.5362130999565125,0.02347850799560547,0.014682624489068985,0.0001785140484571457,AUTO
06:46:46,136190.0,-9.0,-22.5,-991.5,-350.0,27.5,1.5,-35.3630546,149.16538475,40723.0,38.5,26.5,-12.5,0.004969135392457247,0.019571160664781928,0.5348242223262787,-0.3510159105062485,0.026943884789943695,0.00015285640256479383,AUTO
06:46:47,200.0,-2.5,4.5,-990.75,133.25,-30.75,3.75,-35.363052075,149.165387,40832.75,10.75,9.5,-6.25,0.005545729654841125,0.03107881871983409,0.5339798629283905,0.13255929201841354,-0.03225386602571234,0.002997753646923229,AUTO
06:46:48,200.0,-3.0,-7.0,-999.5,35.0,-23.0,5.0,-35.3630514,149.16538765,40876.0,6.5,4.5,-3.0,0.005681952374288812,-0.009108420112170279,0.5339307188987732,0.03517904877662659,-0.024288122542202473,0.004640436265617609,AUTO
06:46:50,200.0,-1.5,0.0,-1003.5,28.5,4.0,1.5,-35.3630492,149.16538895,40930.0,4.5,3.5,-1.5,0.0070335856871679425,0.01626767683774233,0.5325717926025391,0.02776545286178589,0.002556310035288334,2.721976488828659e-05,AUTO
06:46:51,200.0,0.0,1.25,-998.75,88.75,-18.25,3.25,-35.363049024999995,149.1653891,40930.5,-4.25,0.25,0.5,0.00559521367540583,0.005385459226090461,0.532328337430954,0.0883181281387806,-0.019940408179536462,0.002445681413519196,AUTO
06:46:52,200.0,0.0,-7.5,-1002.5,-103.5,16.0,0.0,-35.3630491,149.16538915,40918.0,-1.0,2.5,0.0,0.0050161529798060656,0.0008397891651839018,0.5325616300106049,-0.10419751703739166,0.01538826958858408,-0.0013528706622309983,RTL
06:46:54,200.0,2.0,6.0,-993.0,67.0,46.0,-2.0,-35.3630496,149.16538945,40906.5,-14.0,-7.5,0.0,-0.000662546488456428,0.036795333959162235,0.531158447265625,0.06596664711833,0.04546571150422096,-0.0027996047865599394,RTL
06:46:55,135281.0,10.75,3.25,-1004.0,-80.5,31.5,1.75,-35.363052100000004,149.165387625,40898.0,-51.75,-27.75,0.0,-0.0017508313758298755,0.06804900709539652,0.5308673679828644,-0.08130880817770958,0.030783383641391993,0.00031512591522186995,RTL
06:46:56,135281.0,23.0,13.5,-1001.0,-193.0,38.0,-1.5,-35.363058949999996,149.16538255,40890.0,-107.5,-57.0,0.0,-0.011407379526644945,0.10108739137649536,0.5307325422763824,-0.19414776749908924,0.037281742319464684,-0.0029746536165475845,RTL
06:46:58,135281.0,56.0,21.5,-1001.5,-275.5,-44.5,-9.5,-35.3630905,149.1653599,40877.5,-251.5,-133.0,-1.0,-0.031012902967631817,0.1198439970612526,0.531957596540451,-0.27710744738578796,-0.046027081087231636,-0.011179892811924219,RTL
06:46:59,200.0,67.5,41.0,-996.5,-33.75,-1.75,0.25,-35.363114575000004,149.1653435,40894.25,-288.25,-156.5,-1.5,-0.04528452269732952,0.10260003246366978,0.532256007194519,-0.03498112037777901,-0.0033262029755860567,-0.0012052005622535944,RTL
06:47:00,200.0,68.0,23.0,-998.0,-423.5,-24.0,-11.5,-35.36314135000001,149.16532519999998,40906.5,-305.5,-175.0,-1.0,-0.056020211428403854,0.0912691242992878,0.5320847928524017,-0.4247259497642517,-0.025849726051092148,-0.013618537224829197,RTL
06:47:02,200.0,72.0,34.5,-1000.0,-203.5,-56.0,-9.5,-35.3631965,149.1652856,40921.0,-297.0,-180.5,-1.5,-0.04710480943322182,0.04481732007116079,0.5331046283245087,-0.20395927131175995,-0.05806037038564682,-0.011582735925912857,RTL
06:47:03,171589.0,56.75,53.5,-997.75,17.75,-44.0,12.75,-35.3632216,149.16526647499998,40934.0,-259.75,-155.0,-1.0,-0.03512519458308816,-0.004082308820215985,0.5341096371412277,0.016236744821071625,-0.045664552599191666,0.011450311518274248,RTL
06:47:04,171589.0,40.0,29.0,-994.0,-88.0,-51.0,5.5,-35.363241349999996,149.16525095,40931.0,-192.0,-111.5,1.0,-0.019205665215849876,-0.05030959099531174,0.533825546503067,-0.08906496316194534,-0.052397824823856354,0.00364444637671113,RTL
06:47:06,171589.0,9.5,6.0,-1007.0,41.0,34.5,1.0,-35.363260249999996,149.16523604999998,40895.5,-48.0,-18.0,0.5,0.0067828458559233695,-0.03375207167118788,0.5347304344177246,0.039854615926742554,0.03398874448612332,-0.0007195537909865379,RTL
06:47:07,243536.0,3.25,-5.5,-994.5,-110.0,16.25,4.25,-35.36326275,149.165234725,40894.5,-20.25,-0.25,0.0,0.0020493304400588386,-0.013605585088953376,0.5343551784753799,-0.1114470362663269,0.015319379046559334,0.003067934769205749,RTL
06:47:08,243536.0,2.0,9.0,-998.0,60.5,17.5,4.0,-35.3632634,149.1652346,40900.5,-10.0,4.0,0.0,0.005060682189650834,0.0037935401778668165,0.5354815423488617,0.058498889207839966,0.01675537507981062,0.00259759952314198,RTL
06:47:10,243536.0,0.5,-8.0,-997.5,-94.0,2.5,-2.5,-35.363264,149.16523460000002,40909.5,-2.5,7.5,0.0,0.007998412736924365,-0.005904844030737877,0.5353206694126129,-0.09522707760334015,0.0012201076024211943,-0.004714554641395807,RTL
06:47:11,300000.0,-0.5,-4.25,-1001.75,-144.0,8.25,1.25,-35.363263800000006,149.16523510000002,40909.0,1.75,10.5,-0.25,0.0034757605753839016,-0.00065373286997783,0.5352396368980408,-0.14628451317548752,0.007025837199762464,1.419943873770535e-05,RTL
06:47:12,300000.0,0.0,5.5,-997.5,164.0,5.5,2.0,-35.36326335,149.16523595,40909.5,2.5,8.5,0.0,0.004540200578048825,0.004028634633868933,0.5348430871963501,0.16223839670419693,0.004708077060058713,0.00037058728048577905,RTL
06:47:14,300000.0,-0.5,27.0,-961.5,545.0,1.0,2.5,-35.3632627,149.16523705,40800.0,0.5,2.5,27.5,0.006929403287358582,0.004606056958436966,0.5347751379013062,0.5429838001728058,-0.0002507087483536452,0.001310477324295789,RTL
06:47:15,200.0,-1.0,-4.5,-929.75,655.0,-2.5,0.0,-35.36326245,149.16523705,40218.0,0.0,0.25,90.5,0.02333685103803873,0.002306552662048489,0.534685879945755,0.6556168179959059,-0.003907505189999938,-0.001289836800424382,RTL
06:47:16,200.0,-2.5,-24.0,-953.5,372.5,0.0,5.0,-35.36326205,149.1652364,39120.0,-1.5,2.5,112.5,0.03343465365469456,0.0005172996607143432,0.5344693958759308,0.3739783987402916,-0.0015665609389543533,0.003562516998499632,RTL
06:47:18,200.0,1.0,-4.5,-995.5,704.0,8.0,-0.5,-35.3632614,149.16523575,36971.5,-7.5,14.0,98.0,0.033099149353802204,0.0047277542762458324,0.5354341566562653,0.7035674154758453,0.006958951707929373,-0.00273298256797716,RTL
06:47:19,200.0,1.0,-25.25,-980.0,257.25,0.25,-0.75,-35.363261449999996,149.1652363,35950.25,-7.0,11.5,99.0,0.022737171035259962,0.005656852852553129,0.5349469631910324,0.257786363363266,-0.001340132555924356,-0.0029895585030317307,RTL
06:47:20,200.0,1.0,-50.5,-957.5,-177.0,0.5,0.5,-35.363261550000004,149.16523669999998,34926.0,-6.5,7.5,100.5,0.018526487983763218,0.004886158276349306,0.5347730219364166,-0.17723193392157555,-0.001400595298036933,-0.0010709412745200098,RTL
06:47:22,200.0,3.0,-66.5,-991.5,-677.5,2.5,-5.5,-35.36326185,149.16523725000002,32883.0,-3.5,3.5,99.5,0.003980017499998212,0.005370748927816749,0.5353497564792633,-0.6775832921266556,0.0010328745702281594,-0.008101314189843833,RTL
06:47:23,110898.0,4.25,-69.0,-998.0,-680.25,3.0,-7.0,-35.363262425,149.1652386,31859.25,0.25,-2.0,97.5,-0.012720779981464148,0.008923932327888906,0.5348585247993469,-0.6805088967084885,0.0016516970936208963,-0.008824525168165565,RTL
06:47:24,110898.0,4.5,-71.0,-959.0,-645.5,-1.0,-2.5,-35.3632633,149.16524045,30837.5,6.5,-15.5,99.5,-0.024062315933406353,0.008249467005953193,0.5357546508312225,-0.645363450050354,-0.0025649761082604527,-0.0046589665580540895,RTL
06:47:26,110898.0,0.5,-68.0,-966.0,-743.0,-2.0,-7.0,-35.363264349999994,149.16524205000002,28810.0,18.5,-36.5,98.5,-0.028101437725126743,0.003224770654924214,0.5345175862312317,-0.7426487505435944,-0.003763538261409849,-0.00903010694310069,RTL
06:47:27,126824.0,0.0,-66.75,-978.75,-830.75,-1.0,-3.0,-35.363264449999996,149.16524200000003,27795.5,21.0,-38.75,99.0,-0.025378588121384382,0.00130443784291856,0.5341730862855911,-0.8300433903932571,-0.002749895880697295,-0.005014841619413346,RTL
06:47:28,126824.0,-3.5,-65.0,-948.5,-815.0,-1.5,-0.5,-35.3632642,149.1652412,26780.0,20.0,-37.0,99.5,-0.01376291736960411,-0.001304519159020856,0.5340320467948914,-0.8138450533151627,-0.0035936773056164384,-0.002564226510003209,RTL
06:47:30,126824.0,-5.0,-68.0,-1006.5,-1082.5,4.5,5.5,-35.363262199999994,149.1652371,24722.0,7.0,-12.0,97.5,0.02109959814697504,-0.002967881446238607,0.534500777721405,-1.0813618898391724,0.0033933890517801046,0.003806623164564371,RTL
06:47:31,104851.0,-3.25,-63.5,-1000.5,-1357.5,7.5,2.75,-35.363261175,149.16523545,23705.0,-2.25,5.25,97.25,0.016938657965511084,0.0007699839916313067,0.5344431549310684,-1.3576312065124512,0.0063548235048074275,0.0010837244626600295,RTL
06:47:32,104851.0,-0.5,-57.5,-1075.0,-1225.0,2.0,0.0,-35.36326065,149.16523469999998,22683.0,-9.5,16.0,99.0,0.01501927012577653,0.003171532996930182,0.534264087677002,-1.2260816097259521,0.0010512511944398284,-0.0019891667179763317,RTL
06:47:34,104851.0,0.0,-68.0,-1016.0,-1330.0,1.0,-9.0,-35.3632604,149.16523455,20654.5,-16.5,23.5,94.5,0.010047246236354113,0.0037044816417619586,0.534203439950943,-1.3309255838394165,-0.0008061954285949469,-0.011146679986268282,RTL
06:47:35,200.0,-0.25,-65.5,-1009.25,-1392.5,2.75,-2.5,-35.36326045,149.16523475000002,19637.0,-16.0,22.25,101.0,0.007721231057075784,0.004790230537764728,0.5354621410369873,-1.3939343690872192,0.0011384428653400391,-0.004794675507582724,RTL
06:47:36,200.0,1.0,-54.0,-999.5,-1390.5,7.5,-1.5,-35.363260600000004,149.16523510000002,18615.0,-15.5,21.0,96.5,0.0010363610927015543,0.006207128753885627,0.5350679159164429,-1.393236219882965,0.006750762462615967,-0.003359216614626348,RTL
06:47:38,200.0,1.5,-18.0,-1040.5,-919.0,-2.5,5.0,-35.36326195,149.1652379,16572.0,-7.5,6.5,98.5,-0.02987963892519474,0.007575251394882798,0.5348235070705414,-0.9226350486278534,-0.004507124191150069,0.002986810286529362,RTL
06:47:39,300000.0,-0.25,27.0,-988.0,-180.5,-1.25,4.25,-35.36326255,149.1652388,15565.5,-1.5,-3.0,100.5,-0.024446683935821056,0.004181847092695534,0.5348531603813171,-0.1848671967163682,-0.003118929307674989,0.002554571197833866,RTL
06:47:40,300000.0,-0.5,53.0,-1011.0,301.0,1.0,11.0,-35.3632627,149.16523869999997,14535.5,1.0,-7.5,101.0,-0.012419843580573797,0.0014447347639361396,0.5347743630409241,0.29748282209038734,-0.0013871146366000175,0.009609088534489274,RTL
