time_stamp,MODE,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
18:48:07,STABILIZE,11851.0,-35.3632621,149.1652375,54.5,-1.0,2.0,-0.5,-0.00011470801837276667,0.0009231242001987994,0.026096927002072334,0.00033339671790599823,0.00031412922544404864,0.002059187740087509,0.0,1.0,-1000.0,0.0,0.0,0.0
18:48:09,STABILIZE,11851.0,-35.3632621,149.1652375,40.0,-1.0,1.0,0.0,-0.0005763234221376479,0.0008947117603383958,0.02498863823711872,0.00015964300837367773,0.00015467742923647165,0.0019576619379222393,0.0,1.0,-1000.0,0.0,0.0,0.0
18:48:17,AUTO,11851.0,-35.3632622,149.1652375,3.5,-1.0,0.5,2.0,-0.0010474043665453792,0.0009800599073059857,0.022666306234896183,0.00025500752963125706,0.00029310648096725345,0.0015746441204100847,0.0,1.0,-1000.0,0.5,0.0,1.0
18:48:19,AUTO,11851.0,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,-0.0005405668925959617,0.0013608011649921536,0.02214676793664694,0.00027384961140342057,0.00032342030317522585,0.001508872490376234,0.0,1.5,-1000.0,0.5,0.0,0.0
18:48:20,AUTO,276042.0,-35.3632621,149.1652375,1.5,0.0,0.0,0.25,-0.0003807257453445345,0.001586747879628092,0.02192324260249734,0.00029906204144936055,0.0003617455222411081,0.0014429105503950268,0.0,1.25,-1000.0,0.5,0.0,0.25
18:48:21,AUTO,276042.0,-35.3632621,149.1652375,131.0,0.0,0.0,-41.0,0.0015547310758847743,0.000904975866433233,0.02179220039397478,0.0028271833434700966,-0.004294858314096928,0.0012453060189727694,0.0,0.0,-1091.0,3.5,-3.5,0.5
18:48:23,AUTO,276042.0,-35.363261800000004,149.16523895,2482.5,5.5,29.5,-147.0,0.04821196384727955,-0.004406808759085834,0.0043580299243330956,-0.005388038232922554,0.02697977889329195,-0.037210054229944944,0.0,-5.5,-997.5,-4.5,27.5,-37.5
18:48:25,AUTO,276042.0,-35.36326165,149.16524585000002,5552.5,-9.0,-4.5,-149.0,-0.058127811178565025,-0.006515678949654102,-0.08972004055976868,-0.010244902223348618,-0.05657733092084527,0.02457380946725607,3.0,-1.0,-1001.0,-9.5,-56.0,23.5
18:48:26,AUTO,43788.0,-35.36326185,149.16524255000002,7088.0,7.0,-53.0,-149.25,-0.029466064181178808,-0.02114020544104278,-0.07158206775784492,0.05852473620325327,0.014766755979508162,0.005888723069801927,-7.25,8.25,-1001.5,58.5,14.75,5.0
18:48:27,AUTO,43788.0,-35.363260999999994,149.1652365,8646.0,9.5,-45.0,-152.0,0.026745181065052748,0.0034316852688789368,-0.0754280686378479,0.0456981947645545,0.03441775683313608,-0.013692088890820742,-9.0,4.5,-1002.0,46.0,34.0,-14.5
18:48:29,AUTO,43788.0,-35.3632621,149.16523539999997,11755.5,-19.0,27.0,-149.5,0.00325832050293684,0.002132588531821966,-0.10141391307115555,-0.05955302342772484,-0.04517432954162359,0.01640727324411273,7.0,-2.0,-1001.0,-58.5,-44.0,16.0
18:48:31,AUTO,43788.0,-35.363263,149.16523725000002,14864.5,7.0,-8.5,-152.5,-0.0040731653571128845,-0.006053506105672568,-0.13426902145147324,0.016997281461954117,0.014907422475516796,-0.02898748591542244,-3.0,0.0,-999.5,17.0,15.0,-29.0
18:48:32,AUTO,195679.0,-35.3632621,149.16523605,16424.75,6.25,-6.75,-153.0,0.009833520860411227,0.005849109496921301,-0.16027194634079933,0.006734653070452623,0.008216854650527239,-0.01975394645705819,-3.5,0.25,-999.75,7.0,8.25,-19.5
18:48:33,AUTO,195679.0,-35.3632616,149.16523554999998,17984.0,1.5,1.5,-153.0,0.010133337695151567,0.009078187867999077,-0.17505135387182236,-0.003960677073337138,0.0008872392354533076,-0.011160202324390411,-1.0,0.0,-999.5,-2.5,1.5,-11.0
18:48:35,AUTO,195679.0,-35.3632615,149.16523610000002,21099.5,-3.0,6.5,-153.0,0.0018886334728449583,0.003955471678636968,-0.2002047300338745,-0.004851847654208541,-0.0015336161595769227,-0.01668347790837288,1.0,0.0,-1000.0,-3.5,-1.0,-16.5
18:48:37,AUTO,195679.0,-35.36326175,149.16523665,24216.5,-2.5,2.5,-153.0,0.0017715528956614435,0.002401873003691435,-0.238224059343338,0.0030443541472777724,0.0008673997654113919,-0.020280854776501656,0.0,0.0,-1000.0,3.5,1.0,-20.5
18:48:38,AUTO,45182.0,-35.363261824999995,149.165236675,25769.5,-3.5,-0.5,-152.75,-0.0036772724706679583,0.00443373661255464,-0.25082388520240784,0.015782053815200925,0.002440477255731821,0.0009920913144014776,0.0,0.25,-1001.5,16.5,3.0,0.75
18:48:39,AUTO,45182.0,-35.3632621,149.16523654999997,27325.0,-4.5,2.0,-153.0,0.00968146463856101,0.002854281337931752,-0.2334778681397438,0.007943883538246155,-0.002150413580238819,0.024271903559565544,0.0,0.5,-999.5,9.0,-1.0,23.5
18:48:41,AUTO,45182.0,-35.3632624,149.1652375,30429.0,0.0,7.0,-152.5,0.0007791543903294951,0.0015303297550417483,-0.19015353918075562,-0.0017570092168170959,0.00019648211309686303,0.02041449584066868,0.5,-1.0,-1000.0,-0.5,1.0,19.5
