
11:42:56.579 : ============================================================

11:42:56.579 : {'window_size_lstm': 3, 'window_size_vio': 15}
11:42:56.748 : ------------------------------------------------------------
11:42:56.748 : Loop #1
11:44:16.387 : Generated Params : [10822.0, 0.0, 0.0, 0.3, 0.7, 480.0, 1.0, 0.1, 350.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 297.0, 7.0, 5.6, 120.0, 6.0, 2.5]
11:44:20.489 : Generated Params : [788.0, 0.0, 0.0, 0.7, 0.7, 620.0, 1.0, 0.1, 350.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 203.0, 7.1, 5.6, 193.0, 4.5, 2.5]
11:44:24.906 : Generated Params : [24195.0, 0.0, 0.0, 0.5, 0.2, 630.0, 1.0, 0.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 788.0, 1.2, 5.2, 410.0, 3.0, 6.0]
11:44:29.472 : Generated Params : [14561.0, 0.0, 0.0, 0.5, 0.9, 130.0, 1.0, 0.1, 450.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 741.0, 1.1, 7.6, 684.0, 5.5, 2.5]
11:44:35.174 : Generated Params : [14134.0, 0.0, 0.0, 0.5, 0.7, 690.0, 1.0, 0.1, 700.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 673.0, 3.1, 0.6, 69.0, 5.0, 2.5]
11:44:40.147 : Generated Params : [4403.0, 0.0, 0.0, 0.4, 1.1, 410.0, 1.0, 0.1, 750.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.3, 2.4, 373.0, 4.5, 3.5]
11:44:44.186 : Generated Params : [18855.0, 0.0, 0.0, 0.7, 0.2, 20.0, 1.0, 0.1, 950.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 567.0, 4.9, 1.3, 963.0, 2.5, 2.5]
11:44:48.197 : Generated Params : [2895.0, 0.0, 0.0, 0.7, 0.7, 280.0, 1.0, 0.1, 350.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 996.0, 1.1, 5.7, 653.0, 2.5, 3.5]
11:44:52.132 : Generated Params : [12855.0, 0.0, 0.0, 0.2, 0.5, 210.0, 1.0, 0.1, 350.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 115.0, 2.2, 2.4, 881.0, 5.0, 4.0]
11:44:56.213 : Generated Params : [12580.0, 0.0, 0.0, 0.5, 1.7, 560.0, 1.0, 0.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 948.0, 1.1, 5.8, 429.0, 3.0, 3.0]
11:45:00.210 : Generated Params : [13787.0, 0.0, 0.0, 0.9, 0.9, 880.0, 1.0, 0.1, 650.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 147.0, 1.5, 5.3, 58.0, 3.0, 4.0]
11:45:04.748 : Generated Params : [18163.0, 0.0, 0.0, 0.7, 0.2, 30.0, 1.0, 0.1, 950.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 470.0, 2.0, 5.6, 733.0, 3.5, 4.0]
11:45:09.314 : Generated Params : [224.0, 0.0, 0.0, 0.4, 1.2, 20.0, 1.0, 0.1, 450.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 181.0, 0.7, 4.2, 442.0, 3.0, 4.0]
11:45:14.291 : Generated Params : [12546.0, 0.0, 0.0, 0.5, 0.9, 20.0, 1.0, 0.1, 900.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 304.0, 4.6, 2.1, 149.0, 2.5, 4.0]
11:45:18.586 : Generated Params : [9792.0, 0.0, 0.0, 0.7, 1.4, 550.0, 1.0, 0.1, 350.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 9.6, 1.5, 285.0, 3.0, 3.0]
11:45:22.869 : Generated Params : [13806.0, 0.0, 0.0, 0.2, 0.7, 80.0, 1.0, 0.1, 1150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 264.0, 3.8, 7.1, 87.0, 4.0, 3.0]
11:45:27.395 : Generated Params : [24814.0, 0.0, 0.0, 0.5, 0.3, 670.0, 1.0, 0.1, 250.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 498.0, 2.6, 2.2, 169.0, 3.5, 2.5]
11:45:33.209 : Generated Params : [30364.0, 0.0, 0.0, 0.4, 1.3, 670.0, 1.0, 0.1, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 267.0, 2.0, 5.6, 612.0, 4.5, 2.5]
11:45:38.286 : Generated Params : [25410.0, 0.0, 0.0, 0.4, 1.3, 500.0, 1.0, 0.1, 950.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 113.0, 1.8, 7.5, 304.0, 4.0, 2.5]
11:45:42.357 : Generated Params : [13547.0, 0.0, 0.0, 0.9, 1.8, 670.0, 1.0, 0.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 86.0, 2.8, 9.4, 879.0, 4.5, 2.5]
11:45:46.351 : Generated Params : [6628.0, 0.0, 0.0, 0.4, 1.9, 420.0, 1.0, 0.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 313.0, 2.6, 9.9, 396.0, 5.0, 2.5]
11:45:50.384 : Generated Params : [9207.0, 0.0, 0.0, 0.5, 0.5, 500.0, 1.0, 0.1, 850.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 561.0, 1.7, 8.9, 870.0, 4.5, 3.5]
11:45:54.389 : Generated Params : [8587.0, 0.0, 0.0, 0.4, 0.5, 640.0, 1.0, 0.1, 350.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 2.8, 9.0, 57.0, 5.0, 4.0]
