time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
20:07:05,1500.0,STABILIZE,-0.0005127842305228114,0.0010513762244954705,0.02656982932239771,0.00021069904323667288,0.00028112590371165425,0.002068664412945509,-35.3632622,149.1652375,13.0,-1.0,1.0,-1.0,0.0,1.0,-1000.0,0.0,0.0,0.0
20:07:09,1500.0,STABILIZE,-0.0007612132467329502,0.0009315581410191953,0.02477940544486046,0.003904260229319334,0.0001786273205652833,0.0019603432156145573,-35.3632621,149.1652374,0.0,-1.0,0.0,-1.0,0.0,-28.0,-1045.0,4.0,0.0,1.0
20:07:17,1500.0,AUTO,-0.00040094356518238783,0.0009752883343026042,0.021944692358374596,0.00021942477906122804,0.00021039863349869847,0.0015448203776031733,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.5,-1000.0,0.0,0.0,0.0
20:07:19,1500.0,AUTO,-0.0004268662887625396,0.0011306522646918893,0.02139002550393343,0.0003886369813699275,0.00024176068836823106,0.00150330614997074,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,0.0,2.0,-1000.0,0.5,0.5,0.0
20:07:20,4822.0,AUTO,0.0001585176960361423,0.0014352591533679515,0.0210039378143847,0.00029336879379116,0.0002926385495811701,0.001398193184286356,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,0.0,1.25,-1000.0,0.25,0.25,0.25
20:07:21,4822.0,AUTO,0.00034849668736569583,0.001650903606787324,0.02073648478835821,0.00031339778797701,0.000338472134899348,0.0013785738847218454,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,0.0,2.0,-1000.0,0.5,0.5,0.0
20:07:23,4822.0,AUTO,0.028000694699585438,-0.0017782801878638566,0.02025007363408804,0.045963939279317856,-0.007630127016454935,0.002471986459568143,-35.36326205,149.1652376,1555.0,0.5,8.0,-144.5,0.0,-0.5,-1013.0,46.0,-6.5,2.0
20:07:25,4822.0,AUTO,-0.03534618206322193,0.005460212007164955,-0.07026034221053123,-0.03308536484837532,-0.017641146201640368,-0.03086843714118004,-35.36326085,149.16524535000002,4597.5,2.0,31.5,-148.0,3.5,-7.0,-1003.5,-32.0,-17.0,-30.5
20:07:26,124351.0,AUTO,-0.0528783961199224,0.001925818796735257,-0.1045480277389288,0.05709276162087917,0.0035614471998997033,-0.014047980424948037,-35.363260825,149.165244475,6517.25,-4.5,-43.5,-148.0,-4.0,7.25,-1002.0,57.0,4.0,-13.75
20:07:27,124351.0,AUTO,-0.005451274570077658,0.0076230529230087996,-0.11003492027521133,0.06809773296117783,0.011187853291630745,-0.0014676604187116027,-35.36326135,149.16523999999998,7669.5,-12.5,-60.5,-149.5,-6.5,13.5,-1003.5,68.5,11.5,-1.5
20:07:29,124351.0,AUTO,0.030694782733917236,-0.05936555750668049,-0.04007189907133579,-0.11376598849892616,-0.017850304022431374,0.04127178713679314,-35.3632643,149.16523515,10779.5,5.0,32.5,-147.5,3.0,-3.5,-996.5,-113.0,-17.0,41.0
20:07:31,124351.0,AUTO,-0.0034765719901770353,0.02405634894967079,-0.16497065126895905,0.04179953783750534,0.011575113516300917,-0.030808225274086,-35.3632601,149.16523665,13866.0,9.5,-16.5,-152.0,-5.5,1.0,-1000.5,42.0,12.0,-31.0
20:07:32,56929.0,AUTO,0.017025770852342248,0.014503582147881389,-0.16899515315890312,-0.004043745633680373,-0.013479161076247692,0.0055640951613895595,-35.363260249999996,149.16523515,15820.25,-12.0,0.25,-151.5,0.5,1.25,-999.0,-3.0,-12.25,4.5
20:07:33,56929.0,AUTO,0.009236008860170841,0.0040651652961969376,-0.16569872200489044,-0.0105558130890131,-0.011446999851614237,-0.0035915528424084187,-35.36326095,149.1652353,16986.5,-14.0,8.5,-151.0,3.0,0.0,-1000.0,-9.5,-10.0,-3.5
20:07:35,56929.0,AUTO,0.0010556320776231587,-0.0009997026936616749,-0.20243611931800842,0.005129182245582342,0.0030251273419708014,-0.02579935174435377,-35.3632621,149.1652364,20103.5,-2.5,3.5,-152.0,0.0,0.0,-1000.0,5.5,3.0,-26.0
20:07:37,56929.0,AUTO,0.005125466734170914,0.0038534956984221935,-0.25050900876522064,0.000572029035538435,0.0003233490278944373,-0.02030237205326557,-35.3632621,149.16523645,23230.0,-0.5,2.5,-153.0,0.0,0.0,-1000.0,1.5,1.0,-20.0
20:07:38,173290.0,AUTO,-0.00241085171001032,0.004240157373715192,-0.27117612957954407,-0.004615797457518056,0.003174923622282222,-0.005688599747372791,-35.3632621,149.16523667500002,25169.0,-1.75,2.75,-152.25,0.0,0.0,-1000.75,-4.0,3.75,-5.75
20:07:39,173290.0,AUTO,0.0035776059739873745,0.005234734853729606,-0.26554539799690247,0.028302250429987907,-0.002223595976829529,0.022358667105436325,-35.36326215,149.1652366,26333.5,-4.5,-0.5,-153.0,0.0,0.0,-1001.0,28.5,-0.5,21.5
20:07:41,173290.0,AUTO,0.0030419713584706187,0.0018688245909288526,-0.2185620293021202,-0.00585404084995389,0.0008034380443859845,0.021673239767551422,-35.3632624,149.16523734999998,29440.0,-1.0,8.0,-152.0,0.5,-1.0,-1000.0,-4.5,1.0,21.0
20:07:43,173290.0,AUTO,0.00044460534991230816,0.001197027275338769,-0.18304278701543808,0.003236314165405929,0.0012086033239029348,0.014844619669020176,-35.3632623,149.1652381,32553.0,0.0,1.5,-152.0,0.0,0.0,-1000.0,3.5,2.0,14.0
