time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz
14:56:40,1500.0,AUTO,-0.0751589871942997,-0.12115376566847165,2.3106444478034973,0.008254857966676354,0.0027310901593106487,-0.7529885073502859,1238.0,-129.66666666666666,71.66666666666667,-983.0,10.333333333333334,4.5,-751.3333333333334,-35.362549183333336,149.1663482,50001.333333333336,233.66666666666666,639.0,-0.16666666666666666
14:56:42,1500.0,AUTO,0.0968315489590168,-0.12376461923122406,1.1194762587547302,0.02458731085062027,-0.0017179017886519432,0.09871025942265987,1500.0,-123.0,-92.2,-989.2,57.6,13.2,-42.8,-35.362502899999996,149.16650785,49983.75,223.75,640.75,0.0
14:56:46,1500.0,AUTO,0.07770407324035962,-0.027425986578843247,1.1903736591339111,0.07456958891513447,0.03357290724913279,-0.0056711225770413876,1500.0,-108.66666666666667,-71.83333333333333,-987.8333333333334,76.83333333333333,35.166666666666664,-4.166666666666667,-35.3624302,149.16676508333333,50086.333333333336,188.0,542.5,-0.5
14:56:56,1500.0,AUTO,0.16127949953079224,-0.09067404518524806,-2.944631814956665,-0.019533362860480945,0.016429210702578228,-0.008795708728333315,1500.0,-65.5,-139.0,-990.5,-17.0,24.75,-1.5,-35.362543966666664,149.16671873333334,49993.0,-462.3333333333333,-508.3333333333333,-3.6666666666666665
14:57:06,1500.0,AUTO,-0.08002341166138649,-0.1282147541642189,-1.2618097066879272,0.026404384523630142,0.014271907974034548,-0.006123663624748588,1500.0,-129.0,80.0,-989.0,28.0,16.0,-4.0,-35.3629682,149.1661542,50012.0,-466.0,-497.5,1.5
14:57:11,1500.0,AUTO,-0.07705878466367722,-0.12972334027290344,-1.2656506498654683,0.0110176100085179,0.005891021496305863,-0.010225344119438281,1500.0,-132.0,77.0,-987.1666666666666,13.0,7.833333333333333,-7.833333333333333,-35.36303088333333,149.1660713,50007.833333333336,-466.3333333333333,-493.5,0.16666666666666666
14:57:14,1500.0,AUTO,0.02982416655868292,-0.07330063357949257,-1.270425260066986,0.47696469724178314,0.01635611616075039,0.009510103613138199,1500.0,-119.66666666666667,83.33333333333333,-983.3333333333334,522.3333333333334,25.0,-7.666666666666667,-35.36314025,149.16592765000001,50080.5,-383.5,-410.5,0.5
14:57:16,1500.0,AUTO,0.06470634788274765,-0.02122318558394909,-1.2675998210906982,-0.7962227463722229,0.02400517649948597,0.031111525371670723,1500.0,-76.0,5.0,-1016.0,-795.0,26.0,32.0,-35.3631986,149.1658508,50040.0,-218.0,-246.0,4.0
14:57:19,1500.0,AUTO,0.04679372844596704,-0.018403305128837626,-0.4437647225956122,-0.10337445201973121,0.018569633403482538,0.7762507299582163,1892.0,-4.333333333333333,1.8333333333333333,-1009.0,-100.83333333333333,20.333333333333332,777.5,-35.36323168333333,149.16580661666669,50009.833333333336,-3.5,-24.166666666666668,1.8333333333333333
14:57:21,1500.0,AUTO,0.002098279665612305,-0.0004428655350542006,0.8174440264701843,-0.05109705093006293,0.006429250177461654,0.35810473561286926,1696.0,-0.5,-0.8333333333333334,-1004.6666666666666,-47.333333333333336,8.166666666666666,359.5,-35.36323193333333,149.16580595,50001.5,11.666666666666666,7.166666666666667,0.3333333333333333
