time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz
14:55:19,1500.0,AUTO,-0.0010337467538192868,0.0009684793767519295,0.021376335993409157,0.00026767916278913617,0.00024715723702684045,0.0015061042504385114,1500.0,0.0,1.0,-1000.0,1.0,0.0,1.0,-35.3632622,149.1652375,4.0,-1.0,1.0,0.0
14:55:24,1500.0,AUTO,-0.0008900566957890987,0.0011256939265877008,0.021170913800597192,0.0003232368384487927,0.00024010573979467155,0.0013875812059268356,1500.0,0.0,1.6,-1000.0,0.8,0.6,0.4,-35.3632622,149.1652375,4.0,0.0,0.0,0.0
14:55:26,1500.0,AUTO,-0.00031564981812456,0.001583387202117592,0.020836095325648785,0.0005484567179034153,0.00011721569656704862,0.001357581854487459,1500.0,0.0,1.3333333333333333,-1000.5,0.5,0.8333333333333334,0.8333333333333334,-35.3632622,149.1652374,12.666666666666666,0.0,-0.3333333333333333,-1.5
14:55:28,1500.0,AUTO,0.012563753325957805,0.00011110128834843636,0.020226294919848443,0.027170965389814228,-0.00286281812004745,0.001355239684926346,1500.0,0.0,-0.2,-1057.8,27.6,-1.8,0.8,-35.36326208,149.16523748,995.4,0.2,2.8,-129.0
14:55:30,1500.0,AUTO,-0.07066846638917923,-0.0016717100515961647,-0.046581070870161057,-0.056814055889844894,0.00372713734395802,-0.04478571563959122,1500.0,2.0,-9.0,-1011.0,-55.0,4.0,-45.0,-35.3632606,149.1652438,4282.0,12.0,24.0,-148.0
14:55:33,1500.0,AUTO,0.0556128341704607,0.060395545015732445,-0.25968213627735776,0.059752267824175455,-0.007597967361410459,-0.35939690594871837,1412.0,6.5,9.666666666666666,-993.6666666666666,60.333333333333336,-6.666666666666667,-359.1666666666667,-35.36326351666667,149.1652303666667,9401.666666666666,-53.166666666666664,4.333333333333333,-144.33333333333334
14:56:01,1500.0,AUTO,0.1472838173309962,-0.03664810179422299,-1.2568147977193196,0.01864623879858603,-0.11143744612733524,0.4210527886946996,1558.3333333333333,33.5,-12.833333333333334,-1004.1666666666666,19.833333333333332,-109.66666666666667,420.6666666666667,-35.3633323,149.16519353333334,42845.0,115.5,137.66666666666666,-131.16666666666666
14:56:03,1500.0,AUTO,0.04169958170192937,-0.018050531546274822,-1.0216562151908875,-0.0812023114413023,0.18615529437859854,-0.03243849224721392,1500.0,2.6666666666666665,-71.16666666666667,-1034.1666666666667,-79.33333333333333,187.0,-31.666666666666668,-35.36329481666667,149.16520988333332,45102.0,303.5,16.666666666666668,-127.16666666666667
14:56:06,1500.0,AUTO,-0.0563856640830636,-0.10667013972997666,-0.9446951508522033,0.13369018137454985,-0.11443213634192943,0.010743845417164267,1500.0,16.0,19.6,-954.8,134.8,-113.0,11.2,-35.363262299999995,149.16524038,49748.4,-87.0,54.2,-61.2
14:56:08,1500.0,AUTO,0.04615567997097969,-0.022533734049648046,-0.943343436717987,0.13389376699924468,0.08810304552316665,-0.011457926547154784,1500.0,-9.4,-2.4,-981.8,135.4,88.8,-10.4,-35.363267359999995,149.16523940000002,50203.8,28.0,-37.2,1.2
14:56:10,1500.0,AUTO,0.033496768213808537,-0.03131538117304444,-0.09860278250804792,-0.1830713056648771,-0.029655869739751022,0.7492497861385345,1641.0,-7.166666666666667,-17.5,-1009.3333333333334,-180.83333333333334,-28.0,749.6666666666666,-35.363259783333326,149.16523773333336,50000.5,64.66666666666667,22.666666666666668,4.5
14:56:12,1500.0,AUTO,-0.08970619489749272,-0.12417722990115483,1.2477878332138062,0.17064891755580902,-0.0453610767920812,-0.08483428632219632,1500.0,-52.0,10.0,-1005.5,99.75,-45.25,62.75,-35.36323453333333,149.165254,49952.333333333336,205.66666666666666,102.0,0.3333333333333333
14:56:14,1500.0,AUTO,-0.09416659424702327,-0.16446238507827124,1.2125208377838135,0.043230533599853516,-0.016031971278910834,-0.0014317119494080544,1500.0,-95.5,13.5,-1001.5,43.833333333333336,-15.0,-0.6666666666666666,-35.36319206666666,149.16528155,49923.166666666664,368.8333333333333,174.83333333333334,0.0
14:56:16,1500.0,AUTO,-0.0637749619781971,-0.16049237300952277,1.2086894114812214,0.012154609896242619,0.01310195766078929,-0.012099578501268601,1500.0,-124.5,24.166666666666668,-992.5,13.333333333333334,13.5,-11.0,-35.363111616666664,149.16533270000002,49945.833333333336,516.0,250.83333333333334,-4.0
14:56:18,1500.0,AUTO,-0.030776936871310074,-0.13925554106632868,1.1882206598917644,-0.02133116436501344,0.005274615405748288,0.0038942194854219756,1500.0,-142.5,19.833333333333332,-986.1666666666666,-20.333333333333332,6.166666666666667,4.666666666666667,-35.36301928333333,149.16539145,50017.666666666664,558.8333333333334,276.0,-2.0
14:56:20,1500.0,AUTO,0.02727716425433755,-0.08531273156404495,1.185663604736328,-0.06069823801517486,0.03690695464611053,0.004726576432585716,1500.0,-136.6,10.8,-990.6,-59.8,37.8,5.6,-35.362914360000005,149.16545768,50066.2,514.6,260.6,-3.0
14:56:22,1500.0,AUTO,0.07746797303358714,-0.08743675301472346,1.2218369841575623,0.036581908663113914,0.0011197632799545925,0.22395516745746136,1659.3333333333333,-112.0,-1.6666666666666667,-992.5,36.5,2.5,225.0,-35.362837533333334,149.16551081666665,50045.0,380.5,248.83333333333334,3.5
14:56:24,1500.0,AUTO,-0.11006614938378334,-0.12652326002717018,2.6279755234718323,-0.11432785913348198,0.0010199949610978365,0.7312964498996735,1978.0,-45.0,77.25,-993.75,-113.25,2.75,732.0,-35.3627756,149.165582325,49992.0,220.0,338.25,4.0
14:56:26,1500.0,AUTO,-0.198620043694973,0.021007890347391367,-2.915459394454956,-0.03351937482754389,0.022851349009821813,0.004158171204229196,1500.0,12.333333333333334,118.83333333333333,-998.8333333333334,-31.5,24.0,6.0,-35.36274355,149.16566108333336,49939.833333333336,178.16666666666666,466.0,3.3333333333333335
14:56:28,1500.0,AUTO,-0.18239680429299673,0.018153700085046392,-2.9536124070485434,0.023832579414981108,-0.011741713795345277,-0.0008643589486988882,1500.0,-2.0,148.0,-992.3333333333334,25.166666666666668,-10.0,0.3333333333333333,-35.36270756666667,149.16578271666666,49938.0,207.33333333333334,600.5,-3.6666666666666665
14:56:30,1500.0,AUTO,-0.14777746200561523,-0.008894112333655358,-2.9502677440643312,0.0028930285945534704,0.016454207757487894,-0.0027931799180805684,1500.0,-8.2,153.8,-981.2,4.2,17.8,-1.6,-35.36266601999999,149.16593122,50037.6,212.4,632.4,-2.0
14:56:36,1500.0,AUTO,-0.1562841236591339,0.005175135098397732,-2.9522957801818848,-0.01841898448765278,-0.004414423368871212,0.004709659144282341,1500.0,12.0,153.0,-996.0,-17.0,-2.0,6.0,-35.3626178,149.166108,49992.0,224.0,643.0,0.0
