time_stamp,lat,lon,relative_alt,vx,vy,vz,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
13:12:46,-35.3632621,149.1652374,43.0,-3.0,2.0,-1.0,STABILIZE,1500.0,-0.00037158458144403994,0.0012609973782673478,0.030124690383672714,0.00030766878626309335,0.0002497761743143201,0.0026141018606722355,0.0,1.0,-1000.0,0.0,0.0,1.0
13:13:10,-35.363262125,149.1652375,349.75,-0.5,2.0,-36.25,AUTO,1500.0,0.004831386075238697,0.0005008004081901163,0.02181714354082942,0.011945326245040633,-0.001586794649483636,0.0016851537511684,0.0,0.75,-1004.5,12.0,-1.5,0.75
13:13:12,-35.36326115,149.16524295,3879.0,5.0,44.5,-147.5,AUTO,1500.0,0.003800729289650917,0.015678383875638247,-0.054819513112306595,-0.07898753881454468,0.04415406007319689,-0.07819373905658722,4.0,-9.5,-998.5,-78.0,45.0,-78.0
13:13:14,-35.363261249999994,149.1652429,6949.0,-1.0,-49.0,-149.5,AUTO,1500.0,-0.03329662559553981,-0.007825125474482775,-0.08866750076413155,0.06051742471754551,0.007173403108026832,0.0010209508473053575,-5.0,6.5,-1002.0,61.0,7.5,0.5
13:13:16,-35.36326195,149.16523455,10071.0,-6.0,3.0,-151.0,AUTO,1500.0,0.04335939884185791,0.005322096752934158,-0.08443017303943634,-0.021038737148046494,-0.0014934050850570202,-0.0023331426782533526,1.0,0.5,-999.0,-20.5,-0.5,-2.5
13:13:18,-35.363262399999996,149.1652365,13172.5,3.0,0.0,-152.0,AUTO,1500.0,-0.008361230953596532,-0.00278692867141217,-0.11473347991704941,0.011117442045360804,0.0068581614177674055,-0.0245808158069849,-0.5,-0.5,-1000.5,11.5,7.0,-24.0
13:13:20,-35.3632618,149.1652356,15710.0,1.0,-2.0,-153.0,AUTO,1500.0,0.00861116498708725,0.006030411925166845,-0.14941507577896118,0.0036531290970742702,0.002699483186006546,-0.016139956191182137,-1.0,0.0,-1000.0,4.0,3.0,-16.0
13:13:22,-35.36326165,149.16523585,19418.0,-3.0,5.5,-153.0,AUTO,1500.0,0.0034909644164144993,0.004047671216540039,-0.184762105345726,-0.0008049504394875839,-0.0013252600037958473,-0.018172532320022583,0.0,0.0,-1000.0,0.0,-0.5,-17.5
13:13:24,-35.3632617,149.1652364,21958.0,-3.0,4.0,-153.0,AUTO,1500.0,0.0020804645027965307,0.003332045627757907,-0.2158273309469223,0.0023436686024069786,-6.766739534214139e-05,-0.020166894420981407,0.0,0.0,-1000.0,3.0,0.0,-20.0
13:13:26,-35.3632619,149.16523665,25661.0,-3.5,0.0,-153.0,AUTO,1500.0,0.002265235176309943,0.0034536418970674276,-0.2522924989461899,0.01647906139260158,-0.0016292876680381596,0.0009781839326024055,0.0,0.5,-1000.5,17.0,-1.0,0.5
13:13:28,-35.3632624,149.1652369,28775.0,-1.0,8.0,-153.0,AUTO,1500.0,0.0062950922874733806,0.001289605483179912,-0.21059917658567429,-0.006059958599507809,0.00021136784926056862,0.02138733770698309,0.0,-0.5,-1000.5,-4.5,0.5,20.5
13:13:30,-35.36326235,149.16523795,31889.0,0.0,3.5,-153.0,AUTO,1500.0,-0.000499864348967094,0.001308525272179395,-0.17334744334220886,0.0019324051681905985,2.0027044229209423e-05,0.016817511059343815,0.0,0.0,-1000.0,2.5,1.0,16.0
13:13:32,-35.363262250000005,149.16523795,35003.0,0.0,0.0,-153.0,AUTO,1500.0,0.0013886754750274122,0.0012510878150351346,-0.14520006626844406,0.0003076701541431248,0.0006586628151126206,0.012871304526925087,0.0,0.0,-1000.0,1.0,1.5,12.0
13:13:34,-35.3632622,149.1652377,37539.0,0.0,0.0,-153.0,AUTO,1500.0,0.0025161001831293106,0.0016266352031379938,-0.12810294330120087,0.0036926495376974344,0.0021284823305904865,0.009869366884231567,0.0,0.0,-1000.0,4.0,3.0,10.0
13:13:36,-35.3632621,149.1652375,40800.0,-1.0,0.0,-153.0,AUTO,1500.0,0.002200259594246745,0.0016147105488926172,-0.11080405116081238,0.0010482672369107604,0.0023682755418121815,0.009330973960459232,0.0,0.0,-1000.0,2.0,3.0,9.0
13:13:38,-35.363262,149.1652374,43915.0,-1.0,1.0,-153.0,AUTO,1500.0,0.0021346367429941893,0.001456821570172906,-0.09783952683210373,0.0015733848558738828,3.965746145695448e-05,0.004914902616292238,0.0,0.0,-1001.0,2.0,1.0,5.0
13:13:40,-35.363262,149.1652373,47029.0,-1.0,1.0,-152.0,AUTO,1500.0,0.000674567767418921,0.0020990227349102497,-0.08419504761695862,-0.025075282901525497,0.02342732809484005,0.05622531846165657,0.0,0.0,-986.0,-23.0,24.0,56.0
13:13:42,-35.3632648,149.1652324,49298.0,0.0,-8.0,-66.0,AUTO,1500.0,0.03893190622329712,-0.05304162576794624,0.30257195234298706,0.032873015850782394,0.020456945523619652,-0.027295203879475594,0.0,3.0,-967.0,34.0,21.0,-27.0
13:13:44,-35.3632619,149.16523654999997,50113.0,14.5,28.5,-18.5,AUTO,1500.0,-0.005300107644870877,0.014019342605024576,0.23567333072423935,-0.26409969851374626,0.015211332123726606,-0.024425562471151352,0.0,-7.5,-975.0,-261.5,16.0,-23.5
13:13:46,-35.36326185,149.1652392,49998.5,-12.0,12.5,5.0,AUTO,1500.0,0.03701843321323395,-0.004279740736819804,0.19022497534751892,0.40402374789118767,-0.013906240463256836,-0.017937881872057915,3.0,26.0,-1018.5,407.0,-12.0,-17.0
13:13:48,-35.3632646,149.16525725000002,49950.5,-17.0,176.0,0.0,AUTO,1500.0,0.08822289109230042,-0.12206023931503296,1.1485973000526428,-0.4047253578901291,-0.0511122178286314,0.7409051060676575,-17.0,-52.5,-1003.5,-403.0,-49.5,741.0
13:13:50,-35.363270650000004,149.16531650000002,49941.0,-42.5,357.5,-5.5,AUTO,1500.0,0.01717357849702239,-0.1098094992339611,1.8913366198539734,-0.2139127552509308,0.14951754733920097,-0.11712656170129776,-81.0,-49.0,-1020.5,-212.5,149.5,-116.0
13:13:52,-35.3632814,149.165411,49972.0,-56.5,477.5,-25.0,AUTO,1500.0,0.05557377636432648,-0.015346689149737358,1.8232256770133972,0.0398598313331604,0.08097270131111145,-0.0503605967387557,-110.5,-38.0,-994.5,42.0,82.0,-49.5
13:13:54,-35.363294350000004,149.16552885,49816.5,-66.0,633.0,-32.5,AUTO,1500.0,0.05836636573076248,-0.05550504196435213,1.8395652174949646,0.23990285396575928,0.540920078754425,0.036966368556022644,-142.5,-63.0,-1145.0,240.5,541.0,37.5
13:13:56,-35.36330735,149.16563324999998,50145.0,-57.5,315.5,16.0,AUTO,1500.0,0.02940328884869814,0.047430334612727165,1.7962072491645813,-0.8284197747707367,-0.03306678310036659,0.02962544048205018,-66.5,-84.5,-1009.0,-828.0,-31.5,29.5
13:13:58,-35.36331655,149.16569785000002,49911.0,-35.5,377.5,13.5,AUTO,1500.0,0.005596718881861307,-0.24581219255924225,1.785549521446228,0.17510411515831947,0.11064489930868149,-0.028946341015398502,-92.0,-35.0,-1035.5,176.0,112.0,-27.5
13:14:00,-35.363325,149.16579055,49947.0,-56.5,483.5,9.0,AUTO,1500.0,0.042441267520189285,-0.19081658124923706,1.772489309310913,-0.04185296222567558,0.16262345016002655,-0.00010318099521100521,-97.5,-44.0,-1028.5,-41.5,163.5,1.0
13:14:02,-35.36333725,149.16590335,50108.5,-61.0,465.5,-13.5,AUTO,1500.0,0.06453842669725418,0.06668144464492798,1.7682663798332214,-0.005290135741233826,0.21729158610105515,-0.02085516951046884,-100.0,-46.5,-984.5,-2.0,218.5,-20.0
13:14:04,-35.36334615,149.16596700000002,50046.0,-25.0,156.0,10.5,AUTO,1500.0,-0.0001704697497189045,0.008985964115709066,1.7602187395095825,-0.6644707918167114,-0.1563331037759781,-0.003546085674315691,-35.0,-42.5,-1000.5,-663.5,-154.0,-2.5
13:14:06,-35.363349799999995,149.16600515,50012.5,-17.0,157.0,-2.0,AUTO,1500.0,0.0342748761177063,0.04883391223847866,1.7544124722480774,0.5760421454906464,0.09196843020617962,-0.011337791103869677,-35.5,6.5,-1000.0,577.5,93.5,-10.0
13:14:08,-35.363351949999995,149.1660215,50008.5,-1.5,-5.0,1.5,AUTO,1500.0,-0.0060232798277866095,0.043836669996380806,1.7488334774971008,-0.29272840544581413,-0.04972870089113712,5.367514677345753e-05,0.5,-31.5,-998.5,-294.5,-47.0,1.5
13:14:10,-35.36335246666666,149.1660198333333,50001.666666666664,8.666666666666666,-5.333333333333333,0.0,RTL,1500.0,-0.01456128852441907,-0.007262885104864836,1.7442797819773357,0.11405434211095174,-0.0013923017928997676,-0.003649627595829467,-0.3333333333333333,12.666666666666666,-1004.0,116.0,0.6666666666666666,-2.3333333333333335
13:14:12,-35.3633527,149.1660203666667,49998.0,10.666666666666666,-8.0,-0.3333333333333333,RTL,1500.0,-0.0038407785953798643,0.028879526381691296,1.7393592993418376,0.13847219944000244,0.040275271981954575,-0.006187615916132927,-0.3333333333333333,-1.6666666666666667,-1003.0,137.66666666666666,42.333333333333336,-4.666666666666667
13:14:15,-35.36335015,149.16600685,49985.0,14.0,-112.5,-0.5,RTL,1500.0,-0.010567272314801812,0.0876486711204052,1.73340505361557,-0.09654653072357178,0.01918543316423893,0.0003368295729160309,20.5,16.5,-1002.5,-96.0,21.0,1.0
13:14:17,-35.36334575,149.16597205,49990.0,17.0,-201.0,-1.5,RTL,1500.0,-0.019608049653470516,0.06579937785863876,1.7313292622566223,-0.014087170362472534,-0.01206666580401361,-0.0013489797711372375,39.5,21.5,-1000.0,-14.0,-9.0,-1.0
13:14:19,-35.363340050000005,149.1659265,49998.5,17.5,-216.5,0.0,RTL,1500.0,-0.01898253057152033,0.051509613171219826,1.7279511094093323,0.08553346246480942,0.0035512028262019157,0.004474884830415249,41.5,33.0,-992.5,87.0,6.5,5.5
13:14:21,-35.3633345,149.1658782,49991.5,17.5,-233.0,-1.0,RTL,1500.0,-0.030801337212324142,0.05901298299431801,1.7256410717964172,-0.07787004113197327,0.0005279234028421342,0.008846822893247008,44.0,34.0,-999.0,-75.5,2.5,10.5
13:14:23,-35.363329050000004,149.1658273,49988.0,23.5,-236.0,-1.0,RTL,1500.0,-0.02951678354293108,0.052495792508125305,1.7235834002494812,-0.10484400391578674,0.006646602880209684,-0.007684454380068928,44.0,24.5,-998.5,-104.5,9.0,-6.5
13:14:25,-35.3633234,149.1657763,49987.5,26.0,-237.5,-0.5,RTL,1500.0,-0.030244442634284496,0.05369160510599613,1.7221359610557556,0.0904097706079483,-0.0009172884747385979,0.005391217302531004,43.0,37.5,-1001.0,92.0,2.0,6.5
