time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,MODE
14:46:54,-0.00112653843825683,0.0009332371118944138,0.025063734501600266,-0.00014880497474223375,0.0002562530862633139,0.001777263532858342,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,-35.3632621,149.1652375,16.5,-1.0,0.0,0.0,STABILIZE
14:47:06,-0.0008406525594182312,0.0009763758280314505,0.022049803286790848,0.0002988750929944217,0.0002538127591833472,0.0015021321596577764,1500.0,0.0,1.0,-1000.0,1.0,1.0,0.0,1500.0,-35.3632622,149.1652375,49.0,-1.0,1.0,-1.5,AUTO
14:47:08,-0.0007032400462776423,0.0010810565048207839,0.021557386964559555,0.00023123016580939293,0.00024345746108641228,0.0013944876845926046,1500.0,0.0,1.0,-1000.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1500.0,-35.3632621,149.1652375,12.666666666666666,0.0,0.0,-1.3333333333333333,AUTO
14:47:10,-0.00010408232871365423,0.001638226017045478,0.021059392020106316,0.00037362905762468773,0.00030629771451155346,0.0012414589679489534,1500.0,0.0,1.0,-1000.0,1.0,1.0,0.6666666666666666,1500.0,-35.3632621,149.1652375,16.0,0.0,0.0,-1.0,AUTO
14:47:12,0.02070116624236107,-0.0007774949578257898,0.020386192326744396,0.04672593995928764,-0.006722666633625825,0.0018299923588832219,1500.0,0.0,-0.3333333333333333,-1025.3333333333333,46.666666666666664,-5.666666666666667,1.0,1500.0,-35.363262066666664,149.16523753333334,1340.3333333333333,0.3333333333333333,5.0,-143.66666666666666,AUTO
14:47:14,-0.03642623561124007,0.04702429100871086,-0.11226824919382732,-0.052592173839608826,0.007179678340132038,-0.08634722077598174,1500.0,5.666666666666667,-8.333333333333334,-1005.6666666666666,-51.333333333333336,8.0,-86.0,1500.0,-35.363261099999995,149.1652446,4362.333333333333,-10.0,38.333333333333336,-148.0,AUTO
14:47:16,-0.0034703190128008523,-0.028649641200900078,-0.07450645913680394,0.062387085209290184,0.008897563132146994,0.015634475586314995,1500.0,-6.0,9.0,-1002.0,62.333333333333336,9.333333333333334,15.0,1500.0,-35.36326383333333,149.1652415,7438.0,3.3333333333333335,-48.333333333333336,-150.33333333333334,AUTO
14:47:18,0.02980135629574458,0.0074746340202788515,0.7567756374677023,0.07588806251684825,0.04928939168651899,0.6947797735532125,1750.0,-10.333333333333334,9.666666666666666,-1023.3333333333334,76.0,50.0,693.6666666666666,1500.0,-35.36325873333333,149.16523323333334,10425.333333333334,44.333333333333336,-29.666666666666668,-143.33333333333334,AUTO
14:47:20,0.04463995868961016,-0.06409175073107083,1.9536753098169963,0.002592512716849645,0.05238837127884229,0.33566630880037945,1500.0,-8.0,-8.666666666666666,-1004.6666666666666,3.3333333333333335,52.333333333333336,335.0,1500.0,-35.36325793333333,149.16523363333334,13432.333333333334,-40.0,50.333333333333336,-146.0,AUTO
14:47:22,0.017978830728679895,0.07496278484662373,2.0205896695454917,0.04059308022260666,-0.0051813446916639805,-0.01546797218422095,1500.0,0.6666666666666666,-1.0,-997.3333333333334,40.666666666666664,-4.333333333333333,-15.0,1500.0,-35.3632642,149.16524126666667,16522.0,-3.3333333333333335,-16.333333333333332,-153.0,AUTO
14:47:24,-0.002012391109019518,-0.0009858663349101942,1.930641810099284,-0.0585139070947965,-0.09728148579597473,-0.002962744290319582,1500.0,25.0,-0.6666666666666666,-1010.0,-57.0,-96.33333333333333,-2.6666666666666665,1500.0,-35.3632649,149.16522403333332,19553.0,-13.666666666666666,-110.66666666666667,-148.33333333333334,AUTO
14:47:26,-0.06446104248364766,-0.1084149753053983,1.9292692343393962,0.020785662403795868,-0.011332719897230467,0.0001461914119621118,1500.0,-11.333333333333334,1.6666666666666667,-993.0,21.333333333333332,-10.333333333333334,0.0,1500.0,-35.36326543333333,149.1652161,22668.0,19.0,66.0,-145.66666666666666,AUTO
14:47:28,0.029395548005898792,0.03040927244971196,2.0409573316574097,0.02167362921560804,0.07835942879319191,0.4603518619357298,1827.0,-30.666666666666668,9.333333333333334,-994.3333333333334,22.0,78.66666666666667,460.3333333333333,1500.0,-35.36325886666666,149.16524466666667,25638.333333333332,38.333333333333336,122.66666666666667,-148.66666666666666,AUTO
14:47:30,0.0250573984036843,-0.08320482820272446,-2.788523276646932,0.022291043773293495,-0.030785368134578068,0.7493061621983846,1827.0,0.3333333333333333,2.6666666666666665,-995.3333333333334,23.0,-29.333333333333332,748.6666666666666,1500.0,-35.3632533,149.165258,28652.333333333332,-8.666666666666666,-0.6666666666666666,-146.0,AUTO
