time_stamp,MODE,lat,lon,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz,chan4_raw,RTL_ALT
14:46:51.826,STABILIZE,-35.3632622,149.1652375,0,-0.001288325758650899,0.0010487285908311605,0.02629431150853634,0.00015954120317474008,0.00023234501713886857,0.002080197213217616,0,1,-1000,0,0,0,-1,1,1,1500,1500.0
14:46:52.027,STABILIZE,-35.3632621,149.1652375,4,-0.001288325758650899,0.0010487285908311605,0.02629431150853634,0.00015954120317474008,0.00023234501713886857,0.002080197213217616,0,2,-1000,0,0,0,-1,0,0,1500,1500.0
14:46:52.227,STABILIZE,-35.3632621,149.1652375,4,-0.001288325758650899,0.0010487285908311605,0.02629431150853634,0.00015954120317474008,0.00023234501713886857,0.002080197213217616,0,2,-1000,0,0,0,-1,0,0,1500,1500.0
14:46:52.428,STABILIZE,-35.3632621,149.1652375,4,-0.001288325758650899,0.0010487285908311605,0.02629431150853634,0.00015954120317474008,0.00023234501713886857,0.002080197213217616,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
14:46:52.630,STABILIZE,-35.3632621,149.1652375,4,-0.001288325758650899,0.0010487285908311605,0.02629431150853634,0.00015954120317474008,0.00023234501713886857,0.002080197213217616,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
14:46:52.831,STABILIZE,-35.3632621,149.1652375,4,-0.0013779448345303535,0.0009406258468516171,0.025635655969381332,0.00018945528427138925,0.00029805602389387786,0.001851079287007451,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
14:46:53.031,STABILIZE,-35.3632621,149.1652375,4,-0.0013779448345303535,0.0009406258468516171,0.025635655969381332,0.00018945528427138925,0.00029805602389387786,0.001851079287007451,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
14:46:53.234,STABILIZE,-35.3632621,149.1652375,4,-0.0013779448345303535,0.0009406258468516171,0.025635655969381332,0.00018945528427138925,0.00029805602389387786,0.001851079287007451,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
14:46:53.435,STABILIZE,-35.3632621,149.1652375,4,-0.0013779448345303535,0.0009406258468516171,0.025635655969381332,0.00018945528427138925,0.00029805602389387786,0.001851079287007451,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
14:46:53.637,STABILIZE,-35.3632621,149.1652375,4,-0.0013779448345303535,0.0009406258468516171,0.025635655969381332,0.00018945528427138925,0.00029805602389387786,0.001851079287007451,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
14:46:53.839,STABILIZE,-35.3632621,149.1652375,4,-0.0013428181409835815,0.0009267706191167235,0.025329699739813805,0.00020930077880620956,0.000200876675080508,0.0019143313402310014,0,1,-1000,0,1,0,-1,0,0,1500,1500.0
