,A.ALT_HOLD2
15:57:03.918,-1.0
15:57:04.120,-1.0
15:57:04.323,-1.0
15:57:04.529,-1.0
15:57:04.732,-1.0
15:57:04.934,-1.0
15:57:05.154,-1.0
15:57:05.356,-1.0
15:57:05.565,-1.0
15:57:05.767,-1.0
15:57:05.971,-1.0
15:57:06.174,-1.0
15:57:06.375,-1.0
15:57:06.577,-1.0
15:57:06.780,-1.0
15:57:06.982,-1.0
15:57:07.185,-1.0
15:57:07.387,-1.0
15:57:07.589,-1.0
15:57:07.790,-1.0
15:57:07.993,-1.0
15:57:08.196,-1.0
15:57:08.398,-1.0
15:57:08.602,-1.0
15:57:08.803,-1.0
15:57:09.004,-1.0
15:57:09.214,-1.0
15:57:09.417,-1.0
15:57:09.618,-1.0
15:57:09.822,-1.0
15:57:10.027,-1.0
15:57:10.234,-1.0
15:57:10.438,-1.0
15:57:10.643,-1.0
15:57:10.849,-1.0
15:57:11.050,-1.0
15:57:11.253,-1.0
15:57:11.454,-1.0
15:57:11.656,-1.0
15:57:11.859,-1.0
15:57:12.065,-1.0
15:57:12.266,-1.0
15:57:12.468,-1.0
15:57:12.673,-1.0
15:57:12.881,-1.0
15:57:13.083,-1.0
15:57:13.286,-1.0
15:57:13.488,-1.0
15:57:13.689,-1.0
15:57:13.891,-1.0
15:57:14.094,-1.0
15:57:14.297,-1.0
15:57:14.503,-1.0
15:57:14.705,-1.0
15:57:14.906,-1.0
15:57:15.108,-1.0
15:57:15.310,-1.0
15:57:15.512,-1.0
15:57:15.713,-1.0
15:57:15.916,-1.0
15:57:16.127,-1.0
15:57:16.329,-1.0
15:57:16.531,-1.0
15:57:16.736,-1.0
15:57:16.937,-1.0
15:57:17.138,-1.0
15:57:17.340,-1.0
15:57:17.541,-1.0
15:57:17.743,-1.0
15:57:17.944,-1.0
15:57:18.147,-1.0
15:57:18.349,-1.0
15:57:18.551,-1.0
15:57:18.756,-1.0
15:57:18.963,-1.0
15:57:19.168,-1.0
15:57:19.372,-1.0
15:57:19.584,-1.0
15:57:19.792,-1.0
15:57:19.994,-1.0
15:57:20.195,-1.0
