,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
15:58:14.295,1170.0,500.0,-1.2,0.5,1.0,560.0,1050.0,2000.0,0.0,0.0,570.0,76.0,0.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,0.0,74.0,100.0,1.0,0.0,16598.0
15:58:18.321,20.0,240.0,-4.2,0.5,1.0,560.0,600.0,850.0,0.0,0.0,0.0,57.0,87.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,2800.0,41.0,89.0,1.0,0.0,13945.0
15:58:40.407,520.0,260.0,0.1,0.5,1.0,10.0,2000.0,1200.0,0.0,0.0,850.0,0.0,28.0,-1.0,-0.5,-0.5,126.0,0.0,1.0,1400.0,0.0,0.0,1.0,0.0,0.0
15:59:08.513,170.0,210.0,-0.6,0.5,1.0,10.0,1550.0,1800.0,0.0,0.0,910.0,100.0,100.0,-1.0,-0.5,-0.5,165.0,0.0,1.0,1000.0,100.0,48.0,1.0,0.0,29023.0
15:59:28.093,1570.0,370.0,0.1,0.5,1.0,860.0,900.0,800.0,0.0,0.0,140.0,19.0,60.0,-1.0,-0.5,-0.5,72.0,0.0,1.0,1300.0,0.0,0.0,1.0,0.0,23476.0
15:59:38.147,2020.0,210.0,0.1,0.5,1.0,1010.0,1050.0,1650.0,0.0,0.0,1000.0,12.0,80.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,0.0,17.0,0.0,1.0,0.0,7010.0
15:59:42.250,1070.0,310.0,0.1,0.5,1.0,10.0,2000.0,1850.0,0.0,0.0,510.0,100.0,55.0,-1.0,-0.5,-0.5,215.0,0.0,1.0,2200.0,76.0,100.0,1.0,0.0,27105.0
16:00:04.327,770.0,10.0,-5.0,0.5,1.0,960.0,0.0,1050.0,0.0,0.0,0.0,20.0,42.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,800.0,60.0,40.0,1.0,0.0,32000.0
16:00:20.390,2020.0,10.0,-4.1,0.5,1.0,410.0,850.0,1200.0,0.0,0.0,390.0,46.0,90.0,-1.0,-0.5,-0.5,201.0,0.0,1.0,0.0,100.0,62.0,1.0,0.0,28119.0
16:00:34.458,1670.0,480.0,0.1,0.5,1.0,810.0,0.0,1550.0,0.0,0.0,140.0,0.0,14.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,1500.0,44.0,84.0,1.0,0.0,27784.0
