time_stamp,RTL_ALT,EK2_ALT_SOURCE,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro
15:57:21,1500.0,0.0,AUTO,0.0027600123236576715,0.0008987929419769595,0.020737475715577602,0.0028195633785799146,-3.9307487895712256e-05,0.0005646874487865716,584473.3333333334,-35.36326209999999,149.16523746666667,518.3333333333334,0.0,0.0,-93.5,584.4733174641927,0.0,0.0,-1100.6666666666667,3.3333333333333335,0.3333333333333333,0.0
15:57:24,1500.0,0.0,AUTO,-0.06313227737943332,0.006591823960964878,-0.08682167405883472,-0.032088740107913814,-0.01048118002169455,-0.03364217421039939,589766.6666666666,-35.363260950000004,149.16524416666667,5810.666666666667,0.3333333333333333,3.1666666666666665,-147.33333333333334,589.7666524251302,1.1666666666666667,-2.8333333333333335,-1005.0,-31.333333333333332,-9.5,-33.5
15:57:27,1500.0,0.0,AUTO,0.009371439553797245,-0.029806210659444332,-0.06285523176193238,-0.06180532239377499,0.014901421964168549,-0.012299887649714947,595326.0,-35.36326366000001,149.16523421999997,11368.8,9.6,19.0,-149.0,595.3259887695312,0.6,-3.4,-1000.6,-60.6,15.2,-12.6
15:58:13,1500.0,0.0,AUTO,0.0318068766833416,0.00532588003469365,-0.06283588707447052,0.04049957423870053,-0.016432961827376857,0.02107950852951035,629434.2857142857,-35.36330887142857,149.16518219999998,45478.57142857143,-15.714285714285714,-30.571428571428573,-151.14285714285714,629.4342651367188,-2.4285714285714284,8.285714285714286,-1000.5714285714286,42.142857142857146,-16.0,21.571428571428573
15:58:17,1500.0,0.0,AUTO,0.02871326869353652,0.012249027146026492,0.028765445109456778,-0.013552599411923438,0.025905799819156528,0.000854311409057118,633822.5,-35.36330825,149.165178,49868.25,0.0,42.25,-47.25,633.8224792480469,3.75,-6.75,-945.0,-11.25,26.5,1.25
15:58:39,1500.0,0.0,AUTO,0.02528099052142352,-0.0005750344280386344,1.0041914582252502,1.7082628309726715,-0.0009766363364178687,-0.009359039686387405,616810.0,-35.363280425,149.1652485,32855.25,20.5,42.0,171.25,616.8099822998047,-5.75,51.0,-1035.75,1710.0,0.25,-7.75
15:59:07,1500.0,0.0,AUTO,0.014335905853658914,1.1621834710240364e-05,0.99672771692276,-0.1690101817250252,0.00401019505225122,-0.00038581842090934515,605734.0,-35.36320616,149.1653703,21777.8,-0.2,47.6,-4.2,605.733984375,-6.8,-15.0,-996.2,-170.2,6.0,1.4
15:59:27,1500.0,0.0,AUTO,0.029575962262849014,0.0008435084613059493,1.001209278901418,0.026541707571595907,0.0014054808222378294,-0.0002714953734539449,596676.6666666666,-35.363166549999995,149.16542295000002,12721.166666666666,-5.0,35.5,-4.666666666666667,596.6766560872396,-6.5,-4.5,-996.5,25.166666666666668,3.8333333333333335,1.6666666666666667
15:59:37,1500.0,0.0,ALT_HOLD,0.06302860813836257,-0.05052231764420867,0.8078733185927073,-0.021665134622404974,0.11866222942868869,-0.09098123945295811,600515.0,-35.363075650000006,149.16559373333334,16559.833333333332,254.5,403.3333333333333,-108.33333333333333,600.5149943033854,-90.66666666666667,-67.66666666666667,-1047.3333333333333,-21.166666666666668,121.5,-87.66666666666667
15:59:41,1500.0,0.0,AUTO,-0.004605621844530105,-0.04891992136836052,1.0194251775741576,1.104958426952362,0.036325694620609285,-0.0772461973130703,599764.0,-35.362970159999996,149.16574608000002,15809.6,306.4,296.4,206.6,599.7639770507812,-110.6,59.0,-999.2,1112.0,39.0,-74.4
16:00:03,1500.0,0.0,AUTO,0.005941586685366929,0.01002758089452982,1.081056922674179,-0.2742858864367008,0.0009539921884424984,-0.0025384059990756214,599935.0,-35.3626986,149.16623895,15975.75,7.25,3.75,-2.75,599.9349975585938,-3.5,-9.5,-995.5,-272.75,4.0,0.25
16:00:19,1500.0,0.0,AUTO,0.020578549057245255,-0.1470308154821396,1.1718631982803345,0.001343839429318905,-0.04297011289745569,0.026804267801344393,599894.0,-35.36264294,149.16635304000002,15937.2,112.8,234.0,-113.6,599.8939819335938,-49.8,-22.4,-980.0,3.4,-38.6,29.4
16:00:33,1500.0,0.0,AUTO,-0.0018321986232573788,-0.04946115240454674,1.1247683763504028,-0.03572032228112221,-0.02978679972390334,0.10591235260168712,602216.6666666666,-35.36238733333334,149.16669533333334,18261.0,-8.666666666666666,113.33333333333333,-142.66666666666666,602.2166341145834,-11.333333333333334,-20.0,-998.3333333333334,-31.666666666666668,-25.333333333333332,108.33333333333333
16:00:47,1500.0,0.0,ALT_HOLD,0.013542958069592714,-0.07339348085224628,1.7025149166584015,1.4760220721364021,0.06532815098762512,-0.06242584530264139,619222.5,-35.3623909,149.16687302500003,35265.5,-18.5,274.5,198.0,619.2224884033203,-62.75,43.75,-957.25,1482.75,68.75,-58.5
16:01:07,1500.0,0.0,AUTO,0.01467263768427074,0.017383332597091794,1.6033830344676971,0.6672995872795582,-0.007672918844036758,-0.004424254293553531,606152.5,-35.3623798,149.16696407499998,22197.5,-0.75,-1.0,45.0,606.1524963378906,0.0,20.5,-1087.75,668.25,-2.5,-0.5
16:01:11,1500.0,0.0,AUTO,0.010910583349565664,0.007647177670150995,1.5953667163848877,0.024027009805043537,0.0008459044232343634,-0.001445034402422607,606006.6666666666,-35.362378766666666,149.16696385,22051.666666666668,-9.0,-6.5,-4.666666666666667,606.0066528320312,0.0,2.6666666666666665,-999.5,27.333333333333332,5.5,2.1666666666666665
