,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:30:47.707,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,85.0,55.0,100.0,300.0,140.0,0.0,51.0,34.0,10.0,0.385,3.0,10.0,0.12,0.012,1.0,-115.0,74.0
14:30:53.293,0.0,0.0,1.0,-47.0,-0.5,0.0,-1.0,-0.5,-49.0,0.0,0.0,0.0,47.0,0.0,100.0,62.0,7.0,0.6,3.0,2.0,0.2,0.018,1.0,180.0,13.0
14:31:16.157,0.0,0.0,1.0,52.0,-0.5,1000.0,-1.0,-0.5,-94.0,100.0,67.0,600.0,225.0,0.0,87.0,100.0,4.0,0.29,3.0,10.0,0.18,0.02,1.0,-7.0,-180.0
14:31:20.921,0.0,0.0,1.0,-58.0,-0.5,400.0,-1.0,-0.5,124.0,81.0,29.0,1500.0,250.0,0.0,100.0,100.0,5.0,0.305,3.0,5.0,0.13,0.018,1.0,145.0,67.0
14:31:26.141,0.0,0.0,1.0,-120.0,-0.5,70.0,-1.0,-0.5,180.0,19.0,0.0,3000.0,34.0,0.0,83.0,63.0,10.0,0.295,3.0,8.0,0.11,0.014,1.0,114.0,63.0
14:31:30.218,0.0,0.0,1.0,7.0,-0.5,570.0,-1.0,-0.5,-41.0,32.0,88.0,3500.0,250.0,0.0,2.0,0.0,3.0,0.51,3.0,1.0,0.01,0.014,1.0,180.0,147.0
14:31:34.108,0.0,0.0,1.0,148.0,-0.5,930.0,-1.0,-0.5,-24.0,29.0,58.0,0.0,250.0,0.0,74.0,99.0,1.0,0.6,3.0,6.0,0.05,0.0,1.0,20.0,-75.0
14:31:38.527,0.0,0.0,1.0,180.0,-0.5,630.0,-1.0,-0.5,-40.0,20.0,74.0,4500.0,227.0,0.0,100.0,46.0,10.0,0.6,3.0,5.0,0.07,0.0,1.0,6.0,-180.0
14:31:42.586,0.0,0.0,1.0,-55.0,-0.5,610.0,-1.0,-0.5,80.0,20.0,12.0,0.0,250.0,0.0,100.0,62.0,10.0,0.445,3.0,10.0,0.2,0.011,1.0,-72.0,-180.0
14:31:53.380,0.0,0.0,1.0,-180.0,-0.5,0.0,-1.0,-0.5,-5.0,71.0,68.0,0.0,250.0,0.0,44.0,92.0,3.0,0.405,3.0,10.0,0.1,0.0,1.0,180.0,-64.0
14:31:59.108,0.0,0.0,1.0,-173.0,-0.5,1000.0,-1.0,-0.5,46.0,38.0,47.0,4100.0,250.0,0.0,0.0,0.0,10.0,0.445,3.0,1.0,0.11,0.012,1.0,105.0,124.0
14:32:03.311,0.0,0.0,1.0,180.0,-0.5,0.0,-1.0,-0.5,-105.0,89.0,85.0,0.0,25.0,0.0,100.0,73.0,3.0,0.36,3.0,9.0,0.16,0.001,1.0,-179.0,156.0
14:32:07.752,0.0,0.0,1.0,-8.0,-0.5,250.0,-1.0,-0.5,79.0,7.0,100.0,1700.0,220.0,0.0,100.0,85.0,7.0,0.565,3.0,6.0,0.12,0.0,1.0,180.0,68.0
14:32:13.146,0.0,0.0,1.0,-63.0,-0.5,550.0,-1.0,-0.5,174.0,58.0,0.0,4500.0,25.0,0.0,78.0,0.0,8.0,0.31,3.0,1.0,0.06,0.002,1.0,-180.0,-69.0
14:32:17.366,0.0,0.0,1.0,-44.0,-0.5,600.0,-1.0,-0.5,100.0,70.0,82.0,1900.0,25.0,0.0,51.0,87.0,6.0,0.39,3.0,10.0,0.16,0.02,1.0,57.0,-180.0
14:32:21.659,0.0,0.0,1.0,-180.0,-0.5,370.0,-1.0,-0.5,-30.0,30.0,0.0,2000.0,72.0,0.0,24.0,79.0,7.0,0.395,3.0,8.0,0.05,0.0,1.0,2.0,-35.0
14:33:02.098,0.0,0.0,1.0,58.0,-0.5,380.0,-1.0,-0.5,61.0,52.0,79.0,0.0,250.0,0.0,15.0,0.0,8.0,0.545,3.0,9.0,0.15,0.013,1.0,-100.0,-155.0
14:33:06.613,0.0,0.0,1.0,-67.0,-0.5,0.0,-1.0,-0.5,-86.0,0.0,100.0,2500.0,25.0,0.0,26.0,29.0,5.0,0.475,3.0,4.0,0.1,0.0,1.0,180.0,180.0
