time_stamp,MODE,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,chan4_raw
14:30:23,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0,-0.001106351730413735,0.0009424632589798421,0.023947011679410934,0.00031286728335544467,0.00031299240072257817,0.001802487240638584,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,1500.0
14:30:31,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,-0.000984372163657099,0.0009914865368045866,0.02186903078109026,0.00029760858160443604,0.0002988940104842186,0.0014788597472943366,0.0,1.0,-1000.0,0.0,0.3333333333333333,0.3333333333333333,1500.0,1500.0
14:30:33,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,0.5,0.0,-0.0008587208285462111,0.0009719727095216513,0.021486269775778055,0.0003067756333621219,0.00022509522386826575,0.001419432694092393,0.0,1.25,-1000.0,0.5,0.75,0.5,1500.0,1500.0
14:30:40,AUTO,-35.3632622,149.1652375,7.8,-0.2,0.2,0.0,-0.0007619240554049611,0.0010863367700949312,0.02083163186907768,0.00029030793812125923,0.0002930668415501714,0.00133827889803797,0.0,1.2,-1000.0,1.0,0.0,0.2,1500.0,1500.0
14:30:42,AUTO,-35.3632622,149.1652375,8.0,0.0,0.0,0.0,-0.0003022095346144245,0.0016045561254334946,0.02044769407560428,0.0003516854679522415,0.0003415523290944596,0.001302732271142304,0.0,1.8333333333333333,-1000.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1500.0,1500.0
14:30:44,AUTO,-35.363262066666664,149.16523753333334,968.5,0.5,3.5,-123.33333333333333,0.01368545942629377,-0.0001269948115805164,0.020184802822768688,0.025761617075962324,-0.00250021474979197,0.0017632492817938328,0.0,-0.16666666666666666,-1061.8333333333333,26.166666666666668,-1.5,1.3333333333333333,1500.0,1500.0
14:30:46,AUTO,-35.36326132,149.16524166,3447.8,5.2,46.6,-146.2,0.018759547173976897,0.013898127153515816,-0.03612887766212225,-0.06867951974272728,0.03541549891233444,-0.0743236141745001,3.0,-9.2,-1000.6,-67.6,36.0,-74.2,1500.0,1500.0
14:30:48,AUTO,-35.363261539999996,149.16524411999998,6434.0,0.6,-40.6,-149.0,-0.04778854586184025,-0.016524011641740798,-0.0768878310918808,0.05094719752669334,0.008267178572714329,0.0028422535629943012,-3.6,6.2,-1001.6,51.2,8.6,2.4,1500.0,1500.0
14:30:50,AUTO,-35.3632652,149.1652296,9594.5,-65.0,-52.5,-141.5,-0.004396077070850879,0.05776979774236679,-0.8917816877365112,0.061485655605793,0.05366917513310909,-0.7529787719249725,-10.666666666666666,16.333333333333332,-1008.6666666666666,63.333333333333336,44.333333333333336,-741.0,1500.0,1005.0
14:30:52,AUTO,-35.363276299999995,149.16523515,12204.0,-45.75,126.75,-137.0,-0.03508061124011874,0.12698457762598991,-2.1927269399166107,0.096968790050596,0.00745103121153079,-0.4789370223879814,-1.8,27.4,-1003.6,83.4,20.8,-534.6,1500.0,1302.0
14:31:15,AUTO,-35.36326433333333,149.16523011666666,40549.666666666664,54.166666666666664,111.16666666666667,-139.5,-0.09848589512209098,-0.09323712065815926,1.8978902300198872,0.05048710045715173,0.07850683418413003,-0.0056340602071334915,-24.0,6.0,-1000.6666666666666,51.5,79.16666666666667,-5.666666666666667,1500.0,1500.0
14:31:17,AUTO,-35.36324666666667,149.16525733333333,43538.666666666664,104.5,51.833333333333336,-157.5,0.04767419199924916,0.09724076092243195,1.8992210229237874,0.08076093842585881,0.06522221025079489,0.005217855835023026,-23.0,20.666666666666668,-1012.3333333333334,81.5,65.83333333333333,5.166666666666667,1500.0,1500.0
14:31:19,AUTO,-35.363241466666665,149.16524436666668,46295.5,-102.83333333333333,-140.66666666666666,-116.33333333333333,0.1890554428100586,0.08540596440434456,1.2841850519180298,0.07718719976643722,-0.2213109458486239,-0.8122591376304626,40.0,13.5,-999.3333333333334,78.33333333333333,-219.5,-811.5,1500.0,1099.0
