time_stamp,MODE,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,chan4_raw
14:31:21,AUTO,-35.36327296666667,149.16523436666665,48818.0,-94.83333333333333,32.333333333333336,-129.5,0.04457118672629198,-0.20971393398940563,-0.2582998014986515,-0.12711126605669656,-0.16132715592781702,-0.4112017215617622,30.5,13.333333333333334,-997.5,-125.33333333333333,-159.83333333333334,-410.3333333333333,1500.0,1366.3333333333333
14:31:23,AUTO,-35.36326475,149.16523321666665,50234.5,82.5,-9.5,-15.0,0.03895136589805285,0.057640863272051014,-0.34555475413799286,0.19015755038708448,0.06263922931005557,0.027205503545701504,-12.0,-13.333333333333334,-963.8333333333334,190.33333333333334,63.833333333333336,27.333333333333332,1500.0,1500.0
14:31:25,AUTO,-35.36326076666667,149.16523791666665,50039.0,-10.166666666666666,2.1666666666666665,10.333333333333334,-0.04917992216845354,-0.028810938044140737,-0.3114291826883952,0.2533320238192876,-0.10908541952570279,0.016642137120167416,6.666666666666667,9.166666666666666,-1018.6666666666666,255.0,-107.16666666666667,17.0,1500.0,1500.0
14:31:27,AUTO,-35.36325621666666,149.16523093333333,49967.333333333336,70.83333333333333,-110.0,-0.6666666666666666,0.006766042982538541,-0.10370547572771709,-0.8787715832392374,0.030337172249952953,-0.018700702513645712,-0.14713384090767553,-21.166666666666668,-17.333333333333332,-998.3333333333334,30.5,-17.5,-146.33333333333334,1500.0,1500.0
14:31:29,AUTO,-35.363235216666666,149.16519933333333,49967.0,181.16666666666666,-224.0,0.3333333333333333,0.036143943356970944,-0.16052069514989853,-0.8402803043524424,0.0728537601729234,-0.011974087761094173,0.1780268702035149,-57.833333333333336,-34.166666666666664,-1002.5,73.0,-10.833333333333334,178.66666666666666,1500.0,1563.0
14:31:31,AUTO,-35.36319301666666,149.16513708333335,49938.833333333336,315.1666666666667,-349.8333333333333,2.0,-0.15324598799149194,-0.13291379064321518,0.3729003903766473,0.03890331213672956,-0.028810210525989532,0.7366682489713033,-78.66666666666667,67.33333333333333,-1000.0,39.833333333333336,-27.333333333333332,737.1666666666666,1500.0,1689.0
14:31:33,AUTO,-35.363128149999994,149.16504576666668,49956.5,422.6666666666667,-446.1666666666667,-2.5,-0.19170785198609033,0.024681014008820057,1.3398629625638325,0.004654128240266194,-0.006237886613234878,0.023568273677180212,2.3333333333333335,135.16666666666666,-986.3333333333334,5.166666666666667,-5.5,25.166666666666668,1500.0,1500.0
14:31:35,AUTO,-35.363049499999995,149.16493991666667,50023.5,447.8333333333333,-488.3333333333333,-3.3333333333333335,-0.1513395458459854,0.0057877877649540705,1.3096101482709248,-0.0054792785085737705,0.0008588213725791624,-0.0030201910024819276,2.1666666666666665,149.33333333333334,-984.0,-4.333333333333333,1.1666666666666667,-1.5,1500.0,1500.0
14:31:37,AUTO,-35.36296911666667,149.16483126666665,50000.666666666664,446.8333333333333,-506.6666666666667,1.5,-0.1609620377421379,0.018780176838239033,1.3053389588991802,0.013800088316202164,0.003047101820508639,0.004811087157577276,7.0,159.16666666666666,-993.0,15.0,3.6666666666666665,5.666666666666667,1500.0,1500.0
14:31:39,AUTO,-35.362887883333336,149.16471978333334,49998.5,445.3333333333333,-517.8333333333334,-0.6666666666666666,-0.155152457455794,0.011937884846702218,1.3058497508366902,0.00924351221571366,-0.0121760243200697,-0.002444602743101617,2.1666666666666665,154.5,-988.0,10.5,-11.333333333333334,-1.1666666666666667,1500.0,1488.5
14:31:41,AUTO,-35.362809266666666,149.16461045,50055.5,403.6666666666667,-473.8333333333333,-4.5,-0.06606687636425097,-0.0643007413794597,0.8000292281309763,-0.147049680352211,-0.0012412297849853833,-0.34806088109811145,-63.333333333333336,120.5,-987.5,-145.66666666666666,-0.16666666666666666,-346.0,1500.0,1431.0
14:31:43,AUTO,-35.36274595,149.16452203333333,50043.166666666664,284.3333333333333,-324.5,1.1666666666666667,0.052136064817508064,-0.04135770040253798,0.24941803266604742,-0.5375343784689903,0.02464838595672821,-0.0396168598284324,-93.5,21.666666666666668,-1002.5,-538.3333333333334,25.5,-38.0,1500.0,1488.5
14:31:52,AUTO,-35.36267983333333,149.16453376666666,49990.166666666664,46.0,445.0,8.0,0.06415846198797226,-0.22621984531482062,1.4297663768132527,-0.016483855666592717,-0.0005632158912097415,0.06780533246152724,-82.0,-50.0,-1003.3333333333334,-13.833333333333334,0.5,69.5,1500.0,1500.0
14:31:54,AUTO,-35.362669475000004,149.164625875,49963.5,73.25,612.5,3.5,0.07424767687916756,-0.20539706945419312,1.4109598398208618,0.0032692073727957904,0.03305424703285098,0.0005006093415431678,-117.75,-69.25,-1002.25,5.75,33.0,2.25,1500.0,1500.0
14:31:58,AUTO,-35.36263626666667,149.16493119999998,50066.333333333336,100.66666666666667,669.3333333333334,6.666666666666667,-0.11587994048992793,-0.0935977225502332,2.8271471659342446,0.002783035238583883,-0.004677823279052973,0.7150922815004984,-112.5,101.0,-981.5,-11.75,1.75,720.5,1500.0,1775.0
14:32:00,AUTO,-35.36261916666667,149.16508126666665,50001.666666666664,112.33333333333333,671.6666666666666,1.6666666666666667,-0.15284979343414307,0.02730579550067584,-2.7103466192881265,-0.020293712615966797,0.007167324423789978,-0.05082491164406141,11.75,156.25,-988.0,35.5,16.0,-77.75,1500.0,1500.0
14:32:02,AUTO,-35.3625999,149.16523166666664,49999.333333333336,119.0,677.0,-0.6666666666666666,-0.15362873673439026,0.01240635197609663,-2.7267024517059326,-0.015736401081085205,0.005806249333545566,-0.0021266378462314606,5.333333333333333,155.0,-988.0,-13.333333333333334,6.666666666666667,0.0,1500.0,1500.0
14:32:06,AUTO,-35.362560349999995,149.16553735,50003.5,109.5,678.0,0.0,-0.15740253776311874,0.00908551411703229,-2.7285221815109253,0.010898733045905828,0.0009680064395070076,0.0011787644471041858,9.0,157.66666666666666,-990.3333333333334,20.666666666666668,-0.6666666666666666,2.6666666666666665,1500.0,1500.0
14:32:10,AUTO,-35.3625248,149.165816375,50022.0,106.75,670.25,0.75,-0.15706530958414078,0.01037165557499975,-2.707266688346863,-0.0031024538911879063,-0.00162640237249434,0.1748321817140095,14.0,159.0,-987.0,-0.5,0.0,176.75,1500.0,1731.0
14:32:12,AUTO,-35.362503950000004,149.16598195,50024.5,103.0,665.5,3.0,0.0076119848527014256,0.15106269717216492,-1.2074663639068604,-0.0566057525575161,0.008116249460726976,0.7077643573284149,148.5,-1.0,-986.5,-54.5,9.5,709.5,1500.0,1962.0
14:32:14,AUTO,-35.36248633333333,149.16611956666668,49995.333333333336,106.0,681.6666666666666,1.3333333333333333,0.1055053820212682,0.12966297566890717,-0.569749653339386,-0.009361612920959791,-0.0123274652287364,-0.04183813681205114,122.25,-93.75,-992.0,21.0,-2.5,-62.75,1500.0,1500.0
14:32:16,AUTO,-35.3624673,149.16626829999998,50021.0,107.0,687.3333333333334,0.3333333333333333,0.09420657654603322,0.12754408518473306,-0.5810812910397848,-0.016564293454090755,0.007211632716159026,-0.007296028857429822,123.0,-94.66666666666667,-987.6666666666666,-13.666666666666666,8.333333333333334,-5.0,1500.0,1500.0
14:32:18,AUTO,-35.36245188333333,149.1663892,50030.666666666664,104.83333333333333,681.0,2.1666666666666665,0.09378114963571231,0.12737278267741203,-0.5824890633424123,-0.0021140362756947675,0.010658351723880818,-0.001348912250250578,126.5,-95.66666666666667,-988.0,0.5,11.666666666666666,0.6666666666666666,1500.0,1500.0
14:32:20,AUTO,-35.36243019999999,149.166556525,50022.75,100.25,675.5,1.75,0.08618387207388878,0.13021468743681908,-0.5847393274307251,0.028043515980243683,-0.0015499676519539207,-0.0026109020691365004,126.25,-83.75,-983.5,31.0,0.25,-0.5,1500.0,1500.0
14:33:01,AUTO,-35.36322901666666,149.16591996666668,49995.166666666664,10.666666666666666,10.0,0.0,0.01151268248213455,0.00025468572857789695,-0.36881399154663086,-0.0951533354818821,0.005962090644364555,-0.0005078062143487235,-0.8333333333333334,-2.1666666666666665,-996.3333333333334,-93.16666666666667,8.166666666666666,0.8333333333333334,1500.0,1500.0
14:33:03,AUTO,-35.36322948333333,149.1659189166667,49996.666666666664,-1.3333333333333333,-5.833333333333333,-0.16666666666666666,0.0006536877869317929,-0.006332552569801919,-0.36813922226428986,0.0480373352766037,-0.006687947432510555,0.0012186579406261444,-1.0,2.8333333333333335,-998.3333333333334,49.5,-4.166666666666667,2.8333333333333335,1500.0,1500.0
14:33:05,AUTO,-35.363229716666666,149.16591831666668,49992.5,15.833333333333334,18.166666666666668,0.0,0.019740197923965752,-0.003271278770019611,-0.36655379335085553,0.21470297376314798,0.010769444789427022,-0.003274146389837066,1.0,4.833333333333333,-1003.3333333333334,216.5,12.5,-1.5,1500.0,1500.0
