time_stamp,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,chan4_raw
16:53:09,STABILIZE,1500.0,-0.001071643317118287,0.0009259255020879209,0.02442541904747486,0.00020835670875385404,0.00020165153546258807,0.0018991853576153517,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.5,-1000.0,0.5,0.0,0.0,1500.0
16:53:19,AUTO,1500.0,-0.001112431869842112,0.0009890722576528788,0.022205090150237083,0.000341932027367875,0.00024401527480222285,0.001538003096356988,-35.3632622,149.1652375,4.0,-1.0,2.0,2.0,0.0,1.5,-1000.0,0.5,0.0,0.0,1500.0
16:53:21,AUTO,1500.0,-0.00108859856845811,0.0012555620050989091,0.021845816634595394,0.0002094418159686029,0.00017768057296052575,0.0014470984460785985,-35.3632621,149.1652375,7.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,0.0,0.0,1500.0
16:53:23,AUTO,1500.0,0.0020370511920191348,0.000573200813960284,0.0215099286288023,0.01758913602679968,-0.005155003163963556,0.0021803524723509327,-35.3632621,149.1652374,32.5,0.0,0.0,-17.0,0.0,0.5,-1084.0,17.5,-4.0,1.5,1500.0
16:53:25,AUTO,1500.0,0.0473520252853632,-0.005926200887188315,0.021001646295189857,0.04103659838438034,-0.009894478600472212,0.003298466559499502,-35.36326185,149.1652383,2310.0,4.0,23.0,-149.0,0.5,-3.5,-1001.5,41.0,-9.0,2.5,1500.0
16:53:27,AUTO,1500.0,-0.06608636118471622,-0.0009748033480718732,-0.08634974807500839,-0.05605805665254593,-0.03275736793875694,-0.005802743136882782,-35.36326095,149.16524625,5373.0,-3.0,4.5,-149.5,2.0,-2.0,-1001.0,-54.5,-31.5,-5.5,1500.0
16:53:29,AUTO,1500.0,0.029051825404167175,0.005215913173742592,-0.09240047261118889,0.06452896445989609,0.011203760746866465,0.003368899691849947,-35.363261550000004,149.16523715,8480.5,-5.5,-46.0,-153.5,-6.0,10.5,-1003.5,65.0,11.5,2.5,1405.5
16:53:31,AUTO,1500.0,0.09142060950398445,0.03310831170529127,-0.6601728200912476,0.09802897274494171,-0.08358624950051308,-0.4852536618709564,-35.363268,149.16523575,11503.0,-56.0,54.5,-144.0,13.5,10.0,-1003.5,98.0,-82.5,-485.0,1311.0
16:53:33,AUTO,1500.0,0.019268385134637356,-0.11606881022453308,-1.6757269501686096,-0.1668463097012136,0.1625946518033743,-0.38566121459007263,-35.3632661,149.16524594999998,14399.5,47.5,-53.5,-145.0,-1.0,-15.0,-979.5,-166.0,163.0,-385.0,1500.0
16:53:35,AUTO,1500.0,-0.05927817150950432,0.0033108042553067207,-1.9664881229400635,0.05034855380654335,0.09576278924942017,0.000583781162276864,-35.36326425,149.165223,17398.0,-59.0,-98.0,-151.0,-23.5,-11.5,-1008.5,50.5,96.0,0.5,1500.0
16:53:37,AUTO,1500.0,0.05729858577251434,0.10866960138082504,-1.945449411869049,0.07138990983366966,-0.0032473586034029722,0.017748252488672733,-35.36327425,149.16521749999998,20545.0,-1.0,60.5,-151.5,3.5,11.0,-997.0,71.5,-2.0,17.0,1500.0
16:53:39,AUTO,1500.0,-0.06541941501200199,-0.05107178911566734,-1.8665926456451416,-0.06070263870060444,-0.05431891418993473,-0.015347531996667385,-35.3632621,149.16523425,23539.0,64.0,51.5,-155.5,21.5,0.5,-1014.0,-59.5,-52.5,-15.0,1500.0
16:53:41,AUTO,1500.0,0.01680822903290391,-0.0011680843308568,-1.867747187614441,0.06069333851337433,0.020868130959570408,0.01978378277271986,-35.3632642,149.1652374,26674.0,-38.5,-2.0,-154.5,-6.5,8.0,-1004.0,61.0,21.0,19.0,1500.0
16:53:43,AUTO,1500.0,0.0029757206793874502,0.017564343754202127,-1.5261934995651245,-0.09554153308272362,-0.02249912451952696,0.8363527953624725,-35.3632639,149.16523715,29730.5,48.0,8.5,-136.5,5.5,-9.0,-1004.5,-94.0,-21.5,835.5,1683.0
16:53:45,AUTO,1500.0,-0.006271883379667997,0.007317324168980122,-0.034633006900548935,0.007533904863521457,-0.023639914579689503,0.7242964208126068,-35.36326095,149.1652381,32664.0,-4.0,-0.5,-146.5,1.0,0.0,-999.5,8.0,-22.5,723.5,1683.0
16:53:47,AUTO,1500.0,-0.012045626062899828,0.06733990833163261,0.5434761941432953,-0.011680967872962356,0.049026086926460266,-0.05960734747350216,-35.36326375,149.16523705,35718.5,-36.0,-19.0,-150.5,6.0,2.5,-998.0,-10.5,49.0,-59.0,1500.0
16:53:49,AUTO,1500.0,0.0062907536048442125,-0.06711613014340401,0.3962898701429367,0.006172429886646569,-0.07898162677884102,-0.05622654967010021,-35.3632759,149.1652282,38751.0,-52.0,-26.0,-154.5,13.0,9.5,-1007.5,7.0,-77.5,-55.5,1500.0
16:53:51,AUTO,1500.0,0.025113011710345745,-0.07594161480665207,0.303435355424881,-0.0019058710313402116,0.08302050083875656,-0.05617872439324856,-35.3632695,149.165232,41788.5,120.0,58.5,-143.0,-23.0,-17.5,-1003.0,-0.5,83.5,-55.5,1500.0
16:53:53,AUTO,1500.0,-0.005220130900852382,0.11028287932276726,0.16526901721954346,-0.017442303244024515,0.07115272060036659,-0.0832226611673832,-35.3632486,149.1652444,44866.0,48.0,31.5,-159.5,-12.0,-13.5,-1004.0,-16.0,72.0,-82.5,1500.0
16:53:55,AUTO,1500.0,-0.041747039183974266,0.02410260122269392,0.17036057263612747,-0.14603680931031704,-0.2372996062040329,0.22926153987646103,-35.3632572,149.16524170000002,47919.0,-116.0,-51.5,-144.0,20.5,18.5,-997.5,-144.5,-236.0,229.0,1731.0
16:53:57,AUTO,1500.0,0.03499315120279789,-0.08106275275349617,1.776624083518982,0.07377960905432701,0.1378881186246872,0.7353895008563995,-35.363260249999996,149.1652326,50020.5,30.0,40.5,-40.5,-11.0,2.0,-956.5,75.0,138.5,735.5,1962.0
16:53:59,AUTO,1500.0,0.060072124004364014,0.050485653802752495,2.4945791959762573,0.5455725938081741,-0.05337198171764612,-0.03698797198012471,-35.36326115,149.1652404,50162.0,-21.5,-8.5,17.5,0.5,34.0,-1018.5,549.0,-52.0,-36.0,1500.0
16:54:01,AUTO,1500.0,0.016594649758189917,-0.10186141356825829,2.9226534366607666,0.18334784358739853,-0.031897757202386856,0.5923755466938019,-35.36326955,149.16523775000002,49959.5,-101.0,2.5,0.0,-18.5,-23.5,-1004.0,182.5,-30.0,592.5,1500.0
16:54:03,AUTO,1500.0,0.05738256685435772,-0.184078149497509,2.9741934537887573,0.2462140992283821,0.006580274552106857,-0.0044922251254320145,-35.36330565,149.1652457,49917.5,-315.5,46.0,0.0,-69.0,-26.0,-1009.0,248.0,7.5,-4.0,1500.0
16:54:05,AUTO,1500.0,0.07728095725178719,-0.16456089913845062,2.9757168292999268,-0.07643603533506393,0.019525044597685337,0.004099478363059461,-35.36338215,149.16526075000002,49912.5,-515.0,66.5,-6.0,-104.5,-74.5,-998.0,-75.0,20.5,5.0,1500.0
16:54:07,AUTO,1500.0,-0.006550193531438708,-0.1374053880572319,-2.6768507957458496,0.016358669847249985,0.04556367686018348,0.7936182916164398,-35.36348405,149.16527795,49981.5,-591.0,76.5,-6.5,-132.0,5.5,-993.0,17.5,47.0,794.0,1763.0
16:54:09,AUTO,1500.0,-0.10457479953765869,-0.03385752718895674,-1.2214385271072388,0.09657231718301773,-0.04582955315709114,0.6505515277385712,-35.36359025,149.16529635,50029.5,-571.5,73.5,-2.5,-8.0,147.0,-997.0,99.5,-43.5,650.5,1631.5
16:54:11,AUTO,1500.0,-0.023713150061666965,-0.06260973587632179,-1.1452288031578064,-0.5516492873430252,-0.03359458455815911,0.0016185175627470016,-35.36368295,149.16531205,50060.5,-438.5,54.0,0.0,-11.0,77.5,-1009.5,-550.5,-31.5,2.0,1500.0
16:54:13,AUTO,1500.0,0.1083187535405159,-0.03719998151063919,-1.1422645449638367,-0.5171236246824265,0.02586687169969082,0.004900077707134187,-35.3637388,149.16532375,50009.5,-157.5,56.5,3.5,7.0,32.5,-1015.5,-513.5,27.0,5.0,1500.0
16:54:15,AUTO,1500.0,0.19790413975715637,-0.05233394168317318,-0.6114788949489594,0.336812861263752,0.03514884598553181,0.8039707839488983,-35.36374035,149.1653468,49959.0,148.0,163.5,3.5,25.0,-28.0,-1014.0,339.0,36.5,804.0,1500.0
16:54:17,AUTO,1500.0,0.05770821310579777,-0.19922642409801483,0.7811337113380432,0.09319796971976757,0.0043677170178852975,0.29118623211979866,-35.363694300000006,149.1654015,49923.0,354.0,319.0,0.0,-85.0,-58.0,-996.0,95.0,5.5,291.0,1500.0
16:54:19,AUTO,1500.0,0.06775614991784096,-0.17308060824871063,0.769911140203476,0.00922124763019383,0.02163008088245988,0.19566166028380394,-35.363619150000005,149.16548840000002,49943.0,480.0,435.0,-5.0,-121.0,-68.5,-987.0,10.5,22.5,196.5,1734.0
16:54:21,AUTO,1500.0,-0.11194898933172226,-0.09426110982894897,2.2235296964645386,0.004148276522755623,-0.0008293127175420523,0.7225274443626404,-35.36352985,149.16559080000002,50052.0,502.5,464.5,-3.5,-94.5,113.0,-980.0,6.0,0.5,723.0,1968.0
16:54:23,AUTO,1500.0,-0.16238218545913696,0.020793274976313114,2.9125845432281494,-0.0040873754769563675,0.014660428976640105,-0.03234921395778656,-35.363440350000005,149.16569479999998,50017.5,498.5,469.5,5.5,11.5,167.0,-993.0,-2.5,15.5,-31.0,1500.0
16:54:25,AUTO,1500.0,-0.1541319340467453,0.0012296416680328548,2.9034591913223267,-0.09168308973312378,0.01873600808903575,0.0019459336763247848,-35.363349549999995,149.16579975000002,50025.0,504.0,473.0,0.5,4.5,152.5,-979.0,-89.5,19.5,2.5,1500.0
16:54:27,AUTO,1500.0,-0.14968516677618027,0.004292618599720299,2.9020273685455322,0.008369579911231995,-0.015698607079684734,0.004297424864489585,-35.3632602,149.1659042,50036.0,499.5,468.0,2.5,3.5,147.0,-985.5,10.0,-14.0,4.5,1500.0
16:54:29,AUTO,1500.0,-0.1484469696879387,0.002370723057538271,2.9052847623825073,0.04834479093551636,-0.004506786121055484,0.0009164409711956978,-35.363171300000005,149.1660079,50027.5,497.5,466.0,1.0,1.5,154.5,-985.0,50.5,-3.0,1.5,1500.0
16:54:31,AUTO,1500.0,-0.15980665385723114,0.006408176152035594,2.9177154302597046,0.0018814653158187866,-6.460095755755901e-05,0.17014053161256015,-35.363082750000004,149.16611045,50020.0,496.5,468.0,3.0,-3.5,141.5,-987.0,3.5,1.5,171.0,1603.0
16:54:33,AUTO,1500.0,-0.008680743630975485,0.15361947566270828,-1.9409675002098083,0.07103152945637703,0.009378407383337617,0.721262663602829,-35.36299495,149.16621320000002,50031.0,491.0,466.0,3.5,151.0,20.5,-985.5,72.0,10.5,722.0,1706.0
16:54:35,AUTO,1500.0,0.10129909589886665,0.12460267543792725,-1.2060015797615051,-0.011698832735419273,-0.009052324574440718,-0.05196365248411894,-35.3629062,149.16631655,50003.0,501.0,473.0,0.5,132.5,-82.0,-991.0,-10.0,-7.0,-50.0,1500.0
16:54:37,AUTO,1500.0,0.08650724217295647,0.12925060093402863,-1.2272971868515015,0.0014170566573739052,0.007723625749349594,-0.0038624060107395053,-35.36281645,149.166421,50016.5,499.0,469.5,0.0,114.5,-81.5,-976.5,3.0,9.5,-2.5,1500.0
16:54:39,AUTO,1500.0,0.08647764846682549,0.12584847956895828,-1.2307405471801758,0.0029836297035217285,-0.0008734669536352158,-0.006716299103572965,-35.3627278,149.16652435,49997.5,493.5,467.5,0.0,124.5,-75.5,-985.5,5.0,0.5,-5.0,1500.0
16:54:41,AUTO,1500.0,0.09232112020254135,0.12920253723859787,-1.2317361235618591,-0.10064404550939798,-0.010007410310208797,0.005595496913883835,-35.36263945,149.1666275,49984.0,493.5,465.5,0.0,124.0,-93.0,-987.0,-98.5,-8.0,6.5,1500.0
16:54:43,AUTO,1500.0,0.06486749276518822,0.12124437466263771,-1.2331628203392029,-0.05950966104865074,-0.027515028603374958,-0.02403811691328883,-35.3625507,149.16673029999998,50009.0,490.0,465.0,-5.0,135.5,-90.5,-1005.0,-58.0,-25.5,-22.5,1500.0
16:54:45,AUTO,1500.0,0.010338918422348797,0.07512401416897774,-0.7732327878475189,-0.43792372941970825,-0.009987365920096636,0.7164758443832397,-35.3624705,149.1668247,50079.5,394.5,377.5,0.0,65.0,-130.0,-977.0,-437.0,-8.5,717.5,1616.0
16:54:47,AUTO,1500.0,0.007176398299634457,0.06969157233834267,0.5714652687311172,-0.3961271196603775,0.044992548413574696,0.6680817306041718,-35.362414900000005,149.1668917,50012.5,230.5,214.0,1.5,-53.0,-56.5,-1012.0,-392.0,46.0,669.0,1616.0
16:54:49,AUTO,1500.0,-0.06004102900624275,0.17008759081363678,0.7336372435092926,-0.167049340903759,0.0032993083586916327,0.007951164385303855,-35.36239140000001,149.16691609999998,49979.5,28.5,-34.5,1.5,-5.5,18.0,-1004.5,-163.0,4.0,9.5,1500.0
16:54:51,AUTO,1500.0,-0.2093762457370758,-0.03080690512433648,-0.4127778857946396,-0.1433813105104491,-0.016974851489067078,-0.7216950058937073,-35.3624028,149.16688175000002,49933.0,-137.0,-306.0,1.5,-39.0,59.0,-1012.0,-141.0,-15.0,-719.5,1500.0
16:54:53,AUTO,1500.0,0.025230705563444644,-0.22177181392908096,-1.8453670740127563,0.08079261146485806,0.019354818388819695,-0.717784583568573,-35.36243695,149.1667965,49929.0,-228.5,-496.0,3.5,-114.0,-33.5,-999.5,81.5,20.0,-715.0,1500.0
16:54:55,AUTO,1500.0,0.0782773606479168,-0.1614895537495613,-2.0221422910690308,-0.024874424561858177,0.025766086764633656,0.21211719536222517,-35.362485199999995,149.16667410000002,49978.5,-287.5,-608.0,-5.0,-128.0,-89.0,-988.5,-23.5,26.5,213.5,1673.5
