time_stamp,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,chan4_raw
16:54:57,AUTO,1500.0,-0.11084936186671257,-0.09622292220592499,-0.5820550620555878,0.0037155612371861935,-0.005915852671023458,0.6944779455661774,-35.36253805,149.16653915,50065.0,-290.0,-608.0,1.5,-99.0,112.5,-972.0,5.0,-4.0,696.0,1847.0
16:54:59,AUTO,1500.0,-0.15921633690595627,0.01732453051954508,0.1161634773015976,0.08806467801332474,-0.005492201191373169,-0.032837086357176304,-35.36259395,149.1663972,50004.0,-296.5,-613.5,3.5,8.0,173.5,-997.0,89.0,-4.0,-30.5,1500.0
16:55:01,AUTO,1500.0,-0.14483193308115005,0.0020063291885890067,0.1101096123456955,-0.07606689585372806,-0.013697057031095028,0.004737510113045573,-35.36264585,149.16626645000002,50018.5,-305.0,-613.0,-2.5,4.5,160.0,-997.5,-75.0,-12.0,6.5,1500.0
16:55:03,AUTO,1500.0,-0.15242967754602432,0.008495718939229846,0.10905066877603531,0.06014867126941681,0.0033189868554472923,0.00810855021700263,-35.36269975,149.16613115,49989.5,-302.0,-604.5,0.0,4.5,155.5,-992.5,61.5,5.0,9.5,1500.0
16:55:05,AUTO,1500.0,-0.15521302819252014,0.009572543203830719,0.10875630006194115,0.0649988828226924,0.029003839008510113,0.012148936395533383,-35.3627558,149.16599045,49967.0,-302.5,-607.5,-1.0,6.5,159.5,-990.5,66.0,30.0,13.5,1500.0
16:55:07,AUTO,1500.0,-0.15305931121110916,0.010174794122576714,0.10893454030156136,0.018888119608163834,0.011684146011248231,-0.0008238705340772867,-35.36280915,149.16585609999998,49973.5,-306.5,-610.5,-2.0,6.5,154.5,-990.0,20.5,13.5,1.0,1500.0
16:55:09,AUTO,1500.0,-0.12521960958838463,-0.07471311092376709,-0.5588432550430298,-0.04844814259558916,0.030516241677105427,-0.7601592540740967,-35.36286285,149.1657209,49988.5,-308.5,-604.5,0.0,-84.0,122.0,-988.0,-46.5,32.0,-757.5,1065.0
16:55:11,AUTO,1500.0,0.08223650977015495,-0.1343981921672821,-2.0024434328079224,0.03409467497840524,-0.020492275361903012,-0.6107507795095444,-35.362917350000004,149.16558725,49987.5,-304.5,-601.5,-0.5,-134.5,-71.5,-982.5,35.5,-17.5,-608.0,1282.5
16:55:13,AUTO,1500.0,0.07866060733795166,-0.1275090128183365,-2.033050775527954,-0.005023934878408909,0.010398970916867256,6.533099804073572e-05,-35.362970849999996,149.1654517,49982.5,-296.0,-610.5,-2.0,-136.0,-83.0,-988.0,-3.0,12.0,2.5,1500.0
16:55:15,AUTO,1500.0,0.08017240837216377,-0.1279965490102768,-2.031850576400757,-0.018319617956876755,0.007577353157103062,0.002162775839678943,-35.36302455,149.16531655,49986.5,-296.0,-606.5,-0.5,-127.0,-86.0,-988.0,-17.0,9.5,3.5,1500.0
16:55:17,AUTO,1500.0,0.07822835817933083,-0.1323384791612625,-2.0320175886154175,-0.0018106140196323395,0.006014174781739712,-0.0005246293731033802,-35.3630783,149.16518250000001,49977.0,-293.0,-607.0,-0.5,-135.0,-79.5,-995.0,0.5,8.0,1.5,1500.0
16:55:19,AUTO,1500.0,0.0895686186850071,-0.12813938781619072,-2.0661274194717407,0.025790545158088207,0.036538176238536835,-0.2938541737385094,-35.36313215,149.1650486,49981.5,-293.0,-611.5,-1.5,-144.0,-80.0,-997.0,27.5,38.0,-291.5,1320.0
16:55:21,AUTO,1500.0,0.04959295131266117,0.07363376021385193,2.7694252729415894,0.24789658933877945,0.004901621490716934,-0.7216288149356842,-35.3631844,149.16491865,50083.5,-264.5,-538.5,-5.0,53.5,-127.5,-985.0,248.5,7.5,-719.0,1320.0
16:55:23,AUTO,1500.0,-0.07999518141150475,0.03229408338665962,2.0969009399414062,-0.7610163986682892,-0.029552227817475796,0.05298551544547081,-35.36322425,149.16481825,50040.0,-160.0,-362.5,2.5,92.5,-59.0,-1003.0,-758.5,-26.5,54.5,1500.0
16:55:25,AUTO,1500.0,-0.0779651626944542,-0.021421738900244236,2.1211613416671753,0.5553906112909317,-0.019105052575469017,0.01674945466220379,-35.363245199999994,149.16476045,49986.5,-66.0,-163.0,0.0,39.5,23.5,-1015.5,559.5,-16.0,18.5,1500.0
16:55:27,AUTO,1500.0,-0.018548354506492615,-0.013806421309709549,2.1228948831558228,0.29204086586833,0.004563872760627419,-0.0028676343499682844,-35.363251399999996,149.1647436,49969.5,-8.5,-26.0,-0.5,3.0,-4.0,-997.0,292.5,7.0,-1.0,1500.0
16:55:29,AUTO,1500.0,0.012244161684066057,0.011183181777596474,2.122612953186035,-0.27952467277646065,0.0017984288278967142,-0.0014168658526614308,-35.3632515,149.1647447,49989.0,-5.0,-6.5,-1.0,-3.6666666666666665,-9.666666666666666,-994.0,-346.3333333333333,8.333333333333334,2.3333333333333335,1500.0
16:55:31,AUTO,1500.0,0.0025993434246629477,0.002509621423087083,2.122943639755249,-0.31322262436151505,-0.015257544815540314,0.0005034043570049107,-35.363252,149.1647436,50003.5,-8.5,-31.5,0.0,3.3333333333333335,-8.666666666666666,-994.6666666666666,-2.0,-22.666666666666668,6.666666666666667,1500.0
