time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,EK2_ALT_SOURCE
08:51:07,1500.0,6.0,26.0,-1006.5,89.0,-20.5,10.0,619345.0,-35.3632726,149.16522164999998,35340.0,-112.0,-28.5,-153.0,619.344970703125,AUTO,0.07434187829494476,0.05820582993328571,-0.3697330951690674,0.08853808417916298,-0.02227071486413479,0.011107478756457567,0.0
08:51:09,1500.0,28.0,-19.333333333333332,-1003.3333333333334,-80.0,-185.0,163.0,621903.3333333334,-35.36328366666667,149.16523543333335,37899.0,12.333333333333334,157.0,-136.66666666666666,621.9033203125,AUTO,0.11720949163039525,-0.11722468833128612,-0.3046738604704539,-0.08133778845270474,-0.18649089088042578,0.1638642499844233,0.0
08:51:11,1500.0,-38.0,-34.5,-1041.0,24.0,160.0,-1.5,624995.0,-35.363248850000005,149.16525675,40992.0,207.0,-59.5,-153.5,624.9949951171875,AUTO,-0.09157021716237068,0.038732067681849,-0.3744107186794281,0.022976191714406013,0.15950194746255875,-0.0022159404470585287,0.0
08:51:13,1500.0,2.5,28.0,-991.5,90.5,-7.0,2.5,628175.0,-35.36324065,149.165238,44170.0,-132.0,-50.5,-139.0,628.1749877929688,AUTO,-0.00020274100825190544,0.19023843854665756,-0.3986962288618088,0.08994144573807716,-0.007781733525916934,0.0027881796049769036,0.0
08:51:15,1500.0,37.5,5.5,-989.0,-164.0,-83.5,119.5,631030.0,-35.3632737,149.1652468,47025.0,-123.5,106.5,-155.5,631.0299682617188,ALT_HOLD,0.0669094379991293,-0.10501920059323311,-0.22146520018577576,-0.16552815213799477,-0.08514731749892235,0.11923988908529282,0.0
08:51:17,1500.0,2.5,-7.5,-934.0,703.5,-0.5,-20.5,630545.0,-35.36328495,149.1652555,46541.0,-45.0,-39.0,200.5,630.5449829101562,ALT_HOLD,-0.032627531327307224,0.003305782680399716,0.004226692486554384,0.7064132690429688,-0.0013263834407553077,-0.02147958055138588,0.0
08:51:19,1500.0,7.0,-79.0,-1019.0,-1914.5,-7.5,-22.5,626490.0,-35.3632932,149.1652472,42483.5,-40.0,-19.5,172.5,626.489990234375,ALT_HOLD,-0.007852540060412139,0.00048768548731459305,-0.04590393044054508,-1.9151650071144104,-0.009139964822679758,-0.02336708176881075,0.0
08:51:21,1500.0,-0.5,-30.0,-1031.5,-788.0,8.5,-12.5,624150.0,-35.3632981,149.1652444,40143.0,-4.0,1.0,27.5,624.1499938964844,AUTO,0.003008541651070118,-0.01582697033882141,-0.07927121594548225,-0.7894130349159241,0.008016526262508705,-0.0136787174269557,0.0
08:51:23,1500.0,0.0,-4.0,-1048.5,46.5,3.5,-11.5,624500.0,-35.3632985,149.16524264999998,40491.0,5.5,15.5,-68.0,624.4999694824219,AUTO,0.01784105831757188,-0.0015888474299572408,-0.10643783956766129,0.04523888975381851,0.002965992724057287,-0.012989111244678497,0.0
08:51:25,1500.0,0.5,-3.0,-1008.5,42.5,-10.0,-2.5,626745.0,-35.36329825,149.1652444,42738.5,6.0,15.5,-147.0,626.7449951171875,AUTO,0.019381826277822256,-0.005077159381471574,-0.12704871594905853,0.04151857830584049,-0.01161414897069335,-0.0038583242567256093,0.0
08:51:27,1500.0,6.333333333333333,-12.333333333333334,-1001.6666666666666,-69.0,12.0,-55.0,629310.0,-35.36329593333333,149.16525216666665,45304.333333333336,20.0,59.666666666666664,-146.0,629.3099975585938,AUTO,0.0175862490820388,0.012619671411812305,-0.18649729092915854,-0.07147526058057944,0.011084336981487771,-0.05629765490690867,0.0
08:51:29,1500.0,-10.0,27.0,-947.0,280.0,-58.0,214.0,632630.0,-35.3632961,149.1652507,48629.0,-47.0,-128.0,-123.0,632.6300048828125,AUTO,-0.07880482822656631,0.027353961020708084,-0.188260018825531,0.2792895436286926,-0.059129972010850906,0.21385180950164795,0.0
08:51:31,1500.0,-1.5,9.0,-964.0,72.5,28.0,-8.0,633965.0,-35.363300550000005,149.1652378,49958.5,-1.0,-4.0,-40.0,633.9649963378906,AUTO,0.08766528591513634,-0.02533280150964856,-0.1604091003537178,0.07095194148132578,0.027589857578277588,-0.00945388781838119,0.0
08:51:33,1500.0,0.5,-6.0,-1010.0,104.0,-43.5,431.0,634110.0,-35.36329765,149.16524475,50104.0,16.5,42.5,14.5,634.1099853515625,AUTO,0.01539741363376379,-0.006933123804628849,0.053684450685977936,0.10234120488166809,-0.04465295746922493,0.4300966067239642,0.0
08:51:35,1500.0,-7.5,-5.5,-1000.5,-56.0,-16.0,39.0,633990.0,-35.36329275,149.16525525,49986.5,24.5,43.0,0.0,633.989990234375,AUTO,0.005125955445691943,0.0030503049492836,1.0911487936973572,-0.05777209997177124,-0.017152277752757072,0.03818722441792488,0.0
08:51:37,1500.0,-25.0,-14.5,-1002.0,-47.0,-38.0,-3.0,633985.0,-35.363286599999995,149.16526829999998,49981.0,73.5,98.0,0.5,633.9849853515625,AUTO,-0.0037140334025025368,-0.10310645401477814,1.0469925999641418,-0.04906637966632843,-0.03921057842671871,-0.004230555612593889,0.0
08:51:39,1500.0,-53.0,-53.5,-944.0,-377.5,53.0,7.0,633970.0,-35.3632655,149.16530505,49960.0,157.0,200.0,10.5,633.969970703125,ALT_HOLD,0.0085578701691702,-0.04799668164923787,1.037726104259491,-0.3790403790771961,0.05287321098148823,0.0061643607914447784,0.0
08:51:41,1500.0,-47.0,-26.5,-974.5,570.5,-0.5,19.0,631740.0,-35.3632379,149.1653435,47734.5,144.5,122.0,181.5,631.739990234375,ALT_HOLD,0.02053535170853138,0.00029629388882312924,1.029807984828949,0.5719378888607025,-0.0013758240384049714,0.017508493270725012,0.0
08:51:43,1500.0,-34.5,-60.0,-999.0,-1667.5,0.5,26.5,628065.0,-35.363214,149.16536545,44055.5,116.0,66.0,175.0,628.0649719238281,ALT_HOLD,-0.019509706646203995,-0.001960181281901896,1.022186517715454,-1.6696824431419373,-0.00024336625938303769,0.026075154542922974,0.0
08:51:45,1500.0,-15.5,-37.0,-1080.5,-170.5,-74.0,15.0,625135.0,-35.3631984,149.16537855,41129.5,51.5,33.5,66.5,625.135009765625,AUTO,0.026581977028399706,-0.003739279694855213,1.0177524089813232,-0.17010395228862762,-0.07580163702368736,0.014563273638486862,0.0
08:51:47,1500.0,-34.5,-30.5,-1010.5,-103.5,-63.5,8.0,624765.0,-35.36318755,149.16539690000002,40761.5,99.5,136.0,-4.0,624.7649841308594,AUTO,0.011733677005395293,-0.13414087146520615,1.0319064259529114,-0.10378651320934296,-0.06560420617461205,0.0074039846658706665,0.0
08:51:49,1500.0,-90.5,-57.5,-1009.5,-148.5,1.0,-1.0,625050.0,-35.363158,149.1654498,41046.0,220.5,329.5,-21.5,625.0499877929688,AUTO,0.04467127285897732,-0.16680557280778885,1.0215086340904236,-0.1501772180199623,-0.0005058133974671364,-0.0017859798390418291,0.0
08:51:51,1500.0,-100.0,-62.5,-996.5,-31.0,34.5,-1.0,625665.0,-35.363111700000005,149.16553645,41655.0,271.0,427.5,-30.5,625.6649780273438,AUTO,0.06332710012793541,-0.11922331526875496,1.0181990265846252,-0.032464205753058195,0.03319699876010418,-0.002123551443219185,0.0
08:51:53,1500.0,-114.0,-63.0,-982.0,14.0,-49.0,-5.0,626210.0,-35.3630706,149.1656155,42202.0,275.0,438.0,-28.0,626.2099609375,AUTO,0.06413251161575317,-0.0933677926659584,1.016628623008728,0.013166182674467564,-0.051313865929841995,-0.006908871699124575,0.0
08:51:55,1500.0,-111.5,-76.5,-1011.5,15.5,19.5,-80.5,626795.0,-35.3630052,149.16574075,42789.5,347.0,536.5,-29.0,626.7949829101562,AUTO,0.06807785853743553,-0.17581000924110413,0.9804627001285553,0.01456416878500022,0.018472601077519357,-0.08224491216242313,0.0
08:51:57,1500.0,-119.0,-106.0,-985.5,-3.5,18.0,-17.5,627615.0,-35.36293755,149.1658649,43608.5,382.0,588.5,-40.5,627.614990234375,AUTO,0.12908482179045677,-0.12700015306472778,0.7737405300140381,-0.00477103516459465,0.016168953385204077,-0.01896572671830654,0.0
08:51:59,1500.0,-125.5,-91.5,-972.5,-21.5,29.0,152.0,628535.0,-35.36287015,149.16599804999998,44531.0,349.0,600.5,-50.5,628.5350036621094,AUTO,0.10099222138524055,-0.07236012443900108,0.9696899950504303,-0.022806316614151,0.027709907852113247,0.15096580609679222,0.0
08:52:01,1500.0,-87.5,-66.0,-984.0,-134.5,37.5,6.0,629315.0,-35.36281515,149.16611054999998,45307.0,254.5,392.0,-11.5,629.3149719238281,AUTO,0.0425741970539093,0.04399730823934078,1.0440913438796997,-0.13566285371780396,0.036068644374608994,0.005571301328018308,0.0
08:52:03,1500.0,-62.5,-98.5,-874.0,-1438.5,0.5,53.0,628945.0,-35.3627772,149.1661757,44942.0,188.5,227.5,102.5,628.9449768066406,ALT_HOLD,-0.004939451348036528,-0.019235004670917988,1.0414366126060486,-1.4389981627464294,-0.0012391959317028522,0.05260262452065945,0.0
08:52:05,1500.0,-59.0,36.0,-1011.0,1332.0,6.0,-30.0,625495.0,-35.36274375,149.1662157,41489.0,174.0,134.5,187.5,625.4949645996094,ALT_HOLD,0.018383072689175606,-0.007778285536915064,1.0361971855163574,1.3309027552604675,0.004562393471132964,-0.03209076775237918,0.0
08:52:07,1500.0,-40.0,-24.5,-1002.0,-997.5,36.5,-19.5,621970.0,-35.362714999999994,149.16623915,37963.5,132.0,67.0,116.5,621.9700012207031,AUTO,0.006321164779365063,0.02856091922149062,1.03309828042984,-1.001058742403984,0.03472294146195054,-0.02140803448855877,0.0
08:52:09,1500.0,-18.0,-28.0,-1012.5,-321.5,-76.0,35.0,620675.0,-35.36270075,149.16625240000002,36669.5,48.5,57.5,35.5,620.6749877929688,AUTO,0.018431353149935603,-0.048509799875319004,1.0560820698738098,-0.3229847140610218,-0.0783938579261303,0.03355855564586818,0.0
08:52:11,1500.0,-56.5,-32.0,-1047.5,-118.0,-21.0,-8.0,620565.0,-35.36268585,149.16628144999999,36557.0,129.5,215.5,-34.5,620.5650024414062,AUTO,0.024830196984112263,-0.1627161055803299,1.0700719952583313,-0.12018490582704544,-0.023639962077140808,-0.00942932310863398,0.0
08:52:13,1500.0,-86.5,-56.0,-1011.0,10.5,51.0,-72.0,621940.0,-35.3626524,149.16634975,37939.0,216.5,371.0,-91.0,621.9399719238281,AUTO,0.05210016295313835,-0.11683037132024765,1.0202492475509644,0.009729955345392227,0.049004215747117996,-0.07429833523929119,0.0
08:52:15,1500.0,-82.5,-77.5,-984.0,9.5,-5.0,-173.5,623860.0,-35.362609750000004,149.166438,39858.0,251.0,427.5,-82.5,623.8599853515625,AUTO,0.08770915493369102,-0.11956613883376122,0.7638761401176453,0.008746522013098001,-0.007187206298112869,-0.17562667280435562,0.0
08:52:17,1500.0,-68.0,-101.5,-1000.0,-21.5,-7.0,33.0,625695.0,-35.362562999999994,149.16653845000002,41691.0,248.0,466.0,-98.0,625.6949768066406,AUTO,0.10303820669651031,-0.053202349692583084,0.6123928725719452,-0.023958693258464336,-0.009193535894155502,0.03216473385691643,0.0
08:52:19,1500.0,-75.0,-88.0,-988.0,6.5,-13.0,43.0,627825.0,-35.362519500000005,149.1666388,43816.5,247.5,445.5,-101.5,627.8249816894531,AUTO,0.07444838061928749,-0.07369288802146912,0.7025024890899658,0.005658925627358258,-0.015979453921318054,0.041752446442842484,0.0
08:52:21,1500.0,-84.5,-56.5,-854.5,127.5,-80.5,435.0,629595.0,-35.362474500000005,149.1667352,45589.5,248.0,447.5,-24.5,629.5950012207031,ALT_HOLD,0.10346514359116554,-0.11411133036017418,1.0563568770885468,0.12599157259683125,-0.08264639973640442,0.43379903491586447,0.0
08:52:23,1500.0,-103.0,10.0,-998.5,1614.5,46.5,-77.0,627170.0,-35.36243495,149.16683465,43166.0,206.0,428.5,207.0,627.1699829101562,ALT_HOLD,0.039833788527175784,-0.050392597913742065,1.1626482605934143,1.6122113466262817,0.04451877623796463,-0.0789607260376215,0.0
08:52:25,1500.0,-79.0,-90.0,-1029.0,-1008.5,221.0,40.0,623320.0,-35.3623958,149.166913,39313.0,224.5,273.0,170.0,623.3199768066406,AUTO,0.016121765598654747,0.046688249334692955,1.1471357345581055,-1.0095334351062775,0.21929535595700145,0.03814622014760971,0.0
08:52:27,1500.0,-10.0,-18.0,-1075.5,-246.5,-65.5,4.5,621630.0,-35.3623744,149.16694575,37623.5,23.0,23.5,-9.0,621.6299743652344,AUTO,0.021775330416858196,0.08660177700221539,1.1363630294799805,-0.24790320545434952,-0.06820552609860897,0.0033250099513679743,0.0
08:52:29,1500.0,5.0,1.5,-1035.5,-65.5,-8.0,439.5,622860.0,-35.3623753,149.16694454999998,38851.5,-12.5,-28.5,-97.0,622.8599853515625,AUTO,-0.005808720597997308,0.014017718844115734,1.3336116671562195,-0.06744011864066124,-0.010621292283758521,0.43798612424870953,0.0
08:52:31,1500.0,2.5,-8.0,-986.5,22.5,47.0,456.0,625520.0,-35.3623779,149.16693885,41514.0,-41.5,-32.0,-140.5,625.5199584960938,AUTO,0.0457941647619009,-0.019282737746834755,2.4653512239456177,0.021295917860697955,0.0449454914778471,0.45464423298835754,0.0
08:52:33,1500.0,2.0,-8.5,-1008.0,-29.5,-8.0,584.5,628395.0,-35.362382,149.16693055,44389.0,11.5,-35.5,-142.0,628.3949890136719,AUTO,0.006475140617112629,0.05096392333507538,-2.533756136894226,-0.03110705758444965,-0.01056031952612102,0.5827107131481171,0.0
08:52:35,1500.0,5.5,-0.5,-1000.0,-63.5,-52.0,96.5,631450.0,-35.36237615,149.16692955000002,47447.0,12.5,5.0,-148.5,631.4499816894531,AUTO,-0.05412799399346113,-0.015786245232447982,-2.0084607005119324,-0.06548195984214544,-0.05487768165767193,0.09501616284251213,0.0
08:52:37,1500.0,-22.0,10.5,-935.5,169.0,18.5,95.5,633995.0,-35.3623865,149.16693125,49989.5,-89.0,-30.0,-67.5,633.9949951171875,AUTO,0.0724774170666933,-0.08359995111823082,-1.8967996835708618,0.16792172752320766,0.015732359141111374,0.09402495622634888,0.0
08:52:39,1500.0,-18.0,4.0,-860.0,921.0,-0.5,3.0,633780.0,-35.36239475,149.1669168,49773.0,-38.5,-63.5,124.0,633.7799987792969,ALT_HOLD,-0.02365945023484528,0.009281206643208861,-1.8492093086242676,0.9211085140705109,-0.003240479505620897,0.0010046260431408882,0.0
08:52:41,1500.0,-13.0,22.5,-1001.0,-736.5,6.0,-22.0,630220.0,-35.36240535,149.16691015,46214.0,-42.5,-15.0,179.5,630.219970703125,ALT_HOLD,-0.011618599179200828,0.001953081926330924,-1.8611934781074524,-0.7415212541818619,0.004225960350595415,-0.02445407398045063,0.0
08:52:43,1500.0,-1.5,-26.0,-1029.5,190.0,-1.0,-1.0,626800.0,-35.36241305,149.16691055,42795.0,-22.5,0.5,104.5,626.7999877929688,AUTO,0.022021569311618805,-0.00209083771915175,-1.8730562329292297,0.1914811059832573,-0.0036036273231729865,-0.0030580463353544474,0.0
08:52:45,1500.0,1.5,4.0,-1053.5,118.5,17.5,795.0,626060.0,-35.36241355,149.16691185,42055.5,15.5,1.5,-21.0,626.0599975585938,AUTO,0.020989055279642344,-0.0023182213899417548,-1.2219200134277344,0.11606281995773315,0.015860107028856874,0.7932755351066589,0.0
08:52:47,1500.0,-7.0,-2.0,-1016.0,98.5,8.0,529.0,627380.0,-35.362407250000004,149.1669142,43376.0,23.0,7.5,-98.0,627.3800048828125,AUTO,0.0071267676539719105,0.011141459457576275,0.20267616771161556,0.09681293182075024,0.0061908672214485705,0.5271522700786591,0.0
08:52:49,1500.0,-4.5,-3.0,-985.0,-9.0,-9.0,-6.5,629435.0,-35.3624021,149.16691665000002,45430.5,11.5,4.0,-90.0,629.4349670410156,AUTO,0.00199059268925339,0.00425221084151417,0.4095510393381119,-0.011049094144254923,-0.01094346446916461,-0.008596881642006338,0.0
08:52:51,1500.0,-6.0,-3.0,-999.5,5.0,6.5,-0.5,631180.0,-35.36239755,149.16691855,47176.5,21.0,7.5,-82.5,631.1799926757812,AUTO,0.005956863285973668,-0.003924468765035272,0.4037201404571533,0.0034428582875989377,0.004906322341412306,-0.003104482078924775,0.0
08:52:53,1500.0,-5.5,-2.0,-999.5,-28.0,17.0,-427.0,632900.0,-35.362392400000004,149.16692025,48894.0,19.5,3.5,-82.0,632.8999633789062,AUTO,-0.012395054334774613,0.007330954656936228,0.2553209662437439,-0.030711788684129715,0.015210740733891726,-0.42975430306978524,0.0
08:52:55,1500.0,-24.0,-2.0,-1000.0,-4.5,-35.5,-711.0,634590.0,-35.3623903,149.16691065,50587.5,-13.5,-109.5,-79.5,634.5899658203125,AUTO,-0.05530007556080818,-0.0868771243840456,-1.1283774971961975,-0.007419832982122898,-0.03817673493176699,-0.7139760553836823,0.0
08:52:57,1500.0,-57.0,-30.0,-960.0,21.0,4.0,-12.0,635750.0,-35.3623952,149.166877,51741.0,-76.0,-285.0,-43.0,635.75,AUTO,0.0020926205907016993,-0.19674980640411377,-1.766851782798767,0.01922597736120224,0.0024786554276943207,-0.014959786087274551,0.0
08:52:59,1500.0,-74.5,-27.0,-844.0,-791.0,4.0,-3.0,634865.0,-35.36242095,149.16677845,50857.0,-139.0,-329.0,179.0,634.864990234375,ALT_HOLD,-0.016933362931013107,0.0056529599241912365,-1.8146619200706482,-0.7955770939588547,0.0014734449796378613,-0.005502365529537201,0.0
08:53:01,1500.0,-62.0,-125.0,-1051.0,-2160.0,-10.0,49.0,631010.0,-35.3624423,149.1667303,47004.0,-147.0,-203.0,227.0,631.010009765625,ALT_HOLD,-0.015291567891836166,-0.0005017724470235407,-1.819056749343872,-2.1591434478759766,-0.01278343889862299,0.047016724944114685,0.0
08:53:03,1500.0,-36.0,67.0,-1064.5,387.5,-47.5,-29.5,626550.0,-35.36247145,149.1666955,42546.0,-97.0,-85.5,139.0,626.5499877929688,AUTO,0.04185664840042591,0.015831594704650342,-1.8186277747154236,0.3822219669818878,-0.04984568851068616,-0.03229913488030434,0.0
08:53:05,1500.0,-18.0,-6.0,-1049.0,310.0,-54.0,15.0,625160.0,-35.3624834,149.1666856,41155.0,-4.0,-78.0,18.0,625.1599731445312,AUTO,0.08238493651151657,-0.059524428099393845,-1.8236185312271118,0.3085063397884369,-0.057128824293613434,0.013759181834757328,0.0
08:53:07,1500.0,-44.0,-16.5,-1012.5,261.5,-62.0,-3.0,625190.0,-35.362489749999995,149.1666556,41185.5,-20.0,-246.5,-14.0,625.1899719238281,AUTO,0.051814472302794456,-0.1694897562265396,-1.7940317392349243,0.2581479772925377,-0.06478381901979446,-0.005595427937805653,0.0
08:53:09,1500.0,-86.5,-57.5,-1007.0,-7.0,24.5,9.0,625695.0,-35.36250325,149.1665782,41687.0,-82.5,-456.5,-35.5,625.6949768066406,AUTO,0.05983644165098667,-0.16291683167219162,-1.7967267632484436,-0.011450910475105047,0.02333519235253334,0.006968107772991061,0.0
08:53:11,1500.0,-120.0,-59.0,-994.5,11.5,12.0,4.0,626560.0,-35.3625227,149.1664662,42556.5,-117.5,-537.5,-45.0,626.5599975585938,ALT_HOLD,0.058712370693683624,-0.1223384439945221,-1.794703483581543,0.007372552528977394,0.010378302074968815,0.0016531588626094162,0.0
08:53:13,1500.0,-95.0,29.5,-898.0,296.5,1.0,-78.0,626055.0,-35.362547750000004,149.16635885,42049.0,-165.5,-391.5,173.0,626.0549621582031,ALT_HOLD,-0.016890693921595812,-0.0037965445080772042,-1.7956541180610657,0.288788765668869,-0.0012105258647352457,-0.0810968466103077,0.0
08:53:15,1500.0,-72.0,-88.5,-999.0,-389.0,3.5,64.0,622145.0,-35.3625791,149.1662897,38138.0,-184.5,-231.5,182.5,622.1449890136719,ALT_HOLD,0.014170447364449501,-0.004665666725486517,-1.7973664999008179,-0.3893904574215412,0.0011045723222196102,0.06144809164106846,0.0
08:53:17,1500.0,-36.0,24.0,-1139.0,-335.0,-122.5,-34.5,618740.0,-35.36260445,149.1662503,34731.0,-96.5,-96.5,111.5,618.739990234375,AUTO,0.04386480338871479,0.05930047854781151,-1.7950329780578613,-0.3422967568039894,-0.12504155188798904,-0.037811800837516785,0.0
08:53:19,1500.0,-25.0,1.0,-1030.5,268.5,-59.5,10.5,618175.0,-35.36261185,149.16623135,34170.0,-27.0,-129.5,-17.0,618.1749877929688,AUTO,0.021279247477650642,-0.10893219709396362,-1.7229084372520447,0.26507624983787537,-0.06258489936590195,0.007896710652858019,0.0
08:53:21,1500.0,-75.5,-41.5,-1028.5,32.0,3.5,0.0,619035.0,-35.3626191,149.16618,35028.5,-68.5,-352.5,-64.0,619.0350036621094,AUTO,0.033828962594270706,-0.18485112488269806,-1.736409604549408,0.02886092069093138,0.0014954451471567154,-0.002782982192002237,0.0
08:53:23,1500.0,-90.5,-50.0,-937.0,14.5,-61.0,-124.0,620725.0,-35.362633599999995,149.16608589999998,36723.5,-93.5,-478.0,-63.0,620.7250061035156,AUTO,0.07638386636972427,-0.19076892733573914,-1.8917825818061829,0.010675470810383558,-0.06265221163630486,-0.12727981060743332,0.0
08:53:25,1500.0,-57.0,-88.0,-986.0,40.5,16.0,-120.0,622670.0,-35.3626519,149.16597565,38662.0,-97.0,-471.5,-114.0,622.6699829101562,AUTO,0.08423971757292747,-0.03542693518102169,-2.1703659296035767,0.03752351738512516,0.014255042187869549,-0.12321113049983978,0.0
08:53:27,1500.0,-65.5,-97.5,-973.5,2.0,-23.5,55.5,624660.0,-35.36266825,149.1658684,40652.0,-82.0,-513.5,-74.0,624.6600036621094,AUTO,0.11885595694184303,-0.11136332899332047,-2.1660807132720947,-0.00162929215002805,-0.02639763616025448,0.05309881456196308,0.0
08:53:29,1500.0,-105.5,-111.5,-997.5,9.0,7.0,46.0,625960.0,-35.3626861,149.16574385,41954.5,-113.5,-601.0,-54.5,625.9599914550781,AUTO,0.10937266424298286,-0.127339206635952,-2.0776965618133545,0.0058585708029568195,0.004993718815967441,0.0436667874455452,0.0
08:53:31,1500.0,-67.0,-50.5,-805.0,234.5,-306.0,606.5,628470.0,-35.362700000000004,149.16562335,44461.5,-38.0,-437.5,-121.5,628.4700012207031,ALT_HOLD,0.07726936601102352,-0.051415782916592434,-1.8191308975219727,0.23113782703876495,-0.30940066277980804,0.6037406027317047,0.0
08:53:33,1500.0,-95.0,-147.5,-950.0,-1979.0,55.5,53.5,627335.0,-35.36270005,149.16552065,43332.5,24.5,-468.5,202.0,627.3349609375,ALT_HOLD,0.0347663089632988,-0.06929634883999825,-1.607966423034668,-1.9822419881820679,0.05288011394441128,0.05132986605167389,0.0
08:53:35,1500.0,-93.0,41.0,-1029.5,1840.5,15.5,-57.0,623330.0,-35.3627053,149.16542775,39324.5,-70.5,-356.5,176.5,623.3299865722656,AUTO,0.017241754103451967,-0.017136388458311558,-1.62730872631073,1.8364962339401245,0.013220946304500103,-0.06050211191177368,0.0
08:53:37,1500.0,-9.0,8.0,-1085.5,404.0,-72.0,-7.0,621205.0,-35.3627172,149.16538179999998,37200.0,3.0,-52.5,-5.0,621.2049865722656,AUTO,0.04066714644432068,0.0818730928003788,-1.6371845602989197,0.4002210274338722,-0.07517862692475319,-0.009773831639904529,0.0
08:53:39,1500.0,1.5,-2.5,-1003.0,4.5,-10.0,-2.5,622175.0,-35.3627158,149.16538029999998,38168.5,-4.5,3.0,-74.5,622.1749572753906,AUTO,-0.013562650419771671,-0.004255308536812663,-1.6506662368774414,0.0010468661785125732,-0.01330885523930192,-0.005443861708045006,0.0
08:53:41,1500.0,-3.5,3.5,-1030.0,-7.0,3.5,-1.0,623660.0,-35.36271735,149.16538070000001,39656.0,-17.5,-8.0,-85.0,623.6599731445312,AUTO,-0.007369420258328319,-0.007252765819430351,-1.6616858839988708,-0.011271283030509949,0.0014529364416375756,-0.004258081084117293,0.0
08:53:43,1500.0,-4.0,1.5,-1003.0,3.5,6.0,-0.5,626115.0,-35.3627207,149.16537879999998,42107.5,-20.0,-7.5,-142.5,626.114990234375,AUTO,-0.00019182261530659162,0.001967983436770737,-1.6712782979011536,-0.00014070060569792986,0.003744042944163084,-0.0030767712742090225,0.0
08:53:45,1500.0,-3.0,1.0,-996.5,5.5,2.5,-0.5,628975.0,-35.362723599999995,149.1653772,44969.5,-19.0,-1.0,-135.5,628.9749755859375,AUTO,-0.0044792089611291885,0.00272683531511575,-1.6793918013572693,0.0023464387049898505,0.0003354811342433095,-0.003824039245955646,0.0
