,A.ALT_HOLD2
08:50:45.533,-1.0
08:50:45.733,-1.0
08:50:45.934,-1.0
08:50:46.135,-1.0
08:50:46.336,-1.0
08:50:46.537,-1.0
08:50:46.738,-1.0
08:50:46.939,-1.0
08:50:47.140,-1.0
08:50:47.340,-1.0
08:50:47.541,-1.0
08:50:47.742,-1.0
08:50:47.943,-1.0
08:50:48.144,-1.0
08:50:48.345,-1.0
08:50:48.545,-1.0
08:50:48.746,-1.0
08:50:48.946,-1.0
08:50:49.147,-1.0
08:50:49.348,-1.0
08:50:49.549,-1.0
08:50:49.749,-1.0
08:50:49.951,-1.0
08:50:50.151,-1.0
08:50:50.352,-1.0
08:50:50.553,-1.0
08:50:50.754,-1.0
08:50:50.955,-1.0
08:50:51.155,-1.0
08:50:51.357,-1.0
08:50:51.557,-1.0
08:50:51.758,-1.0
08:50:51.960,-1.0
08:50:52.160,-1.0
08:50:52.362,-1.0
08:50:52.562,-1.0
08:50:52.763,-1.0
08:50:52.964,-1.0
08:50:53.165,-1.0
08:50:53.367,-1.0
08:50:53.570,-1.0
08:50:53.771,-1.0
08:50:53.971,-1.0
08:50:54.172,-1.0
08:50:54.373,-1.0
08:50:54.574,-1.0
08:50:54.775,-1.0
08:50:54.975,-1.0
08:50:55.176,-1.0
08:50:55.377,-1.0
08:50:55.578,-1.0
08:50:55.779,-1.0
08:50:55.979,-1.0
08:50:56.180,-1.0
08:50:56.381,-1.0
08:50:56.582,-1.0
08:50:56.782,-1.0
08:50:56.983,-1.0
08:50:57.184,-1.0
08:50:57.385,-1.0
08:50:57.586,-1.0
08:50:57.787,-1.0
08:50:57.987,-1.0
08:50:58.188,-1.0
08:50:58.389,-1.0
08:50:58.590,-1.0
08:50:58.790,-1.0
08:50:58.991,-1.0
08:50:59.192,-1.0
08:50:59.394,-1.0
08:50:59.595,-1.0
08:50:59.796,-1.0
08:50:59.996,-1.0
08:51:00.197,-1.0
08:51:00.398,-1.0
08:51:00.599,-1.0
08:51:00.800,-1.0
08:51:01.000,-1.0
08:51:01.201,-1.0
08:51:01.402,-1.0
08:51:01.604,-1.0
08:51:01.806,-1.0
08:51:02.007,-1.0
08:51:02.208,-1.0
08:51:02.409,-1.0
08:51:02.609,-1.0
08:51:02.810,-1.0
08:51:03.011,-1.0
08:51:03.211,-1.0
08:51:03.413,-1.0
08:51:03.613,-1.0
08:51:03.814,-1.0
