time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
13:22:05,1500.0,AUTO,-0.06902563385665417,0.011883743572980165,-0.11276258900761604,0.05423862114548683,0.0009290182497352362,-0.030440226197242737,590245.0,-35.363260350000004,149.16524555,6258.5,-4.5,-37.5,-148.5,590.2449951171875,-2.5,5.5,-1001.0,54.5,1.5,-30.0,0.0
13:22:07,1500.0,AUTO,0.05552402697503567,0.00849844649201259,-0.11663566529750824,0.007017271593213081,-0.06470168568193913,0.0637236200273037,593335.0,-35.3632646,149.16523385,9350.0,-37.5,-21.0,-152.0,593.3349914550781,1.5,11.0,-998.5,8.0,-63.5,63.5,0.0
13:22:09,1500.0,AUTO,-0.03053008485585451,-0.005442566704005003,-0.07615217566490173,-0.09719972312450409,0.1207246296107769,-0.14602051675319672,596415.0,-35.36326235,149.1652379,12429.0,66.0,33.0,-147.0,596.4149780273438,-7.5,-14.5,-1012.0,-96.0,121.0,-145.5,0.0
13:22:11,1500.0,AUTO,0.008927573799155653,0.054671959951519966,-0.21986662596464157,0.05951433256268501,-0.001780282356776297,-0.014881726820021868,599545.0,-35.3632578,149.16523555,15559.5,-30.0,-23.0,-152.5,599.5449829101562,-1.0,7.5,-1000.0,60.0,-1.0,-14.5,0.0
13:22:13,1500.0,AUTO,-0.019632109440863132,-0.07132427580654621,-0.10887455567717552,-0.07130258157849312,0.08951355144381523,-0.04998724441975355,602645.0,-35.3632642,149.1652378,18661.5,11.0,23.5,-150.5,602.6449890136719,2.5,-4.0,-1000.5,-70.0,90.0,-49.5,0.0
13:22:17,1500.0,AUTO,0.014143023057840765,0.022876478265970945,-0.28654569387435913,-0.1028752326965332,-0.08371250331401825,0.02048563491553068,608880.0,-35.36326045,149.165235,24899.0,-27.0,54.5,-148.5,608.8800048828125,12.0,-3.0,-1001.0,-101.5,-82.0,20.0,0.0
13:22:19,1500.0,AUTO,-0.001384804374538362,-0.010544070042669773,-0.29028479754924774,0.030390623956918716,0.016164406202733517,0.006995357456617057,611995.0,-35.3632631,149.1652391,28008.5,-1.0,-10.5,-153.0,611.9949951171875,-1.0,1.5,-999.0,31.0,16.5,6.5,0.0
13:22:21,1500.0,AUTO,0.0063517040107399225,0.003750168136321008,-0.2518205866217613,-0.003128880518488586,0.0021884149173274636,0.02235777024179697,615105.0,-35.36326255,149.1652374,31121.0,3.5,0.5,-153.0,615.10498046875,-1.0,0.0,-1000.0,-2.0,2.5,21.5,0.0
13:22:23,1500.0,AUTO,0.0015018959529697895,0.0029629087075591087,-0.21737662702798843,-0.0009685495751909912,-0.0004052948788739741,0.016260257922112942,618225.0,-35.3632621,149.1652374,34237.5,0.0,2.0,-153.0,618.2249755859375,0.0,0.0,-999.5,0.0,0.0,16.0,0.0
13:22:25,1500.0,AUTO,0.0016799206496216357,0.0014696205616928637,-0.19174828380346298,0.0012680834624916315,0.0007966739067342132,0.011812167707830667,621335.0,-35.3632621,149.1652374,37351.5,-1.0,1.0,-153.0,621.3349914550781,0.0,0.0,-999.5,2.0,1.5,11.5,0.0
13:22:29,1500.0,AUTO,0.0016023655771277845,0.0013139016227796674,-0.15857753157615662,0.00023168278858065605,-0.0010001429473049939,0.007669680984690785,627565.0,-35.363262,149.1652374,43579.5,-1.0,1.0,-153.0,627.5650024414062,0.0,0.0,-999.5,1.0,0.5,7.5,0.0
13:22:31,1500.0,AUTO,0.0018196149030700326,0.0013343081809580326,-0.14646603912115097,-0.0005524117150343955,0.0002816267660818994,0.007193636381998658,630685.0,-35.363262,149.1652373,46700.5,-1.0,1.0,-153.0,630.6849975585938,0.0,0.0,-1000.0,0.5,1.0,7.5,0.0
13:22:33,1500.0,AUTO,0.016390387900173664,-0.047608764842152596,0.24903950095176697,0.08184279128909111,-0.05601390730589628,0.018821260309778154,633255.0,-35.36326455,149.16523385,49269.5,-20.0,-29.0,-74.0,633.2549743652344,1.5,10.0,-953.0,82.5,-54.5,19.5,0.0
13:22:35,1500.0,AUTO,0.011437368346378207,0.005517506797332317,0.1896044760942459,-0.41006311774253845,0.029644782654941082,-0.03188374079763889,634100.0,-35.363262750000004,149.16523510000002,50115.0,21.0,29.0,-18.0,634.0999755859375,-2.5,-36.0,-979.0,-411.0,30.5,-31.0,0.0
13:22:37,1500.0,AUTO,-0.0451646763831377,-0.0284242769703269,0.14184950292110443,-0.6370216310024261,-0.04664209671318531,-0.019637784454971552,633990.0,-35.36326115,149.16523784999998,50005.0,5.5,-19.0,6.0,633.989990234375,-2.0,-33.5,-1012.5,-637.5,-45.0,-18.5,0.0
13:22:39,1500.0,AUTO,0.009874017676338553,-0.11937687918543816,-0.5817553997039795,0.43601110577583313,-0.030230870470404625,-0.13311915309168398,633940.0,-35.363252450000005,149.16522700000002,49950.0,107.5,-94.0,-2.0,633.9400024414062,-30.0,11.0,-1006.0,438.5,-28.5,-132.5,0.0
13:22:41,1500.0,AUTO,0.02533070184290409,-0.17852582037448883,-0.5571476221084595,-0.15913900174200535,-0.020106655079871416,-0.025293054059147835,633910.0,-35.363220049999995,149.16519284999998,49927.0,268.0,-217.5,-0.5,633.9099731445312,-75.0,-33.5,-1004.0,-157.0,-18.5,-24.5,0.0
13:22:43,1500.0,AUTO,0.048505449667572975,-0.18195581436157227,-0.5796036720275879,0.12223850190639496,0.012821878772228956,-0.01674209674820304,633900.0,-35.363158299999995,149.16513075,49915.5,419.0,-335.0,-4.0,633.8999633789062,-117.5,-49.5,-998.0,123.0,13.5,-15.5,0.0
13:22:45,1500.0,AUTO,0.06754262745380402,-0.14501700550317764,-0.5938104391098022,-0.08822209015488625,0.018028380814939737,-0.008415238000452518,633975.0,-35.363075800000004,149.1650487,49990.5,482.0,-389.5,-4.5,633.9749755859375,-129.5,-69.0,-984.5,-87.0,19.0,-7.5,0.0
