time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,EK2_ALT_SOURCE,alt,lat,lon,relative_alt,vx,vy,vz
11:09:49,AUTO,0.18516594792405763,-0.30639319121837616,-0.3061360145608584,0.09401458253463109,-0.0833766870200634,0.22144690745820603,633.1616516113281,15.333333333333334,12.5,-1025.1666666666667,94.83333333333333,-82.5,221.66666666666666,1500.0,0.0,633161.6666666666,-35.363285950000005,149.16521841666668,49235.833333333336,-57.166666666666664,59.0,-111.16666666666667
11:09:57,AUTO,0.010771354846656322,-0.16989834755659103,-0.7286807060241699,0.0025161996483802794,-0.05365347266197205,0.0006707772612571716,633.8699951171875,-64.6,-40.8,-998.2,1.6,-52.8,1.4,1500.0,0.0,633870.0,-35.36322784,149.1651837,49945.0,219.6,-245.4,0.6
11:10:15,AUTO,0.03540058247745037,0.009682042102213018,-0.8085383921861649,0.3804829188156873,-0.18014243710786104,-0.04678395064547658,633.9849853515625,-57.75,-6.0,-1001.25,389.25,-179.0,-45.5,1500.0,0.0,633985.0,-35.3628676,149.16467815000001,50055.25,201.0,-205.25,11.0
11:10:17,AUTO,0.03798568528145552,-0.0635225639368097,-0.8150333762168884,-0.07769289240241051,0.05584371338287989,0.04465501910696427,633.8766377766927,-67.0,-56.666666666666664,-997.1666666666666,-79.66666666666667,56.333333333333336,45.333333333333336,1500.0,0.0,633876.6666666666,-35.362832833333336,149.16463128333336,49952.166666666664,213.83333333333334,-261.6666666666667,-5.333333333333333
11:10:20,AUTO,0.02000306500121951,0.07853291649371386,-0.8243328481912613,0.31066349893808365,-0.03987458813935518,-0.014011261984705925,633.9449920654297,-27.75,9.5,-1005.75,317.5,-38.75,-12.5,1500.0,0.0,633945.0,-35.36276115,149.1645292,50018.5,88.75,-104.25,2.0
11:10:36,RTL,-0.05682459899357387,0.1795681773551873,-0.8369748847825187,0.03128370443092925,0.01607691390173776,0.012859575982604707,633.875714983259,105.71428571428571,62.57142857142857,-996.0,32.42857142857143,16.285714285714285,13.714285714285714,1500.0,0.0,633875.7142857143,-35.36287337142857,149.16468744285717,49948.857142857145,-357.2857142857143,429.57142857142856,5.571428571428571
11:10:52,RTL,-0.016605784418061376,0.05603060591965914,-0.8198756277561188,0.13231009803712368,0.1679993011057377,-0.03563538519665599,633.9199829101562,49.25,28.25,-1003.75,128.5,168.0,-33.75,1500.0,0.0,633920.0,-35.36320975,149.16516239999999,49994.75,-171.25,176.0,9.25
11:11:35,RTL,-0.009672448900528253,-0.0025824830401688812,-0.817289924621582,-1.118999856710434,-0.004663369804620743,-0.007060202304273844,606.6340087890625,-0.6,-59.2,-972.6,-1124.2,-3.6,-4.4,1500.0,0.0,606634.0,-35.36326212,149.16523792,22709.8,-0.8,-2.6,98.8
11:12:23,RTL,0.009052142617292702,-0.0013718035304918885,-0.815306282043457,0.16886954009532928,0.0001708781812340021,0.0035200521349906923,585.7199951171875,-0.6,27.2,-998.8,180.8,1.6,6.2,1500.0,0.0,585720.0,-35.36326308,149.16523623999998,1795.6,9.0,12.4,32.8
11:12:39,RTL,0.008136622297267119,0.0034592365069935718,-0.8163883686065674,0.0013057216225812833,0.0017608810449019074,0.0006834285644193491,583.1900024414062,0.0,0.0,-1000.0,3.0,3.0,3.0,1500.0,0.0,583190.0,-35.3632587,149.1652424,0.0,2.0,11.333333333333334,7.333333333333333
