,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
11:10:37.499,5.0,5.0,0.0,-93.0,0.61,77.0,1.0,100.0,4.9,22.0,20.0,3.0,3.5,0.23,0.0,32000.0,0.2,0.9,240.0,1.0,0.1,0.0,1000.0,1000.0,0.5
11:10:53.147,5.0,5.0,0.0,27.0,0.72,72.0,1.0,69.0,4.9,35.0,59.0,6.0,5.0,0.36,0.0,15137.0,0.4,0.8,0.0,1.0,0.1,0.0,1000.0,330.0,0.5
11:11:36.412,5.0,5.0,0.0,8.0,1.0,29.0,1.0,-100.0,7.7,61.0,43.0,6.0,5.5,0.17,0.0,4969.0,0.5,2.0,250.0,1.0,0.1,0.0,957.0,0.0,0.5
11:12:24.268,5.0,5.0,0.0,93.0,0.79,11.0,1.0,-31.0,8.7,35.0,-1.0,5.5,3.5,0.15,0.0,18097.0,0.7,2.0,770.0,1.0,0.1,0.0,77.0,760.0,0.5
